Progress,total timesteps,mean_int_reward,ep_rew_mean,total_time,num_episodes,value_loss,total_loss,entropy_loss,policy_gradient_loss,icm_loss
13.11%,139264,0.0138803646,314.8777494,216.09808564186096,10850,0.30758058129576965,0.09238841540713871,-0.026080974470824005,-0.006116161389687811,0.062241973416530524
13.93%,147456,0.0128807159,361.73967217999996,230.07286930084229,11054,0.25041101847891695,0.07886099510174191,0.03804609933868051,-0.006842758071148557,0.05450416906096507
14.75%,155648,0.0113135438,408.12159466,243.23013019561768,11243,0.23582355692051352,0.07045653889110803,0.09948675902560353,-0.0044126800833943075,0.04731545120739611
15.56%,163840,0.0097113956,443.2600290799999,256.2730631828308,11425,0.19078632368764376,0.059367283817667406,0.15123445820063353,-0.006855338656502845,0.040974185314553324
16.38%,172032,0.0088758814,457.90955674,268.9414768218994,11587,0.18855458289617671,0.05590503852252092,0.1859762754291296,-0.0052221415835723446,0.03757179439126048
17.2%,180224,0.0083429717,435.2294084800001,281.9196355342865,11751,0.18377128390129654,0.05322169196845924,0.22058628434315325,-0.004826989796552121,0.035327262557984795
18.02%,188416,0.0072001219,544.65716336,295.2726790904999,11889,0.19083799463987816,0.05217660107008768,0.26927931774407626,-0.0062340586447035915,0.03371620747057023
18.84%,196608,0.0065510154,684.2727046199999,308.20604515075684,12005,0.2142062351165805,0.05182595169713855,0.2952079328708351,-0.002899579224675446,0.03069528610794805
19.66%,204800,0.0063372017,638.1242623400001,321.3550217151642,12126,0.18387160979327746,0.046006171107017976,0.3298762787133455,-0.003940793490451044,0.02801308947673533
20.48%,212992,0.005338346,801.6209973199999,334.5420608520508,12218,0.17707516176742502,0.04364939863292022,0.35911881010979413,-0.003857442791144251,0.026327626735292143
21.3%,221184,0.0051957746,971.1839736400001,347.35157346725464,12293,0.2085608752677217,0.04573915938786467,0.4069971865043044,-0.002290099229348944,0.025112081784027396
22.12%,229376,0.0046589314,1122.54757766,359.9107630252838,12359,0.18822572627686895,0.04175988503786884,0.44131724098697306,-0.0009556165448357997,0.02303287406466552
22.94%,237568,0.0042443202,1467.8901309,372.85227036476135,12412,0.18442741937469692,0.03972466733545576,0.486078381491825,-0.0024286964276410763,0.021524795040750177
23.76%,245760,0.0036658634,1839.2226165200002,386.0742943286896,12446,0.19197413150104695,0.03873016869281587,0.5326278220862151,0.0005058742910209697,0.019482168113609078
24.58%,253952,0.0035029948,2674.27084956,398.9511761665344,12473,0.14807733276393265,0.03242713717275392,0.5781405994668602,-0.00040141926610615005,0.017659545822971266
25.4%,262144,0.0029042639,3276.67530758,411.749146938324,12489,0.12430808535718825,0.028408900408913473,0.633239571005106,0.0020855351708698637,0.01576953835610766
26.21%,270336,0.0027862156,3739.55908528,424.40904211997986,12507,0.08190285647870041,0.023312336895151317,0.6830449572764337,0.009267107083454235,0.014195340538935852
27.03%,278528,0.0031132887,3291.5302405999996,437.5530755519867,12537,0.10483437736256747,0.023896230227543093,0.7196995758451521,0.005185140576176856,0.01289427843366866
27.85%,286720,0.0025564659,3194.6119317800003,450.2997143268585,12554,0.12322558418964036,0.025418300177944997,0.7503914866596461,0.0056443809076089976,0.012531303668220061
28.67%,294912,0.0023209316,3812.9447612999998,463.0734374523163,12569,0.06783219329081476,0.018632275031418826,0.7918790675699711,0.003059850693584245,0.011543070632978925
29.49%,303104,0.0018555443,5013.977839699999,475.8765950202942,12578,0.06741104645407177,0.01740589494697682,0.8181156692095101,0.003563757185188812,0.010308414583050762
30.31%,311296,0.0019137563,5952.629554380001,488.78382658958435,12590,0.061434728532003643,0.016170433370208744,0.8206656988710165,0.0037034324495976755,0.009656617272048607
31.13%,319488,0.0017241779,6587.7376940799995,501.4322772026062,12598,0.05374280255564372,0.016562791422466482,0.8125625177286565,0.009334654764738772,0.010255045690428233
31.95%,327680,0.0018861428,6700.289493220001,514.3745748996735,12613,0.04994414634566056,0.015855695758539824,0.8267397357150912,0.009685742930315813,0.009892706830942188
32.77%,335872,0.0015828491,6965.5655596999995,527.3434007167816,12623,0.0688100023804509,0.018248616420411812,0.8591836214065551,0.012056588248077201,0.010161957357559004
33.59%,344064,0.0013626706,7066.39437274,540.507826089859,12631,0.04486797677591312,0.014581180076094014,0.9034492096863687,0.012082423668935999,0.008886140031609101
34.41%,352256,0.0012347723,7392.5122785799995,553.6372277736664,12640,0.03309891650001191,0.012532877222581026,0.9421978157013655,0.011119671724935134,0.008111018400086323
35.23%,360448,0.0011316346,7586.126479000001,566.6405010223389,12648,0.044791262843477855,0.012645103133718286,0.9538093854673206,0.006217001133631945,0.0075442767360073045
36.04%,368640,0.0011559383,8108.203610980002,579.033891916275,12656,0.040156824943323954,0.012650699646346497,0.9920222259592265,0.013705397987766498,0.007264477353237453
36.86%,376832,0.0012288189,8595.9075684,592.5880527496338,12666,0.03951213781474507,0.011448955926797035,1.0086771321948618,0.008763929323761587,0.00662134921294637
37.68%,385024,0.001233116,8578.583326040001,605.0755705833435,12676,0.04369761418656708,0.012281033552431101,1.0069093571975827,0.012127514744726705,0.006698520659301721
38.5%,393216,0.0013890034,8385.89376766,618.0747790336609,12687,0.0400005127179611,0.012265510650365212,0.9956803761888295,0.013242696685182801,0.0069411897100508215
39.32%,401408,0.0035623377,954.2790092,631.3638873100281,12768,0.04807278787393443,0.013481494789644582,0.9958799154032022,0.015321599708074951,0.0071420560314436445
40.14%,409600,0.0027476383,939.8367154399999,643.881495475769,12848,0.14124489394889678,0.02309266738687746,1.0026595734991133,0.005380165484488162,0.008430161443538964
40.96%,417792,0.0021872592,1127.7499668,656.9390153884888,12911,0.062188682473788504,0.014133830008335051,1.0098422771319746,0.00328257407066986,0.007586704353889218
41.78%,425984,0.0016830421,1656.8744293599998,669.9309840202332,12937,0.04098887617947185,0.01066854578830937,1.0366549413651227,-0.007239235430217145,0.007293581713383901
42.6%,434176,0.0017188044,3028.8333916599995,682.6804692745209,12958,0.03334822195538436,0.009958687980146642,1.0702727407217025,0.000886603973452278,0.0065352053872629766
43.42%,442368,0.0017525993,3468.69601602,695.2960541248322,12982,0.037076688907836795,0.009986435044118998,1.1034709095954895,0.0012333656402785935,0.006155429589307459
44.24%,450560,0.0013779997,4159.73381562,708.118084192276,12992,0.03211461903047166,0.009934954169273973,1.1477650381624698,0.00681832976605058,0.006041659289621748
45.06%,458752,0.0010540546,5127.11770032,720.8956534862518,13000,0.03039559401131555,0.008991195351241049,1.180455058068037,0.008644161244183574,0.005087219825691136
45.88%,466944,0.0010496007,5782.550340240001,733.6642651557922,13011,0.02824297417882917,0.008814410588728606,1.2042990755289793,0.011129893673923991,0.004877123803453287
46.69%,475136,0.001012791,6818.57263766,746.3799011707306,13019,0.02762243039956047,0.011617178521133815,1.211425075493753,0.04196253039264071,0.004658682441913697
47.51%,483328,0.0010433039,7733.30431038,759.2917993068695,13028,0.026683495505176326,0.009214370679758955,1.199535477720201,0.019430084109155497,0.004603012718325772
48.33%,491520,0.00110276,7247.22107686,773.9173605442047,13044,0.025830486649374505,0.008602902726317727,1.2131968002766371,0.01323418210815536,0.00469643585056474
49.15%,499712,0.000775601,7248.097930479999,787.3472812175751,13052,0.025614945612869634,0.008822566568576625,1.237806466780603,0.017984387257072777,0.004462633281582385
49.97%,507904,0.000835315,7469.89126148,800.4378178119659,13061,0.030543603822729894,0.008781057736313555,1.253435423783958,0.014274627353385343,0.0042992346187020304
50.79%,516096,0.0012057841,6805.88144514,812.9729309082031,13075,0.03113483573895337,0.008389932817913778,1.2499889928847552,0.01196056887936867,0.004080392356081574
51.61%,524288,0.0007193373,7163.54303898,825.4273817539215,13083,0.03246383540017632,0.010049058152336473,1.2326369831338524,0.023653458312957416,0.004437328781023098
52.43%,532480,0.0007375128,7851.355481500001,838.2439541816711,13091,0.03129803048582289,0.00805219186229134,1.2388625113293528,0.005933311204968143,0.004329057693212235
53.25%,540672,0.0013108783,6490.308127439999,850.5510914325714,13110,0.027629675377011154,0.008884605147165364,1.2114968435838818,0.018781780591205617,0.004243459550343687
54.07%,548864,0.0007031868,6898.216219340001,863.0298161506653,13118,0.027960144678672805,0.009270246131805654,1.171348562464118,0.01674097745504516,0.0048001339184338574
54.89%,557056,0.0006463862,7324.8923882,876.0946850776672,13126,0.02800681924959463,0.008451983692690882,1.17247374933213,0.008190230032521484,0.0048322787644792696
55.71%,565248,0.0006122716,7388.70075714,889.2745382785797,13134,0.029235407913938617,0.008257973848469038,1.1858556874096393,0.0068054915486466735,0.00465388390221051
56.52%,573440,0.0006258801,7388.7084528000005,901.7845151424408,13142,0.029538297446333673,0.009942365896126865,1.1937757767736912,0.02321466791090679,0.00466706936040282
57.34%,581632,0.0007102745,8059.311539179999,914.3413016796112,13151,0.030532699728973968,0.00888931019868478,1.2056679712608456,0.012722637406311143,0.004563776485156268
58.16%,589824,0.0006420274,8683.9112235,926.9867906570435,13162,0.026850853877976987,0.008747672008279856,1.1884643344208599,0.013733144640530858,0.00468927215642907
58.98%,598016,0.0007092436,8386.52808994,939.9540133476257,13172,0.03572227736392506,0.009375840627364952,1.1772038398310543,0.011432039259806435,0.004660408964991802
59.8%,606208,0.002889603,1773.01858536,953.5282320976257,13223,0.03146565277606896,0.009158238364919852,1.1605401929467916,0.011884204671229217,0.004823252620190033
60.62%,614400,0.0010490947,2248.63972084,966.3310191631317,13242,0.022006350527954056,0.007953295939901352,1.1517645129933953,0.005112059574686892,0.005241454929637257
61.44%,622592,0.0008645031,3262.7189439199997,979.2536478042603,13253,0.02277970419927442,0.007287611385364062,1.1669809639453887,-0.00041284272192068996,0.00505092523762869
62.26%,630784,0.0007406852,4729.76670666,992.1510782241821,13264,0.02504062314692419,0.007369247471279988,1.1942293979227543,0.0007375542350130783,0.004791429733086261
63.08%,638976,0.0006110076,5911.566577239999,1004.599377155304,13272,0.030759001332262413,0.008640021441606817,1.2150449821725489,0.01039204041736096,0.004524917266644479
63.9%,647168,0.0005984408,7064.0620686600005,1016.8115241527557,13281,0.030418459128395626,0.008820255533159798,1.2150410261005162,0.012768444981655197,0.004501565122154716
64.72%,655360,0.0006526221,7761.17819218,1029.61337184906,13289,0.03368639917514429,0.008834863957232514,1.2085902322083713,0.010032301875059909,0.004462993852212094
65.54%,663552,0.0008344108,8025.43026382,1042.2663714885712,13300,0.027695679081716662,0.008089455583860355,1.2011183463037014,0.007300684140154332,0.004589819261673256
66.36%,671744,0.0006816341,8384.73606618,1055.0017366409302,13309,0.0289414785605004,0.008817919555471981,1.208197337947786,0.012449084511943695,0.004678863248227571
67.17%,679936,0.0011905212,6278.91660108,1067.4907023906708,13328,0.03170717287696334,0.00829389310701863,1.1997288845479488,0.0058969451136881585,0.004533481307953479
67.99%,688128,0.0007430367,5969.434185520001,1080.968120098114,13339,0.034773272657912455,0.010174728197245247,1.184683713130653,0.017403350853887674,0.004957065846065234
68.81%,696320,0.0008206304,5802.403215839999,1093.8579347133636,13353,0.033927594290798876,0.008201721938435035,1.172879895567894,0.0008231765802960125,0.004726644851325545
69.63%,704512,0.0007392986,5656.448981000001,1106.6526112556458,13362,0.031069311490500694,0.00862941583544711,1.174002407863736,0.005598199576601867,0.004962664728736854
70.45%,712704,0.0006198085,6749.00551878,1119.4089753627777,13371,0.025792254002681148,0.007873155616692742,1.2070263070985674,0.0061527488432474966,0.004678655332099879
71.27%,720896,0.000592341,7658.75411944,1132.896378993988,13379,0.03196040811685634,0.008159897760636572,1.2060366788879038,0.006261752587199713,0.004337681690230966
72.09%,729088,0.0006035712,7816.296733200001,1145.665151834488,13387,0.030696488242938358,0.008564135499850509,1.1922515526413917,0.009662921910011026,0.00452819448455557
72.91%,737280,0.0006078987,8730.017491080001,1158.2706363201141,13396,0.030963081177674212,0.008508977079444379,1.1879166636615992,0.007944956749871055,0.004618173286689853
73.73%,745472,0.000640576,8859.6516937,1171.1414227485657,13406,0.03353373825289054,0.008603849321119928,1.1813035156577825,0.005270249665218253,0.004723450529309048
74.55%,753664,0.0006365313,8969.23017526,1183.7456617355347,13414,0.03450514064779782,0.009182460712407697,1.1665093190968037,0.008388390659625251,0.00489310758166539
75.37%,761856,0.0013568518,8077.25733134,1197.0375537872314,13427,0.031152345939108272,0.00862804000771113,1.164828005991876,0.007241882063134797,0.004788617207486823
76.19%,770048,0.0011960993,6315.935632240001,1209.780930519104,13445,0.03475539683813622,0.009281520788463567,1.1606056878343225,0.006250300764898911,0.005180951028160052
77.0%,778240,0.0008182209,6376.312191799999,1222.9972176551819,13455,0.04035466902805638,0.010249263145802785,1.1747000247240067,0.008342606430289234,0.005379535599968221
77.82%,786432,0.0007553919,6154.4244712,1235.6793315410614,13464,0.030835149615177214,0.008658885751309872,1.1842677760869265,0.007954428288386488,0.004779927960953501
78.64%,794624,0.0008085925,6484.454853120001,1247.991775751114,13475,0.02897563414258002,0.0081156830220079,1.1959360100328922,0.0043279123023871975,0.004785328377511178
79.46%,802816,0.000733864,7042.69477096,1260.5459649562836,13483,0.03709691944718543,0.009051351180049471,1.2231845838949085,0.0058300981696758035,0.004758649418363348
80.28%,811008,0.0006807651,7640.5912211999985,1273.5578527450562,13492,0.03161406058598004,0.008033776590681167,1.235421097278595,0.006155418238072996,0.004256828708275861
81.1%,819200,0.0006167595,8383.652944200001,1286.463377714157,13500,0.032500015856567185,0.008227388070245433,1.2440652266144752,0.005772542060552959,0.00440013227853342
81.92%,827392,0.0005865898,8616.251996379999,1299.0080652236938,13508,0.03110731267884148,0.008982487383135474,1.236596175096929,0.017705186404634032,0.004101237474787922
82.74%,835584,0.000570675,8757.85067932,1312.6371502876282,13516,0.03097154954321013,0.008014025379052969,1.2124680841341615,0.005081996527776066,0.0044086707719543485
83.56%,843776,0.0005645788,9153.31982744,1325.7580909729004,13524,0.031443901321904374,0.00822517461712129,1.2063684796914458,0.005932501433611516,0.004487534341569699
84.38%,851968,0.000568482,9153.9691339,1338.3546323776245,13532,0.030886644350039204,0.008341015005282917,1.2160252798348665,0.007686538612485129,0.0044836967090304825
85.2%,860160,0.0006411446,9143.26270752,1351.1997232437134,13541,0.03171808858558052,0.008210178061344902,1.2030235948041081,0.007374988180278127,0.004300870384759037
86.02%,868352,0.0005220197,8974.912654460002,1363.430027961731,13550,0.03583716980328973,0.009285315260343829,1.2012495735660196,0.009302614809566673,0.00477133679905819
86.84%,876544,0.0004928364,8975.698292,1376.1494011878967,13558,0.03536824404147865,0.008488013697481565,1.184098833799362,0.005011868213300101,0.004450002472003689
87.65%,884736,0.0005567541,8791.929264019998,1389.1523230075836,13567,0.03159377982442493,0.00842012378128296,1.1534034319221973,0.004805433907666483,0.004780202408073819
88.47%,892928,0.0005375339,8818.599210200002,1402.2359828948975,13575,0.03325583005268982,0.008669552856729861,1.1136277075856924,0.004591390342881095,0.004884830817172769
89.29%,901120,0.000613129,8518.28503884,1415.2584125995636,13585,0.03170770983865623,0.009104280360716316,1.0786659663543106,0.0028084498950671677,0.005652664387343975
90.11%,909312,0.0005896734,8575.48204958,1428.155062198639,13594,0.03837829788494673,0.010297598918446274,1.0788429839536549,0.004507167775320701,0.00600905235241953
90.93%,917504,0.0005401096,8571.519502059999,1440.6428837776184,13603,0.03508626694460872,0.009714889739190161,1.0824745392426849,0.005074591091364096,0.005698803935592878
91.75%,925696,0.0005456111,8496.91362916,1453.4087171554565,13614,0.0332205123507265,0.009636763456119298,1.0993094515055417,0.007974930963428073,0.005517219124703843
92.57%,933888,0.0005353177,8426.67111466,1465.7723736763,13622,0.03744677809811492,0.009502369928778273,1.1055083410814404,0.0029728583609377203,0.005460406282873009
93.39%,942080,0.000899269,7596.40502102,1478.4721677303314,13636,0.030479690931338156,0.008835610645294645,1.0840231424197555,0.0033619230180226348,0.005451449250358564
94.21%,950272,0.0006495754,7452.0185565599995,1491.753734588623,13646,0.03805373174200213,0.010149809611503413,1.083159107156098,0.002938677626849395,0.0060505686746182615
95.03%,958464,0.0005819077,7515.38755468,1504.1572272777557,13655,0.027838498395453826,0.00882078709296373,1.0926235539838671,0.0035113711318225105,0.005685800140236097
95.85%,966656,0.0005135499,7589.694388020001,1517.0314753055573,13663,0.032196547400599226,0.008980898504452526,1.1076066743582487,0.003698662183538916,0.005391377546038712
96.67%,974848,0.0005411253,7808.26481978,1529.9566297531128,13671,0.032797066155671926,0.008989489033780362,1.1168635671958327,0.0047373900806300905,0.00523604341015016
97.48%,983040,0.0006893712,8096.909638520001,1542.8040006160736,13681,0.026293744353324655,0.008387241569662926,1.086331909149885,0.0032593292543025925,0.005431934208900202
98.3%,991232,0.0006887061,8634.2515013,1555.6706080436707,13690,0.037870100338568594,0.010420767027740314,1.0708368463441729,0.006126503634870658,0.006021106630396389
99.12%,999424,0.0006380265,8701.72976326,1568.6247789859772,13698,0.03484531775088726,0.009697692805984199,1.0665902450680733,0.0030287061391781177,0.005910290416977659
99.94%,1007616,0.0006619771,8648.99015376,1581.6459546089172,13707,0.032288298727894474,0.010020430068180953,1.0510298443958164,0.007496436809003306,0.006041956514491176
