Progress,mean_int_reward,total_time,total timesteps,num_episodes,ep_rew_mean,entropy_loss,total_loss,policy_gradient_loss,value_loss,icm_loss
68.81%,0.000816301,1469.7510805130005,696320,17992,7922.58543806,0.9400120236910879,0.05501658608482225,0.005552566178995527,0.041667308965770644,0.007796710940056073
69.63%,0.0007279028,1487.424634695053,704512,18002,7585.7691033,0.9372270653024316,0.052959611053547115,0.005461608726427058,0.04025470875203609,0.007243293575083953
70.45%,0.0007629107,1505.3828766345978,712704,18012,7551.115062020001,0.9374094190075993,0.05460151230056446,0.005267684565956109,0.041812052422483245,0.007521775312125101
71.27%,0.0006229087,1521.9537327289581,720896,18020,7754.729162080001,0.9672786000184714,0.049767869044948246,0.005570535350674479,0.036714214610719866,0.0074831190835539015
72.09%,0.000532449,1539.1974272727966,729088,18029,7862.4032531600005,0.9819554195739328,0.048124053857905136,0.006125430474126161,0.03517511041650323,0.006823512967275747
72.91%,0.000476976,1555.9967308044434,737280,18038,8309.68675506,0.9706519258208572,0.05254315434180903,0.008934135841580461,0.036748832917965046,0.006860185582263511
73.73%,0.0005434876,1573.4725284576416,745472,18052,7477.416430659999,0.9545510031282902,0.04923673521414847,0.00722427044794065,0.03499825033866273,0.007014214427545085
74.55%,0.0004740734,1591.1119875907898,753664,18063,7600.58207748,0.9404823548160494,0.06077725715261204,0.008390579798041467,0.04545432382246872,0.006932353532101842
75.37%,0.0004857318,1607.9843435287476,761856,18074,7147.268669260001,0.913888403493911,0.056176802341666554,0.006536721926328396,0.04213393655736582,0.0075061438579723475
76.19%,0.0005571178,1626.695723772049,770048,18083,7151.11624482,0.8958766146562993,0.06358354007746655,0.00760845804964973,0.04792838203638894,0.008046699991427885
77.0%,0.0005352832,1647.1038627624512,778240,18094,7012.591758120001,0.8728457317687571,0.06135577935326815,0.0106996555641917,0.04220800617199529,0.008448117617081152
77.82%,0.0006454143,1663.8007881641388,786432,18115,5884.837534899999,0.840106178727001,0.05588600259458065,0.005938270384250377,0.04115229278531842,0.008795439425011865
78.64%,0.0005304319,1680.3912289142609,794624,18127,5564.6148062600005,0.8401692360639572,0.08143958829443651,0.006494822903026183,0.06565149583620951,0.009293269555200823
79.46%,0.0005176564,1698.7121794223785,802816,18136,5659.99379482,0.8342054028995335,0.05682232577788249,0.006605918184830207,0.04108011563885157,0.009136291954200714
80.28%,0.000423029,1716.8756096363068,811008,18144,5917.3957015000005,0.8309279006905854,0.04954137652759412,0.005326438624587111,0.035457940652258914,0.0087569972507481
81.1%,0.0005275977,1734.3491818904877,819200,18154,6859.84490186,0.8242749700322747,0.0522236476292474,0.005841102351527361,0.03725747922244409,0.009125066055275965
81.92%,0.0004395894,1751.8633620738983,827392,18164,7740.1801297599995,0.8331762622110546,0.05439675280850489,0.0027506925236438274,0.04231986478919225,0.009326195495668798
82.74%,0.0006048425,1769.7270839214325,835584,18177,7605.848208699999,0.8190903037786483,0.05932080931990352,0.007286948870948289,0.043072478373596824,0.008961382075358414
83.56%,0.0005026573,1786.432357788086,843776,18188,7402.676497740001,0.8167372845113278,0.055412372334420444,0.0011887792005822236,0.044705106168521525,0.009518486965316698
84.38%,0.0007072836,1803.9608676433563,851968,18200,6688.77870358,0.8144088570028544,0.057772814588180135,0.006783712079823978,0.0417874247452346,0.009201677763121552
85.2%,0.0005651722,1821.6683459281921,860160,18212,6225.85607826,0.7845843352377415,0.05978218236759769,0.011103426357748525,0.03897203402857485,0.009706721981274313
86.02%,0.0003524467,1839.2835235595703,868352,18220,6899.723687280001,0.7798047649674118,0.05734665816362362,0.0053117672019194675,0.04176065244359961,0.01027423851810454
86.84%,0.0004677144,1856.7177872657776,876544,18231,7231.979851280002,0.7866273787803948,0.05106796672857635,0.0052267162214753565,0.035774677024846824,0.010066573482254171
87.65%,0.0006437227,1874.7573680877686,884736,18247,6560.3377755,0.8065923974849284,0.05808924750767994,0.0073833009897062984,0.04071234780340092,0.009993598714572727
88.47%,0.0006017059,1892.510252714157,892928,18268,4980.66136736,0.8156816916540265,0.05774754662804894,0.004582550307965494,0.043493898246197205,0.009671098073886242
89.29%,0.0006665555,1910.269828081131,901120,18279,4786.699102240001,0.8363772915676236,0.07013007908210356,0.0028198366682984496,0.05762247226957697,0.009687770144228124
90.11%,0.0004323514,1929.2654745578766,909312,18287,5502.279931539999,0.8552240859717131,0.05847598112367157,0.005247291888996891,0.0444195741078147,0.008809115126859978
90.93%,0.0008029035,1946.1196784973145,917504,18302,5623.431171959999,0.8703588366508483,0.053421688358097484,0.0046784019691167135,0.03986818869079798,0.008875097698182798
