Progress,mean_int_reward,total timesteps,total_time,ep_rew_mean,num_episodes,value_loss,icm_loss,entropy_loss,policy_gradient_loss,total_loss
0.0%,1.4896149602,8192,3.5930678844451904,58.75381034,1296,,,,,
0.82%,0.1231379169,16384,21.369351625442505,62.91656874,2499,4.7981147963553665,0.8877701142570004,-1.394129237998277,-0.017879619105894543,5.668005291506473
1.64%,0.0760857122,24576,38.90784406661987,67.10230036000002,3601,2.066605214588344,0.7866543818265199,-1.3195249724201858,-0.01930562378382885,2.8339539726310354
2.46%,0.0569574209,32768,55.675995111465454,71.9306043,4615,0.9251091906335205,0.6500744782621041,-1.2257105628959835,-0.017331136098125005,1.5578525327974995
3.28%,0.0506821321,40960,72.90182638168335,85.09657363999999,5560,0.6405970655148849,0.5348569308640435,-1.1104644840583204,-0.026031702970702786,1.1494222934082257
4.1%,0.0407620784,49152,90.08042097091675,83.64912789999998,6428,0.5904117864207364,0.42930454964516684,-0.9972845915239305,-0.023097247311445163,0.9966190887544581
4.92%,0.0408959692,57344,106.68367433547974,92.92526662,7198,0.5187096584937535,0.3337506276438944,-0.8874225970357656,-0.023268109418410433,0.8291921767192374
5.73%,0.0394196642,65536,123.90590476989746,111.66574794,7888,0.6346325414138846,0.2761009153909981,-0.7899739088024944,-0.017762962595269834,0.8929704942096128
6.55%,0.0301872221,73728,140.72758030891418,120.03045532,8521,0.6288025621674024,0.23906448039924727,-0.6850427449680865,-0.017281303580186133,0.8505857389864634
7.37%,0.0289125246,81920,157.56996822357178,142.88327515999998,9082,0.5945834701182321,0.1943246366106905,-0.5818396628834307,-0.013921421953681545,0.7749866847752409
8.19%,0.0244568114,90112,174.48094010353088,173.05413998,9580,0.5596290276618674,0.1542885326431133,-0.48873089454136787,-0.010572197837550739,0.70334536246743
9.01%,0.0244462612,98304,191.30005073547363,167.55289599999998,10028,0.5446860380121507,0.12919835408683866,-0.3987701742677018,-0.01038932902615616,0.6634950630728331
9.83%,0.0206311199,106496,208.20004153251648,160.66274254,10445,0.5713179342914373,0.11036337567493319,-0.31730552287772296,-0.01049351577326102,0.6711877941931095
10.65%,0.0195475935,114688,224.78189086914062,201.32480466,10805,0.5399595866678283,0.09725199956155847,-0.24650875963270663,-0.008982964423436695,0.6282286218059501
11.47%,0.0229868909,122880,241.6094913482666,215.17756197999998,11139,0.530282428197097,0.08270412730344105,-0.17925899447873234,-0.009324658370477705,0.6036618971300604
12.29%,0.0203982501,131072,258.43600487709045,242.92928168000003,11440,0.48268448712769896,0.07255188823328354,-0.11300981445237994,-0.009017291714123642,0.5462190836468588
13.11%,0.0187449349,139264,275.1819438934326,311.98459688,11693,0.5176275903591886,0.06583954737288877,-0.05490284953266382,-0.006632571007175606,0.5768345667249017
13.93%,0.015513963,147456,292.0236508846283,286.94506378,11942,0.4544905990827829,0.0584492040463374,-0.0036710320971906187,-0.003931192070135801,0.5090086110589845
14.75%,0.0126439775,155648,308.7204556465149,299.75818840000005,12179,0.3901538551435806,0.05329709315265063,0.05570224793627858,-0.005548913246978163,0.43790203504925307
15.56%,0.0119065292,163840,325.2131276130676,322.9548657,12378,0.3855149790644646,0.046140524091606495,0.11603689519688487,-0.005032586393740662,0.42662291676233044
