ep_rew_mean,total timesteps,total_time,num_episodes,total_loss,policy_gradient_loss,entropy_loss,value_loss
1.464848125,8192,2.866933584213257,8,,,,
2.962914312500001,16384,12.908095359802246,16,1.8396110022619676,-0.0021280665702806717,-1.4233496838249267,1.8417390688322484
7.69550575,24576,22.792598009109497,24,0.556532400822318,-0.003634046973609529,-1.422022665478289,0.5601664477959275
8.871719187500002,32768,33.11772894859314,32,0.22324411700434627,-0.005659891901755564,-1.423277162015438,0.2289040089061018
11.721198150000001,40960,43.37846660614014,40,0.09693145498076661,-0.002936407936250581,-1.4135860346257687,0.09986786291701719
12.739963770833334,49152,53.32615351676941,48,0.09242406248224701,-0.0032606012843406154,-1.385918614640832,0.09568466376658762
15.441278200000001,57344,63.17005753517151,56,0.12118614679913842,-0.002447280347567383,-1.3658967553637922,0.1236334271467058
18.16289006,65536,73.41067934036255,64,0.1278174630856709,-0.0036885559461326918,-1.3549421345815063,0.1315060190318036
19.87253364,73728,84.09000706672668,72,0.1501569189057072,-0.0031206259403525685,-1.3436985661275684,0.15327754484605977
21.063303219999998,81920,94.43118572235107,80,0.13189244817098442,-0.0033246562708511367,-1.340492749027908,0.13521710444183555
21.5271526,90112,104.47026991844177,88,0.13459593366167022,-0.0033880061786717083,-1.335900912899524,0.1379839398403419
23.4130785,98304,114.33726215362549,96,0.1540741984401155,-0.0025957490299571727,-1.3268843756057322,0.15666994747007265
25.652928460000002,106496,124.29390597343445,104,0.1745755151267087,-0.0028963155633380646,-1.3225099582225084,0.17747183069004677
27.61836254,114688,134.06834411621094,112,0.1471354633493906,-0.0034455349279010616,-1.3103809819556773,0.15058099827729166
29.303166979999997,122880,144.80333256721497,120,0.18195337208990653,-0.003560697619554636,-1.297015737555921,0.1855140697094612
30.88929542,131072,155.07561039924622,128,0.29632934523218835,-0.002564765428869937,-1.2841324164532124,0.2988941106610582
32.0521431,139264,165.14841103553772,136,0.38763850122814947,-0.0008024462786019648,-1.2734678477048873,0.3884409475067514
34.13515662,147456,175.83752131462097,144,0.3276455966582198,-0.0010049681993059482,-1.2750590656884015,0.32865056485752575
35.363881420000006,155648,185.99255514144897,152,0.30529905993182666,-0.001140731122609122,-1.2724702144041657,0.30643979105443575
38.04457834,163840,196.25020623207092,160,0.39015510011006044,-0.0018619984891113032,-1.263602216541767,0.3920170985991717
43.44892946,172032,206.4322690963745,172,0.33033795636111635,-0.0009936758567998176,-1.262931996770203,0.33133163221791617
46.1184821,180224,216.66238164901733,180,0.49903787130508925,-0.0016418468042241684,-1.2510830133222044,0.5006797181093134
47.62007484,188416,227.05315470695496,188,0.6491199646252703,-0.0011668813627415688,-1.2546498670242727,0.6502868459880119
47.28815488000001,196608,237.41922521591187,196,0.4944866589145455,-0.0018748928408534138,-1.2603448590263724,0.496361551755399
46.417643260000006,204800,248.0208773612976,204,0.7787875337038861,-0.0007142490176044658,-1.2662434348836542,0.7795017827214906
