ep_rew_mean,total timesteps,total_time,num_episodes,total_loss,policy_gradient_loss,entropy_loss,value_loss
24.945023374999998,8192,2.8763906955718994,8,,,,
20.746691124999998,16384,13.056522130966187,16,1.4670563419220872,-0.00415924271923513,-1.4207481624558569,1.4712155846413224
22.499160458333332,24576,23.471685647964478,24,0.6773616264627549,-0.0037346710164797474,-1.404570635315031,0.6810962974792346
23.86453465625,32768,33.49935483932495,32,0.22006962138040861,-0.0056045916287793835,-1.3847692440263928,0.22567421300918794
23.742486975,40960,43.265077114105225,40,0.13779833962077284,-0.005010271712248146,-1.3629331970587373,0.14280861133302097
24.034204041666666,49152,53.48941922187805,48,0.0915413352850258,-0.004133173143757365,-1.3350058070383966,0.09567450842878315
23.631367559999997,57344,63.48843765258789,56,0.0673377276756687,-0.0021170010577302584,-1.316279612481594,0.06945472873339895
25.257400320000002,65536,73.51999592781067,64,0.050948986106005824,-0.0009593099292476296,-1.3096444013528525,0.051908296035253446
24.69262604,73728,83.45011115074158,72,0.053967392912983136,-0.00024285348064853593,-1.3057066327892244,0.05421024639363168
24.86584352,81920,94.01315379142761,80,0.04619220591188479,-0.0016404188227710497,-1.3116985144093634,0.04783262473465584
25.9187579,90112,104.4576473236084,88,0.07240193588750173,-0.00292058863687942,-1.2998075233772397,0.07532252452438115
26.24378524,98304,114.52129316329956,96,0.07987290292284457,-0.0018332308028300086,-1.2817291327752174,0.08170613372567459
27.675733960000002,106496,125.19861149787903,104,0.0971221733749589,-0.0016570990339060375,-1.265863523259759,0.09877927240886493
29.4529044,114688,135.1420726776123,112,0.10781000520646963,-0.0025793441288401815,-1.2530519247055054,0.11038934933530982
32.19953922,122880,145.4755346775055,120,0.11261420985722177,-0.003976129775017443,-1.2483479287475348,0.11659033963223919
35.11093554,131072,155.84596300125122,128,0.12607428440070328,-0.004759289055335457,-1.2342353687621652,0.13083357345603872
37.80978226,139264,165.89305090904236,136,0.18619569149117193,-0.00270002849034756,-1.2248100859113038,0.1888957199815195
40.79215954,147456,176.07119607925415,144,0.2060698954939836,-0.002018800553359939,-1.2063461627811194,0.20808869604734354
42.71724226000001,155648,186.09014129638672,152,0.2542016992649465,-0.0016291330657381268,-1.195343998167664,0.25583083233068465
44.61288820000001,163840,195.96787023544312,160,0.4211828416277389,-0.0006887559700440845,-1.1801526037976147,0.421871597597783
46.3396289,172032,206.3428544998169,172,0.46965307786761806,-0.0013975560808529575,-1.1582723904401064,0.4710506339484709
44.874114580000004,180224,217.11187720298767,180,0.6084182693392192,-0.0010481926406812484,-1.1453259306959809,0.6094664619799005
42.72142948,188416,227.38431310653687,188,0.655407414060978,0.0006311816915010598,-1.141668442171067,0.6547762323694769
38.579369199999995,196608,237.5467083454132,196,0.5527161095620484,-0.0004845266890825756,-1.1488499267026782,0.553200636251131
33.94202518,204800,248.15956020355225,204,1.0365738786687115,-0.0012041302816969174,-1.153687702678144,1.0377780089504085
25.210577260000004,212992,258.0769109725952,212,1.2697160036324395,-0.0009291444301732723,-1.153764152061194,1.2706451480626129
15.875419520000001,221184,268.9582555294037,220,1.7781717042618914,-0.00014961838549733996,-1.1489815201610327,1.778321322647389
8.440698740000002,229376,279.1310477256775,228,1.7460440214052837,-0.0018999440101862973,-1.1450933397747576,1.7479439654154703
-1.39662692,237568,289.23043608665466,236,1.7249050002690005,-0.0005212963763090088,-1.1320849866606295,1.7254262966453098
-7.88177652,245760,299.39551734924316,244,1.3916374676814134,-0.0012279329402542967,-1.135863742325455,1.3928654006216674
-14.6248115,253952,309.00935196876526,252,1.3680293797024075,-0.0005797116227900046,-1.1488017552532255,1.3686090913251974
-15.981235139999999,262144,318.9670023918152,260,1.236190044414308,-0.00023487264401298897,-1.156539278384298,1.2364249170583208
-16.8352388,270336,329.2056701183319,268,1.1166653865236493,-0.0005597029243891662,-1.1592490429989994,1.1172250894480384
-19.272424760000003,278528,339.71561646461487,276,1.0501209743678834,-0.0014582561786022515,-1.1601111071184278,1.0515792305464857
-19.15533442,286720,349.68613290786743,284,0.9357075659880545,0.00034213323692234383,-1.1517007104121149,0.9353654327511322
-20.328943919999997,294912,359.67830538749695,292,0.9175651870869842,-8.612365072625722e-05,-1.1408431311137974,0.9176513107377104
-17.3242958,303104,369.43526887893677,300,0.7593966722050326,-0.0002317368723807992,-1.1268730193376542,0.7596284090774134
-12.933777480000002,311296,379.5835671424866,308,0.629372066725409,-0.000896024309259009,-1.1377071565948427,0.6302680910346681
-7.634572,319488,389.6721568107605,316,0.6354403971385056,-0.0010326467327229146,-1.143381462059915,0.6364730438712286
-1.2152660199999996,327680,399.89502358436584,324,0.6531403809466471,-0.0010272384969679026,-1.1545419473201037,0.654167619443615
6.6727671,335872,409.94539618492126,332,0.6062665761342544,-0.0009144971558668957,-1.1495415715500712,0.6071810732901213
18.54017344,344064,420.2611963748932,344,0.6710000069157888,-0.0008238269022639913,-1.1412709754891694,0.6718238338180527
22.447927720000003,352256,430.2366383075714,352,1.143383013869199,-0.00072244282823538,-1.14647281691432,1.1441054566974345
25.15806176,360448,440.17604303359985,360,0.8984163158065435,-0.0003846424168209201,-1.1551034792326391,0.8988009582233645
25.990073399999993,368640,450.7431924343109,368,0.8877708310555233,4.755479632041215e-05,-1.1626747828908264,0.887723276259203
27.01523152,376832,460.9309456348419,376,0.9065305395448707,-0.0005363219813841663,-1.175583387352526,0.9070668615262548
26.00822704,385024,471.14772391319275,384,0.8965659265474623,-0.00026780897869886703,-1.1743975961580873,0.8968337355261611
