ep_rew_mean,total timesteps,num_episodes,total_time,entropy_loss,total_loss,policy_gradient_loss,value_loss
19.70881237,8192,8,2.890703917,,,,
20.16366175,16384,16,12.35892057,-1.415940649,0.60369464,-0.001700742,0.605395382
19.58421342,24576,24,21.75780201,-1.408651087,0.27766946,-0.00099843,0.27866789
19.86086125,32768,32,31.01345754,-1.388790386,0.179790361,-0.00079821,0.180588571
19.86811575,40960,40,40.32667637,-1.36574981,0.225073592,-0.001676488,0.22675008
19.68635067,49152,48,49.62713194,-1.343815887,0.133953373,-0.002352427,0.1363058
19.982047,57344,56,59.4634831,-1.321672722,0.133478873,-0.002166436,0.135645309
20.87405432,65536,64,69.03232932,-1.3096726,0.117915762,-0.001517418,0.11943318
22.11914702,73728,72,78.67491603,-1.292772392,0.094715954,-0.001462708,0.096178662
24.04713452,81920,80,88.03666544,-1.266656104,0.122520837,-0.003953074,0.126473912
25.28893578,90112,88,97.6444602,-1.229584486,0.119057615,-0.004196232,0.123253846
27.23951604,98304,96,106.8131919,-1.201672782,0.11992289,-0.002795989,0.12271888
29.44362434,106496,104,116.521394,-1.176760186,0.139545211,-0.001719334,0.141264545
30.41037854,114688,112,126.2015095,-1.165525698,0.086886751,-0.001507138,0.088393889
31.18717324,122880,120,136.0209823,-1.156405942,0.095157112,-0.00237558,0.097532692
32.1679913,131072,128,145.4863529,-1.140863811,0.136121279,-0.002072552,0.138193831
33.05459622,139264,136,154.7132807,-1.129868028,0.122759826,-0.001926237,0.124686062
33.62096494,147456,144,164.2156663,-1.13568403,0.120199362,-0.001630737,0.121830099
34.1802098,155648,152,173.564908,-1.131542159,0.133498063,-0.001067007,0.13456507
35.12665072,163840,160,183.1841145,-1.125038324,0.145976023,-0.000652452,0.146628474
35.3650838,172032,172,192.3353608,-1.108266272,0.139986674,-0.000651894,0.140638568
36.20486998,180224,180,201.3723679,-1.086475292,0.225886435,-0.001490873,0.227377308
37.18239992,188416,188,210.4604561,-1.063324505,0.164968272,-0.000679294,0.165647566
38.26362138,196608,196,219.8335278,-1.054943709,0.190022532,-0.000955922,0.190978453
39.54291784,204800,204,229.2400262,-1.047910618,0.208351761,-0.000741122,0.209092884
40.82084388,212992,212,238.4633424,-1.044716534,0.195614714,-0.0012888,0.196903514
42.27190746,221184,220,247.999198,-1.051884688,0.208590565,-0.001095354,0.209685919
43.6409467,229376,228,257.3190234,-1.05200746,0.230431479,-0.00065208,0.231083559
44.6343502,237568,236,267.1166673,-1.045406393,0.224318853,-0.001451344,0.225770197
46.15795476,245760,244,276.4913301,-1.041433255,0.334044439,-0.000604233,0.334648673
47.23115826,253952,252,285.6354835,-1.036943841,0.335665207,-0.001123107,0.336788314
48.53270352,262144,260,295.247247,-1.03230303,0.401713434,-0.001902493,0.403615928
49.85206272,270336,268,304.7608778,-1.037594639,0.491548266,-0.00015319,0.491701456
50.77266746,278528,276,314.1084311,-1.026684083,0.470017256,-0.000342125,0.470359381
52.24006382,286720,284,323.1572492,-1.023213806,0.447561878,-0.001583595,0.449145473
52.61374786,294912,292,332.8667667,-1.010321755,0.485993574,-0.00087207,0.486865644
52.4570851,303104,300,342.3390796,-0.985975966,0.597558389,-0.00115716,0.598715549
53.18867874,311296,308,351.5668054,-0.973808139,0.699235417,-0.000732294,0.699967712
54.17979286,319488,316,361.1480544,-0.960265746,0.621649246,-0.001020098,0.622669343
54.4907539,327680,324,370.2053895,-0.955115776,0.554703584,-0.001013133,0.555716717
54.53455604,335872,332,379.7375345,-0.962576057,0.62448635,-0.000284418,0.624770768
54.8072716,344064,344,388.9391165,-0.972308793,0.685590308,5.48E-05,0.685535549
55.40491176,352256,352,398.3983729,-0.975644547,0.917729689,-0.000105733,0.917835422
53.60425154,360448,360,407.7374737,-0.973250847,0.719512287,-0.000548724,0.72006101
53.48106464,368640,368,416.9422998,-0.962741788,0.965032784,-0.000441194,0.965473978
52.64624768,376832,376,426.4283416,-0.955185685,0.698383693,-0.001046399,0.699430092
52.7453939,385024,384,436.0172586,-0.933670475,0.768940975,-0.000916918,0.769857893
53.27653308,393216,392,446.4376533,-0.920461975,0.739751407,-0.001527551,0.741278958
53.5636773,401408,400,458.1088059,-0.914154993,0.736047734,-0.001044443,0.737092176
54.19660856,409600,408,469.5915256,-0.904464448,0.733903955,-0.000154649,0.734058604
54.99682852,417792,416,479.9287512,-0.907515872,0.742227085,-0.000478208,0.742705293
54.01766976,425984,424,489.212893,-0.906388849,0.59731719,-0.000310712,0.597627902
54.18805332,434176,432,498.7088594,-0.897504642,0.909931101,0.000463069,0.909468032
53.1145666,442368,440,508.9402061,-0.888304933,0.620990781,-0.001376397,0.622367178
50.49535964,450560,448,518.860239,-0.882492879,0.774662772,-0.000440608,0.77510338
48.8964999,458752,456,527.9663308,-0.877792381,0.869474346,-0.001281986,0.870756332
45.88747858,466944,464,538.2688649,-0.874065648,0.842495614,-0.000722731,0.843218346
43.4611874,475136,472,547.589596,-0.868863842,0.965873882,-0.000436989,0.966310872
40.69582398,483328,480,556.9067254,-0.86974095,1.18947418,-0.000672693,1.190146873
37.64540548,491520,488,566.8254256,-0.858338519,0.873134728,-0.000533891,0.873668619
36.04463894,499712,496,576.1831326,-0.852231917,0.93796354,-0.000574575,0.938538115
35.07528968,507904,504,585.3891919,-0.863724809,0.908258042,-0.000620247,0.908878289
33.6702171,516096,516,594.3861268,-0.872430378,0.860403775,-0.001219511,0.861623286
32.12628878,524288,524,603.9620419,-0.878619258,1.354657201,-0.000637509,1.35529471
30.01381464,532480,532,612.8287685,-0.87841127,1.124887777,-0.001415013,1.126302789
29.51427894,540672,540,622.3095012,-0.88098433,0.958166577,-0.001127847,0.959294424
27.28198494,548864,548,631.913378,-0.880078874,0.872617864,-0.001350277,0.873968141
24.27853342,557056,556,641.5717664,-0.883564582,0.942693136,-0.000668138,0.943361274
21.46752958,565248,564,651.1432583,-0.879904297,0.958064061,-0.001082114,0.959146175
17.54488398,573440,572,660.6273775,-0.874718171,1.028017141,-0.000639927,1.028657068
14.14372004,581632,580,670.0176179,-0.876649753,1.086084135,-0.001150411,1.087234546
10.45580932,589824,588,679.2168534,-0.879654175,1.15763228,-0.001665082,1.159297363
11.1986513,598016,596,689.0596161,-0.886268536,0.953228873,-0.000783594,0.954012467
12.62312596,606208,604,698.6631365,-0.894999803,0.8185784,-0.000716532,0.819294932
14.89861148,614400,612,707.8498263,-0.90475282,0.799205802,-0.000914745,0.800120547
18.53904748,622592,620,717.079128,-0.914479373,0.680885991,-0.001792983,0.682678973
24.91922814,630784,628,726.6553111,-0.911547219,0.631423881,-0.001058789,0.63248267
30.8013619,638976,636,736.0914433,-0.899365631,0.713647187,-0.000520495,0.714167682
