mean_int_reward,num_episodes,total timesteps,ep_rew_mean,Progress,total_time,icm_loss,policy_gradient_loss,value_loss,entropy_loss,total_loss
0.6875272185,1154,8192,8.06,0.0%,3.413198709487915,,,,,
0.1071445945,2016,16384,9.66,0.82%,21.38837242126465,0.8803196517284959,-0.02553148576212073,2.3002679398283363,-1.3724554065614938,1.1077932971351174
0.0826214539,2695,24576,9.88,1.64%,42.88509774208069,0.7247633257182315,-0.02674906500751399,1.3022570126224309,-1.2935097814537584,0.8523141204797232
0.0715647355,3096,32768,19.8,2.46%,59.50211262702942,0.6158851542510092,-0.024406041962900138,0.9933228735812009,-1.216381062567234,0.7127768374128393
0.0461391914,3352,40960,30.74,3.28%,73.54774785041809,0.5370480183279142,-0.022751246429316606,0.9580412458162755,-1.1381928064860403,0.6305770182666101
0.0364569603,3514,49152,49.02,4.1%,87.59445667266846,0.46636053253896537,-0.015940402878700487,0.680024947063066,-1.0714039731770755,0.5327689869574019
0.0298885782,3625,57344,74.46,4.92%,104.50579023361206,0.4042074102209881,-0.011788281552952317,0.4763012143783271,-1.020418399758637,0.4506587035035256
0.0259034369,3703,65536,109.06,5.73%,120.88338208198547,0.3637742773629725,-0.006879894506671797,0.31838345738360657,-0.981117690121755,0.39492463365066593
0.021444764,3754,73728,157.62,6.55%,135.62246012687683,0.3331100163864903,-0.004646955842188048,0.22598370965279174,-0.9467358815018088,0.3552436917675507
0.0196923587,3778,81920,234.96,7.37%,150.12142729759216,0.31563574871979655,-0.005945410476216056,0.15840266759914812,-0.9155054172500968,0.3308814744320897
0.0140154198,3790,90112,349.74,8.19%,167.54458808898926,0.296434860653244,-0.00930350795379277,0.08255995992658427,-0.8711794864851982,0.3037605058505231
0.009885725,3802,98304,483.84,9.01%,181.7184979915619,0.2659225424169563,-0.006457106794220594,0.060761138403904624,-0.8329542407765984,0.27135294557792466
0.0078043452,3810,106496,610.3,9.83%,199.5145251750946,0.24504941465565935,-0.0031804485403444465,0.09485980221979844,-0.7989088461268693,0.2542173500236048
0.0069543957,3818,114688,720.78,10.65%,216.08636832237244,0.22177207526983694,-0.0009325239611457734,0.06488980067942976,-0.7736911962274462,0.22816780294166533
0.0067540947,3826,122880,818.94,11.47%,231.82654738426208,0.22787992690573447,-0.000282442098455137,0.060924968990821074,-0.7561643047723919,0.23394417959497105
0.0064034127,3835,131072,883.2,12.29%,247.9851689338684,0.21358282856526783,-0.00046238829794968716,0.056056527400960475,-0.7547250553965569,0.21914224247556896
0.0064972997,3845,139264,917.58,13.11%,262.72726011276245,0.21319025324773974,0.001205215682588762,0.05809374461819061,-0.7572427062317729,0.2191201492778177
0.0065445176,3853,147456,962.36,13.93%,277.28139781951904,0.21554601914831437,0.0003056251793751477,0.06223746877030863,-0.7550796596799045,0.22180032854328274
,3853,147456,962.36,,289.38396525382996,0.20528490942670033,-0.00011620991557246853,0.050159403540556015,-0.7506989390123635,0.21028922878919865
