total_time,num_episodes,ep_rew_mean,mean_int_reward,Progress,total timesteps,icm_loss,value_loss,entropy_loss,policy_gradient_loss,total_loss
1021.3098659515381,2060,1000.0,0.0027927712,55.71%,565248,0.11603289250342641,0.09260478043870535,-0.4290056621422991,-0.0010937748247412077,0.20754389811739055
1034.674206495285,2068,1000.0,0.0026541605,56.52%,573440,0.10570538872852922,0.08406078427451576,-0.41062278402969243,0.0004102734371196298,0.1901764464401646
1047.6767404079437,2076,1000.0,0.0024964274,57.34%,581632,0.1072573114244733,0.08734953638468142,-0.41619038572534917,-0.0001425855337805572,0.19446426227537414
1061.0781815052032,2085,976.12,0.0027510929,58.16%,589824,0.10835734232678078,0.08528632393854423,-0.4140070817200467,-0.0007236167743754563,0.19292004949094957
1074.256965637207,2098,887.12,0.0029730072,58.98%,598016,0.1059673172829207,0.0847985891242388,-0.4070901127997786,-0.00043786084261809665,0.1903280455645414
1087.6974172592163,2111,795.04,0.0027571738,59.8%,606208,0.10689385987643618,0.08679046024735726,-0.406227346835658,-0.000619497010304466,0.19306482311348896
1102.528591632843,2122,754.36,0.0026947329,60.62%,614400,0.10221896824077703,0.07125335349483067,-0.39256808133795856,-0.002795448803039631,0.17067687293256806
1117.3009715080261,2130,765.7,0.002502638,61.44%,622592,0.1010016889689723,0.09196339455575071,-0.3757989551872015,-0.0009076022797730926,0.1920574812449499
1129.6760439872742,2138,790.22,0.0024988021,62.26%,630784,0.09981691960419994,0.09060833544008347,-0.37273418055847285,-0.0010809100824922722,0.18934434496179114
1142.5193960666656,2146,844.22,0.002716203,63.08%,638976,0.10000613804149908,0.09313004209016071,-0.37480714954435823,-0.000366421870107579,0.19276975826155224
1157.4117333889008,2155,883.56,0.0029157666,63.9%,647168,0.10164428440330084,0.09068618524506747,-0.3601205457933247,-0.0012204339359816563,0.19111003571238666
1172.3372163772583,2163,930.88,0.0027651454,64.72%,655360,0.09475513005454558,0.07554374471483243,-0.32894602296873926,-0.0008725773776098345,0.16942629739176818
1187.9130828380585,2173,958.38,0.0024850357,65.54%,663552,0.08842564941442106,0.07939734141909867,-0.2912899906747043,-0.0011160785766505532,0.16670691225686918
1201.481850385666,2181,958.38,0.0024387629,66.36%,671744,0.08307256581902038,0.09526384189666715,-0.27477990966290233,-0.0007553315665501787,0.17758107614913735
1215.020364522934,2189,957.86,0.002211001,67.17%,679936,0.08273892816214357,0.08027746897769247,-0.265697097312659,0.0003061361616097105,0.16332253330144575
1228.608998298645,2197,966.0,0.0024361284,67.99%,688128,0.08050733262789436,0.07797214858228471,-0.24347627600654959,-0.00016867006637634997,0.15831081114380272
1241.9475491046906,2206,968.7,0.0023360713,68.81%,696320,0.07592869329673704,0.08143998245486728,-0.24712767973542213,-5.1888275040867226e-05,0.15731678747656347
1255.6794891357422,2214,986.68,0.0024711111,69.63%,704512,0.0782702331955079,0.08607340456819657,-0.2518272250890732,-0.0008565636631832577,0.1634870741005212
1271.008453130722,2222,986.68,0.0025385585,70.45%,712704,0.0796856622066116,0.09184899422216404,-0.23992998814210295,0.0005624157062785914,0.17209707213505424
1286.0389151573181,2231,986.68,0.0026193884,71.27%,720896,0.07643311493156943,0.09117034774026252,-0.2386939672753215,-0.0004279840473776334,0.1671754786244543
1300.501692533493,2239,987.2,0.0024453884,72.09%,729088,0.07741116863035132,0.10131066538724554,-0.24033797839656473,0.00015468418300706448,0.1788765182006039
1314.2783403396606,2247,987.2,0.002354409,72.91%,737280,0.07829160167311784,0.08543177023939279,-0.24059550696983933,-0.0016280987399897111,0.16209527317252093
1328.8449227809906,2255,1000.0,0.0023949755,73.73%,745472,0.07505441126704682,0.08567364527516474,-0.24755290113389491,-0.001089572310867593,0.159638484231344
1344.0942568778992,2263,1000.0,0.0024560307,74.55%,753664,0.07956696574110537,0.08998876169334835,-0.26718450654298065,-0.0005846089074496792,0.16897111852700405
1357.6746234893799,2271,1000.0,0.0025803887,75.37%,761856,0.08247210070258007,0.09847804186229041,-0.2699958928860724,-0.0002480143993162934,0.18070212816555417
1371.6122183799744,2279,1000.0,0.002444553,76.19%,770048,0.08084528562030754,0.10056634799238964,-0.2766888842917979,-0.00027629071353434267,0.18113534289916283
1385.1464340686798,2287,1000.0,0.0024164055,77.0%,778240,0.0835615903895814,0.09227997601019525,-0.29411242436617613,-0.0016905349904918008,0.17415103140928484
1399.0379037857056,2296,1000.0,0.0024413492,77.82%,786432,0.08537119441025424,0.10659410307644065,-0.29600661490112545,-0.0003004226924069661,0.19166487479428793
1412.6327340602875,2304,1000.0,0.0021686121,78.64%,794624,0.08384510369796772,0.1116994873047588,-0.273869370482862,-0.0004696391759324842,0.19507495182679402
1426.1292867660522,2312,1000.0,0.0023559747,79.46%,802816,0.07862089261761866,0.10083488155032683,-0.2611403441056609,-0.0005251816796139365,0.17893059248833154
1440.6828536987305,2320,1000.0,0.0022850234,80.28%,811008,0.0781210148241371,0.09799750684414903,-0.2577345559373498,-0.0015793630379107785,0.17453915863037534
1454.7849795818329,2328,1000.0,0.0020994227,81.1%,819200,0.07859627750585788,0.09740104099564632,-0.27022441644221545,-0.0014591346769727998,0.1745381838245314
1469.452199935913,2336,1000.0,0.0018895992,81.92%,827392,0.08159997211478184,0.10031320108173532,-0.2861484732478857,-0.0002756637869431217,0.18163750940957404
1483.7755150794983,2345,1000.0,0.0019245903,82.74%,835584,0.08268617366848048,0.09691951749464352,-0.2860654039308429,-0.0005223530066480726,0.1790833381564759
1501.667536497116,2353,1000.0,0.0019146728,83.56%,843776,0.08221998959779739,0.11356134229354212,-0.2853879824280739,-0.0010446814268973113,0.19473665046444216
1519.5549445152283,2361,1000.0,0.001876129,84.38%,851968,0.08348572877584956,0.0996639710971067,-0.27836137181147935,-0.0007947407230238365,0.18235495914993244
1534.7064893245697,2369,1000.0,0.0017546708,85.2%,860160,0.08280817821505479,0.10152598081240286,-0.26472609471529723,-0.0015552156382881068,0.18277894338916953
1552.1296963691711,2378,1000.0,0.0016805051,86.02%,868352,0.08045307938300539,0.10297318684788478,-0.24429915370419622,-0.00038029565699356676,0.18304597057389663
1566.8380484580994,2386,1000.0,0.001451617,86.84%,876544,0.07674213327991311,0.11188705310323713,-0.2431974050588906,-0.0007677820475578522,0.18786140433559237
1582.4298486709595,2394,1000.0,0.0017023124,87.65%,884736,0.07753575079550501,0.09848415529431805,-0.23584524393081666,-0.0017096090238176622,0.17431029706600537
1598.9822652339935,2403,1000.0,0.0015192474,88.47%,892928,0.0753415624902118,0.09894696370320162,-0.22754040602594613,0.00022475356034255597,0.17451327975375597
1615.2580742835999,2411,1000.0,0.0014416511,89.29%,901120,0.07521285344846547,0.10530005493310454,-0.22718542944639922,0.0007752181536658825,0.1812881265352359
1628.9726424217224,2419,1000.0,0.0013317406,90.11%,909312,0.07283473166753537,0.10052251119559515,-0.2237571721896529,0.0002303233912346167,0.17358756625436514
1643.4621574878693,2427,1000.0,0.0014789357,90.93%,917504,0.07192381137865596,0.10020912936979584,-0.22929472867399453,0.0002212004860208627,0.17235414123447265
1657.7502970695496,2435,1000.0,0.0015184756,91.75%,925696,0.07627133462228812,0.10217629633943943,-0.22735285172238945,-6.42120877021137e-05,0.17838341887402545
1672.5119111537933,2443,1000.0,0.001619721,92.57%,933888,0.07402658314967994,0.10160970010329037,-0.22172021409496664,0.00019005270332076934,0.1758263359562911
1686.2098650932312,2451,1000.0,0.0016252665,93.39%,942080,0.07645190128241666,0.10312227030372015,-0.22598862145096063,0.00021868308872641202,0.17979285467486322
1699.4858675003052,2459,1000.0,0.0016657833,94.21%,950272,0.07587905219988897,0.10230407636754535,-0.22846556240692734,2.57921351271501e-06,0.17818570778094706
1714.171468257904,2468,1000.0,0.0016620702,95.03%,958464,0.07361338477348908,0.10454082720189035,-0.21753739789128304,9.60847041312361e-05,0.17825029667951067
1728.8147315979004,2476,1000.0,0.0016888798,95.85%,966656,0.07304185238899663,0.11090700852037116,-0.21227588811889292,-0.001357746121081437,0.18259111478828638
1746.0074186325073,2484,1000.0,0.0016834964,96.67%,974848,0.07269938717072363,0.10306325258961806,-0.212918655667454,-0.00011518374263678854,0.1756474560177049
1761.5212650299072,2492,1000.0,0.001755056,97.48%,983040,0.0729613218049053,0.10358950821673715,-0.22161645367741584,0.00013715553762251457,0.176687985559265
1777.2105841636658,2500,1000.0,0.001880234,98.3%,991232,0.07366721235448495,0.10446591621766857,-0.23148853927850724,-0.00020047652765255294,0.17793265204450096
1797.038429260254,2508,1000.0,0.0017628795,99.12%,999424,0.07708957007271237,0.10431455438729245,-0.24667699057608844,0.00020585735985198208,0.1816099818198568
1814.1032915115356,2517,1000.0,0.0017855679,99.94%,1007616,0.0802407952141948,0.10121008006963166,-0.25650262339040636,-0.00015002862137275145,0.18130084666245372
