ep_rew_mean,total timesteps,mean_int_reward,total_time,num_episodes,entropy_loss,intrinsic_loss,value_loss,total_loss,policy_gradient_loss
19.00997875,8192,0.0,2.390329599380493,8,,,,,
21.4893649375,16384,0.0,16.928417444229126,16,-1.4101258603855968,0.07282684546735255,0.4264962323592044,0.4597732564588341,-0.0031363986340465686
20.81443366666667,24576,0.28734523,30.10907220840454,24,-1.3963448878377676,0.001657478146421454,0.16719076846493408,0.16286352033103246,-0.005155987207112338
22.042476125,32768,0.1281882,43.6378972530365,32,-1.363546032924205,256.587069414556,0.09188553775456967,128.3746899536426,-0.010730291389985528
22.115125850000002,40960,0.05044376,57.59142565727234,40,-1.340091988723725,28.340392434876414,0.08012265215256775,14.25001391684269,-0.0003049527480830162
23.0988259375,49152,0.054856256,71.52465844154358,48,-1.310742615070194,7.54591490594903,0.11135569037542155,3.8810984790026333,-0.00321466434730368
23.38881342,57344,0.068027675,84.90856313705444,56,-1.270657458063215,3.7013385433121586,0.04586863056847505,1.8947877470593368,-0.001750155165217139
24.13428784,65536,0.01667009,98.28168749809265,64,-1.2351054530590773,7.7806280115386475,0.04804926013421209,3.936819639457677,-0.001543626445858513
25.41372822,73728,0.019664917,110.91632199287415,72,-1.2082025837153196,0.33134670098661445,0.05793937167945842,0.22085976775627741,-0.002752954416488259
25.442795239999995,81920,0.006191119,124.63833427429199,80,-1.2039579531177877,0.5550085188850062,0.022975228911309386,0.29912574762267485,-0.0013537407311376127
25.014306339999997,90112,0.021043757,139.03170466423035,88,-1.1790367319248616,0.27777816350135254,0.029924334727911627,0.1675922624462568,-0.0012211540323310986
25.860848460000003,98304,0.008282533,152.44359397888184,96,-1.1896020993590355,1.4764951430901418,0.30241785284451905,1.039539241110505,-0.001126183279084898
27.560615939999998,106496,0.019486746,165.9766881465912,104,-1.168895900528878,0.16182867651805283,0.030875192051462365,0.10926962863728631,-0.002519901673202472
28.6981522,114688,0.0014363818,179.56272840499878,112,-1.1392359035089612,0.22612856069899862,0.045639250918429755,0.15469475620242318,-0.004008775065505879
29.78308572,122880,0.0011880315,193.46576499938965,120,-1.1267220516689123,0.18942441235412844,0.021370957909311983,0.11204388262578553,-0.0040392814605906685
31.67494636,131072,9.877465e-05,207.26357698440552,128,-1.099756737332791,0.08970398133560593,0.01924510798717165,0.06023010543626302,-0.0038669932187116083
35.78152118,139264,2.0795129e-05,220.7872211933136,136,-1.0924158211797477,0.4177564916491974,0.03181441594442731,0.2415918515714813,0.0008991898024553208
38.01201582,147456,1.4650008e-05,234.21544742584229,144,-1.0782045043073594,0.22598547266679817,0.0405584160311264,0.15115615437910718,-0.0023949979854182833
39.76518906,155648,7.5944076e-06,247.73615741729736,152,-1.0710006735287607,0.10624851303582546,0.023068626579333795,0.07306083776068219,-0.003132045336564334
41.67608092,163840,2.3037665e-06,262.70488476753235,160,-1.0613259246572853,0.036559645070519765,0.02094997461863386,0.04002124422821274,0.0007914470743189946
45.88904646000001,172032,2.6842822e-06,275.4471938610077,172,-1.0353707163594663,0.029180037354672096,0.025588869048988272,0.037495657940645945,-0.002683229785678371
47.03441570000001,180224,3.7725176e-06,288.80602288246155,180,-1.020478784479201,0.015419327064410026,0.031981660737255876,0.03895465695864827,-0.000736667310812618
47.32815271999999,188416,2.4336025e-06,302.31580090522766,188,-0.9950927246361971,0.004700492881204355,0.022035839466116158,0.023309646635507775,-0.0010764392712105599
47.38356297999999,196608,1.2119558e-06,315.7142391204834,196,-0.9813919660635293,0.002259125552717478,0.02321533522217578,0.023803676840799145,-0.0005412211577353743
48.28732854,204800,6.060294e-07,329.64662861824036,204,-0.969907496497035,0.0009214418961562387,0.027612423870050407,0.026588840670373058,-0.0014843041477554657
48.57243624000001,212992,1.5194057e-06,342.8845212459564,212,-0.9689924011938273,0.0008206335763219386,0.028638036903612375,0.025008972155104753,-0.0040393815366685905
50.28704084,221184,1.6665258e-06,356.6972906589508,220,-0.9618177012074739,0.0005527508316433227,0.02670170115743531,0.02406777689700747,-0.002910299676249498
