total_time,total timesteps,mean_int_reward,ep_rew_mean,num_episodes,intrinsic_loss,entropy_loss,value_loss,total_loss,policy_gradient_loss
3.1560449600219727,8192,0.046027303,30.47356025,8,,,,,
21.753586530685425,16384,0.169667,29.2404455625,16,23.347396301594564,-1.4154379982501268,0.7627691147383302,12.434480898355847,-0.001986367179765994
42.18570280075073,24576,0.22360858,26.427748916666662,24,59.969464694336054,-1.4116972157731653,0.18898164588026703,30.168957145765823,-0.0047568472824707775
61.92465543746948,32768,0.0014118864,23.87126253125,32,128.4760804925114,-1.3971189982257783,0.10663656831893605,64.34273166066514,-0.0019451539094862886
79.95154047012329,40960,1.8623932e-09,23.28767095,40,0.3563210751512088,-1.4051520945504308,0.06656441492814338,0.24308360913339183,-0.001641343370355953
101.16898083686829,49152,8.0338046e-14,23.790609916666664,48,0.1285437224796624,-1.4154290104284883,0.030756340231891954,0.09230479024283864,-0.002723411228884519
120.72213816642761,57344,3.4117098e-14,22.94920688,56,0.06824797888621106,-1.4225373706780373,0.04128462414482783,0.07277351644094568,-0.002635097146987691
140.57152032852173,65536,6.4169136e-14,23.350565839999998,64,0.023651305882412998,-1.4066224602982402,0.02949257590353227,0.03879375066026687,-0.002524478184471902
158.75907254219055,73728,6.396397e-14,24.55620732,72,0.016122101670134725,-1.3973205238580704,0.03930994886904955,0.0460203324962987,-0.0013506672078182126
179.73737144470215,81920,8.198552e-14,26.2252055,80,0.008564143501780563,-1.3877806921489537,0.024063103404660068,0.0272735764674726,-0.0010715986880777528
198.89807438850403,90112,5.2552418e-14,28.42209322,88,0.0053403999978627326,-1.3915551656857132,0.0333412735904858,0.03555056775616766,-0.0004609058332495062
217.72330021858215,98304,3.194057e-14,29.98805218,96,0.0031621087994039955,-1.402073927409947,0.03542731754714623,0.03526049953986429,-0.0017478724069839348
239.61298322677612,106496,2.996582e-14,33.04319788,104,0.0017796517664123712,-1.3934941105544567,0.031035951455305622,0.030708684838841226,-0.0012170924996705841
258.06381726264954,114688,2.9817162e-14,35.39789736,112,0.000980545859437143,-1.3885949441231786,0.03563014195588039,0.0350540632054281,-0.0010663516801708581
276.04370403289795,122880,2.6791884e-14,39.40930888,120,0.0005724490417208017,-1.388487281743437,0.025108842042754986,0.024232890427196556,-0.0011621761364188291
297.93226647377014,131072,2.7220939e-14,43.04525728000001,128,0.00033781498802056833,-1.386559749301523,0.01954856570218908,0.019048105684624977,-0.0006693675115743876
317.1133499145508,139264,2.4279678e-14,46.31583686,136,0.0001765732187436697,-1.3750895018689335,0.01841164760726315,0.01780474769822992,-0.0006951865184050603
334.9792673587799,147456,1.9135487e-14,50.527347760000005,144,0.00010651050422438857,-1.348680915404111,0.015451691195630701,0.014163247762085515,-0.001341698685657381
356.7516186237335,155648,2.0296695e-14,54.08164135999999,152,6.033090502128857e-05,-1.3287299961782992,0.012898117831718991,0.011079802667992533,-0.0018484806162371032
375.9827473163605,163840,1.851675e-14,58.02123508,160,3.7396019519775335e-05,-1.3134234331548214,0.01343384615015566,0.01188663162483012,-0.0015659125350854276
394.1399414539337,172032,1.8429916e-14,61.05190551999999,172,3.1864746107501674e-05,-1.2935597756877542,0.010116445959874909,0.00792575671145893,-0.002206621621469728
414.066819190979,180224,1.3607357e-14,64.19746802,180,1.6409533422034884e-05,-1.2680364547297358,0.013724822709400541,0.012308631004542844,-0.0014243964715687143
434.64195919036865,188416,1.6212505e-14,66.49545214,188,1.1829429173193518e-05,-1.2407410386018456,0.008853203613989535,0.005954896603683705,-0.0029042217248924267
453.3388833999634,196608,2.0466359e-14,70.41580176000001,196,1.0080605405793363e-05,-1.2349953278899193,0.015328895965467382,0.01220560978578891,-0.003128326482381368
473.2703802585602,204800,2.6041428e-14,73.798593,204,8.79951420795777e-06,-1.2259007412940264,0.015456787014636575,0.011705756912989359,-0.0037554298587511954
492.56964325904846,212992,3.0353107e-14,77.07836138,212,7.2463196860717005e-06,-1.2068258623592556,0.010273137411195421,0.0049707037858746795,-0.005306056785163779
510.96303272247314,221184,3.7897633e-14,80.57373879999999,220,8.03231952932748e-06,-1.1836268067359925,0.013181341125664403,0.010489360683600967,-0.0026959966018280986
533.1457493305206,229376,3.3615214e-14,85.89268082000001,228,1.134012485497493e-05,-1.158866181690246,0.02117984779847575,0.018868812519573522,-0.0023167053413297137
551.4851124286652,237568,3.4082776e-14,92.15405706000001,236,6.370497504537553e-06,-1.1283819389529526,0.019697586251595567,0.0178617807955817,-0.0018389907047661371
570.2538900375366,245760,4.1510845e-14,97.58869829999999,244,6.035046041308334e-06,-1.0974518513306974,0.02306711083410846,0.02285963660112021,-0.00021049175600890558
592.9517154693604,253952,2.3541797e-14,101.29564959999999,252,5.938448527231799e-06,-1.0634703792631626,0.024529181867319495,0.0232076515598609,-0.001324499531722209
611.6362490653992,262144,1.9672655e-14,106.85776986,260,5.770960782980339e-06,-1.0419017378240825,0.031908145321085615,0.030619458426396073,-0.0012915723750810243
629.6536481380463,270336,1.6799936e-14,111.49569248,268,4.773954526715584e-06,-1.0371945801191031,0.028404899003726315,0.027974189578463933,-0.0004330964025257366
650.8307588100433,278528,1.1119536e-14,117.048188,276,3.7409356936635163e-06,-1.0295966697856784,0.031092732349679863,0.030802362196102863,-0.00029224062142383425
670.6143774986267,286720,4.7533473e-15,120.20079216000002,284,4.300933011291974e-06,-1.0094074947759508,0.04826298958660118,0.048216588738688324,-4.855131441850401e-05
688.6077868938446,294912,4.700276e-15,123.1885846,292,3.042394287833261e-06,-0.9928773095831275,0.035299643380949416,0.03492840047755282,-0.00037276410054051725
708.8352110385895,303104,3.2574943e-15,125.51695164000003,300,4.0317609487861e-06,-0.9721433884464205,0.03229812790777942,0.029918145535027633,-0.002381998253226175
730.1583118438721,311296,1.6975383e-15,126.29716471999998,308,3.171516924327378e-06,-0.9423881555907428,0.04294038301250112,0.04291250012582847,-2.946864513480368e-05
747.9950270652771,319488,1.2201838e-15,128.10684916,316,3.2383008198078044e-06,-0.9212722414638848,0.06825628710139427,0.06872861248233544,0.00047070623053127364
766.8128890991211,327680,1.9166551e-15,128.79618202,324,3.2259954642066546e-06,-0.90343255600892,0.05833352339650446,0.05908185068959935,0.0007467142953627866
790.0222692489624,335872,1.2810853e-15,129.98930442,332,3.4169040920462025e-06,-0.896573735261336,0.07895757295391377,0.07949627004156021,0.0005369886356004071
807.8461248874664,344064,9.859819e-16,130.34318148,344,5.0339006128163884e-06,-0.8893628456164151,0.05637169821784482,0.05699226722806901,0.0006180520599177706
826.1289355754852,352256,1.0468628e-15,131.98203393999998,352,2.5836420403102522e-06,-0.8891109566669911,0.13722014119193773,0.13755852284293538,0.0003370898299774915
848.5552842617035,360448,6.574927e-16,133.41282402,360,2.92362584699557e-06,-0.8700359559152275,0.08858617142541333,0.08918382737422287,0.0005961941358860349
867.0372090339661,368640,3.0298055e-15,133.60069560000002,368,2.786242477137435e-06,-0.849471444869414,0.07915326668535272,0.08033676047347536,0.0011821006668840768
886.025484085083,376832,6.1718045e-16,134.50210181999998,376,2.7780083352690886e-06,-0.8308588641695678,0.08098711125385308,0.08228495124426713,0.0012964509862464196
905.799596786499,385024,9.186515e-16,136.04506600000002,384,2.468836807989483e-06,-0.8141165830660612,0.07990540421524202,0.0809854403632814,0.001078801729635394
