total_time,mean_int_reward,ep_rew_mean,num_episodes,total timesteps,intrinsic_loss,entropy_loss,total_loss,policy_gradient_loss,value_loss
2.6298575401306152,0.0,1.948778875,8,8192,,,,,
20.39733910560608,0.0,0.0689406250000002,16,16384,0.12377299758663866,-1.4261225390248,1.0044717791350883,-0.00141465576391438,0.9439999361056834
31.316080570220947,0.21834761,3.6724333750000007,24,24576,0.005787886012694798,-1.4034245588816703,0.23768972167449895,-0.009780424584502942,0.24457620325265453
43.69264602661133,0.00028996752,8.5691695,32,32768,96.46057637259364,-1.3896088731475174,48.35648118615587,-0.009450425235852216,0.13564342509489508
56.04200577735901,4.654919e-05,12.173775574999999,40,40960,0.04119319751189323,-1.3696499646641314,0.11284970910157766,-0.010103794574093874,0.1023569049197249
67.7684314250946,8.355842e-05,18.700795020833333,48,49152,0.004801641811354784,-1.3622769803740085,0.11143262325216377,-0.005500569033996436,0.1145323713804828
80.21399927139282,5.311056e-05,27.54968782,56,57344,0.003062357895032619,-1.335011271573603,0.3060717831973041,-0.0049231348892401295,0.3094637391390279
90.80512404441833,0.000105705345,38.79021298,64,65536,0.002141364937324397,-1.3092703046277165,0.229231564080784,-0.006534377235083155,0.23469525884720496
102.35177755355835,9.4297495e-05,48.350160159999994,72,73728,0.0022173063110585644,-1.2960569310933352,0.4353652230831974,-0.004698315772118093,0.43895488569978625
113.65747380256653,0.00013274924,56.21867303999999,80,81920,0.0007259993538696108,-1.2843640072271227,0.14841024794450552,-0.004432179831897624,0.15247942809946835
124.54113721847534,0.00021102926,59.957535240000006,88,90112,0.00035080146558925663,-1.2645235491916538,0.15671374825406453,-0.004905433097449853,0.16144378061871975
136.9975883960724,0.0001097459,61.92648212000001,96,98304,0.00021354549000420774,-1.2615182151086628,0.10440896369077086,-0.005791214530304041,0.1100934054760728
147.65161871910095,0.00013282312,57.43455948,104,106496,0.00010802868606134553,-1.2448260017670691,0.09418227601284763,-0.0063565562214483035,0.10048481789126526
159.27437090873718,0.00043470674,50.17034196,112,114688,7.275759619602695e-05,-1.2460327733308076,0.09637549787244094,-0.0031544912243255687,0.0994936102986685
171.9595320224762,0.00020734794,44.70417,120,122880,9.62939819956432e-05,-1.2395450746640564,0.07891749343498244,-0.005900022702685586,0.08476936914667021
