num_episodes,ep_rew_mean,total_time,total timesteps,mean_int_reward,intrinsic_loss,total_loss,entropy_loss,value_loss,policy_gradient_loss
572,234.9015812,1191.8360712528229,573440,1.5883559e-16,1.127720591692638e-06,1.0139278030602263,-0.9352382441516965,1.0140642084297724,-0.0001369692298418884
580,237.38998329999998,1208.867347240448,581632,9.210012e-17,1.7688193836323806e-06,1.0670340405387415,-0.9307641692459583,1.0678984012338333,-0.0008652451047836199
588,236.4965271,1225.585384607315,589824,8.234043e-17,7.989438233546587e-07,1.0339499130653231,-0.9374826467595995,1.0345089133654255,-0.0005593997720139804
596,235.54108304000002,1243.0137100219727,598016,6.0580954e-17,1.6599879872347678e-06,0.9540119260589396,-0.9372087403200566,0.9536548618867527,0.0003562341781932829
604,235.46849428000002,1260.3646492958069,606208,5.5923206e-17,8.565783851111064e-07,0.9099875085877697,-0.9347051157616079,0.910543125528784,-0.0005560452302069261
612,234.55722014000003,1277.488787651062,614400,5.5127578e-17,1.1758556949403864e-06,1.013589678094417,-0.9400113100651651,1.0140390457105242,-0.0004499555439548582
620,234.60030030000001,1294.6044352054596,622592,7.0574904e-17,1.6289563925131478e-06,0.9795730137370757,-0.9375194633379579,0.9798551529151155,-0.00028295365623611554
628,234.97223644,1312.4617607593536,630784,1.6202975e-16,7.722842558344212e-07,1.0532866564983696,-0.9248684911523014,1.0531806807382964,0.00010558961794538877
636,236.94445389999998,1329.6868419647217,638976,7.774585e-17,8.416306441050292e-07,1.056708357063929,-0.9110078400932252,1.0572882045002188,-0.0005802682516118573
644,239.83672497999999,1346.9712533950806,647168,4.62298e-17,1.4440579302110733e-06,1.0369742093667564,-0.9179097783286124,1.0374546611477853,-0.0004811738099940969
652,242.86332131999998,1364.27485871315,655360,1.5007743e-16,1.0740625711658235e-06,1.1029016359499635,-0.9111549627035856,1.1039623613323784,-0.0010612624137004531
660,245.25181920000003,1381.9922020435333,663552,3.4167377e-17,2.3606118048968837e-06,1.1459994841389893,-0.9017460076138377,1.1465683385846206,-0.0005700347515337254
668,247.70466385999995,1399.084834098816,671744,7.16901e-17,8.447198373895404e-07,1.1972355909191958,-0.8976790484040975,1.1981347525696038,-0.0008995840103265633
676,249.58767946,1416.3582303524017,679936,2.7583618e-17,9.726473846782823e-07,1.1763494406309332,-0.8931220757775009,1.177005801280029,-0.0006568469727881073
688,250.10855648,1433.3100051879883,688128,5.983826e-17,1.2185057750080385e-06,1.1895363147934281,-0.8912041871808469,1.1900276709959143,-0.000491965455373764
696,251.31035123999993,1450.2942929267883,696320,3.3843168e-17,1.19028536872956e-06,1.665647483147613,-0.8875151290092618,1.6660528328939108,-0.00040594488898254913
704,251.64210268000002,1467.6680924892426,704512,1.2245072e-16,7.539364638958768e-07,1.2558120504303756,-0.8915077518206089,1.2560889019456227,-0.0002772284834789373
712,252.91719023999997,1485.052405834198,712704,3.017267e-17,7.166433777267e-07,1.3312361497168719,-0.8975638373289258,1.330988036817871,0.0002477545773121552
720,252.12331176,1502.389503955841,720896,8.181445e-17,7.041641457788961e-07,1.311461168402839,-0.9042273356579245,1.3116674708551728,-0.00020665453440650225
728,252.26646722000004,1519.432224035263,729088,9.446696e-17,1.4873781212676462e-06,1.1517294983779514,-0.8993977792095393,1.1527773017645813,-0.0010485470756907726
736,250.49091930000003,1536.5294506549835,737280,3.3033034e-17,5.265963189504675e-07,1.2886210912738556,-0.8952835754025728,1.2897572435671463,-0.0011364155914503206
744,248.9536591,1553.609892129898,745472,2.452288e-17,6.252279371871117e-07,1.6159528608296156,-0.8882654311601073,1.6159715729678283,-1.902475218127904e-05
