total_time,mean_int_reward,ep_rew_mean,num_episodes,total timesteps,intrinsic_loss,entropy_loss,total_loss,policy_gradient_loss,value_loss
642.4999408721924,2.5067432e-06,53.183526140000005,400,401408,7.502650712226666e-08,-0.8158797403331846,0.018829760229099938,-0.0010653124990235728,0.01989503521486995
656.3841090202332,1.9949425e-06,52.56746250000001,408,409600,4.634827863569252e-07,-0.7840943845920265,0.016012341447788698,-0.0033841856805048995,0.01939629538690042
670.1253333091736,1.1411662e-06,51.698898,416,417792,3.709297787118926e-08,-0.7803548972588032,0.02023454750799889,-0.0005806408148824406,0.020815169776392396
684.3021738529205,1.3164859e-05,50.046463360000004,424,425984,2.0738887378767e-08,-0.7827536306809634,0.01947973031938354,-0.001361562307507491,0.020841282257447347
698.0625729560852,7.0554245e-07,50.16941442,432,434176,4.929176057186929e-07,-0.7574253831990063,0.022304395579292306,-0.0013558827661399933,0.02366003188662944
712.6055769920349,1.2198814e-07,50.44365162,440,442368,8.77283333352262e-09,-0.7469206493347883,0.021858515442952357,0.0011728150762394304,0.020685695980296258
726.2643609046936,1.7797873e-07,50.778381180000004,448,450560,1.4401709500129477e-08,-0.7240717158187181,0.019250808880861604,-0.0016925906636494864,0.02094339234365634
738.3286421298981,2.1227797e-07,51.38865750000001,456,458752,1.6178348353091537e-08,-0.7359632614534348,0.019067118933934098,-0.0008842627258605695,0.01995137357062049
751.201949596405,2.2076554e-07,53.11240914,464,466944,3.434324220199375e-08,-0.7467092756647616,0.019592301894414646,-0.0007619929765864179,0.020354277699379964
765.1474885940552,4.4642707e-07,55.28052958,472,475136,1.8393693759426005e-07,-0.7487786133307963,0.020367461333438745,-0.0012525461617150138,0.021619915526684963
778.6536293029785,2.5667605e-06,55.84631284,480,483328,3.636225818820678e-09,-0.7401941661722958,0.021196359804128,-0.001557581289010824,0.022753939275025913
792.2733385562897,1.2895896e-06,56.414002139999994,488,491520,6.8791217913114105e-09,-0.6993585072457791,0.025480838691325364,-0.0025576304379140912,0.02803846568967856
808.0294184684753,1.1442229e-07,57.287923819999996,496,499712,7.602968289053539e-09,-0.6976475050207227,0.02038347551539487,-0.0023348611270530154,0.02271833284096374
824.027227640152,2.72747e-07,58.3685512,504,507904,7.120428245921146e-08,-0.6875841509085149,0.034906919976116654,-0.00033311318041492693,0.035239997554390355
837.3613076210022,1.2876105e-06,59.721239839999996,516,516096,7.210791347551405e-09,-0.7142132940236479,0.019367850436070547,-0.0036819005728725,0.02304974740354737
851.2477638721466,4.665133e-06,61.35590101999999,524,524288,2.3333449666847543e-07,-0.6872757472097873,0.037040290014537854,-0.0004568358290875851,0.037497009176377105
866.5307188034058,4.4383523e-06,62.379288800000005,532,532480,6.669794708723254e-10,-0.6698095279280096,0.025146000332322525,-0.0011059961466599484,0.02625199614549274
881.0369565486908,1.4520198e-06,63.334258319999996,540,540672,4.660185586545778e-10,-0.6795236754696816,0.024807399950101134,-0.0005923418325623518,0.025399741549654208
897.0713698863983,6.01911e-07,65.61938432,548,548864,4.2947325129159485e-09,-0.6559056689497084,0.028559574038705383,-0.0014808261281978243,0.03004039801953695
909.3094685077667,6.530613e-07,66.66016238000002,556,557056,9.068553246061256e-09,-0.630137060303241,0.025357481588528703,0.0009152014543481291,0.024442275599903952
922.7183184623718,1.5117948e-06,68.25666142,564,565248,1.3047351393388751e-08,-0.5981104995124042,0.018701496807413627,-0.002810033747519139,0.021511524031257067
935.6218326091766,1.2811668e-06,67.85275071999999,572,573440,3.5155590758602016e-09,-0.5807050694711506,0.02203124741569466,-0.0008830672065258217,0.022914312864440945
948.2517385482788,1.5325875e-06,68.47213314000001,580,581632,6.476497204878557e-07,-0.5624464262742549,0.020029323891378837,-0.0020569193168844613,0.02208591938340305
962.2602677345276,3.6327324e-07,71.0540431,588,589824,6.210357866962175e-10,-0.5516191528644413,0.023029625946526116,-0.001959480222540788,0.02498910585854901
976.3829524517059,2.0732496e-06,71.92513890000001,596,598016,5.108574273728159e-10,-0.553565617557615,0.03169803554933292,-0.00042981161768538103,0.03212784691158958
990.6765325069427,6.7145265e-07,72.68127722,604,606208,2.9427330992717447e-10,-0.5337508517783135,0.02185577027098479,-0.0002699324441252137,0.02212570256797335
1003.191201210022,7.178205e-07,74.49605234,612,614400,4.946324651266837e-09,-0.5140125234611332,0.021097460453493155,-0.0016030116852204525,0.02270046966555128
1015.842426776886,9.5124113e-07,76.51053302,620,622592,4.63531269011665e-09,-0.5104682736564428,0.01911695598081487,-0.0020136014267356636,0.021130555089894188
1028.6459124088287,4.4536873e-06,78.83019616,628,630784,3.6217574025769473e-09,-0.523053225968033,0.029687218322205777,0.00024378135309032506,0.029443435158236754
1039.6260077953339,4.474549e-06,79.63172685999999,636,638976,6.352393737679013e-09,-0.5001934512285515,0.02602401506458083,-3.7003326898209495e-05,0.026061015215282167
1054.142053604126,1.4852639e-06,81.34425468,644,647168,4.539266036597718e-09,-0.5164533055853099,0.03591900347339296,0.0025489912379582196,0.03337000996580173
1069.4977252483368,1.4727765e-06,83.69566882000001,652,655360,1.4101680143180362e-07,-0.508486632630229,0.02344065437301386,-0.0012076638606680343,0.02464824772528118
1085.9218089580536,2.1515785e-05,85.53726415999999,660,663552,3.163505523891882e-10,-0.4973474927712232,0.02859418031151536,0.0010936404704526934,0.027500539682887393
1102.7105510234833,3.7382523e-07,86.3830315,668,671744,3.4292076741800416e-09,-0.4719958770321682,0.025322917364335083,0.0031980991602907544,0.02212481648944049
1117.943157672882,3.7810332e-07,87.81701238,676,679936,2.9104887732528394e-09,-0.44298180458135905,0.04619901425332409,0.003134214467136983,0.04306479833094272
1133.8510756492615,3.7213115e-07,90.51970368,688,688128,3.454233892235398e-09,-0.43023417016956955,0.0222492999400922,-0.0008832751378831137,0.023132573350858367
1150.4932034015656,2.0963635e-06,91.79912073999999,696,696320,2.8122084959960075e-09,-0.4276086533209309,0.033637456261617224,0.0016370842985241178,0.03200037055698886
1166.8796293735504,1.5403348e-05,94.70577324000001,704,704512,3.3672404264027418e-09,-0.4227243862580508,0.04453347353881558,0.004127179803183517,0.04040629205201185
1178.6798508167267,1.5453224e-05,95.89330794,712,712704,3.5626749830596024e-07,-0.39865783548448236,0.024867022497701622,0.0010810737925674677,0.023785770571385
1191.0823428630829,9.736399e-07,97.67001705999999,720,720896,1.1955370085949859e-09,-0.4125170868355781,0.021667051923970802,-0.0002340154918976373,0.021901066818099935
1203.3509531021118,5.2195937e-06,99.9077247,728,729088,3.5183785449162137e-09,-0.41241182209923866,0.02031776422833132,-0.00021629267465642253,0.02053405514379847
1215.8154668807983,5.8544873e-07,102.40803571999999,736,737280,4.5165827861428936e-09,-0.38874090937897565,0.027545934662594206,0.0016665875324748843,0.025879344871827924
1228.5424904823303,2.9067783e-06,104.16971186,744,745472,2.757167527297523e-09,-0.3606362883932889,0.029161333169127973,0.005619275494961839,0.02354205629558237
1240.7700502872467,2.9850241e-06,104.86481638000001,752,753664,3.2484282862905133e-09,-0.35357008525170386,0.02984120706871853,0.007223951584192081,0.022617253860312304
1257.2774114608765,1.1949226e-06,105.99798708,760,761856,1.9405978371039034e-09,-0.3498072073794901,0.02031219672736297,0.0018551848744248276,0.018457010882639225
1271.179550409317,3.8084113e-07,108.34609622000002,768,770048,2.1785912474210634e-09,-0.3386636767536402,0.017986217625158583,0.0022715332841046726,0.015714683251758288
1284.7103691101074,3.2159687e-06,108.6320247,776,778240,1.2827088044187696e-07,-0.34207867181394247,0.02299253195505997,0.006364576288126415,0.016627891531493334
1297.8559477329254,3.2410176e-06,108.23100054000001,784,786432,1.8509568674188138e-10,-0.3309160335920751,0.04321234396394204,0.0036615089242585616,0.03955083494713563
1310.7845997810364,1.5146111e-07,108.39527552,792,794624,3.244633513715999e-09,-0.2973844809923321,0.017582482113035515,0.0011248035675543557,0.0164576769231644
1322.1594672203064,1.7371413e-07,109.83445608,800,802816,1.6852382965047567e-09,-0.2666292968671769,0.020189041905396502,0.003352784724548501,0.01683625633822885
1335.2983086109161,1.823868e-07,111.25771376000003,808,811008,1.809463840735944e-09,-0.24774177717044948,0.019006884290832478,0.003178902995250642,0.015827980390849917
1348.3126783370972,9.651737e-06,112.32885667999999,816,819200,2.7236664358010697e-09,-0.21944840443320573,0.04865893503388781,0.011094890053577867,0.03756404361847672
1359.8170907497406,9.796226e-06,113.52776038,824,827392,1.87995128281878e-09,-0.22706496203318238,0.020989631733845444,0.0007279180353498667,0.020261712758519936
1372.4578983783722,4.8604136e-07,115.06227782,832,835584,1.9796893607391085e-09,-0.21458922852762044,0.05686543860164589,0.003057985061283146,0.05380745255051807
1384.9935824871063,7.1554985e-07,115.52691136000001,840,843776,7.038455857046564e-08,-0.20272447154857218,0.03474118804305161,0.008335240304465967,0.026405912546306354
1397.377292394638,7.4819945e-07,115.74476453999998,848,851968,9.528813755567671e-11,-0.17788952589035034,0.034389461921889054,0.0014575543674180094,0.03293190750682697
1413.3642251491547,4.8104152e-06,115.34979572,860,860160,1.567012726771521e-10,-0.16694072540849447,0.028650901034021414,0.001659654621124472,0.026991246334546304
1425.8583953380585,4.8390166e-06,116.58980616,868,868352,1.7535206448058682e-09,-0.14775102618150412,0.05510671163045773,0.0008900730663108647,0.054216637687386535
1440.1204516887665,5.36019e-07,117.73221818,876,876544,1.3949695738433524e-09,-0.12042154879309237,0.023708327278404735,0.0014963500774522792,0.022211976503467668
1453.0937328338623,1.0790056e-06,117.13574797999998,884,884736,1.3087414596355461e-09,-0.09335947511717677,0.016735236532280588,-0.0008511074817433975,0.017586343359653256
1466.632426738739,5.1494435e-08,117.29181687999997,892,892928,1.875011591899022e-09,-0.06538995457813143,0.036807319543794084,-0.005207605111199986,0.04201492371748827
1479.262638092041,5.3633013e-08,114.83700534000002,900,901120,1.004635708380738e-09,-0.06340370853431523,0.047188218202609704,0.01268627381000092,0.03450194389029093
1491.600073337555,4.9824266e-08,113.12001292000001,908,909312,1.0677482054474395e-09,-0.0452411986887455,0.041314174178414924,0.0066867664901377796,0.034627407154403045
1504.7512834072113,3.6669434e-07,109.99065807999999,916,917504,2.0470400024287368e-07,-0.02987576788291335,0.04517288060476134,0.0016963662971263848,0.04347641195563483
1516.8116307258606,4.2251634e-07,107.70657091999999,924,925696,2.4949614159806475e-11,-0.013600594969466329,0.028149799809837218,0.003361483664836175,0.024788316132526234
1529.7978565692902,4.3439474e-07,106.94288226000002,932,933888,1.6178395683135068e-10,-0.004048358416184783,0.03744028051343876,0.004384059494149768,0.03305622093839702
1543.4396212100983,1.0682484e-06,108.00150263999998,940,942080,3.087914505583815e-09,0.01070094141177833,0.029335438682862557,0.005831582731678552,0.023503854407226753
1555.510201215744,1.062398e-06,109.02277040000001,948,950272,7.187063487582539e-10,0.017880330327898264,0.03562653725152515,0.005400642481193904,0.03022589441097807
1567.4976048469543,1.0535109e-06,110.8724562,956,958464,9.311309288039807e-10,0.00567634436301887,0.03405378790201125,0.005900999270747347,0.02815278816569844
1579.9763588905334,1.186844e-06,112.75506002,964,966656,8.184556985136237e-10,0.01212569661438465,0.02629104596028946,0.003813627140999154,0.022477418410062455
1593.8874349594116,7.862134e-06,112.10752620000001,972,974848,8.38182049411361e-10,0.04634475121274591,0.04706472701353004,0.0031160145083359023,0.04394871208610311
1605.4427363872528,7.592687e-06,109.66570038,980,983040,1.5702750835340225e-09,0.052565240766853094,0.04897743206043209,0.009956007081688114,0.039021424193606435
1618.263921737671,7.732566e-06,106.39003602000001,988,991232,1.3789657749767142e-09,0.04070342783816159,0.021186822631609346,0.005414553553044004,0.015772268389082456
1630.374669790268,8.014204e-06,102.09428931999999,996,999424,1.2478291646061263e-09,0.046623140759766105,0.020566317878873273,0.003545007148063422,0.01702131010689527
1643.4641299247742,8.384823e-06,99.04262812,1004,1007616,4.252928435152488e-08,0.043842259561643004,0.02154965247506858,0.004316414391858807,0.017233216818567598
