total_time,num_episodes,mean_int_reward,ep_rew_mean,total timesteps,total_loss,intrinsic_loss,policy_gradient_loss,value_loss,entropy_loss
2.258931875228882,8,0.010891531,-46.00894175,8192,,,,,
15.581524133682251,16,0.35627425,-33.3843376875,16384,1.519678219765287,1.9499261634249705,0.0008442930232052453,0.5438708450295963,-1.4119715116918088
28.670437812805176,24,0.6913478,-25.125801999999997,24576,29.750024945843904,59.091631069779396,-0.009457524619358608,0.21366693557356484,-1.3958076028153301
42.53746056556702,32,0.3000942,-17.38218303125,32768,101.76511127347858,203.4684678554535,-0.010786668279438074,0.04166401403126656,-1.3958294549025596
57.12064027786255,40,0.08556317,-12.063748350000001,40960,14.651340821694845,29.26011916100979,-0.009816125138370864,0.031097366328322096,-1.3913969837129117
73.32610297203064,48,0.13146114,-8.598737333333334,49152,1.1299309975182,2.1913842419162393,-0.003932312526198516,0.0381711890862789,-1.385225763451308
87.84954571723938,56,0.12598655,1.5585194399999995,57344,2.6682837786521962,5.229371580760926,-0.004224212036413303,0.05782220030814642,-1.3601136572659016
102.74316310882568,64,0.0025720652,14.047914100000003,65536,7.472631420773681,14.884126919368281,-0.005933248976223904,0.03650121006576228,-1.318359394464642
115.53989934921265,72,0.0022659078,23.64465986,73728,0.7149127181280577,1.3816097170114516,-0.006256062041624854,0.030363921663956718,-1.2805739782750607
128.94003033638,80,6.8719737e-06,33.738887760000004,81920,0.31528563965326767,0.5684180170763284,-0.003749783108686007,0.03482641422378947,-1.2646284737624227
142.17328095436096,88,8.38487e-06,43.23982766000001,90112,0.17765292891824452,0.28990990937454625,-0.0032667961804026674,0.035964770411374046,-1.2553720788098872
155.2798409461975,96,1.2610291e-05,52.070428580000005,98304,0.126344505173899,0.16165383408078923,-0.001542570037866457,0.04706015817137086,-1.2277600077912212
168.72152161598206,104,1.818676e-05,58.806105300000006,106496,0.09979113533492137,0.13275048162322492,-0.0023504176481633303,0.035766312171472234,-1.2129013070836663
182.27497673034668,112,2.150456e-06,64.42528432,114688,0.0745448419987372,0.10262407553673256,-0.003309502128525976,0.026542306358896893,-1.193238492682576
197.0880126953125,120,2.2176623e-06,69.43623043999999,122880,0.06700584514683353,0.02580266085569747,-0.002233431011062278,0.056337945730047065,-1.1780715978704392
210.61868238449097,128,5.6939984e-07,72.07579934,131072,0.07068592831291326,0.008659680788696278,-0.0020165384323364323,0.06837262635090155,-1.1579678219743073
224.50478386878967,136,2.0140033e-07,72.55433174000001,139264,0.07014687353554594,0.00638782460555376,-0.000998181966983485,0.06795114319975255,-1.138970482069999
238.39347171783447,144,2.2180558e-07,72.60065562,147456,0.06927320619839965,0.0038727147194549615,-0.0009999536626174766,0.06833680250128964,-1.1254724151454867
252.35581588745117,152,7.5865216e-08,73.80387658000001,155648,0.062070903150432045,0.001998134475479674,-0.0023000433011175366,0.06337187921380974,-1.1314978616312146
266.4440586566925,160,6.6748203e-09,74.34508294,163840,0.07650284116132375,0.0008306620817847942,-0.0015969273907664057,0.07768443751119776,-1.1177077990025281
