total timesteps,total_time,num_episodes,ep_rew_mean,value_loss,total_loss,entropy_loss,policy_gradient_loss
8192,3.612354040145874,1805,42.397952479999994,,,,
16384,12.818964719772339,3369,45.80134192,3.57655705884099,3.5485719319732354,-1.3806653899140655,-0.027985126867754707
24576,21.88009238243103,4608,59.06115267999999,2.9879766518250106,2.9563980378767925,-1.304511175956577,-0.03157861394821839
32768,30.647382259368896,5642,75.70699636,2.193526048865169,2.1603238069755824,-1.1871080021373928,-0.03320224188958704
40960,39.52968621253967,6541,86.13731752000001,1.5723599947057665,1.5487321066039528,-1.0791880280710757,-0.023627888101813564
49152,47.696434020996094,7342,90.98178227999999,1.2932551073376088,1.2748766926666972,-0.9627224410884082,-0.018378414670911652
57344,56.44214630126953,8071,108.80042624,1.1415200061630457,1.126452493842682,-0.8433486605063081,-0.015067512320363713
65536,65.69416880607605,8705,114.9870724,0.9603452716954053,0.945470286329958,-0.7272511169314384,-0.014874985365447083
73728,74.71957468986511,9285,136.61604792,0.9971549156820402,0.9845050437399874,-0.6105050256941468,-0.012649871942052821
81920,83.49223804473877,9815,139.62999766000002,1.0429968200158328,1.0315309120525153,-0.5093766076024622,-0.011465907963317529
90112,91.75549840927124,10302,153.6307834,1.0272661864291877,1.0153045343950429,-0.41911621515173464,-0.011961652034144812
98304,100.31821274757385,10753,173.94359974000002,0.9860438576433808,0.9749584068242356,-0.33361129024997355,-0.011085450819145156
106496,109.15782499313354,11165,198.07287391999998,0.8848237061407417,0.87287562769219,-0.24468830758705734,-0.011948078448551672
114688,117.9537262916565,11535,209.03103962,0.8235641567967832,0.8143197164191822,-0.1834024536423385,-0.009244440377601007
122880,126.71561408042908,11853,233.19749960000001,0.7930048791226,0.7822254508928844,-0.12438312266021967,-0.010779428229715542
131072,135.0848832130432,12146,271.25609702,0.8133461898658425,0.8065066892715087,-0.06264544539153576,-0.006839500594333675
139264,143.9819676876068,12403,296.12384482,0.9242400540504605,0.9169203214879064,-0.0010366722010076046,-0.007319732562554105
147456,152.20010471343994,12662,280.78036294000003,0.8806263156235218,0.8757942068578103,0.06152773275971413,-0.00483210876571142
