total timesteps,num_episodes,ep_rew_mean,total_time,entropy_loss,value_loss,policy_gradient_loss,total_loss
8192,1363,57.471531860000006,3.866459846496582,,,,
16384,2578,63.03967718,16.995638370513916,-1.387183503061533,3.217813752964139,-0.022738589092381994,3.195075163871757
24576,3632,68.57311128,29.200198888778687,-1.3106045611202717,2.2999346926808357,-0.022477288119941957,2.2774574045608937
32768,4601,75.11532686000001,40.07883429527283,-1.2174086735583842,1.5454542343970388,-0.020310759903050826,1.5251434744939878
40960,5465,81.24969536,50.36797285079956,-1.1115078735165298,1.1348316772142426,-0.021527444740852372,1.1133042324733902
49152,6244,95.21136202000001,62.1659882068634,-1.0048303679097443,0.9814751762663946,-0.01749532180352643,0.963979854462868
57344,6925,114.60000076,73.96153616905212,-0.8917690711095929,0.9826067378278822,-0.01825861481159501,0.9643481230162871
65536,7544,120.29516162,84.72877931594849,-0.7889164597261697,1.061285489355214,-0.01629422491486978,1.044991264440344
73728,8092,129.4884731,95.54324650764465,-0.692617206973955,1.0917530425824225,-0.015629111734351917,1.0761239308480708
81920,8560,156.6639557,109.09761142730713,-0.5892114290967584,1.1707063774345443,-0.015901867961525033,1.1548045094730193
90112,9000,164.9635485,120.50472664833069,-0.505892300605774,1.2160104948561639,-0.012102301045059629,1.2039081938111043
98304,9383,199.29465562000004,131.31673216819763,-0.4215023530414328,1.1905026302672923,-0.013322046129498902,1.1771805841377934
106496,9732,197.60746053999995,144.14932346343994,-0.3357141050044447,1.0984911259962247,-0.011318685058845276,1.0871724409373793
114688,10012,280.76133502,156.5430178642273,-0.2515594976954162,1.0572717676404864,-0.009722357869295498,1.0475494097711908
122880,10261,351.46073854,167.3065745830536,-0.17363469153642655,1.0567285128636286,-0.007662737148598955,1.0490657757150295
131072,10483,404.42742434,177.7320156097412,-0.09819708550348878,1.041820101835765,-0.007165166827562348,1.0346549350082026
139264,10676,369.5889191,189.88765859603882,-0.031671762466430664,0.9498713478678837,-0.004071877398340345,0.9457994704695434
147456,10847,458.27956644,201.27003645896912,0.026217876560986043,1.083319779392332,-0.003675789395990974,1.0796439899963408
155648,11007,507.77189974,211.92374420166016,0.0897558239288628,1.116722266143188,-0.0016549852452307258,1.1150672808979571
163840,11157,518.8225266999999,223.19941782951355,0.15049368925392628,0.9881574411876499,-0.004655604939649411,0.9835018362480007
172032,11271,724.7900182999999,235.13709211349487,0.1899395407177508,0.9385741676669568,-0.007760973393575128,0.9308131942733816
180224,11366,875.3085298999999,246.06132102012634,0.2363729882054031,1.0486519381869583,-0.0038422474566028866,1.0448096907303555
188416,11442,1009.0812701799998,257.8994998931885,0.2762163913808763,1.136617120169103,0.000519444818725286,1.1371365649878284
196608,11497,1361.5551127600002,270.0258502960205,0.33232326386496425,1.3218557429965585,-0.0025885388782710657,1.3192672041182874
204800,11542,1700.1986185800001,282.98274850845337,0.3856542581692338,1.2939481550827623,-0.0030540928864994854,1.2908940621962626
212992,11580,1945.9506677600002,294.4995472431183,0.4336081700865179,1.1388316726777703,0.002660439983088574,1.1414921126608586
221184,11603,2548.3210525399995,305.09970140457153,0.4914141700603068,1.193503630370833,-0.0017247260222826382,1.1917789043485503
229376,11616,3467.5579063200003,318.48361444473267,0.5532222006469965,1.1607353668427094,0.00075745273805182,1.1614928195807614
237568,11627,4456.516597479999,331.9485056400299,0.6116415303200483,0.8350521717220545,0.0017495378831095467,0.8368017096051641
245760,11637,5390.065588879999,344.74457907676697,0.6599513489753008,0.9583159539848566,0.0034985820392222826,0.9618145360240788
253952,11648,6368.9742406,355.26026821136475,0.6760371099226177,1.0308571242610924,0.006815444122729419,1.0376725683838217
262144,11659,6913.9501416,365.6447563171387,0.7087030559778214,1.0490979010006414,0.004911706282268031,1.0540096072829093
270336,11670,6741.84099672,376.8633234500885,0.7525574899278581,1.0730476139695384,0.003268317347967961,1.0763159313175064
278528,11678,7408.036322519998,386.79003500938416,0.7885052933357656,1.146577799791703,0.008439263926838459,1.1550170637185415
286720,11687,7470.26570998,399.0310528278351,0.7967602877877653,1.063204949599458,0.006354387357352128,1.06955933695681
294912,11695,7937.7412285400005,410.83414125442505,0.7996229120530188,1.108403783122776,0.009652056472010227,1.1180558395947862
303104,11704,7952.91497654,419.29020261764526,0.8104273364879191,1.0665874434867875,0.006370304816946998,1.0729577483037342
311296,11713,8530.6985737,429.74705386161804,0.8006649459712207,1.1934236025961582,0.008562077234622658,1.2019856798307809
311296,11713,8530.6985737,435.91495084762573,0.7804318912327289,1.0534499821835197,0.008326022964705342,1.061776005148225
