total timesteps,total_time,num_episodes,ep_rew_mean,value_loss,total_loss,entropy_loss,policy_gradient_loss
8192,3.6284408569335938,1673,42.95408486,,,,
16384,12.709619998931885,3149,51.25683342,3.6506360575556753,3.6207026930993615,-1.3708197026513518,-0.02993336445631407
24576,21.923807621002197,4416,61.125757840000006,2.7983953511342405,2.7665224623512015,-1.2781967104412615,-0.03187288878303925
32768,30.756638050079346,5471,68.05431856,2.0158929401542993,1.9831899091510796,-1.1597289231605827,-0.03270303100321966
40960,39.67827343940735,6359,81.88561608,1.436877554981038,1.4103189951919686,-1.0417267103679477,-0.02655855978906933
49152,48.20571684837341,7121,104.32745632,1.3268843478988857,1.3089851996728832,-0.925441853189841,-0.01789914822600236
57344,56.902812480926514,7809,123.25471405999998,1.2475553693249821,1.2321502905160282,-0.8036111886613071,-0.015405078808954035
65536,65.83140969276428,8433,116.52768556000001,0.9827535931020975,0.9685707242259737,-0.6810046541038901,-0.014182868876123739
73728,74.78378534317017,8970,143.1601912,1.1114601461449638,1.0937849012301124,-0.5558650380931794,-0.017675244914851528
81920,83.62252569198608,9448,153.65648824,1.1094324448611588,1.0971962432810414,-0.4458834369899705,-0.012236201580117253
90112,92.04962468147278,9849,186.42263410000004,1.0852568081580103,1.0739559012743343,-0.3536112427478656,-0.011300906883676154
98304,100.93638372421265,10233,204.33945296000002,1.1332725006621331,1.1236926782816297,-0.27050589947029946,-0.009579822380503459
106496,109.54445576667786,10558,201.77720608000004,1.0178340247832238,1.0068947275885807,-0.1896484164521098,-0.010939297194643325
114688,118.06655931472778,10836,277.51249207999996,0.9820051874499768,0.9737261907406136,-0.10781230097636581,-0.008278996709363103
122880,126.96448945999146,11078,300.37402901999997,0.9283196755219251,0.9208215043742649,-0.04385086456313729,-0.007498171147660054
131072,135.48993110656738,11299,367.74112274,0.9268329607788474,0.9209336764370561,0.02187176328152418,-0.0058992843417912345
139264,144.14522242546082,11491,419.70105200000006,0.8790042714448646,0.8726678256422604,0.08248071186244488,-0.006336445802604132
147456,152.36059856414795,11656,460.83663126000005,0.9531308325706049,0.9496565118400611,0.13811057666316628,-0.003474320730543895
155648,160.968421459198,11799,541.0796552,0.8937967784935609,0.890839122207549,0.18973013991490006,-0.0029576562860118257
163840,169.11484122276306,11918,627.0827837200001,0.879249973129481,0.8790066905798287,0.24016721891239284,-0.00024328254965233333
172032,177.805330991745,12013,810.5344922,1.0003111003665253,0.9971298922744051,0.27814011573791503,-0.003181208092120425
180224,186.88563895225525,12087,1010.3333586200001,1.0855707522947342,1.082944619618844,0.31388794984668494,-0.00262613267589015
188416,195.01918959617615,12159,1065.8895279399999,1.323277204344049,1.321626640283812,0.36310692550614476,-0.0016505640602371926
196608,203.49739694595337,12201,1516.32241492,1.293063356447965,1.2924667372442475,0.4172666778322309,-0.0005966192037173556
204800,212.4513816833496,12246,1876.72518394,1.3814065856859088,1.3827984618491076,0.4696238880045712,0.0013918761631989524
212992,220.95813608169556,12265,2441.92972516,1.2681838712189346,1.2664846870688695,0.5249140405561775,-0.0016991841500651305
