total timesteps,num_episodes,ep_rew_mean,total_time,entropy_loss,value_loss,policy_gradient_loss,total_loss
8192,1451,50.25077158,3.425307512,,,,
16384,2745,57.71478712,14.69632268,-1.382355495,3.506906699,-0.02652444,3.480382259
24576,3880,70.3363262,24.74256063,-1.307780843,2.975255566,-0.025719562,2.949536004
32768,4871,73.4099659,34.35732174,-1.212637692,2.228848009,-0.020783429,2.20806458
40960,5746,91.0052016,45.5376668,-1.111791007,1.621792213,-0.017697891,1.604094321
49152,6540,95.21205044,55.02012038,-1.008618064,1.337643046,-0.016802043,1.320841002
57344,7274,92.72202772,65.08361673,-0.912563849,1.085380808,-0.013912125,1.071468683
65536,7959,108.3375899,75.9684248,-0.811739928,1.029726381,-0.016166981,1.0135594
73728,8599,117.8122578,85.61362958,-0.707282922,0.990660416,-0.018376493,0.972283923
81920,9188,128.1537007,95.89212584,-0.610359829,0.862039817,-0.01725263,0.844787187
90112,9705,142.5943454,105.7941179,-0.524380374,0.84440033,-0.016500058,0.827900272
98304,10174,179.8096646,116.062851,-0.447606884,0.998043774,-0.016235982,0.981807792
106496,10605,177.5875729,126.8712065,-0.373735394,0.894157158,-0.013178365,0.880978794
114688,11003,172.629924,136.2936816,-0.307410788,0.83158761,-0.013809441,0.817778169
122880,11353,229.9372461,146.4018266,-0.242416889,0.828209079,-0.012133045,0.816076034
131072,11652,255.8016976,157.3717868,-0.171793515,0.892825324,-0.011515796,0.881309528
139264,11920,303.5698262,166.556371,-0.116158574,0.9256915,-0.00881766,0.91687384
147456,12161,312.2434278,176.3030734,-0.055434289,0.877141427,-0.007791854,0.869349573
155648,12370,361.1816631,186.1079471,0.014853582,0.79250905,-0.005398355,0.787110695
163840,12560,392.9171485,195.1988559,0.06501471,0.812408394,-0.001983835,0.810424559
172032,12727,446.6854802,206.7138608,0.114479395,0.79125421,-0.004686078,0.786568131
180224,12877,519.0711241,215.8892477,0.162376274,0.806745087,-0.002886894,0.803858193
188416,13013,526.5631665,225.4009483,0.195917815,0.786766885,-0.002062763,0.784704122
196608,13145,534.8286495,236.3518004,0.228132787,0.98445767,-0.000811615,0.983646056
204800,13240,777.000706,244.9065845,0.26425161,1.02098243,-0.003786309,1.01719612
212992,13337,776.9585351,255.4183419,0.300040984,1.051533551,-0.000729383,1.050804168
221184,13417,984.8068913,265.2096331,0.329758357,1.117999958,-0.003965443,1.114034515
229376,13514,786.7615992,274.3595347,0.35522709,1.133664877,-0.001173047,1.13249183
237568,13580,1078.194764,285.2132304,0.398287633,1.199728481,-0.005429573,1.194298908
245760,13619,1713.472183,295.0245221,0.434946964,1.022402779,-0.005517293,1.016885486
253952,13658,1884.777704,304.4382973,0.486949686,1.252867616,-0.000682367,1.252185249
262144,13677,2590.651803,314.8919492,0.531822872,1.112437199,0.000100641,1.11253784
270336,13691,3664.013208,323.9555824,0.564150771,1.175339439,0.000151934,1.175491373
278528,13708,4509.457787,335.0535076,0.605244721,0.753280609,-5.41E-05,0.753226514
286720,13719,5122.905971,344.9033749,0.665228141,1.124601182,0.001455973,1.126057155
294912,13729,5735.430795,354.0336344,0.697906969,0.922063162,0.003364793,0.925427955
303104,13740,5995.846781,364.8688552,0.727384111,0.860801952,0.004839487,0.86564144
311296,13750,6502.077306,373.1551912,0.753474898,1.000925011,0.003056846,1.003981857
319488,13767,6383.757036,383.4647582,0.761817524,1.086850291,0.004027941,1.090878232
327680,13783,5726.43152,393.1019049,0.777654855,1.211202721,0.005433958,1.216636679
335872,13794,5745.507564,402.6451478,0.79089526,1.240022445,0.003013427,1.243035873
344064,13806,5318.488333,413.5505657,0.82889114,1.065721346,0.002179524,1.067900869
352256,13815,6357.642239,422.4597051,0.848082562,1.106961849,0.005940385,1.112902234
360448,13823,6910.732154,432.2613626,0.864952239,1.138424614,0.006409183,1.144833797
368640,13832,7666.929515,442.2162957,0.863108127,1.006572538,0.0047895,1.011362038
376832,13842,7833.927093,451.6478271,0.862891527,1.120829902,0.003133222,1.123963124
385024,13852,7864.118202,462.4077501,0.860215783,1.136825344,0.007388213,1.144213558
393216,13864,7627.860138,472.033603,0.865988468,0.999710955,0.008112571,1.007823526
401408,13873,7499.157309,481.4215004,0.874262363,1.315235304,0.006404281,1.321639585
409600,13884,7297.7751,491.9252086,0.885802225,1.28077267,0.005688553,1.286461224
417792,13894,7127.572261,500.4159508,0.892302529,1.349377758,0.005635756,1.355013514
425984,13905,7243.178332,511.3004031,0.891351156,1.410638589,0.006283571,1.41692216
434176,13913,7701.884786,520.6748016,0.87617844,1.531648856,0.006924714,1.53857357
442368,13923,7636.183168,529.7813418,0.862247986,1.286087977,0.008717858,1.294805835
450560,13932.9,7776.657328,539.6108763,0.862606697,1.429575684,0.00885436,1.438430044
458752,13942.6,7901.770194,549.2079881,0.85628344,1.448865855,0.009589117,1.458454972
466944,13952.3,8026.88306,558.8050998,0.849960184,1.468156026,0.010323874,1.478479899
