mean_int_reward,num_episodes,total timesteps,ep_rew_mean,Progress,total_time,icm_loss,policy_gradient_loss,value_loss,entropy_loss,total_loss
2.2901199015,20,1024,-141.2369283,0.0%,0.41269612312316895,,,,,
0.6313146543,40,2048,-135.12879925,0.1%,2.469661235809326,1.3528097467496991,-0.004109764794434537,4.202719800174236,-1.4094700273126364,1.7726707502876793
0.3783573417,60,3072,-126.80427619999999,0.2%,3.5298736095428467,0.9426036644726992,-0.002754909364189268,0.3567532110027969,-1.3965986426919699,0.9780034946365599
0.3703628496,80,4096,-118.13033786,0.31%,4.569807052612305,0.8092211689800024,-0.0030862640721902503,0.2807069234549999,-1.3712241183966398,0.8369832349182833
0.2458678548,100,5120,-111.35116806,0.41%,5.56014084815979,0.8054150128737092,-0.0036538130810709283,0.1434395215474069,-1.3413976039737463,0.8193935837203429
0.2322868106,120,6144,-103.65094988000001,0.51%,6.589799880981445,0.7274674912914634,-0.006695329431530294,0.1007620437303558,-1.3138834219425917,0.736874162721346
0.2200379656,140,7168,-97.95122821999999,0.61%,7.6397929191589355,0.7128379261121154,-0.0038543757736246064,0.08221231331117451,-1.2787226233631372,0.7206737198658704
0.1914213529,160,8192,-97.76104748000002,0.72%,8.67975401878357,0.6663302211090922,-0.004727268911684545,0.0940104122273624,-1.236383080482483,0.6752585354406601
0.1360946556,184,9216,-88.22843971999998,0.82%,9.72986888885498,0.6007448183372617,-0.004473479015474671,0.11531923909205943,-1.1971066631376743,0.6118293943449202
0.1467958168,204,10240,-81.32439769999999,0.92%,10.790012836456299,0.5271461298689246,-0.004636970646368805,0.08802499191369861,-1.163179526105523,0.5354849319956576
0.1272271841,224,11264,-78.43982254,1.02%,11.909971714019775,0.523126807063818,-0.001714730728469712,0.07888750295387581,-1.135035376995802,0.5308440842863587
0.1165387262,244,12288,-77.54639034,1.13%,13.099820852279663,0.4853706010617316,-0.001029502760357385,0.07458725234027952,-1.1067688129842281,0.4927263760197238
0.1144894727,264,13312,-75.84496216000001,1.23%,14.159841299057007,0.4629692239686847,-0.005288166645568694,0.0987557708285749,-1.0854617170989513,0.4723159843869853
0.0818484713,284,14336,-73.01061808,1.33%,15.17988133430481,0.46169324219226837,-0.004514979382197162,0.08963357412721962,-1.0650674272328615,0.47020510166677065
0.0740952112,304,15360,-67.06660693999999,1.43%,16.209882020950317,0.4257883923128247,-0.0010783020669957858,0.09392774803563952,-1.0408192574977875,0.43507333690968913
0.0921079609,324,16384,-64.86226266,1.54%,17.24988079071045,0.37436235463246703,0.00035307164643693886,0.07712215202627704,-1.0222947392612696,0.3821098769997384
0.0809971616,348,17408,-63.380776759999996,1.64%,18.289912939071655,0.39069929253309965,-0.0025134368029987968,0.08733930211747065,-1.0025496669113636,0.39918187906454683
0.075580503,368,18432,-63.24775164,1.74%,19.38205909729004,0.3736782497726381,-0.0030657905142824314,0.08584881463320926,-0.9758763108402491,0.3819565521845308
0.068768256,388,19456,-61.063915939999994,1.84%,20.489843368530273,0.3528847713023424,-0.0025225702226816613,0.07490405754651874,-0.9509213259443641,0.3601229200347261
0.0659247857,408,20480,-58.3825337,1.95%,21.549837350845337,0.33440749114379287,-0.006159096755876868,0.07515530160162598,-0.9285364095121622,0.3413071116283678
0.0608846184,428,21504,-57.50824806,2.05%,22.599724292755127,0.3240600854624063,-0.0023305224681410045,0.07052288600243628,-0.9070507269352674,0.3308793218158358
0.0622148365,448,22528,-56.55601146000001,2.15%,23.764870405197144,0.3005164321511984,-0.0025504790882993323,0.06763247452909127,-0.8815955119207501,0.3070246316952776
0.0598622473,468,23552,-54.271485039999995,2.25%,24.909791469573975,0.3002272427547723,-0.0051652741875980145,0.0791919882176444,-0.8538129543885589,0.30762991415777696
0.0498771655,488,24576,-49.78476768,2.36%,26.089892387390137,0.29005353921093047,-0.0014881392267584045,0.05706057258066721,-0.8323433119803667,0.29561078254632134
0.0560495643,512,25600,-48.04000346,2.46%,27.169973850250244,0.2784276900347322,-0.0002151334875862349,0.06790421827463433,-0.8145942995324731,0.28519659851343704
0.0490929239,532,26624,-47.746947860000006,2.56%,28.30972695350647,0.2585390347521752,-0.0008874682515012596,0.053131880646105856,-0.7914695972576737,0.2637634759916357
0.0376401542,552,27648,-45.15106318,2.66%,29.379624843597412,0.24731272738426924,-0.0020377254908002687,0.05079575255513191,-0.7695433087646961,0.2521885300907024
