num_episodes,ep_rew_mean,mean_int_reward,total timesteps,Progress,total_time,total_loss,entropy_loss,icm_loss,value_loss,policy_gradient_loss
20,-137.27659909999997,1.9281438594,1024,0.0%,0.6335310935974121,,,,,
40,-134.04858835,0.5926544426,2048,0.1%,1.9509727954864502,1.60775411204686,-1.4106891937553883,1.3868899559602141,2.208586096763611,5.546410284737306e-05
60,-128.8810009,0.4262461973,3072,0.2%,3.118204116821289,1.0013787335801807,-1.3942997455596924,0.9744862727820873,0.27483384823426604,-0.005909240253333178
80,-123.6388132,0.3716567542,4096,0.31%,4.141693115234375,0.891121601572541,-1.3596992082893848,0.8733998630195856,0.18453604727983475,-0.007318661750281889
100,-115.63780112,0.2999120368,5120,0.41%,5.298848390579224,0.8419448443796091,-1.3133666645735502,0.8312071580439806,0.11378861032426357,-0.006411746967978619
120,-107.79652756000002,0.2478190753,6144,0.51%,6.357537031173706,0.7322274371233553,-1.2780740316957235,0.7252811556681991,0.07396474957931787,-0.004501935027755508
140,-102.06197242,0.2090281419,7168,0.61%,7.5514976978302,0.6661520986377492,-1.2515908181667328,0.6591371269896626,0.07531149318674579,-0.0051617767058805015
160,-94.69193872000001,0.1814058839,8192,0.72%,8.955036401748657,0.6568304246491763,-1.223454225808382,0.6468625003471971,0.1018975650658831,-0.002218322046091073
184,-91.58306525999998,0.1550882103,9216,0.82%,10.276373147964478,0.5794612634232227,-1.192445082589984,0.5704249031841755,0.0949514142703265,-0.0045878118798545415
204,-87.7333483,0.1513409886,10240,0.92%,11.552415609359741,0.581525328816432,-1.1638326831161976,0.5701595838181674,0.11691115505527705,-0.0032537050726320254
224,-78.14747584,0.1361146884,11264,1.02%,12.929534196853638,0.545545639977558,-1.1301560327410698,0.535416282247752,0.10366924211848527,-0.0023756648204242997
244,-73.88971848,0.116148629,12288,1.13%,14.21230173110962,0.4778606999252505,-1.1022065356373787,0.47030664002522826,0.07941472524544224,-0.003874126245219751
264,-70.6458224,0.1003727339,13312,1.23%,15.267487287521362,0.44522926543241637,-1.0767625737935305,0.438018215354532,0.07576829183381051,-0.003657791054966666
284,-68.48482244,0.1020205678,14336,1.33%,16.309030532836914,0.4597815989650032,-1.0540716014802456,0.45263862470164895,0.07755226723384112,-0.0061225246002984905
304,-64.7409411,0.0948352561,15360,1.43%,17.313101530075073,0.43383098398676867,-1.0277523025870323,0.4265618403442204,0.07585124077741057,-0.003159804351927832
324,-60.54689827999999,0.0850369389,16384,1.54%,18.352803230285645,0.38576826912990425,-0.9993076520040631,0.3794285450130701,0.06380121861002408,-0.00040397744168229385
348,-58.27254954,0.092441558,17408,1.64%,19.37191867828369,0.38946105509186624,-0.9706560513004661,0.3823520545847714,0.07390551964635961,-0.0028155145754114757
368,-57.01439494000001,0.0749554678,18432,1.74%,20.415260076522827,0.37049707324921993,-0.9413533788174391,0.3637503613717854,0.06723925715778023,0.00022786161656487142
388,-53.70153244,0.0710652308,19456,1.84%,21.4753577709198,0.3147057287017019,-0.9075152669101954,0.30932504939846694,0.05548575957072899,-0.0016789665383790463
408,-53.075906839999995,0.0868717149,20480,1.95%,22.535742044448853,0.3256099043647961,-0.8791765328496695,0.32008024491369724,0.05666316795395687,-0.0013665734429679876
428,-53.02997792,0.0740849984,21504,2.05%,23.769715070724487,0.2966107104494685,-0.8600377263501287,0.2915612237993628,0.05547776719322428,-0.004982900692167089
448,-49.242473800000006,0.0549094283,22528,2.15%,25.156898498535156,0.3076974242534435,-0.843534205108881,0.30221335985697806,0.05649467423791066,-0.0016540302732564794
