Progress,mean_int_reward,total timesteps,total_time,ep_rew_mean,num_episodes,value_loss,icm_loss,entropy_loss,policy_gradient_loss,total_loss
0.0%,2.2320531192,1024,0.6134564876556396,-134.7464253,20,,,,,
0.1%,0.6141217848,2048,1.814026117324829,-138.839394075,40,3.489845000207424,1.3189267134293914,-1.4113483652472496,0.0008688523004683511,4.809640565937284
0.2%,0.4041855354,3072,2.958879232406616,-133.45476144,60,0.32385104545392096,1.0439078118652105,-1.3890036102384329,-0.0036229380633622157,1.3641359192557694
0.31%,0.3292804561,4096,4.131474256515503,-122.07074352,80,0.13250053185038269,0.8585314275696874,-1.355764938518405,-0.00956548160391669,0.9814664778161534
0.41%,0.2560106126,5120,5.342329740524292,-109.89785226,100,0.059613911143969744,0.7599239535629749,-1.3180475998669863,-0.0054294362194937384,0.8141084284874509
0.51%,0.248708894,6144,6.494032144546509,-102.083318,120,0.06632740664645098,0.7043498260900378,-1.2921392302960157,-0.0037045379901132504,0.7669726947463755
0.61%,0.1883684591,7168,7.667632818222046,-97.39710324000002,140,0.06345273545593955,0.7069238340482116,-1.2673928383737803,-0.0008367582135855991,0.7695398112905656
0.72%,0.2119902848,8192,8.865105390548706,-89.56330490000002,160,0.0911145328427665,0.6506438301876187,-1.2362950313836336,-0.0017527457751787374,0.7400056172552064
0.82%,0.1597427279,9216,10.205415964126587,-84.40199368000002,184,0.06900909985415637,0.5667501841671765,-1.2067299392074347,-0.006564030478211659,0.6291952535431211
0.92%,0.1523482579,10240,11.390712261199951,-80.3230384,204,0.07711425528395921,0.5334922312758863,-1.1776958089321852,-0.0009330241868634515,0.609673462372982
1.02%,0.1517194057,11264,12.495638132095337,-80.77166614,224,0.06438206508755684,0.4936170079745352,-1.1467220354825258,-0.002681070209112213,0.5553180028529798
1.13%,0.1176933041,12288,13.69615650177002,-80.79473023999999,244,0.08466810081154108,0.4968569208867848,-1.1180688720196486,-0.0020098302003366372,0.5795151914979892
1.23%,0.1053465906,13312,14.920339822769165,-77.76456074,264,0.09207735571544617,0.47306230617687106,-1.090766692534089,-0.0022513998353238243,0.5628882620569935
1.33%,0.1000791112,14336,16.057640314102173,-73.62288856,284,0.08369190624216571,0.44135841727256775,-1.0675216671079397,0.001007217703094543,0.526057541217828
1.43%,0.1117727172,15360,17.189960718154907,-71.62512536,304,0.08821600064402446,0.4319061725400388,-1.042510263621807,-0.002116142420656824,0.5180060307634065
1.54%,0.0844375195,16384,18.290371417999268,-68.26464888000001,324,0.07672259461833164,0.37261960189789534,-1.011804553680122,0.0008514134096559175,0.4501936099258829
1.64%,0.076762764,17408,19.43837857246399,-64.82488054000001,348,0.07920669630402699,0.3782803602516651,-0.9870452545583248,0.00252643057958446,0.46001348713527657
1.74%,0.0735169183,18432,20.605393886566162,-63.437164,368,0.08898887078976259,0.3597583705559373,-0.9681047648191452,-0.002226135042632471,0.4465211063030674
1.84%,0.0618337641,19456,21.736168146133423,-60.87654541999999,388,0.0778299153316766,0.34209411358460784,-0.9486244414001703,-0.000563351169080791,0.41936067774720365
1.95%,0.0617123188,20480,22.888772010803223,-60.213967860000004,408,0.08889259409625083,0.3326417338103056,-0.924464856274426,0.00026602873884623535,0.42180035664540266
2.05%,0.0632161888,21504,24.027787446975708,-57.68697466,428,0.07296883180970326,0.30175355006940663,-0.9056856716051698,0.003234978628499367,0.37795736050760925
2.15%,0.0624241797,22528,25.195018768310547,-55.16259714000001,448,0.06013727927347645,0.29459263756871223,-0.8918472779914737,-0.0013846217630104473,0.3533452950791783
2.25%,0.0523416858,23552,26.27432370185852,-50.868844859999996,468,0.08172939351061359,0.29335115174762905,-0.8742955643683672,-0.0012539714949344923,0.3738265737633081
2.36%,0.0452704503,24576,27.4450900554657,-49.15145504000001,488,0.0766339193796739,0.27103282674215734,-0.8493320671841502,-0.0011270223987492642,0.34653972372308195
2.46%,0.0447570744,25600,28.660573959350586,-47.15554426,512,0.06690224568592384,0.2672410060185939,-0.8313934355974197,0.00012539425033294212,0.3342686459548507
2.56%,0.03680094,26624,29.845741033554077,-44.99169194,532,0.07003902527503669,0.25682240910828114,-0.8155448455363512,-0.002055948841203039,0.32480548554211475
2.66%,0.037645462,27648,31.010828495025635,-44.30600123999999,552,0.055243892944417894,0.2525144498795271,-0.7911367602646351,0.0032683622686718043,0.31102670509261676
2.76%,0.0380688522,28672,32.19567346572876,-43.52610546,572,0.049743772484362125,0.23823833232745528,-0.7668038289994001,-0.00020775530893391556,0.2877743495028835
2.87%,0.0368914849,29696,33.3809609413147,-42.8901309,592,0.058755855599883944,0.23337961756624281,-0.7390164090320468,0.0016554476969643434,0.2937909208630911
2.97%,0.0528948754,30720,34.5703604221344,-45.32411718,612,0.0471709456469398,0.21424266858957708,-0.7263945648446679,0.0015689572066136437,0.26298257144313053
3.07%,0.0495125509,31744,35.730807065963745,-48.638391999999996,632,0.048819995659869164,0.22216546745039523,-0.7181765986606479,0.00967060614184559,0.28065606925210995
3.17%,0.044125669,32768,36.903746604919434,-50.06586716000001,652,0.0495743457286153,0.21824755962006748,-0.6892805937677622,0.0013245748633959858,0.2691464802120787
3.28%,0.0430273754,33792,38.00918173789978,-50.42461992,672,0.050529769650893286,0.20515981339849532,-0.6611458007246256,-0.002074048731191011,0.2536155343181976
3.38%,0.0413247213,34816,39.13519883155823,-47.17664762,696,0.055233061022590846,0.18692032154649496,-0.6456970069557428,-0.005424288768193579,0.23672909380089224
3.48%,0.0331951735,35840,40.2237708568573,-41.37762478,716,0.05390426286612637,0.1833881209604442,-0.6271963864564896,-0.00011499391159607085,0.2371773899149745
3.58%,0.0314636826,36864,41.28793263435364,-41.65319342,736,0.05346163533977233,0.17500406433828175,-0.6103848153725266,-0.001289376792497213,0.22717632288555686
3.69%,0.0307363615,37888,42.38793230056763,-41.94921754000001,756,0.04560502484673634,0.18009757762774825,-0.5857523558661342,0.0007468687272050392,0.22644947120168962
3.79%,0.0253137075,38912,43.58720636367798,-38.77161166,776,0.0382384599361103,0.161326065659523,-0.5693703927099705,0.00029295300292063177,0.19985747859855396
3.89%,0.0226279346,39936,44.731982946395874,-36.4072265,796,0.04052328615216538,0.149286603089422,-0.5575871272012591,-0.0024718801473075412,0.18733800909427983
3.99%,0.0190353359,40960,45.90719294548035,-34.62521582,816,0.035881659263395704,0.15493245178367943,-0.536549779586494,0.0011362969987839882,0.1919504080458591
4.1%,0.0176815769,41984,47.132259368896484,-33.809256299999994,836,0.02987205801764503,0.13513838034123182,-0.5122813964262605,0.0013262717361744937,0.16633671009505135
4.2%,0.018610513,43008,48.213574171066284,-31.398372219999995,860,0.028825169283663854,0.13305248704273254,-0.48904045624658465,0.0010347659144995594,0.16291242224089594
4.3%,0.0160300417,44032,49.34614443778992,-30.08632408,880,0.036507608398096636,0.13717215543147177,-0.464400561992079,0.002544179742667574,0.17622394357223597
4.4%,0.0210233497,45056,50.55308747291565,-29.756673059999997,900,0.0301632890914334,0.11890112969558686,-0.4425127455033362,-0.001973456732837821,0.14709096205418243
4.51%,0.0153632413,46080,51.704060554504395,-28.95500122,920,0.0294366442685714,0.12066111399326473,-0.42838954413309693,0.001820638844322562,0.1519183971061587
4.61%,0.0133259217,47104,52.87208008766174,-26.81726532,940,0.02373420962248929,0.11710711184423417,-0.40431248722597957,-0.0008435120584952805,0.1399978094082282
4.71%,0.0154892834,48128,53.950783491134644,-25.988206059999996,960,0.0220338259532582,0.10952927556354553,-0.3760329927317798,0.002082825299029336,0.13364592681583304
4.81%,0.01394451,49152,55.10701560974121,-25.35133052,980,0.020469199764193036,0.10553842328954488,-0.3503666357137263,0.002317875739445263,0.12832549879318317
4.92%,0.0137281271,50176,56.287458658218384,-25.318227519999997,1000,0.02082954156503547,0.09586777398362756,-0.3223581528291106,0.003640037840646552,0.12033735338930956
5.02%,0.009799629,51200,57.480082988739014,-23.4639418,1024,0.018886030360590667,0.09923631232231855,-0.30300244875252247,0.003806680231099431,0.12192902291400864
5.12%,0.0095041694,52224,58.58822989463806,-21.441046300000004,1044,0.018087899094098248,0.08701869973447174,-0.2854818180203438,0.002853303332827739,0.10795990216139772
5.22%,0.0087745225,53248,59.645811796188354,-20.57673358,1064,0.014340662033646367,0.08794185821898282,-0.2639229502528906,0.0037285113369752523,0.10601103158960443
5.32%,0.0103795637,54272,60.7750928401947,-20.9007702,1084,0.01586603389296215,0.08028487814590335,-0.24205844663083553,0.00547044642389607,0.10162135846276157
5.43%,0.0114630955,55296,61.92118501663208,-21.46582102,1104,0.014267660480982158,0.08239224483259022,-0.22364488150924444,0.0020926582740824497,0.09875256358765483
5.53%,0.0105587816,56320,63.01336932182312,-22.086996459999995,1124,0.015137718299229164,0.07657114212634042,-0.20265761204063892,0.0021972180655316577,0.09390607849110125
5.63%,0.0088223321,57344,64.20087718963623,-22.191284219999996,1144,0.013542202206735965,0.0763318671961315,-0.19374403543770313,0.001139501664515239,0.0910135710673827
5.73%,0.0090832363,58368,65.30555272102356,-23.46960172,1164,0.017540663582622074,0.07267073018010706,-0.1827351599931717,0.0017583049042978137,0.09196969866702695
5.84%,0.0091307171,59392,66.43010759353638,-23.867642559999993,1184,0.02259515343757812,0.06676677765790373,-0.17157265450805426,-0.0019804591101376286,0.08738147198534423
5.94%,0.0088765858,60416,67.65817141532898,-21.9689813,1208,0.017170666520542,0.06982987036462873,-0.16219988837838173,0.0006289458097891872,0.08762948269495993
6.04%,0.0074559991,61440,68.85319709777832,-20.23065758,1228,0.01795149227109505,0.0673533448134549,-0.14902534242719412,0.00018172489289958117,0.08548656197744953
6.14%,0.0067881509,62464,69.88828253746033,-20.01670286,1248,0.014669395503005944,0.0661601260653697,-0.1278715981170535,0.005410918635882782,0.08624044020425842
6.25%,0.0075745094,63488,70.96824502944946,-20.428673959999998,1268,0.01422661860124208,0.05720395437674597,-0.11829263251274824,0.0045275273304589215,0.07595810030844696
6.35%,0.0075016019,64512,72.06710028648376,-20.545387619999996,1288,0.018645448399183806,0.06054115149891004,-0.11455665715038776,0.0003748293264736605,0.0795614292245675
6.45%,0.0070773735,65536,73.2467634677887,-20.4787836,1308,0.013768228185654152,0.05847091198666021,-0.09751901682466269,0.0031808568217218413,0.0754199969940362
6.55%,0.0064015172,66560,74.41833662986755,-19.89386602,1328,0.016368266653444152,0.06055749929510057,-0.07875111885368824,0.0025833368394072827,0.07950910278795201
6.66%,0.0070225206,67584,75.52871966362,-19.26544128,1348,0.01627699041273445,0.05646648770198226,-0.061141629703342915,0.0034920119830563804,0.07623549009777308
6.76%,0.0066376968,68608,76.68149662017822,-19.20617162,1372,0.01351390245690709,0.05518079543253407,-0.044829513877630234,0.000240245775146258,0.06893494366458741
6.86%,0.0066761162,69632,77.88782978057861,-19.97792618,1392,0.013421883748378605,0.054046745528467,-0.03474406059831381,0.0019226612905515062,0.06939129056739711
6.96%,0.0070213622,70656,79.03165292739868,-20.0612669,1412,0.012659059088036884,0.05323658388806507,-0.016434429213404655,0.005544523354549264,0.07144016633065121
7.07%,0.006705895,71680,80.16285300254822,-18.97681736,1432,0.014243233650631737,0.04794705903623253,0.001304158940911293,0.006836321538265865,0.06902661422513012
7.17%,0.0055617992,72704,81.26274132728577,-19.06629192,1452,0.01289495417586295,0.048516960931010544,0.004464786499738693,0.005922426560673126,0.06733434166754662
