num_episodes,ep_rew_mean,mean_int_reward,total timesteps,Progress,total_time,total_loss,entropy_loss,icm_loss,value_loss,policy_gradient_loss
20,-127.73385005,1.5451333188,1024,0.0%,0.7909505367279053,,,,,
40,-127.08548490000001,0.5466619399,2048,0.1%,2.006448745727539,1.2841931780094276,-1.4085419196635485,1.209074323065579,0.7576564638875425,-0.006467914449055615
60,-124.91486787999999,0.4072912713,3072,0.2%,3.2304160594940186,0.9803056382767874,-1.380331015214324,0.9686607355251908,0.12056029471568763,-0.004111267199721137
80,-114.59868219999998,0.330896983,4096,0.31%,4.599629163742065,0.8634207296191638,-1.3373011536896229,0.8538625510409474,0.10480196750722826,-0.009220181725064908
100,-104.74697137999999,0.2557584929,5120,0.41%,6.09940767288208,0.7254358630331196,-1.2903845272958279,0.7190357958897948,0.06960124435136095,-0.0056005729181135815
120,-94.26858982,0.2155785745,6144,0.51%,7.338310241699219,0.6817592683283169,-1.2515597976744175,0.6745358277112246,0.07802162173902616,-0.005787215568102759
140,-87.51496008,0.1838569389,7168,0.61%,8.487749099731445,0.6177979169077803,-1.2237709872424603,0.6111804549582303,0.07062132435385138,-0.004446704858350673
160,-82.45965416000001,0.1603939339,8192,0.72%,9.72730278968811,0.5950933481470535,-1.1989579051733017,0.5882933242246509,0.07391383487265557,-0.005913595648629654
184,-79.96052424000001,0.1555284991,9216,0.82%,10.865242958068848,0.5436100846598476,-1.1702926307916641,0.5352348396554589,0.08587672706926242,-0.002124277025375214
204,-76.45964651999999,0.130413071,10240,0.92%,11.873741626739502,0.5497957693865994,-1.1349660698324442,0.541045197751373,0.08936120005091652,-0.0018554836986529296
224,-71.78529692000001,0.114700847,11264,1.02%,12.86768364906311,0.4942554828423046,-1.0976688135415316,0.487016627099365,0.07635230961022899,-0.003963752180832829
244,-67.02984971999999,0.1021856866,12288,1.13%,13.918349981307983,0.47766686820131454,-1.0648711659014225,0.4691809914074838,0.08555468282429501,-0.000695914885987749
264,-65.82249882,0.1088067288,13312,1.23%,14.906671047210693,0.4164533003718359,-1.0354620069265366,0.4089224631898105,0.07395094947423786,0.0013574223460165024
284,-64.05786598,0.1032298657,14336,1.33%,15.907147645950317,0.43596353603122395,-1.0140472389757633,0.4291327530518174,0.07194470608374104,-0.0036368762896754345
304,-61.79889214000001,0.085355382,15360,1.43%,16.94742727279663,0.40134002127731033,-0.9921805141493678,0.39399057161062956,0.0760894903796725,-0.0025949937128648152
324,-58.57666212,0.0772092729,16384,1.54%,18.087215900421143,0.3689346472742052,-0.970104368403554,0.3623031876049936,0.06766807480016723,-0.0013534781080508076
348,-55.24388465999999,0.0797575172,17408,1.64%,19.307817697525024,0.35706715996983496,-0.9540177686139941,0.3495939024724066,0.0753212797571905,-0.0005887047829072662
368,-54.13658982,0.067256551,18432,1.74%,20.51592755317688,0.3375328866324842,-0.9307893048971891,0.3308400330133736,0.06820718792732805,-0.0012786517362221041
388,-53.81855796,0.0666008636,19456,1.84%,21.972373485565186,0.3354994053839322,-0.9042247235774994,0.3297979924827814,0.05822829969110899,-0.001214170679600633
408,-52.16066411999999,0.066062862,20480,1.95%,23.335434913635254,0.30314747820072885,-0.8783383695408702,0.2977322784718126,0.05442486752872355,-0.00027287023956065705
428,-51.60459142,0.0614736996,21504,2.05%,24.80037569999695,0.30202234573180664,-0.860420498996973,0.2947582798078656,0.07593366462970152,-0.003293005390291417
448,-50.19355708,0.0606016555,22528,2.15%,26.141717195510864,0.3046772961390988,-0.8401606706902385,0.2984578898176551,0.06288461948861368,-0.0006905562741765106
468,-48.85102538,0.0626777474,23552,2.25%,27.252221822738647,0.2639833687683779,-0.8067324310541153,0.2579968892969191,0.06299576524179429,-0.0031309705272063067
488,-48.17064950000001,0.050715821,24576,2.36%,28.538241386413574,0.2513481629705504,-0.7767033632844687,0.24617925938218832,0.05565308078075759,-0.003964044897136359
512,-44.11242088,0.0399573035,25600,2.46%,29.71986961364746,0.25408483291505435,-0.7506082095205784,0.24942031293176115,0.048149079229915515,-0.0015038793969834815
532,-41.37319356,0.0428583177,26624,2.56%,30.783036708831787,0.23506892349736758,-0.7240741364657879,0.2294765803962946,0.05879664357053116,-0.002873212559801521
552,-40.35522674,0.0409990019,27648,2.66%,31.807291507720947,0.21435248664606488,-0.7068203799426556,0.20959087857045233,0.045862393628340214,0.0017536871277850435
572,-40.27591673999999,0.0377787982,28672,2.76%,32.77553629875183,0.2140069858874674,-0.6875369241461158,0.21022275206632912,0.04171569790923968,-0.003873359697856804
592,-40.07920402,0.0457078719,29696,2.87%,33.790586709976196,0.1962593795167519,-0.6681032283231616,0.19187663728371263,0.04530292304116301,-0.0014755007107700641
612,-38.73725798,0.0372798504,30720,2.97%,34.83444809913635,0.20566818927019304,-0.6506798407062888,0.20170713239349425,0.04254907384165563,-0.0029385050746676645
632,-37.46221376,0.0342611036,31744,3.07%,36.12812376022339,0.19291788069232618,-0.6342187570407987,0.1891176898498088,0.03855219521210529,-0.000550286786931864
652,-35.44360356,0.0319905,32768,3.17%,37.76726675033569,0.20078666742923132,-0.6128695541992784,0.19605890684761107,0.049569975526537746,-0.0022923697103351655
672,-34.0219297,0.0326831844,33792,3.28%,39.295323610305786,0.16208620587162859,-0.5847862707450986,0.1583939784904942,0.036132121371338144,0.0007901524400058492
696,-33.913959080000005,0.0280586922,34816,3.38%,41.11580276489258,0.17519396490921024,-0.5632233284413815,0.170536243240349,0.04355140324332751,0.0030258134452850116
716,-33.862112419999995,0.0258059517,35840,3.48%,42.795904874801636,0.16366597251017878,-0.5398105448111892,0.15962839871644974,0.04208966379519552,-0.0017139258579051623
736,-32.832395919999996,0.0249557007,36864,3.58%,44.331013679504395,0.1550989187327087,-0.5171400932595134,0.15119285450782627,0.03967621370975394,-0.0006155714609296082
756,-30.339468059999998,0.0211511704,37888,3.69%,45.751901388168335,0.1539443689324357,-0.507330933585763,0.15027122816536576,0.03402263257885352,0.002708775091846179
776,-28.515750500000003,0.0231732609,38912,3.79%,47.101806640625,0.1405477088043081,-0.5008016931824386,0.13804572983644903,0.024287291234941222,0.0007324984436495962
