total_time,n_koeff,iteration,novelty,reward
5.269062042236328,0.95,1,nan,13.37408382504815
6.882734775543213,0.6,2,2.789019710052095,23.24003444873106
8.485187292098999,0.5499999999999999,3,4.502424669577901,28.04653615547636
9.988425016403198,0.49999999999999994,4,4.030662297688382,22.88367733104863
11.660733938217163,0.44999999999999996,5,4.185845255306063,26.263918659797287
13.721150875091553,0.39999999999999997,6,4.558965063993504,28.83813965257454
15.664929866790771,0.35,7,3.269995626636527,27.449112679253126
17.513660669326782,0.3,8,3.076979213857114,21.90204242148893
19.176395416259766,0.25,9,2.4956322421093446,22.512255800556623
20.71934413909912,0.2,10,1.7593257740373829,23.922769497136223
22.313192129135132,0.15000000000000002,11,1.5867576619593007,23.363545423180096
23.916010856628418,0.10000000000000002,12,0.9312153722903809,24.081703571302963
25.518989324569702,0.1,13,0.668687148759332,24.099687843901286
27.129834413528442,0.1,14,0.705141960436586,24.54825713691864
29.164169788360596,0.1,15,0.7179652398511697,22.808533969073824
31.17686152458191,0.1,16,0.5313228180384915,23.309688930221895
33.24697923660278,0.1,17,0.6930614045850053,23.449273571865533
35.035271644592285,0.1,18,0.5058650815127447,24.02093753655182
36.55953240394592,0.1,19,1.617408272086768,24.35149123975703
38.17478013038635,0.1,20,1.0925623858874207,24.71806409242606
39.74923777580261,0.1,21,0.5794462182669414,26.004393842471575
41.24077486991882,0.1,22,1.1741653827049414,26.553634988592965
42.75858664512634,0.1,23,1.2404461744081772,26.63949764672067
44.74519443511963,0.15000000000000002,24,0.9281483957179437,25.14872293522629
46.68284726142883,0.10000000000000002,25,1.330231760225225,25.990664987927826
48.60726475715637,0.1,26,0.9715855473186222,26.053842671366475
50.4192373752594,0.1,27,0.7298263402613544,26.608045696607338
51.93424415588379,0.1,28,0.9226037810672232,26.92802584602755
53.510103940963745,0.1,29,1.0096318672913198,27.393011051065372
55.053767919540405,0.1,30,0.8285310227544492,27.515894103567643
56.56011939048767,0.15000000000000002,31,0.7696054095066059,27.887537968220027
58.114667892456055,0.10000000000000002,32,0.6434739156593434,27.9998667579725
59.716980934143066,0.1,33,0.8659389276532528,27.99170124704791
61.81588840484619,0.15000000000000002,34,0.6714089224123347,28.244514483624723
63.787657499313354,0.10000000000000002,35,0.45945007037995544,28.36808516177557
65.68658638000488,0.1,36,0.6356014569397332,28.451119119495917
67.28222846984863,0.1,37,0.7865269370851575,28.492789134335396
68.88962125778198,0.15000000000000002,38,0.3395263328126101,28.64196829122554
70.4472062587738,0.10000000000000002,39,0.43498747452765746,28.74576581653072
71.93969392776489,0.15000000000000002,40,0.5729191203219953,28.820519237878592
73.53382968902588,0.10000000000000002,41,0.3405894397553386,29.079380947820077
75.14758920669556,0.1,42,0.3050523280638106,29.18136833389901
77.25791049003601,0.1,43,0.27260503527387947,29.3118285833765
79.25902962684631,0.1,44,0.3869566721042695,29.45918416760588
81.18751239776611,0.15000000000000002,45,0.5353701142340808,29.575154012766333
82.96324515342712,0.2,46,0.4347668163893599,29.647643226081378
84.55713534355164,0.15000000000000002,47,0.2639864320076236,29.759492510957298
86.08987975120544,0.10000000000000002,48,0.9756773402252021,29.900588211658516
87.59400773048401,0.1,49,0.8122684864358917,29.90440399177704
89.10759711265564,0.1,50,0.2628840770982376,29.9287409480444
90.61433672904968,0.15000000000000002,51,0.25780002799594626,30.325466201451935
92.46882367134094,0.2,52,0.2778483876925272,30.241553773906418
94.5398154258728,0.15000000000000002,53,0.1760876616619826,29.96238391387797
96.49973797798157,0.10000000000000002,54,0.7632021377726304,30.471968081022073
98.47651863098145,0.1,55,0.10557967797213604,30.525010467406855
100.06925201416016,0.15000000000000002,56,0.729267071198204,30.266981192816196
101.64420819282532,0.2,57,0.1399330945842314,30.47333779504494
103.15631198883057,0.25,58,0.1441057591704442,31.451444034887512
104.67196798324585,0.3,59,0.14037154130194218,31.579112946809637
106.2096734046936,0.35,60,0.8705692598443491,31.388568398435183
107.86290383338928,0.39999999999999997,61,0.12885950512026073,31.778428205466252
