total_time,novelty,iteration,n_koeff,reward
158.7046068,1.855294618,74,0.4,62.36757607
160.4617095,1.404498568,75,0.4,64.11975051
162.3423545,1.432514888,76,0.45,65.67726112
164.1052005,1.971276041,77,0.45,66.93942746
166.0087082,1.831833843,78,0.45,68.57487223
168.5053389,0.959072036,79,0.45,70.52046489
170.9575188,0.624926083,80,0.45,72.91811112
173.0851483,1.690938558,81,0.4,75.34178392
174.8226445,0.872342265,82,0.4,78.02130419
176.5747523,1.122161046,83,0.4,81.26554014
178.4729214,1.1302255,84,0.4,84.03636449
180.3249364,0.580326522,85,0.4,86.56037486
182.2810085,0.559567245,86,0.35,89.5806716
184.7888927,1.427764095,87,0.35,93.30299174
187.6007111,0.525332182,88,0.35,96.88396318
189.5573907,1.603844581,89,0.35,100.8786296
191.2046616,1.698083594,90,0.35,104.2763261
192.9435382,1.120510081,91,0.3,107.8174676
194.5681763,0.952320325,92,0.3,111.5521837
196.2777178,1.048217132,93,0.3,115.7989062
198.2229075,0.658487701,94,0.3,119.3684046
200.8470535,1.762474696,95,0.3,122.7549206
203.6439507,0.709903135,96,0.25,127.3901348
205.6376019,0.953567299,97,0.25,131.5169612
207.4917989,1.125331145,98,0.25,135.3679868
209.7863038,1.501640503,99,0.25,138.8757683
211.5948117,1.03362192,100,0.25,142.2204195
213.3616958,1.54433745,101,0.2,145.8064508
215.9987876,1.272930005,102,0.2,149.339804
218.9782238,1.25237345,103,0.2,153.1474372
222.0444789,1.117507639,104,0.2,156.919049
224.7524765,1.459954699,105,0.2,160.7769284
227.4539795,0.612253071,106,0.15,164.4015797
229.9556999,1.371685176,107,0.15,168.468818
232.9997406,1.645266219,108,0.15,171.9949663
235.5695546,1.379894917,109,0.15,175.4672043
237.7137179,1.041796736,110,0.15,178.965928
240.3251457,1.436501831,111,0.2,182.2673475
242.0715423,1.00554036,112,0.2,185.5676925
243.9662955,1.15480892,113,0.2,188.9646614
245.8456252,1.032577537,114,0.2,192.2572546
248.6603479,1.183276355,115,0.2,195.5840861
251.1943126,1.319583012,116,0.25,198.6419074
253.3411388,1.11795883,117,0.25,201.8871347
255.1765487,1.137570808,118,0.25,205.0731418
256.9395494,1.204445955,119,0.25,208.3174062
258.7271698,0.981195091,120,0.25,211.466069
260.3935702,1.206239399,121,0.3,214.6901547
262.2620466,0.453056965,122,0.3,217.9220571
264.8262639,1.09268094,123,0.3,221.2117535
266.9918959,0.977675236,124,0.3,224.4066186
268.9810913,1.189748266,125,0.3,227.8299894
270.6512377,1.467388971,126,0.35,231.0738904
272.3654451,1.127718346,127,0.35,234.4745526
274.0121913,0.87119844,128,0.35,237.4245454
275.7003973,1.178640098,129,0.35,240.3710124
277.5583675,1.22735168,130,0.35,242.6215049
280.0144355,0.990906551,131,0.4,244.6825687
282.5111885,1.634067852,132,0.4,246.402777
284.8325696,1.004414056,133,0.4,247.8182707
286.5063858,1.282803183,134,0.4,249.3820591
288.1939881,1.109498868,135,0.4,251.122881
289.8300138,0.927543068,136,0.45,252.8085318
291.5168681,1.093153743,137,0.45,254.0141608
293.1632261,1.297488931,138,0.45,255.0980069
295.4086215,0.738476187,139,0.45,255.9751564
297.8357215,1.119002288,140,0.45,257.0071405
300.2899108,1.140919448,141,0.5,258.0029435
302.2206819,1.992756981,142,0.5,258.9396753
304.1769528,0.858671208,143,0.5,259.4504306
305.91417,1.467825639,144,0.5,260.230992
307.6206276,0.918685443,145,0.5,261.1109593
309.3839474,0.639498104,146,0.55,261.8240342
311.6413138,1.402255972,147,0.55,262.3923923
313.8855031,1.175325745,148,0.55,262.8939666
315.9960377,1.436814079,149,0.55,263.483007
317.7315996,1.087153216,150,0.55,264.1108492
319.437248,0.751333961,151,0.6,264.6649064
321.1404307,1.045620517,152,0.6,265.2271227
322.8151844,1.649066166,153,0.6,265.7202406
324.4488406,1.046910864,154,0.6,266.0418355
326.2729416,0.552091474,155,0.6,266.3629979
329.2460785,0.941893433,156,0.65,266.6048431
331.5056643,1.146530355,157,0.65,266.7274649
333.5299168,1.244796998,158,0.65,267.1886008
335.3425877,0.975510756,159,0.65,267.6558427
337.3217659,1.299753606,160,0.65,267.9075659
339.1553071,0.783575225,161,0.7,268.3335247
340.8945503,0.898973014,162,0.7,268.7851853
343.5202496,1.658398598,163,0.7,269.0101033
346.3300247,1.206312099,164,0.7,269.4115664
348.7946322,1.096919838,165,0.7,269.8534045
350.7159569,0.667369178,166,0.75,270.4590045
352.4128916,0.970786035,167,0.75,270.9248448
354.1825943,1.634435993,168,0.75,271.4738462
355.8513923,1.400062411,169,0.75,271.6535876
357.6788154,1.041990023,170,0.75,271.9788426
360.3039775,1.331039417,171,0.8,272.3087203
362.4909079,0.942360287,172,0.8,272.6070985
364.6417029,1.484166756,173,0.8,272.820031
366.3022587,0.983824256,174,0.8,273.133929
368.0203679,1.267088968,175,0.8,273.3428867
369.727421,1.14647968,176,0.85,273.8063161
371.3990943,0.606245563,177,0.85,274.0453592
373.2369061,0.681598977,178,0.85,274.3588718
375.8404016,1.584999555,179,0.85,274.7874076
378.4396789,1.090005493,180,0.85,274.9460458
380.7575316,1.023146785,181,0.9,275.0164921
382.5212178,1.331626546,182,0.9,275.1441788
384.3057556,1.388952254,183,0.9,275.4684459
386.0184257,1.310604999,184,0.9,275.5963492
387.7600896,1.039672081,185,0.9,275.7643917
389.569324,1.290245829,186,0.95,275.7097453
392.0011699,1.545153885,187,0.95,275.8441136
394.2990522,0.869072756,188,0.95,275.8829219
396.5897529,1.124036898,189,0.95,276.0788217
398.3477426,1.16925521,190,0.95,276.2744996
400.1379955,0.92410481,191,1,276.4183727
401.9179378,1.094358892,192,1,276.614242
403.671001,1.022622297,193,1,276.8871274
405.4686038,1.150442714,194,1,277.0691399
407.9879887,0.732246053,195,1,277.158823
410.2448776,0.999077494,196,1.05,277.4307826
412.7566833,0.616984227,197,1.05,277.5358235
414.6339674,1.676945417,198,1.05,277.6920837
416.3540528,0.318920075,199,1.05,277.853471
418.0585783,0.986871123,200,1.05,277.9414551
419.95523,0.649686883,201,1.1,277.9553773
421.7838864,0.88200552,202,1.1,278.1274248
424.230762,1.606083749,203,1.1,278.3444185
426.5339639,1.12076232,204,1.1,278.5019226
428.763854,1.025505069,205,1.1,278.57721
430.553025,1.295171294,206,1.15,278.6386443
432.4831069,1.136551994,207,1.15,278.6925111
434.2487621,1.347383816,208,1.15,278.763457
436.0319269,1.208999024,209,1.15,278.5871659
437.893894,1.0054426,210,1.15,278.6468409
440.3259685,0.427205239,211,1.2,278.6918971
442.6669116,1.133560375,212,1.2,278.6983282
444.9567964,1.012692942,213,1.2,278.6685042
446.7774947,0.929893584,214,1.2,278.6223241
448.6264913,1.492359715,215,1.2,278.638588
450.3929265,0.475283672,216,1.25,278.7287681
452.2120843,1.062164771,217,1.25,278.8502383
454.1816242,1.633037844,218,1.25,278.807472
456.6973784,1.039941372,219,1.25,279.0519545
459.0806973,0.854001653,220,1.25,279.0882539
461.2027152,1.076427301,221,1.3,279.1264853
462.9793854,1.44910681,222,1.3,279.2892524
464.7561018,1.296028354,223,1.3,279.1912525
466.5431197,1.150887313,224,1.3,279.1934592
468.3222744,1.204330004,225,1.3,279.3170663
470.2143426,1.549849707,226,1.35,279.1596854
472.644773,1.478191912,227,1.35,279.3832304
475.0595682,0.96484244,228,1.35,279.488542
477.1806517,0.872851246,229,1.35,279.3226938
479.0473454,1.003622857,230,1.35,279.3115357
480.8837521,1.345010066,231,1.4,279.3803059
482.6399801,1.01159038,232,1.4,279.5004051
484.4085708,1.139425527,233,1.4,279.4535445
486.2785528,1.186561375,234,1.4,279.6878681
488.7724881,0.808057801,235,1.4,279.7430752
491.1428237,0.403074575,236,1.45,279.881607
493.2618544,1.212318598,237,1.45,280.0294745
495.043061,0.467729557,238,1.45,280.1994437
496.794261,0.405391983,239,1.45,280.391054
498.6360686,1.320273611,240,1.45,280.4183649
500.4312198,0.970628727,241,1.5,280.5705936
502.3140731,0.759322579,242,1.5,280.6009127
504.7891173,1.522123642,243,1.5,280.5588684
507.1238608,1.046522951,244,1.5,280.5829122
509.3088019,1.192485885,245,1.5,280.6308209
511.0658062,1.403276516,246,1.55,280.4205898
512.8648682,0.939572016,247,1.55,280.491138
514.6245236,0.724774685,248,1.55,280.6111738
516.3488624,1.023253207,249,1.55,280.6789851
518.2215996,0.819239121,250,1.55,280.7112087
520.6729603,1.023144866,251,1.6,280.8556693
523.0672817,1.510077349,252,1.6,280.7235461
525.2374542,1.201967514,253,1.6,280.7152981
526.9976227,0.66867373,254,1.6,280.6847058
528.7547023,0.959526816,255,1.6,280.6625878
530.5435376,1.305165179,256,1.65,280.7370606
532.3227427,1.260473751,257,1.65,280.7755584
534.2050889,1.398635756,258,1.65,280.9360303
536.6725807,1.547123869,259,1.65,281.0152772
539.1855416,1.604694322,260,1.65,281.0749332
541.1661119,1.08706654,261,1.7,281.152894
542.9191465,1.171038839,262,1.7,281.1813249
544.662534,0.511573557,263,1.7,281.3106186
546.4163179,1.004932796,264,1.7,281.3427199
548.1850944,0.999827775,265,1.7,281.2715311
550.0264959,1.559369062,266,1.75,281.2324589
552.5027194,1.056423879,267,1.75,281.0679385
554.8526664,0.822877991,268,1.75,280.9527384
557.0065012,0.988453938,269,1.75,280.8382966
558.8074973,1.779837849,270,1.75,280.8046209
560.5850658,0.960306455,271,1.8,281.0387525
562.3314092,1.472404804,272,1.8,280.9388931
564.0734298,1.510369991,273,1.8,281.0773917
565.939831,1.075468893,274,1.8,281.1289749
568.2994654,1.47642638,275,1.8,281.0114784
570.6524236,0.534431336,276,1.85,281.1537458
572.8604605,1.217195999,277,1.85,281.1521512
574.6546938,0.902361325,278,1.85,281.0987062
576.4016023,1.152374704,279,1.85,281.1194989
578.22315,1.264323248,280,1.85,281.1879048
579.9876101,1.131434071,281,1.9,281.2597951
581.839519,0.417610665,282,1.9,281.2143307
584.2847557,1.327353091,283,1.9,281.3681596
586.6020935,1.579678421,284,1.9,281.1895333
588.7921886,1.093173939,285,1.9,281.2043139
590.5615935,1.009554277,286,1.95,281.2306196
592.3052139,1.117495957,287,1.95,281.289795
594.0147333,1.03335323,288,1.95,281.2883903
595.7912636,1.144886959,289,1.95,281.1200419
597.653157,1.459374626,290,1.95,281.2233074
600.2961841,1.479689782,291,2,281.1849903
602.6421196,1.048181391,292,2,280.9984883
604.8836231,1.49831961,293,2,281.0115086
606.6720581,0.872936489,294,2,281.1034
608.4851155,1.542029538,295,2,281.1550545
610.2657371,1.47729653,296,2.05,281.2271997
612.216059,1.189969039,297,2.05,281.2486793
614.0947025,1.650139449,298,2.05,281.2628405
616.5995944,0.491068176,299,2.05,281.3694392
618.9983718,1.007829738,300,2.05,281.3136349
621.1904974,1.454670938,301,2.1,281.2688555
622.9531355,0.377926855,302,2.1,281.3804541
624.7159908,1.45210775,303,2.1,281.3834199
626.5167873,1.233971076,304,2.1,281.4303217
628.2634034,1.28279754,305,2.1,281.4397086
630.1802003,1.020074351,306,2.15,281.4292745
632.6105759,1.07717541,307,2.15,281.4294472
634.9619474,0.769538616,308,2.15,281.3232344
637.1780541,1.216799103,309,2.15,281.2820338
638.9393837,1.110675787,310,2.15,281.3409833
640.7286825,1.065195225,311,2.2,281.3289805
642.5081089,0.633168454,312,2.2,281.2546864
644.285836,1.218268692,313,2.2,281.1701657
646.158303,1.129118893,314,2.2,281.1857366
648.7254424,0.948813836,315,2.2,281.2098958
651.1114125,0.867950421,316,2.25,281.0051781
653.2787778,1.132490761,317,2.25,281.0692563
655.060312,1.173488635,318,2.25,281.1724881
656.842473,1.369321913,319,2.25,281.1590992
658.7331712,0.885420163,320,2.25,281.2937081
660.6566947,0.913596683,321,2.3,281.196315
662.5944152,1.073942837,322,2.3,281.3030342
665.0925784,1.395854357,323,2.3,281.2424274
667.422368,0.431679114,324,2.3,281.0618853
669.4918828,0.591134366,325,2.3,281.1808988
671.3032489,0.921080126,326,2.35,281.1229204
673.0821161,1.12791859,327,2.35,281.0372095
674.8740168,1.42053955,328,2.35,281.1273943
676.5578952,1.051340796,329,2.35,281.2110615
678.4929082,1.197662809,330,2.35,281.2696442
680.9561782,0.43056483,331,2.4,281.2840665
683.2593155,1.437208982,332,2.4,281.4024856
685.3087204,1.055734944,333,2.4,281.3213107
687.0589697,1.286202556,334,2.4,281.3874521
688.8592618,1.465532284,335,2.4,281.3786472
690.6501257,1.752248378,336,2.45,281.3425196
692.405607,1.361965547,337,2.45,281.1730891
694.2499804,1.62593823,338,2.45,281.1863483
696.6313782,1.198581209,339,2.45,281.1263237
698.973233,0.96584838,340,2.45,281.0837377
701.1934052,1.283508283,341,2.5,281.070289
702.9733489,0.500094688,342,2.5,281.1848075
704.7621651,1.088516601,343,2.5,281.2372205
706.5325277,1.554926771,344,2.5,281.1447706
708.3179369,0.863960808,345,2.5,281.0704329
710.1804433,1.55512483,346,2.55,281.0979751
712.7212241,0.978318719,347,2.55,281.1292539
715.185585,1.454035656,348,2.55,281.0554057
717.512311,1.376048701,349,2.55,280.9436641
719.4075918,1.511561396,350,2.55,281.0346901
721.1549404,1.23123487,351,2.6,280.9948912
722.9030457,1.560416546,352,2.6,280.9360741
724.6503606,0.584522722,353,2.6,280.9859573
726.5860133,1.046549256,354,2.6,281.0201424
729.0832884,1.306385727,355,2.6,281.0482104
731.5522032,1.294843906,356,2.65,281.2821082
733.6520271,1.322366452,357,2.65,281.2966754
735.4185095,0.93839196,358,2.65,281.307604
737.2324965,0.955390658,359,2.65,281.3924927
739.0371428,1.212478397,360,2.65,281.4764096
740.7699287,1.130451322,361,2.7,281.4883175
742.6784854,0.836270413,362,2.7,281.5756096
745.17153,0.726371774,363,2.7,281.6251137
747.5344756,1.470478134,364,2.7,281.761692
749.5711849,1.130367951,365,2.7,281.7252723
751.3358669,1.590641697,366,2.75,281.9644669
753.1560736,1.760423676,367,2.75,282.1768833
755.1119967,0.478754132,368,2.75,282.125464
756.9273276,0.938901234,369,2.75,282.2198822
759.0098829,1.098556054,370,2.75,282.1808843
761.4550099,1.608875546,371,2.8,282.1805285
763.7523551,1.399909803,372,2.8,282.1721258
765.7171504,0.523149381,373,2.8,282.2102733
767.4968867,1.035295923,374,2.8,282.2569642
769.2300255,0.935129319,375,2.8,282.1609806
771.0687599,0.807944394,376,2.85,282.0815288
772.8494682,1.302554204,377,2.85,282.0908162
774.8880725,1.204237487,378,2.85,282.1618595
777.3084135,1.522296544,379,2.85,282.1031351
779.8428457,1.08091869,380,2.85,282.0337917
781.8164172,0.942131027,381,2.9,282.1164095
783.6630585,1.290564551,382,2.9,282.2087613
785.4486527,1.001982817,383,2.9,282.138219
787.2174523,0.60008472,384,2.9,282.3223749
789.006696,0.807113229,385,2.9,282.2272828
791.191905,0.91634992,386,2.95,282.2145357
793.7672758,1.392626273,387,2.95,282.2515059
796.1820538,1.000860413,388,2.95,282.2346903
798.0134659,1.216478319,389,2.95,282.2818568
799.8164289,1.068139825,390,2.95,282.2421064
801.5879269,1.394724291,391,3,282.1869638
803.3260353,1.333091055,392,3,282.3589157
805.0781703,1.063207048,393,3,282.2870986
807.2252502,1.258901021,394,3,282.266162
809.6200879,1.498558966,395,3,282.3163966
811.989037,1.670231893,396,3.05,282.2687513
813.9127657,1.682449073,397,3.05,282.219057
815.6648467,1.217634582,398,3.05,282.2146673
817.4541833,0.938526756,399,3.05,282.2320336
819.2185647,0.950802092,400,3.05,282.2849583
821.01248,1.537276711,401,3.1,282.3132978
823.0743399,0.457273584,402,3.1,282.4732753
825.5092585,0.55773491,403,3.1,282.3976458
827.8616519,1.146350252,404,3.1,282.532192
829.7602105,1.6299877,405,3.1,282.5343759
831.5404565,0.700243789,406,3.15,282.3352732
833.3287113,0.405699204,407,3.15,282.4074447
835.1384799,0.403713043,408,3.15,282.4276789
836.8888824,0.855083723,409,3.15,282.3397448
839.1117766,1.01776497,410,3.15,282.2260754
841.6774135,0.81790229,411,3.2,282.1930738
843.9543531,1.655272475,412,3.2,282.2054477
845.9594347,0.33153479,413,3.2,282.1967833
847.722611,1.180733334,414,3.2,282.0788781
849.507416,1.357023398,415,3.2,282.0451126
851.2902672,1.111442839,416,3.25,281.9010179
853.0624163,1.593241901,417,3.25,281.6774004
855.2055023,0.568553814,418,3.25,281.7359384
857.6082842,0.954218937,419,3.25,281.8237413
860.0849855,1.37243283,420,3.25,281.871616
862.0023398,1.112045939,421,3.3,281.8936932
863.7557349,1.09329272,422,3.3,281.9810702
865.5191228,1.063810091,423,3.3,282.0099301
867.2697749,0.925202089,424,3.3,282.1099227
869.0567384,1.732523683,425,3.3,282.2530469
871.1027002,1.539775641,426,3.35,282.2817355
873.5362661,1.563276591,427,3.35,282.3143276
875.881516,1.438420647,428,3.35,282.2401051
877.8547421,1.045435222,429,3.35,282.3360108
879.6047301,0.825846482,430,3.35,282.3760493
881.3876824,1.111439142,431,3.4,282.3005039
883.1835515,1.257290554,432,3.4,282.1723135
884.9502099,0.826000439,433,3.4,282.4046246
887.0017979,1.502093287,434,3.4,282.1678907
889.454946,1.068955313,435,3.4,282.2390115
891.821811,1.002648756,436,3.45,282.3167459
893.794136,0.964136201,437,3.45,282.3103568
895.544101,1.231040469,438,3.45,282.1999495
897.3032072,1.278762622,439,3.45,282.2235027
899.1962302,0.748251637,440,3.45,282.1301192
900.9501307,1.35536789,441,3.5,282.1752338
903.0385756,1.05062503,442,3.5,282.126662
905.5124497,1.218060987,443,3.5,282.3024639
907.8335328,0.765764186,444,3.5,282.3167409
909.7817671,0.942887754,445,3.5,282.3591636
911.5239041,1.528204813,446,3.55,282.4538223
913.3279214,1.026417045,447,3.55,282.4799731
915.0821707,1.781834936,448,3.55,282.4248682
916.8711889,1.456407245,449,3.55,282.4148844
918.8245823,1.583339986,450,3.55,282.2986158
921.3176281,0.949836015,451,3.6,282.2391816
923.6337178,1.196483507,452,3.6,282.2115285
925.6461015,0.914442251,453,3.6,282.2157053
927.4395506,1.231402643,454,3.6,282.0436909
929.1988149,1.056774721,455,3.6,281.9730466
930.9620707,1.09474406,456,3.65,281.9183895
932.7321954,0.81876377,457,3.65,282.0156023
934.6277964,1.478406526,458,3.65,281.9523367
937.1123168,1.710512166,459,3.65,282.0877262
939.4631996,1.056533335,460,3.65,282.001379
941.566973,0.468248836,461,3.7,282.15975
943.3181052,0.992660641,462,3.7,282.0747362
945.0514998,0.51310318,463,3.7,282.0761633
946.7935674,0.740263192,464,3.7,282.0143603
948.5746706,1.050522785,465,3.7,281.9564523
950.4649708,1.56850704,466,3.75,282.0608535
952.9176397,1.474971811,467,3.75,282.0133901
955.288594,0.527955955,468,3.75,281.9496976
957.4106843,1.471739866,469,3.75,281.8387505
959.4267838,1.473976418,470,3.75,281.9085904
961.262867,1.547579629,471,3.8,281.7993061
963.0138159,1.418112893,472,3.8,281.7026545
964.7830946,1.442346657,473,3.8,281.6804399
966.7384171,1.435476544,474,3.8,281.5750029
969.2624724,1.11706787,475,3.8,281.4877729
971.6988361,0.879843891,476,3.85,281.4527654
973.7663319,0.76343923,477,3.85,281.5219874
975.5875096,1.30504157,478,3.85,281.404028
977.3614693,1.019649732,479,3.85,281.4220272
979.1504736,1.112565028,480,3.85,281.4926531
980.9198065,1.127448071,481,3.9,281.6372507
982.8959088,1.242773876,482,3.9,281.8030282
985.326354,0.395600202,483,3.9,281.6025431
987.7098536,1.054196027,484,3.9,281.616121
989.7012885,0.967491658,485,3.9,281.590849
991.4816847,0.679820594,486,3.95,281.4891585
993.2805967,0.652176175,487,3.95,281.5468884
995.0188704,0.619585966,488,3.95,281.7358923
996.7991705,0.479983591,489,3.95,281.6992817
998.7019451,1.277339684,490,3.95,281.9700279
1001.125938,0.893193809,491,4,282.1824757
1003.462052,0.390445127,492,4,281.9661744
1005.592554,1.049091376,493,4,281.9596303
1007.322858,0.416437671,494,4,281.9499475
1009.092049,0.960942735,495,4,281.9673142
1010.865145,1.443098246,496,4.05,281.8566592
1012.591961,1.362459692,497,4.05,281.8056024
1014.475793,0.577512027,498,4.05,281.7998506
1016.963749,1.082553164,499,4.05,281.8655188
1019.516677,1.261102452,500,4.05,281.8767445
1021.578026,1.199703457,501,4.1,281.9800956
1023.338135,0.994904914,502,4.1,281.8024958
1025.127093,1.128197733,503,4.1,281.9391796
1026.889999,0.540784432,504,4.1,282.1041137
1028.677702,0.950094431,505,4.1,282.1396658
1030.540999,0.970042137,506,4.15,282.1609131
1032.966852,1.039049553,507,4.15,281.9579494
1035.355701,1.091927134,508,4.15,282.0082474
1037.534675,0.444134602,509,4.15,281.8802901
1039.303111,1.260903597,510,4.15,281.9052798
1041.069184,0.670851,511,4.2,281.8520231
1042.834342,1.442785858,512,4.2,281.8428788
1044.602695,1.050115211,513,4.2,281.8906363
1046.488932,1.344495528,514,4.2,282.1066647
1048.87151,1.044603024,515,4.2,282.2333829
1051.209224,0.519006446,516,4.25,282.1216246
1053.394836,1.199364597,517,4.25,282.1664032
1055.179716,1.411686339,518,4.25,282.2016799
1056.930313,0.963465418,519,4.25,282.1666619
1058.646133,1.103603657,520,4.25,281.9943104
1060.384938,1.055545073,521,4.3,282.1189396
1062.355329,1.486401052,522,4.3,282.0974749
1064.829076,1.598494679,523,4.3,282.2591889
1067.085197,1.221928798,524,4.3,282.4568853
1069.189465,1.33995547,525,4.3,282.4188573
1070.934703,1.307845658,526,4.35,282.5255107
1072.755729,0.872340162,527,4.35,282.4435646
1074.518184,1.090870302,528,4.35,282.6095628
1076.237364,0.699679846,529,4.35,282.506187
1078.076556,1.148441624,530,4.35,282.4487062
1080.636795,0.778681818,531,4.4,282.2482097
1082.899728,1.42970251,532,4.4,282.0364768
1085.162117,0.946552892,533,4.4,282.1741024
1086.888271,1.159370021,534,4.4,282.2072619
1088.574037,1.224202916,535,4.4,282.2966788
1090.313131,1.366275075,536,4.45,282.3599778
1092.050557,0.41788788,537,4.45,282.4020052
1093.92994,1.357809969,538,4.45,282.2822871
1096.330657,1.001698047,539,4.45,282.4403045
1098.746544,1.29052773,540,4.45,282.3085526
1101.0024,1.546488308,541,4.5,282.0901895
1102.715909,1.106010419,542,4.5,282.1275035
1104.51414,0.923823537,543,4.5,282.009609
1106.317286,0.533276575,544,4.5,282.1253462
1108.090845,1.278189905,545,4.5,282.1041273
1109.93129,1.020764177,546,4.55,282.1985367
1112.347369,1.180136978,547,4.55,282.253749
1114.634207,0.412658494,548,4.55,282.3302398
1116.946471,1.046381469,549,4.55,282.335323
1118.688602,0.907063062,550,4.55,282.4856155
1120.416791,1.086278099,551,4.6,282.4585986
1122.190045,0.395358611,552,4.6,282.5080672
1123.997656,1.160386799,553,4.6,282.4247828
1125.793283,0.514235449,554,4.6,282.4039731
1128.17182,1.004043952,555,4.6,282.5355649
1130.345979,1.481900792,556,4.65,282.5618462
1132.560801,1.88208909,557,4.65,282.6375759
1134.40902,0.402193747,558,4.65,282.7513439
1136.231501,0.676718064,559,4.65,282.7683419
1138.018203,1.02317451,560,4.65,282.7890275
1139.866045,0.716683716,561,4.7,282.7652641
1141.644709,1.314014674,562,4.7,282.9072813
1143.99708,1.619468449,563,4.7,282.8695313
1146.360152,0.950456942,564,4.7,282.6676829
1148.702917,1.231757525,565,4.7,282.7556127
1150.495678,0.483173599,566,4.75,282.8496141
1152.462514,1.117072872,567,4.75,282.952492
1154.270036,0.485600365,568,4.75,283.1165886
1156.089539,1.170691978,569,4.75,283.2245137
1157.945908,0.517021417,570,4.75,283.3831784
1160.342803,0.973778174,571,4.8,283.3166631
1162.656745,1.429865591,572,4.8,283.4530243
1164.840505,1.286210425,573,4.8,283.2898424
1166.645032,1.355604891,574,4.8,283.2266244
1168.389095,1.177869953,575,4.8,283.3622234
1170.176989,1.236560605,576,4.85,283.323983
1171.929925,1.119679082,577,4.85,283.2906378
1173.743659,1.090138511,578,4.85,283.3517926
1176.061369,0.476668341,579,4.85,283.3690852
1178.392971,1.414333264,580,4.85,283.3627233
1180.733397,0.855456554,581,4.9,283.5768272
1182.569247,0.539198308,582,4.9,283.7916544
1184.290643,1.458555687,583,4.9,283.7938384
1186.051369,0.83082853,584,4.9,283.7555099
1187.811133,1.050945718,585,4.9,283.719264
1189.572313,1.2005462,586,4.95,283.8433972
1191.893053,0.52303118,587,4.95,283.7631409
