total_time,n_koeff,iteration,novelty,reward
4.425125598907471,0.95,1,nan,53.29560650129567
5.698919296264648,0.8999999999999999,2,5.232977386092417,42.2460152415144
7.008651971817017,0.8499999999999999,3,5.243454134182471,64.08168361185356
8.441085815429688,0.7999999999999998,4,5.96299940887105,54.34057460222684
10.207944869995117,0.7499999999999998,5,5.917664484612642,81.63176869780396
11.871370315551758,0.6999999999999997,6,7.571594099090317,79.76405020929734
13.556903839111328,0.6499999999999997,7,5.600253354377523,93.25635356688282
15.070191860198975,0.5999999999999996,8,5.375284585701204,101.2294026859484
16.36996293067932,0.5499999999999996,9,5.183225272869897,101.79306436630776
17.63345742225647,0.4999999999999996,10,4.693388504792021,106.02762946839837
18.965672254562378,0.4499999999999996,11,4.1863742528371946,114.0693743678355
20.255996704101562,0.39999999999999963,12,4.189706249318027,124.58499219696533
21.555131912231445,0.34999999999999964,13,3.7390781037234815,135.98410052547794
22.87867045402527,0.29999999999999966,14,4.0255556428708825,146.09608878786298
24.237489223480225,0.24999999999999967,15,3.6367079803989215,156.6522635458711
25.85709810256958,0.19999999999999968,16,3.9207372208329105,165.91223892593885
27.44117760658264,0.1499999999999997,17,3.4994057363391535,174.20104131688385
29.037858247756958,0.1,18,2.938168242574791,182.0775298400264
30.650580167770386,0.1,19,2.7957042308571074,189.30833560149816
31.952621936798096,0.1,20,3.067259363706217,195.9879196164989
33.26528453826904,0.1,21,3.058144320567913,202.3379108802754
34.62570142745972,0.1,22,3.513563623449496,208.4732611140168
35.97297644615173,0.1,23,2.8182598838840702,214.02563553396845
37.273831844329834,0.1,24,3.1066430891678203,219.25640129726358
38.564805030822754,0.1,25,2.100969667411009,211.50473037471136
40.02123975753784,0.15000000000000002,26,3.171527002972385,216.50269396625342
41.767672061920166,0.2,27,2.3232848877921013,220.8322534118288
43.42206168174744,0.15000000000000002,28,2.299936415622219,225.35019001718885
45.06661939620972,0.10000000000000002,29,3.28637362843104,229.76236777108946
46.61263179779053,0.1,30,2.6814677301872245,233.47327311536782
47.88540744781494,0.1,31,2.4842679059134567,235.6969278979628
49.2400176525116,0.1,32,2.827663635112954,238.29656056498575
50.56233191490173,0.15000000000000002,33,2.3451222531095763,241.5624827813042
51.91064786911011,0.10000000000000002,34,2.705222995989925,244.65874968254641
53.23438286781311,0.1,35,1.971364743859506,247.81628162886585
54.51278614997864,0.1,36,2.3502361809909673,250.5546929014307
