num_episodes,total_time,total timesteps,ep_rew_mean,mean_int_reward,value_loss,total_loss,entropy_loss,policy_gradient_loss,intrinsic_loss
20,0.34558701515197754,1024,-137.8074115,0.0,,,,,
40,2.3126583099365234,2048,-138.966417975,0.0,1.5640662172809243,1.667983162434679,-1.415235310792923,-0.00030702784759876524,0.20844794600270689
60,3.304419755935669,3072,-136.31656582,0.0,0.663531047757715,0.6694696266699003,-1.3960883785039186,-0.0066308596447806215,0.025138877113931812
80,4.2674009799957275,4096,-132.32056952,0.0,0.4182936134748161,0.41865351206402923,-1.371807586401701,-0.0047839928414213665,0.01028778286126908
100,5.110943794250488,5120,-123.30892527999998,0.0,0.36426445143297315,0.36171362121675954,-1.3552852030843496,-0.004751923685225123,0.004402186938023078
120,5.970418691635132,6144,-119.00372106,0.0,0.30474409251473844,0.3015418778090428,-1.342347415164113,-0.005163002272227124,0.0039215751330630155
140,6.868817090988159,7168,-112.13378999999999,0.0,0.35851691383868456,0.35005373751930347,-1.3246910758316517,-0.009454910391539662,0.0019834681443171576
160,7.767596960067749,8192,-110.44416916,0.23772481,0.2779653260949999,0.2764180499614258,-1.3089698944240808,-0.002176272529591198,0.0012579927920342016
184,8.77093768119812,9216,-104.88251968,0.28086895,0.370604156749323,40.744555502567266,-1.2928609624505043,-0.004748567803009761,80.7573998272419
204,9.704340696334839,10240,-102.99992062,0.23792231,0.3169690747745335,14.469497945746767,-1.2735974919050932,-0.008214186755581412,28.321486115455627
224,10.729669094085693,11264,-99.62879034,0.3447615,0.25112775480374694,11.221208810683247,-1.2515049930661917,-0.009255049407575093,21.95867221057415
244,11.757824182510376,12288,-99.02677213999999,0.24859747,0.26747229672037065,18.59718471890733,-1.2220733519643545,-0.008433534210098225,36.67629191279411
264,12.745900392532349,13312,-97.66485276000002,0.15110798,0.21372273191809654,6.6938358988385485,-1.196610476821661,-0.004186839260550215,12.968600012362003
284,13.689346551895142,14336,-98.6936373,0.0650137,0.22715687472373247,1.9410263519124975,-1.1795992627739906,-0.006890806802929384,3.441520567983389
304,14.612772226333618,15360,-93.66557759999999,0.032717027,0.22560920473188162,1.3309553680144812,-1.1576031595468521,-0.004033513819370081,2.2187593542039394
324,15.566245555877686,16384,-91.46766159999999,0.017208705,0.23173927678726614,1.1042885717726838,-1.129481479525566,-0.006258479759510398,1.7576155494898558
348,16.570046186447144,17408,-88.09403438,0.0060543846,0.22789033071603626,1.3175185539560563,-1.107386814430356,-0.006657078951952802,2.1925706043839455
368,17.513214826583862,18432,-87.7435772,0.0032325475,0.22999625676311553,0.8242264416746602,-1.0875666867941618,-0.0009165460962995658,1.1902934620156884
388,18.45796275138855,19456,-87.73174432,0.0014223818,0.20454756391700357,0.7195800587827645,-1.0724388919770718,-0.0036194920945606,1.0373039739206433
408,19.394715070724487,20480,-82.81389074,0.00027048882,0.2511366254184395,0.6119757920193842,-1.0575054604560137,-0.00758852910554207,0.7368553914129734
428,20.323690176010132,21504,-79.04630582,5.195119e-05,0.21982197603210807,0.42361263647572567,-1.0422242730855942,-0.0021514026830954606,0.4118841262534261
448,21.21281623840332,22528,-77.0463795,4.389823e-06,0.1557699212571606,0.2913641771120977,-1.0340556632727385,-0.004590414715369362,0.28036934114061296
468,22.222865104675293,23552,-75.05429988,2.1160963e-07,0.14719401916954666,0.2280182277116985,-1.0223787724971771,-0.008531618883454703,0.1787116548512131
488,23.28324031829834,24576,-72.93094698,1.5726296e-07,0.11796084168599918,0.17104245588215508,-1.0026798257604241,-0.0037400469902486196,0.11364332237280905
512,24.216957092285156,25600,-70.24015795999999,1.09550136e-07,0.14888545812573284,0.17735690633928225,-0.9780897563323379,-0.001346334216196008,0.05963556485949084
532,25.16462016105652,26624,-68.73091752,6.848385e-08,0.13058684626594186,0.14762419005978683,-0.9539692783728242,-0.001166408612562197,0.036407504812814295
552,26.22410225868225,27648,-62.86876418000001,3.347306e-08,0.11876413569552824,0.12280737199953302,-0.9292307989671826,-0.006150211554905292,0.020386895717820153
572,27.229012489318848,28672,-62.089739480000006,1.5386188e-08,0.12456203624606133,0.1293784931278606,-0.9110332075506449,0.00019985012679174356,0.009233213510015048
592,28.222895860671997,29696,-60.63286622,4.567201e-09,0.1024385315249674,0.10449371763654834,-0.8916155239567161,-0.0017098089984510945,0.0075299902200640645
612,29.186976432800293,30720,-61.58942860000001,7.889879e-11,0.09600680629955605,0.09168903972671272,-0.8647285718470812,-0.006709550709150594,0.004783568272614502
632,30.140995025634766,31744,-59.13947897999999,1.4027817e-09,0.0901544761727564,0.09198209567702298,-0.8417644435539842,-2.8411831487574536e-06,0.00366092137483065
652,31.070280075073242,32768,-56.2097807,3.2168119e-13,0.08799209567951038,0.08602592529094882,-0.8232318926602602,-0.0034540718492392544,0.0029758029213553527
672,32.04761719703674,33792,-53.400755339999996,5.855028e-13,0.07700989657314494,0.07407992056396917,-0.8072259733453393,-0.004003496072249146,0.0021470401261467487
696,33.01227402687073,34816,-51.30990111999999,4.2278637e-13,0.08312875364208594,0.08064325605304176,-0.7968717077746987,-0.00324145602550132,0.0015119168729142984
716,34.02037596702576,35840,-52.44674969999999,5.1359043e-12,0.08307311189128086,0.08578668071600472,-0.7839855141937733,0.001985076433861042,0.0014569847817256232
736,35.05995512008667,36864,-52.806722959999995,5.7848184e-12,0.07591510441852733,0.07573630697914338,-0.76431027892977,-0.001048664351055076,0.0017397338233422488
756,36.05791687965393,37888,-51.25219002,2.3945381e-12,0.07710000581573695,0.07177133145526038,-0.7508020950481296,-0.006084118085232888,0.0015108874495126656
776,37.061747312545776,38912,-48.42019720000001,1.8595852e-12,0.0687155167106539,0.07633249382372367,-0.7405046429485083,0.007123163435447962,0.0009876273552436032
796,38.06538438796997,39936,-45.5908907,8.566907e-13,0.07284399779746309,0.07262253632202798,-0.7317220456898212,-0.0007033012394416255,0.0009636795280130173
816,39.04906940460205,40960,-43.680899499999995,5.999802e-13,0.06765189225552604,0.0661893976329645,-0.7158463401719928,-0.0018368148128650222,0.0007486403806069575
836,39.9623703956604,41984,-41.63259266,3.5122228e-13,0.06302359711844474,0.06175766633997817,-0.7010141666978598,-0.0019184242418155114,0.001304986926697893
860,40.98623967170715,43008,-40.708033439999994,6.0186166e-13,0.060418168315663934,0.056661602768005276,-0.6848094081506133,-0.00435087860674086,0.0011886261181643931
880,42.010141372680664,44032,-41.21101468,5.8071636e-13,0.060752719262382016,0.05593947388681145,-0.6680830381810665,-0.005562029119827368,0.0014975674885135959
900,42.95910429954529,45056,-41.002805640000005,3.5236955e-13,0.05887844294193201,0.05856087845685138,-0.6482540303841233,-0.0006903108307277227,0.0007454926912942028
920,43.93234419822693,46080,-40.7525103,2.84196e-13,0.047643311583669856,0.042567869643011694,-0.6270239586010575,-0.00568896403624934,0.0012270441911823582
