ep_rew_mean,mean_int_reward,total timesteps,num_episodes,total_time,total_loss,entropy_loss,value_loss,policy_gradient_loss,intrinsic_loss
-134.13951920000002,0.0,1024,20,0.7017295360565186,,,,,
-130.20839544999998,0.0,2048,40,2.024509906768799,2.1400879278736182,-1.4056710954755545,2.073359458707273,-0.005522361890972136,0.1445016621146351
-128.8376908,0.0,3072,60,3.154764175415039,0.8254391136795574,-1.3855242766439915,0.824120650999248,-0.005359846473048693,0.013356618306715973
-123.60742416000001,0.0,4096,80,4.150018215179443,0.8114610135859768,-1.3761608712375164,0.8146697459742427,-0.005687746644361943,0.004958028512191959
-124.26300751999999,0.0,5120,100,5.315810680389404,0.7647768989996204,-1.3668874893337488,0.7666632384061813,-0.002802248764915754,0.0018318187167096767
-123.79779008,0.0,6144,120,6.396491050720215,0.8101050901365447,-1.360767314210534,0.8144813254475594,-0.005142432359520595,0.001532394097012002
-125.9039781,0.0,7168,140,7.333730697631836,0.5160607911312847,-1.3523221798241138,0.5183806642889977,-0.0027810816030713857,0.0009224168907167041
-124.2246463,0.08775371,8192,160,8.36955738067627,0.6347415914869025,-1.3344598691910505,0.641262708697468,-0.006863960190555216,0.0006856859599793097
-118.0268059,0.44838148,9216,184,9.535546779632568,9.982780519345166,-1.3045552223920822,0.7425366039387882,-0.004693258615820517,18.489874348044395
-111.56640726000002,0.39367017,10240,204,10.566381454467773,40.507514722704144,-1.2857625391334295,0.6618027971126139,-0.006410560046138649,79.70424497127533
-111.08210976000001,0.2771904,11264,224,11.812016487121582,29.737134265672452,-1.2791471350938082,0.533841960132122,-0.0038211392648128104,58.41422688961029
-113.48498785999999,0.18391244,12288,244,13.23735237121582,14.247410655202893,-1.2749319951981306,0.5392777281813323,-0.0016257719187157719,27.419517397880554
-112.57739127999999,0.13609657,13312,264,14.676560878753662,5.211001813007737,-1.251778269186616,0.5514013362117112,-0.005373061572914807,9.32994707673788
-107.89774089999999,0.13852423,14336,284,16.025537967681885,3.4442477394606352,-1.2249934505671263,0.5024987040087581,-0.005808140080105865,5.895114351063967
-100.35509968000001,0.073773384,15360,304,17.381580352783203,1.913668337230338,-1.2041029315441847,0.4787598317489028,-0.0031419471383558307,2.876100905239582
-96.42651732,0.04435208,16384,324,18.77485466003418,1.0981705968560047,-1.1922489181160927,0.4398399868514389,0.002346172911427135,1.3119688741862774
-93.95784979999999,0.021904284,17408,348,19.823585748672485,1.0549256798420925,-1.1844223123043776,0.3935148515738547,-0.002009725516579727,1.326841107569635
-93.45091483999998,0.010998758,18432,368,21.03203558921814,1.1957735133713965,-1.1736661437898874,0.4345969008281827,-0.004899590426784362,1.5321524059399962
-93.07924833999999,0.0037036622,19456,388,22.16725468635559,1.0276955386232096,-1.1579132359474897,0.4503356320783496,-0.006514154693160651,1.1677481224760413
-90.97894174,0.0009340815,20480,408,23.215407609939575,0.7784916676884092,-1.1331206541508436,0.3570600396487862,-0.003362865203475305,0.8495889864861965
-89.6216937,0.00021901425,21504,428,24.325425148010254,0.6067251263286098,-1.1141161117702723,0.3207821059040725,-0.0006739140388445719,0.5732338689267635
-84.78017138,6.830349e-05,22528,448,25.368491411209106,0.5852639887342576,-1.093879433348775,0.395847903797403,-0.001988251893746423,0.3828086736612022
-83.19398206,8.770147e-06,23552,468,26.449504137039185,0.45082171600049126,-1.0800692345947027,0.3302459786646068,0.003261348127552703,0.2346287784166634
-82.1938912,2.3811413e-07,24576,488,27.57981252670288,0.43517493742423696,-1.072972446680069,0.3668443413916975,-0.007834076817160425,0.1523293456993997
-79.85954188,1.0625267e-07,25600,512,28.928139686584473,0.4261761895196594,-1.0579525288194418,0.3792309567797929,0.0003913263373158267,0.09310781280510128
-73.92594066,6.4264846e-08,26624,532,30.39383053779602,0.31225086038058175,-1.0409723483026028,0.2889550169929862,-0.0016426484548811063,0.0498769836849533
-71.94807472,3.3952023e-08,27648,552,31.785975456237793,0.26775255379771296,-1.0284481644630432,0.2498090451117605,0.0038127002729237396,0.028261616826057434
-69.90466812000001,1.613026e-08,28672,572,33.147125005722046,0.2704954000168175,-1.0119915325194597,0.26862774114124477,-0.005999823469745751,0.015734964690636843
-67.64702976,3.6803047e-09,29696,592,34.61947751045227,0.250767048809997,-0.9953772183507681,0.2498545136768371,-0.004279156643257525,0.010383383552834857
-67.20085744,1.19573206e-11,30720,612,35.827226877212524,0.18140406248619356,-0.9816979356110096,0.18392963311634958,-0.005814799333735316,0.006578457407158567
-67.26960946,1.8251373e-12,31744,632,37.08731555938721,0.21935984269676237,-0.9699881058186293,0.22105287737213075,-0.004433830735975336,0.005481592121213907
-67.31917426,1.0726793e-12,32768,652,38.238545417785645,0.20131408802325393,-0.9595384486019611,0.2032782780006528,-0.003938676999779202,0.003948974044760689
-67.48423512000001,4.4755912e-13,33792,672,39.36305379867554,0.2174074035451447,-0.9488518517464399,0.22265094495378435,-0.006574044030025312,0.0026610052427713526
-64.40259406,2.9927674e-13,34816,696,40.50695776939392,0.22898969270821712,-0.9316804297268391,0.2311571043683216,-0.003638286203988315,0.0029417490877676755
-61.67974188,3.064453e-12,35840,716,41.55229663848877,0.18357846316423204,-0.9184406027197838,0.18661587219685316,-0.004246182765817858,0.0024175474663934438
-61.120758540000004,9.244526e-13,36864,736,42.67114520072937,0.1816516184462154,-0.9056460997089744,0.18693759362213314,-0.00620083463587144,0.0018297189199074637
-62.257922,3.0071464e-13,37888,756,43.75104999542236,0.1516304417055892,-0.8896402148529887,0.15284171362873167,-0.0020275924070062975,0.0016326409677276388
-64.26858494,2.3224006e-13,38912,776,45.15256595611572,0.15984498480108214,-0.8755659637972713,0.16531202441547066,-0.0060789516478800786,0.0012238240669830702
-62.19946288,3.263714e-11,39936,796,46.41870737075806,0.14946146696527843,-0.8560249228030443,0.1499583114637062,-0.0012257039827253309,0.0014577189685951453
-60.50518898,2.4051177e-13,40960,816,47.800642013549805,0.13822094403957647,-0.8492289576679468,0.14486599224619567,-0.0071413470362221045,0.000992597659205785
-59.9540799,5.644533e-13,41984,836,49.116835594177246,0.1443088844185898,-0.8464622655883431,0.14978406799491495,-0.005878397039739585,0.0008064269268288626
-63.15346184,2.6986554e-13,43008,860,50.67055153846741,0.15008252047229564,-0.8348862463608384,0.15179102448746562,-0.002229790800157714,0.0010425735699755023
-61.59057015999999,1.7248861e-12,44032,880,51.713613986968994,0.1692037834954867,-0.8251086873933673,0.17341916530858725,-0.004780302600483552,0.0011298415747660329
-61.58063652,3.107931e-13,45056,900,52.833404541015625,0.14179276306938396,-0.8088763114064932,0.14688273874344304,-0.0056143580570505525,0.0010487647659829236
-59.6093692,2.0379159e-13,46080,920,54.18519186973572,0.13372857414819747,-0.7951704356819391,0.14123738498892635,-0.007947258097512427,0.0008768945135670947
-60.855119380000005,2.326405e-13,47104,940,55.32608509063721,0.13777534522261972,-0.7917783092707396,0.14163505245232955,-0.004162427033522399,0.0006054396076251578
-61.50802496,3.1061766e-13,48128,960,56.415127992630005,0.13776498809406118,-0.784746021963656,0.13943597651086748,-0.002058068406229286,0.0007741599788460007
-63.013913760000015,2.98086e-13,49152,980,57.4449348449707,0.15779503948112328,-0.7719424897804856,0.16083204245660454,-0.003466146613965945,0.0008582872769693495
-61.55218678,5.530111e-13,50176,1000,58.54009509086609,0.14562501445431109,-0.7589176231995225,0.14645454386482015,-0.0011525057520310473,0.0006459526830440154
-60.9740546,3.000572e-13,51200,1024,59.859269857406616,0.14651173838117382,-0.7465469324961305,0.15176578785758466,-0.005587637295524587,0.0006671756382274907
-58.95620279999999,2.7746872e-12,52224,1044,61.26140213012695,0.16149973618610355,-0.7386263264343143,0.16786653065355495,-0.006729102673600858,0.0007246164122989285
-58.34288462000001,3.4987413e-13,53248,1064,62.69408655166626,0.15763961948166116,-0.7289089187979698,0.16002781980205327,-0.002722659816053666,0.000668918991323153
-55.643133819999996,3.137918e-13,54272,1084,63.96405482292175,0.1542284821724471,-0.7174501419067383,0.15260247327387333,0.0013671150751170932,0.000517787646913348
-57.844823160000004,3.6747504e-13,55296,1104,65.29289484024048,0.14744385885194822,-0.7109106378629804,0.15189493831712753,-0.004708327757379814,0.0005144965844010585
-60.78958933999999,3.0958656e-13,56320,1124,66.75760531425476,0.1361573943742688,-0.7045868746936321,0.1426253649406135,-0.006862085126666816,0.000788229120644246
-59.852137639999995,3.302781e-13,57344,1144,67.86998796463013,0.14686801596723867,-0.697373460046947,0.14850879460573196,-0.0018907607824347364,0.0004999642878829036
-58.03346354,3.0815373e-13,58368,1164,69.06758737564087,0.18435781182665578,-0.690298642963171,0.18567481427453458,-0.0016076545271082013,0.0005813041584588063
-56.89469547999999,4.1830648e-13,59392,1184,70.25064134597778,0.15019406424492907,-0.6789535498246551,0.15249064634554088,-0.0025393640528499455,0.00048556390447629383
-57.51873256000001,5.9286614e-13,60416,1208,71.35385537147522,0.15231431898773465,-0.6634986167773604,0.15529125661123544,-0.003286782056832616,0.0006196888666636369
-56.29437233999999,3.258332e-11,61440,1228,72.43509340286255,0.13233144981112654,-0.6514164824038744,0.14217682392336428,-0.01010652943201443,0.000522310639553325
-54.12222185999999,2.7270628e-13,62464,1248,73.6303231716156,0.14748585498697414,-0.6478578103706241,0.15476338006556034,-0.007495212656032852,0.000435375154893336
-55.279205000000005,1.9436206e-13,63488,1268,74.58955240249634,0.1546472357031071,-0.6415387531742454,0.15743099857354537,-0.002969337416987383,0.00037114909309821087
-52.518332859999994,2.1934989e-13,64512,1288,75.60710978507996,0.15066031368439117,-0.6222301926463842,0.15537916542962193,-0.004868855736624301,0.000300007982787065
-50.130886180000005,2.4558944e-13,65536,1308,76.80821800231934,0.11851628689933633,-0.5976744424551725,0.1219955914421007,-0.0036223473849470644,0.00028608568436538917
-49.78662683999999,1.4325867e-13,66560,1328,78.21403694152832,0.10996944977411545,-0.5823312141001225,0.11740730662131682,-0.007603868203074167,0.0003320227117455943
-50.847588099999996,1.7757891e-13,67584,1348,79.49615597724915,0.10728351116201251,-0.5792440855875611,0.11213099345332012,-0.004989268016498457,0.0002835714503817144
-49.666425059999995,2.9071052e-13,68608,1372,80.85756731033325,0.11641344002554618,-0.5687694018706679,0.12283729860791937,-0.006517680011036607,0.00018764285732686403
-47.82029036,2.2705724e-13,69632,1392,82.16010737419128,0.13243872299722706,-0.5506069455295801,0.13875358243240044,-0.006470720060514478,0.00031172125068223977
-45.95554330000001,2.2432072e-13,70656,1412,83.33331346511841,0.12513275552757847,-0.5412166314199567,0.1289749963907525,-0.003991920507156422,0.0002993592879647622
-48.39427349999999,1.8241534e-13,71680,1432,84.40795683860779,0.1316977027126176,-0.5260515185073018,0.13374451489653438,-0.0021726220665778686,0.0002516197653221752
-46.179767899999995,2.3214696e-13,72704,1452,85.51755666732788,0.10895791399380156,-0.5122832739725709,0.11589225233183242,-0.007069337319510706,0.00026999796295967826
-43.2182451,1.4627945e-13,73728,1472,86.62006521224976,0.10773382070665076,-0.5067928405478597,0.10506839191657491,0.0025518657152563805,0.0002271261496389343
-41.62753232,2.61154e-13,74752,1492,87.75715780258179,0.09340424188696186,-0.504687512293458,0.09055320644984022,0.002747103583662178,0.00020786370691894263
-42.58828772,3.2025803e-13,75776,1512,88.80741882324219,0.0809553129589145,-0.5052718194201589,0.08127285409136675,-0.00047458334613874884,0.0003140844273730181
-41.31215582000001,2.4107393e-13,76800,1536,89.91557812690735,0.08842848321588967,-0.5020171971991658,0.09060833469266072,-0.0022734370812458526,0.00018717120894962136
-41.12745928,3.9740647e-13,77824,1556,90.98871350288391,0.09319087576865057,-0.496774744708091,0.09977041685488075,-0.0066781046810342765,0.00019712718960818165
