Progress,total timesteps,mean_int_reward,num_episodes,ep_rew_mean,total_time,entropy_loss,policy_gradient_loss,icm_loss,value_loss,total_loss
82.74%,835584,0.0050449952,832,125.9567322,1696.294691324234,-0.04086193130351603,0.003773996730414126,0.056389159965328874,0.016388953379737357,0.07655211007548036
83.56%,843776,0.004230632,840,127.51111176,1713.3562619686127,-0.03666216395795345,0.0014075984576467013,0.05528869757836219,0.019944001252270027,0.07664029728827892
84.38%,851968,0.0042391455,848,126.76745516000003,1729.851145029068,-0.029453215654939413,0.0032510793662115026,0.05440217940486036,0.015627472830897205,0.07328073160196907
85.2%,860160,0.0036334936,860,130.09369952,1746.0997867584229,-0.0041832772083580496,0.001107337507157744,0.05310446517833043,0.05067080628423355,0.10488260896972172
86.02%,868352,0.00339893,868,131.8444114,1762.8157455921173,0.008438220713287592,0.0010436125520388074,0.0509683306212537,0.026992979529495642,0.07900492270278817
86.84%,876544,0.0032371118,876,131.85206624,1779.6983392238617,-0.0002108274959027767,0.0026071907008158746,0.05000397269905079,0.02243222240394971,0.07504338580381638
87.65%,884736,0.0029639991,884,131.06102041999998,1796.7935063838959,-0.004997041216120124,0.0011406977237661757,0.052601061198220125,0.016341839154165427,0.07008359807615172
88.47%,892928,0.0029702312,892,130.6001902,1812.9302380084991,0.010211773635819554,8.248842539695829e-05,0.05224109919217881,0.022024675363536517,0.07434826298111227
89.29%,901120,0.0025051473,900,130.67404240000002,1829.133805513382,0.026866059703752398,0.003624814001823655,0.05091790627629962,0.02340179254679242,0.07794451282491568
90.11%,909312,0.0024022024,908,130.46535351999998,1845.9622840881348,0.04252549409866333,0.0017544242573527802,0.049828910452197304,0.020407305679896126,0.07199064038944622
90.93%,917504,0.0035541826,916,124.87648636,1862.9069006443024,0.0491184817161411,0.001620098476170594,0.04718750553874997,0.013280464538195248,0.06208806855311581
91.75%,925696,0.0029580981,924,118.74962063999999,1879.700215101242,0.05744752720929682,0.0020351181369345417,0.05061197875620564,0.02325866967539696,0.07590576656853715
92.57%,933888,0.0026018589,932,114.10562999999998,1896.7048699855804,0.057999181235209106,0.002119668687664952,0.0466414685070049,0.01637026773632897,0.06513140493099882
93.39%,942080,0.0025499385,940,108.16117510000002,1913.7171037197113,0.047404151409864426,0.00019067801237005206,0.048020369379082696,0.01801552003071265,0.0662265674221654
94.21%,950272,0.0026602413,948,107.24426908000001,1930.1640672683716,0.0435215778183192,0.006554354998248725,0.04834560119488742,0.030118931566221363,0.08501888775935751
95.03%,958464,0.0024970076,956,107.25059436,1947.177233695984,0.050271817855536936,0.0015091046213500364,0.04815207301580813,0.011998461967095864,0.061659639604254024
95.85%,966656,0.0065897452,964,108.32694969999999,1963.3903567790985,0.06681460356339812,0.00257011783567426,0.04632035649410682,0.0166215403698061,0.06551201469958719
96.67%,974848,0.0053671068,972,114.19122822,1980.1398768424988,0.09362744512036443,-0.002416475160149682,0.04606336406141054,0.013650954820332118,0.05729784372159297
97.48%,983040,0.0038493625,980,119.8247766,1997.1431140899658,0.12286890251562,0.0023523376663646587,0.04383281742193503,0.012941206906111802,0.0591263619944115
98.3%,991232,0.003255361,988,125.46306289999998,2013.9212958812714,0.14525419953279198,0.0014958024558714875,0.040347483479126825,0.017289238078546987,0.059132524013545296
99.12%,999424,0.0027950026,996,128.52669032,2030.4276368618011,0.15474772304296494,0.0018941287581753312,0.03874175241944613,0.012893615779239554,0.05352949695686101
99.94%,1007616,0.0027402199,1004,128.67347598,2047.180831193924,0.17780995089560747,0.001162289223581124,0.038167015759972854,0.012498227711057552,0.05182753269461153
