Progress,total timesteps,mean_int_reward,num_episodes,ep_rew_mean,total_time,entropy_loss,policy_gradient_loss,icm_loss,value_loss,total_loss
19.66%,204800,0.0046327588,204,36.7039453,400.1792047023773,-1.053078948520124,-0.0005300377143711819,0.40087194486986844,0.01799466459328869,0.41833657174878597
20.48%,212992,0.0043061313,212,36.92723522,414.9299237728119,-1.0517388889566064,-0.0009072665064056712,0.38992421568837016,0.01890287564826849,0.407919824830233
21.3%,221184,0.0043588868,220,36.77234476,431.2260503768921,-1.0488785446621478,-0.0015154334406447252,0.38623667482752355,0.017907034333461525,0.4026282757203403
22.12%,229376,0.0042172066,228,36.6496871,448.6270866394043,-1.0432040545158088,-0.0002047159069921979,0.39544400366721677,0.017816349507779706,0.4130556372680042
22.94%,237568,0.0037811583,236,36.78371386,467.23602867126465,-1.0166405309922992,-0.0019957952229707806,0.37574402131140233,0.017577484076832663,0.3913257101652642
23.76%,245760,0.0066772863,244,37.16762352,485.81617760658264,-0.99263826017268,-0.0011180949597812983,0.3558572066249326,0.01919164095572796,0.3739307526208792
24.58%,253952,0.0053101352,252,37.42861368,502.98568511009216,-0.9719251015689224,-0.0012414884299947477,0.3456691345316358,0.021868668907995926,0.36629631500963694
25.4%,262144,0.0036233872,260,37.44173542,520.9649353027344,-0.9484405421186238,-0.0009491738575792807,0.3296719224541448,0.019768768532821925,0.3484915171293875
26.21%,270336,0.0039612857,268,37.65362244000001,539.4641678333282,-0.9410261997953058,-0.0008775387090589299,0.30942011321894825,0.017273793637423297,0.32581636814731263
27.03%,278528,0.0038474798,276,38.054074400000005,559.9339985847473,-0.9268920854665339,-0.0005403500160749362,0.3123723522527143,0.01717596139098987,0.32900796362762924
27.85%,286720,0.0049568537,284,38.2903271,578.4478378295898,-0.9117065380793065,0.0003533812091306461,0.30117010422982277,0.016738789952171373,0.3182622753911247
28.67%,294912,0.0038834242,292,38.618035139999996,594.7537169456482,-0.9041802394203842,-0.0012100872391070776,0.29355924915289505,0.01846702401055609,0.31081618592434407
29.49%,303104,0.0037732397,300,38.63493198,612.0563094615936,-0.882604420883581,-0.0012268814066757187,0.28910385725321247,0.01856925752508687,0.3064462333716237
30.31%,311296,0.0036398515,308,39.08551026,626.5786738395691,-0.8691821667831391,-6.8291962776744455e-06,0.2748208129429258,0.016842297540358687,0.2916562812870069
31.13%,319488,0.0044773216,316,39.92781978,642.2931921482086,-0.8610794141888618,-0.00012796600552790265,0.2671343088732101,0.017550673795358306,0.28455701666304056
31.95%,327680,0.0040727625,324,40.41119968,657.9686970710754,-0.8567781629040837,-0.001052817039859626,0.2607262002769858,0.01838915991172598,0.2780625431488521
32.77%,335872,0.004668809,332,40.79575808,673.5419449806213,-0.846250427654013,-0.00100479681180731,0.26311167972162364,0.01610072489675076,0.2782076078065671
33.59%,344064,0.0046866767,344,41.80434068,688.5751280784607,-0.8318377208895982,-0.0006092662201253268,0.25501841409131887,0.016215378157971826,0.27062452602916537
34.41%,352256,0.0051945528,352,42.90250366,705.0025041103363,-0.8265093857422471,0.0011749412235956002,0.2516154180280864,0.02613406366019717,0.27892442291187913
35.23%,360448,0.0104973833,360,44.2538337,720.5358319282532,-0.8214549998752773,-0.0015036962120070435,0.24677165722241626,0.01850254660355404,0.26377050761396326
36.04%,368640,0.0099163763,368,45.64934764,736.0733091831207,-0.8063350515440106,-0.0003218740601448394,0.24858194870175793,0.02233097179455399,0.27059104643616705
36.86%,376832,0.0075619936,376,47.68847276,751.1700789928436,-0.7979982805438339,-0.00040997775030233183,0.24222895136335865,0.023630810272379676,0.26544978388543605
37.68%,385024,0.0080067013,384,49.735285219999994,768.4209508895874,-0.7913189857266844,-0.00033599254515816223,0.23489071604562922,0.0200069086550684,0.25456163215553945
38.5%,393216,0.0057798487,392,51.29337134,782.9351069927216,-0.7882767070550472,-0.0005084241106378189,0.23193103239173068,0.018121536680791906,0.24954414496188476
39.32%,401408,0.0060270118,400,52.952936339999994,796.8900828361511,-0.7798920606262982,0.0008595265766510859,0.23304771251277998,0.017919571635979993,0.251826810725411
40.14%,409600,0.0084930986,408,54.064664820000004,812.3137600421906,-0.767555310903117,0.0006602923124076108,0.22565808849176391,0.0174629028435902,0.2437812836477617
40.96%,417792,0.008880924,416,56.33599480000001,827.9198346138,-0.7587900558486581,0.0006339909249081586,0.2228928135475144,0.01825311815969144,0.241779922632114
41.78%,425984,0.0166891053,424,57.99899608,843.253762960434,-0.7456381280440837,-0.0012142005547335047,0.22248566249618307,0.018747419879719018,0.24001888182116854
42.6%,434176,0.0126785723,432,60.93003788,858.3075039386749,-0.7440908413846046,0.0008263225207359434,0.21758004983421414,0.02166192921677066,0.24006830157172074
43.42%,442368,0.0108370909,440,63.30322666,874.5354294776917,-0.7421297363936901,0.0008760211094537352,0.2185314530390315,0.021953649827628395,0.24136112397611362
44.24%,450560,0.0108797391,448,65.65724365999999,890.1004886627197,-0.731471887556836,0.001516269418262139,0.2129592208075337,0.03779549050304922,0.2522709807288451
45.06%,458752,0.0115318669,456,68.38284238,904.8011858463287,-0.7170547942165285,0.001033650837807589,0.20947774559026583,0.022907234542344668,0.23341863097041812
45.88%,466944,0.0076585398,464,71.82054058,921.7781934738159,-0.7045541476458311,2.8837923772702086e-05,0.20290366606786847,0.027237165379847283,0.23016966937148844
46.69%,475136,0.0088311487,472,73.0266279,938.7879686355591,-0.6924646175466478,0.0007207563310999239,0.19419385866494848,0.01801011527400078,0.21292473027004916
47.51%,483328,0.0086961174,480,73.64714066,954.2815964221954,-0.6710999809205532,0.0010684744549577779,0.1922387462691404,0.02473868926435898,0.21804590998845716
48.33%,491520,0.0102448525,488,75.75885942,968.6863372325897,-0.64842499056831,0.0007640815525450054,0.17924075780902057,0.01857778073490408,0.19858262009646968
49.15%,499712,0.0099538299,496,78.18299178,983.025200843811,-0.6270401136949658,0.0001591781314458079,0.17060278001008555,0.028578051024669548,0.19934000916620093
49.97%,507904,0.0069658662,504,79.14205136,997.7500047683716,-0.605177546851337,0.0006789474347021196,0.16505904015502892,0.025633915198886824,0.19137190278861788
50.79%,516096,0.0084911301,516,82.19449932000002,1012.261182308197,-0.5905767208896577,8.928127783680309e-05,0.15733140052761882,0.019890244296811944,0.17731092610226756
51.61%,524288,0.0080422385,524,85.49334730000001,1026.9018578529358,-0.5823258527554571,0.001894381251858874,0.15499788048909977,0.029869373267229094,0.1867616350081877
52.43%,532480,0.0074567369,532,86.50270519999998,1041.6986763477325,-0.5639905191026628,0.001499136554725826,0.15359563552774488,0.025206074739071483,0.1803008468215422
53.25%,540672,0.0043510348,540,86.46313048,1056.7837126255035,-0.5358991677872836,0.0009321101642891195,0.14450672198436224,0.059692595912474646,0.205131428061126
54.07%,548864,0.0041300502,548,84.41902754,1071.3066005706787,-0.5199502978473902,0.0013256210595468836,0.13580272356630302,0.017946274710402575,0.1550746193362525
54.89%,557056,0.0051253089,556,83.6101475,1086.1743173599243,-0.510265892604366,0.001387187919008504,0.13482757952879182,0.021283386536106265,0.1574981539839066
55.71%,565248,0.0054228282,564,82.88889378,1100.7259707450867,-0.4957525220932439,0.0005765057397942692,0.13264765305793844,0.02208543529486633,0.15530959409259903
56.52%,573440,0.0044604441,572,81.59953316000001,1116.3304867744446,-0.4769575631478801,0.0005616728689205758,0.12504794502165167,0.019119646866420224,0.1447292647569925
57.34%,581632,0.0049489397,580,82.7400346,1131.5679025650024,-0.4568304056301713,0.0008280387150460634,0.12165158143034205,0.018398106747554266,0.14087772689294237
58.16%,589824,0.0050608913,588,83.3546877,1146.421971321106,-0.4446824557846412,0.0008847066902353921,0.1167065441433806,0.020978834229981657,0.13857008506359766
58.98%,598016,0.0110905994,596,87.2028987,1161.2542943954468,-0.43694570364896207,0.0017994998337953615,0.1162370074482169,0.018231324102089275,0.13626783138410153
59.8%,606208,0.004445519,604,89.73961478,1176.4590899944305,-0.43776702305767684,0.0006320026752840076,0.11720583496498875,0.03043919486772211,0.14827703250799487
60.62%,614400,0.0038296984,612,91.10915117999998,1191.8475725650787,-0.42730116916354743,0.0004935296968556339,0.11489072646945715,0.021623056229827853,0.13700731239614064
61.44%,622592,0.0035122869,620,91.25071064000002,1206.572219133377,-0.39975967451464384,0.00010808684746389159,0.1097181070712395,0.020526607251849783,0.13035280117055317
62.26%,630784,0.0038372436,628,91.44823958,1221.3766181468964,-0.38698300027754157,0.0015436265892012086,0.10480007051373832,0.018959408544060353,0.1253031056469999
63.08%,638976,0.0039547738,636,93.02283761999999,1236.464542388916,-0.37071217766497283,0.0007626625932324373,0.1018889051512815,0.022768675770748814,0.12542024351526276
63.9%,647168,0.0040750654,644,93.42369886,1251.8220376968384,-0.3695480849593878,0.0005006290912247834,0.09907641709432938,0.021438118802734607,0.12101516498828875
64.72%,655360,0.0038459722,652,92.75206778,1266.9878137111664,-0.3650474563008174,0.0022218411782792607,0.10139482201775536,0.023126089086372304,0.12674275228240692
65.54%,663552,0.0038024028,660,94.63461588000001,1281.80051612854,-0.3589241375448182,0.0009365159413821621,0.09923363342531957,0.02501082270155166,0.12518097206825338
66.36%,671744,0.0035632018,668,96.32086299999999,1297.1656272411346,-0.34886656478047373,0.0016880905381954588,0.1003398678440135,0.026493106452790016,0.12852106483499898
67.17%,679936,0.0036130768,676,97.23803887999999,1312.7385022640228,-0.32139505916275085,0.001193717904256717,0.09646745354984887,0.02285941318696132,0.1205205846410669
67.99%,688128,0.0036499708,688,97.55761322000001,1327.964772939682,-0.3055919743143022,0.0011257054548357976,0.08982816000643652,0.0232117134982218,0.11416557895949411
68.81%,696320,0.0033727531,696,97.8291208,1342.7298505306244,-0.29779119333252313,0.0011780471006994028,0.08556607600185089,0.03488058135831125,0.12162470446086156
69.63%,704512,0.0035385317,704,98.59921925999998,1357.7274198532104,-0.28867230489850043,0.0015337602418272187,0.08601523013494443,0.02102664843960156,0.10857563881637322
70.45%,712704,0.0030939328,712,99.14904133999998,1372.5955352783203,-0.26450108946301043,0.0013525679344906546,0.08464910083275753,0.027520079336864,0.1135217481041122
71.27%,720896,0.0033232186,720,100.12192014,1387.6060280799866,-0.24922128021717072,0.0018782384792589014,0.08047529829200357,0.02264002976503434,0.10499356653629681
72.09%,729088,0.0029318586,728,101.46922464,1404.668880224228,-0.24895662651397288,0.0011592414493221868,0.07822141780052334,0.022588834337648224,0.10196949358749374
72.91%,737280,0.0030557214,736,102.24192022,1421.7622435092926,-0.25083151636645196,0.001647604716544064,0.08013205845199992,0.025066061271900253,0.10684572444044424
73.73%,745472,0.0035178398,744,103.53699547999999,1436.157782793045,-0.23723007035441696,0.0025209743079016964,0.0803012757038232,0.0274518100422938,0.11027406005401867
74.55%,753664,0.003504421,752,104.82531552,1450.410608291626,-0.21632058816030622,0.001740101504270301,0.07803744378616102,0.0245722388226568,0.10434978411308812
75.37%,761856,0.0031791932,760,106.14594288,1464.8951163291931,-0.2150731106288731,0.001549157305746253,0.07416150918870698,0.023797660521995567,0.09950832701644881
76.19%,770048,0.0031666605,768,107.17609068,1480.2004137039185,-0.23486468917690217,0.002420312697532255,0.07470087644760497,0.0267403267249847,0.1038615158701219
77.0%,778240,0.0031372149,776,107.81338992,1495.447271823883,-0.25081120724789796,0.0015244467384682662,0.07711610130500049,0.02175201474565256,0.1003925627891213
77.82%,786432,0.0035345308,784,107.75906312,1509.9911370277405,-0.24244814477860926,0.001841711473024411,0.07957475858274847,0.022387198761271064,0.10380366881704395
78.64%,794624,0.0040963197,792,108.86631237999998,1525.0897669792175,-0.21963019049726426,0.0024903064485203145,0.0772897511080373,0.03018366434462223,0.10996372190117984
79.46%,802816,0.0039068282,800,109.23464814,1539.9715702533722,-0.20551854120567442,0.0013982722273456747,0.07415337310230825,0.024461976743759807,0.10001362207341373
80.28%,811008,0.0051612956,808,110.00701618000001,1554.8095407485962,-0.19605745282024145,0.001418261431845844,0.0731591501942603,0.022469376759590886,0.09704678838569702
81.1%,819200,0.00454654,816,111.1644852,1569.4833142757416,-0.18459394704550505,0.001973935598044241,0.0722994078474585,0.0256159609153201,0.09988930436082284
81.92%,827392,0.0041695141,824,112.02504232,1584.4564082622528,-0.17362519511952995,0.00160811446284659,0.07172824757290072,0.027870248969975364,0.10120661100572267
82.74%,835584,0.0047390949,832,114.19708912,1599.7552449703217,-0.16289290119893848,0.004415507764160253,0.07056592859735247,0.03212437860256614,0.10710581496407885
83.56%,843776,0.0036702674,840,114.66480228,1614.4356393814087,-0.1542036292143166,0.001241422908888921,0.06969423659611493,0.02773027184730381,0.09866593135230765
84.38%,851968,0.003402272,848,114.62891411999999,1629.0664246082306,-0.14162559094838797,0.009394727707591592,0.06669028019241523,0.029635932237397355,0.10572094013740418
85.2%,860160,0.0034222473,860,114.65754556,1643.9659864902496,-0.11780288247391582,0.0014767947748999728,0.06465632893668953,0.026126761656496456,0.09225988536808596
86.02%,868352,0.0071282662,868,115.2125879,1659.1088955402374,-0.09820395149290562,0.005138317171629959,0.06157804003742058,0.03188919164667823,0.09860554885572877
86.84%,876544,0.007938993,876,116.66792032,1674.577464580536,-0.07812641421332955,-3.793277620250386e-05,0.060563917193212545,0.0370208700841431,0.09754685450115315
87.65%,884736,0.004860249,884,115.31018804000001,1689.5612568855286,-0.06019669496454298,-0.0014810079883009763,0.059336992251337504,0.03735601636708452,0.09521200063012104
88.47%,892928,0.0032465255,892,114.49144485999997,1704.405537366867,-0.05311991246417165,0.007026125694696375,0.055782993469620124,0.026460084180735068,0.08926920334505156
89.29%,901120,0.0029773323,900,114.27443368,1719.5690829753876,-0.032735620811581614,0.003940764998769933,0.054002681991551074,0.0243404805411501,0.0822839275314711
90.11%,909312,0.002832335,908,114.27129212,1734.3898034095764,-0.021576442290097475,0.0022393968509191423,0.051297891748254186,0.023188801595188123,0.07672609019436145
90.93%,917504,0.0029286462,916,113.38310098,1748.9888710975647,-0.013420994905754925,0.0031704259061206205,0.050799932089284995,0.02492717006884959,0.0788975280642552
91.75%,925696,0.002734601,924,112.09998228,1763.5379648208618,-0.00996915465220809,0.002299913044807504,0.04987410845351405,0.02443432947347901,0.07660835097180056
92.57%,933888,0.0027029136,932,112.15634549999999,1778.483952999115,0.00829340647906065,0.002031490331008605,0.05011214758269489,0.023052444287804973,0.07519608220150846
93.39%,942080,0.002635371,940,113.26492012,1793.286832332611,0.02993669924326241,0.0028052192159143076,0.047007215511985126,0.023317528058623794,0.07312996278652323
94.21%,950272,0.0026621453,948,113.96120538000001,1808.6025140285492,0.036625261045992376,0.0017030643315186617,0.04462382016063202,0.026691382596891345,0.07301826708904204
95.03%,958464,0.0027100193,956,114.63053402000001,1823.4179921150208,0.044277737243101,0.005076184000984245,0.04535289735504193,0.027955770811013282,0.07838485216703946
95.85%,966656,0.0026845468,964,115.27210308,1837.9910717010498,0.059398608701303604,0.002991985551617459,0.04330187498999294,0.022770991890183723,0.06906485243179412
96.67%,974848,0.0026181874,972,115.92287446,1853.8748438358307,0.08005517665296794,0.002751289495490679,0.04264969388314057,0.023205964899761965,0.06860694827839323
97.48%,983040,0.0042778282,980,117.17298871999999,1869.4968252182007,0.08925359025597572,0.0048303527265679885,0.04096155249135336,0.025629224049771436,0.07142112926769277
98.3%,991232,0.0053170914,988,119.23291488000001,1885.154179096222,0.07710374644957482,0.006317744479630806,0.04237439193093451,0.03525080929998694,0.08394294571055225
99.12%,999424,0.0065414606,996,121.4219456,1901.180430650711,0.07555970386601985,0.005636461056321569,0.04336335435218643,0.026909193726260126,0.07590900913476814
99.94%,1007616,0.0051335305,1004,122.27567218,1916.3067939281464,0.07007992654107512,0.003654975674812732,0.04443404301564442,0.04545345147907938,0.09354247016953654
