Progress,total timesteps,mean_int_reward,num_episodes,ep_rew_mean,total_time,entropy_loss,policy_gradient_loss,icm_loss,value_loss,total_loss
0.0%,8192,1.592122995,8,-9.908744875,3.0463104248046875,,,,,
0.82%,16384,0.1642880203,16,-11.241776625,20.461857557296753,-1.434005464054644,-0.008409408616213471,0.9148331393953413,7.241324482858181,8.147748213637309
1.64%,24576,0.0854404859,24,-13.022481625000003,36.98905420303345,-1.4395188371650876,-0.005595118879562394,0.8575818783603608,0.5987436883151531,1.4507304477959515
2.46%,32768,0.1706311698,32,-6.9208054062499995,53.80408334732056,-1.4410407631658018,-0.013213958568775847,0.8649346032645553,0.2865118346060626,1.1382324793018421
3.28%,40960,0.0427520385,40,-3.2850167499999996,70.07893824577332,-1.4307101382873952,-0.010306969013897055,0.8613595836330206,0.9321125368122012,1.7831651514313243
4.1%,49152,0.0225572466,48,1.0278973333333334,86.71427392959595,-1.4168073149397968,-0.012138850580918068,0.833542199106887,0.40809154757298527,1.2294948960989542
4.92%,57344,0.0142007737,56,6.61768532,103.18922686576843,-1.3970818200148643,-0.013105075474468226,0.7982560585718602,0.15235279907938093,0.9375037821767729
5.73%,65536,0.0093326786,64,12.714087919999999,119.89147162437439,-1.3742717120796442,-0.011222317256588692,0.7557147044921294,0.04834724057873245,0.7928396278142731
6.55%,73728,0.0077357534,72,20.094418519999998,135.6224262714386,-1.3457333808764815,-0.00447954627516694,0.7091933242511004,0.01701202196582017,0.7217257999417537
7.37%,81920,0.0063252731,80,25.291207820000004,154.6676983833313,-1.3139716651290656,-0.005059887946070739,0.6923922397894785,0.015425980245163373,0.7027583320885711
8.19%,90112,0.0063566845,88,28.096927239999996,174.41995120048523,-1.2956247991882264,-0.0052728993972234505,0.6389668804127723,0.01749038204370663,0.6511843630592555
9.01%,98304,0.0069630387,96,31.159486260000005,191.09828877449036,-1.2731879111379385,-0.0062894651512747975,0.6070342014543713,0.016972806449393828,0.6177175427524902
9.83%,106496,0.0103846365,104,32.81902034,207.48230290412903,-1.255336618423462,-0.004089598423082888,0.5829241941450164,0.020701947509496676,0.5995365432314301
10.65%,114688,0.0104980293,112,33.612873779999994,223.83816361427307,-1.2411754614673556,-0.00412655333304519,0.5698165592271834,0.04127105634615873,0.6069610622402969
11.47%,122880,0.0110106519,120,34.31261928,240.91757082939148,-1.2196385473944247,-0.0033211369292918506,0.5616704624611885,0.05609115645056591,0.6144404819824626
12.29%,131072,0.0101493095,128,34.636576340000005,257.88774514198303,-1.2093252133578063,-0.003489300613950092,0.5336755240568891,0.05779441909689922,0.5879806425398382
13.11%,139264,0.0079687872,136,34.94050194,273.8464164733887,-1.204421155806631,-0.0019343202553161049,0.5198271883418784,0.051298091965873024,0.5691909600524353
13.93%,147456,0.0076523567,144,35.07564314,289.4001462459564,-1.1787745523266495,-0.0005482831945246912,0.514072034554556,0.02743036200190545,0.5409541133619368
14.75%,155648,0.0064076678,152,34.969144,306.197527885437,-1.1543097261339426,-0.0011378924475667442,0.48921905155293643,0.02295152559154303,0.5110326846969129
15.56%,163840,0.0069352526,160,35.51758602,321.17364954948425,-1.1438481943681835,-0.00039365587110534,0.46682999229524286,0.021388938122026958,0.4878252745461644
16.38%,172032,0.0065525925,172,35.9199317,337.22237396240234,-1.132115035224706,-0.0003042034081469448,0.46303257637191564,0.021694086512616194,0.48442245947638485
17.2%,180224,0.0061194279,180,36.569419339999996,353.08967757225037,-1.1068592371419073,-0.0002630635624316695,0.44812120737042277,0.03226700532900395,0.48012514913699506
18.02%,188416,0.0050060138,188,36.62492542,367.8467171192169,-1.0832130813971161,-0.0015997651161418851,0.42350639023352415,0.02002118167943081,0.4419278067968131
18.84%,196608,0.0049797677,196,36.63544708,383.95555353164673,-1.0723351819440723,-0.0005034914778342363,0.4018671151367016,0.0197936033127462,0.4211572269716136
