Progress,mean_int_reward,total timesteps,total_time,ep_rew_mean,num_episodes,value_loss,icm_loss,entropy_loss,policy_gradient_loss,total_loss
0.0%,2.0149982704,8192,3.054893970489502,1.761040125,8,,,,,
0.82%,0.1564069635,16384,19.76953887939453,-2.6112076875000003,16,11.714663319289684,0.9425787335727364,-1.4347137212753296,-0.004380857591218425,12.652861195271203
1.64%,0.1583377552,24576,36.10367751121521,6.429721541666666,24,0.20363167934701779,0.8738082113675774,-1.4397746335715056,-0.006554182070306334,1.0708857086442887
2.46%,0.0492492984,32768,52.342609167099,8.4687099375,32,0.38058095940505154,0.8590629586949945,-1.4309271996840836,-0.004892244544618037,1.234751673555428
3.28%,0.0322619514,40960,68.60369157791138,8.840349425,40,0.0688223717144865,0.8242390262894332,-1.4149484721012413,-0.00439993766186948,0.8886614603420503
4.1%,0.0291811435,49152,84.57663869857788,10.238967729166665,48,0.04794960776926018,0.8059401568491011,-1.3817942291498184,-0.005406445753888594,0.8484833188644728
4.92%,0.033361605,57344,101.1196916103363,13.296121899999997,56,0.042186779663461495,0.747069267486222,-1.3689889004454017,-0.0024663593357420336,0.7867896878139415
5.73%,0.018184326,65536,117.13789200782776,17.214333679999996,64,0.0917235643712047,0.740867066453211,-1.3656320579349994,-0.0011449678481548105,0.8314456629762608
6.55%,0.0155012462,73728,133.50575757026672,19.77326288,72,0.02151689246074966,0.7189544950379059,-1.3619999975897372,-0.0015079034566187772,0.7389634840420367
7.37%,0.0198470122,81920,149.9180257320404,20.08819574,80,0.0232612826627701,0.718699295213446,-1.3646311928518116,-0.002064348954944939,0.7398962289212712
8.19%,0.0132902634,90112,166.50460267066956,22.136752459999997,88,0.024367361396798515,0.7303630287759006,-1.3588681872002781,-0.0018426827350817756,0.7528877074376175
9.01%,0.0191067765,98304,182.41299748420715,24.629882279999997,96,0.013534092616100678,0.7262763521401212,-1.3556468001566828,-0.0022188531107749337,0.7375915916454469
9.83%,0.0144879228,106496,199.32621574401855,26.88902396,104,0.02650977428020269,0.7233665158739313,-1.3506150250323117,-0.0031782621092846025,0.7466980280448494
10.65%,0.0151801565,114688,216.0417947769165,30.941339180000003,112,0.020019607037284004,0.7028924401383847,-1.3317199372686446,-0.004480558249675526,0.7184314889259932
