mean_int_reward,total_time,total timesteps,ep_rew_mean,num_episodes,intrinsic_loss,value_loss,entropy_loss,policy_gradient_loss,total_loss
0.0,0.5385973453521729,1024,6.5,160,,,,,
0.0,1.7409367561340332,2048,7.26,297,0.15476683422457427,3.074722580611706,-1.4129604566842318,-0.0028276629057254234,3.149278334818267
0.0,2.8370587825775146,3072,7.14,451,0.002315234873094596,1.8779050949960947,-1.4012531526386738,-0.0044849989815481895,1.8745777134510937
0.0,3.9118919372558594,4096,7.72,589,0.00018650659740160336,1.1657020188868046,-1.3920555841177702,-0.010854478302116732,1.1549407938833887
0.0,5.060376405715942,5120,8.98,704,9.089193571298892e-05,1.1530392551794648,-1.3731230404227972,-0.006178942602012145,1.146905758545309
0.0,6.256763696670532,6144,9.4,808,0.0001022766057019453,1.348615761846304,-1.3513113372027874,-0.009113145604208967,1.3395537545449459
0.0,7.378297567367554,7168,10.82,900,0.00026738117549029994,1.488264893181622,-1.3397495169192553,-0.005800966608941171,1.482597617160426
0.09534382,8.592336654663086,8192,9.68,996,0.00045270883833836706,1.515593770891428,-1.3217836003750563,-0.0013344287059347108,1.5144856966046625
0.30774468,9.769519805908203,9216,13.86,1071,15.919835839420557,1.4106917968019843,-1.2916805930435658,-0.016772410821522317,9.35383730569074
0.4350289,10.81849718093872,10240,16.98,1132,87.42296412587166,1.655905468389392,-1.249902419745922,-0.004766783991030132,45.36262074733419
0.3294512,11.969074010848999,11264,24.44,1169,99.87958645820618,1.7240662761032581,-1.2143871244043112,-0.012437921571074258,51.651421583635276
0.23925328,13.178526878356934,12288,20.28,1218,62.80322426557541,1.825801432132721,-1.1911711059510708,-0.003526771258866553,33.22388679366156
0.26257393,14.368354797363281,13312,29.06,1249,20.03573863208294,1.6795939560979605,-1.1635506264865398,-0.011991558804422346,11.685471713335007
0.19391616,15.492996215820312,14336,33.58,1279,14.122189730405807,1.2947723548859358,-1.1329439636319876,-0.0052093433499093384,8.35065787673893
0.10980333,16.687827348709106,15360,30.56,1312,4.928706627339125,1.121312933973968,-1.1063071303069592,-0.004703150866809999,3.58096309677672
0.06750352,17.948444843292236,16384,31.74,1341,1.4345723176375031,1.101102789863944,-1.0779427736997604,-0.0055942952178989055,1.8127946534647967
0.030361688,19.123098611831665,17408,35.66,1371,1.271485349163413,0.7604545564390719,-1.0465219542384148,0.007997923042802401,1.4041951540635809
0.009581266,20.23234534263611,18432,35.22,1400,2.2262706831097603,0.6270562778227031,-1.034508429467678,-0.0006959046092273961,1.7394957147683558
0.0036669225,21.473071098327637,19456,36.64,1426,2.2446635738015175,0.7562406011857092,-1.0317886658012867,-0.0013741076395023528,1.8771982804469656
0.0010913941,22.6484797000885,20480,37.24,1453,1.5557583514600992,0.5881142024882138,-1.0175601821392775,0.0002160256802888177,1.366209403898552
0.00026444343,23.819042444229126,21504,40.7,1475,1.088297976180911,0.6138995985966176,-1.0047749020159245,-0.002805225469553903,1.1552433612175192
