total_time,mean_int_reward,ep_rew_mean,total timesteps,num_episodes,entropy_loss,intrinsic_loss,total_loss,policy_gradient_loss,value_loss
0.7402479648590088,0.0,6.68,1024,160,,,,,
1.9702346324920654,0.0,6.12,2048,308,-1.4021487887948751,0.010373018398240674,2.6962732402141896,-0.014680731014984093,2.705767462030053
3.0713372230529785,0.0,8.32,3072,430,-1.3761259652674198,0.0008410357299908355,1.4920599271622115,-0.01275049421091071,1.5043899035081267
4.019622087478638,0.0,12.06,4096,528,-1.3415166307240725,0.0007590130333028355,1.4843952180088513,-0.012414594271879211,1.496430305764079
5.221515417098999,0.0,12.08,5120,617,-1.3117114137858152,0.000598168580154379,1.4895986984399872,-0.02123620996268393,1.5105358241125941
6.28412127494812,0.0,15.82,6144,681,-1.2830151449888945,0.00011781091188822757,0.9966689412188423,-0.020825251362510427,1.0174352871254086
7.268085956573486,0.0,17.54,7168,740,-1.2575291469693184,0.00014414811317919884,1.3857504936588163,-0.0114398070227985,1.3971182266250253
8.376115798950195,0.2589213,19.98,8192,793,-1.2247317470610142,8.683948919951945e-05,1.1866906284498382,-0.007062309123881675,1.1937095178291202
9.684270143508911,0.6049427,25.48,9216,827,-1.1955875381827354,125.80169305205345,64.03222394389206,-0.012389935281937995,1.1437673531472683
11.14417815208435,0.14693183,31.5,10240,858,-1.1679591219872236,634.3471208810806,318.34151295679385,-0.008722466279313605,1.1766749825328588
12.272531986236572,0.15934277,34.02,11264,886,-1.1461791936308146,45.69195221364498,23.962073079126988,-0.00554082281598022,1.1216377951204777
13.408234119415283,0.20358966,41.56,12288,909,-1.122797777876258,23.4808429479599,12.685568907811419,-0.012105118901355263,0.9572525527328253
14.533042669296265,0.20582081,43.76,13312,931,-1.1102898977696896,30.57346138358116,16.205087102953687,-0.001455776389347835,0.9198121875524521
15.683082818984985,0.05370164,47.98,14336,947,-1.0913601890206337,17.217880114912987,9.342370651823508,-0.0006974281994235202,0.7341280225664377
16.74290680885315,0.038499642,54.2,15360,965,-1.0629348177462816,3.387720100581646,2.5032797976385837,-0.0018832717101990516,0.8113030190579593
17.80308175086975,0.019965049,61.0,16384,980,-1.0331463366746902,1.4196992749348283,1.4245197514905796,0.0025482497080431066,0.7121218643151224
18.912323713302612,0.0047838064,69.32,17408,990,-1.0035094898194075,1.1112638739868999,1.147120345823102,0.012768175892167222,0.578720232937485
20.126601219177246,0.0013344907,77.72,18432,997,-0.9791364362463355,1.161693163216114,1.0623696210092057,0.002776876673673486,0.47874616272747517
21.271125078201294,0.00025633318,93.98,19456,1005,-0.9730436680838466,0.8313088053837419,0.8426663070084526,0.003166824589110828,0.4238450797274709
22.384166479110718,1.7689996e-05,103.94,20480,1010,-0.9639606513082981,0.5605679606087506,0.6013256739841317,7.190648629416298e-05,0.32096978719346225
23.468667030334473,8.379592e-07,105.78,21504,1012,-0.9535248205065727,0.38033731328323483,0.6654128492034264,-0.0022225790501349,0.47746677161194384
24.528019428253174,6.397168e-09,105.78,22528,1012,-0.9533881964161992,0.22089072689414024,0.7129826994680996,-0.007498770759141997,0.6100361067801714
25.593661308288574,3.4030583e-09,120.04,23552,1013,-0.953167550265789,0.11593312956392765,0.5896155213902999,-0.005196065738488256,0.5368450223468244
26.64237070083618,1.0961263e-09,139.24,24576,1015,-0.9370064036920667,0.08039958268636838,0.45483120927367016,-0.0012251071386166885,0.41585652506910264
27.757375478744507,3.1667044e-11,188.74,25600,1019,-0.9309937618672848,0.061970934562850744,0.7904158883428088,0.00017624256344312924,0.7592541784979403
29.04516577720642,8.358597e-14,196.62,26624,1020,-0.9176421510055661,0.023552881146315485,1.9496299159120387,-0.0051078682252120935,1.9429613435640931
30.10982918739319,4.2044005e-15,210.42,27648,1022,-0.8928437698632479,0.010526259859034326,0.5523371374381021,0.0029627829187154945,0.5441112245898694
31.230528593063354,2.1638223e-15,225.34,28672,1023,-0.8688276996836066,0.006978939563850872,1.0920552516595148,-0.0030311051036894,1.0915968869812787
32.28956484794617,1.4670816e-15,239.42,29696,1024,-0.8542209919542074,0.0035347033945072326,0.7780112452684145,-0.0032515983079000207,0.7794954918790609
33.34529757499695,8.885414e-16,254.66,30720,1026,-0.8445320408791304,0.0024295171670019045,0.7437701732071027,0.0003819490727246977,0.7421734655508772
34.48189878463745,1.6293816e-15,278.16,31744,1028,-0.8273950414732099,0.0016792193580386083,1.2926472895412306,-0.002458442065437315,1.2942661219276488
35.56892991065979,1.4780956e-15,296.92,32768,1029,-0.8158480813726783,0.0011680987067848037,1.2991154601501682,0.0011777766516648817,1.2973536341451108
36.65221905708313,9.873669e-16,296.92,33792,1029,-0.8141477862372994,0.00079610145701281,0.7664906892160148,0.00025736732878710127,0.7658352711587213
37.651761531829834,6.5590166e-16,334.68,34816,1031,-0.7987671596929431,0.0006578959265652884,0.044005510072356445,-0.004655054424613536,0.04833161653368734
38.59528350830078,1.0256315e-15,368.06,35840,1033,-0.7831048620864749,0.00038968921558080183,1.5671438734789689,-0.005526045919239952,1.5724750747904181
39.66059112548828,1.137596e-15,368.06,36864,1033,-0.7729372829198837,0.0003427267900519837,1.4208525944126598,0.003884616136028936,1.416796614881605
40.99156713485718,8.4470917e-16,368.06,37888,1033,-0.7463916763663292,0.00026956703106861823,0.03236988854991997,-0.0037380537179272236,0.035973158752312884
41.990692138671875,7.019363e-16,423.22,38912,1036,-0.7320314794778824,0.0001765818115586626,0.028718059121246666,-0.0009045244829048219,0.029534292698372155
