ep_rew_mean,Progress,mean_int_reward,num_episodes,total_time,total timesteps,total_loss,entropy_loss,value_loss,policy_gradient_loss,icm_loss
235.59664421999997,22.94%,0.0126206662,3773,457.5312023162842,237568,0.45582925137835667,-1.1016836525872349,0.050861999396965986,-0.0016371693269095222,0.4509067683713511
236.5095338,23.76%,0.0139993854,3850,473.1292119026184,245760,0.44157205720845993,-1.0878667925484478,0.04990076120475351,-0.00236637216111504,0.4368186183040962
252.16133557999999,24.58%,0.0147004972,3926,488.93620896339417,253952,0.44158659687862956,-1.075216697808355,0.05311847737393691,-0.002348137245950067,0.436509562865831
256.24127874000004,25.4%,0.0151268563,3999,504.6337993144989,262144,0.4304695123542537,-1.0657662743702532,0.059886200242181074,-0.0035985979847613586,0.4248407521285117
257.54203027999995,26.21%,0.016914714,4073,520.3389019966125,270336,0.4278679981068242,-1.0492877539247274,0.0702835530264565,-0.0034618780383168014,0.4211858306080103
251.72158844,27.03%,0.0161402246,4146,536.726441860199,278528,0.40620782493590524,-1.0310401839204133,0.08570808541262523,-0.0025737481331313972,0.3978943912079558
276.70651928,27.85%,0.0161951958,4214,552.8464753627777,286720,0.3927871350197284,-1.0228721488267183,0.09304855432492332,-0.0036944506626871813,0.3838517246535048
298.82222744,28.67%,0.0177608773,4280,568.9838376045227,294912,0.38624357362510475,-1.007859059702605,0.07120125598739832,-0.0036095038056539754,0.37948439840693027
286.31599230000006,29.49%,0.0176475568,4346,585.1033945083618,303104,0.38058605661569817,-0.9947431055828929,0.06150600005457818,-0.003715435965430891,0.3748070002067834
320.87408128000004,30.31%,0.0173557407,4408,601.1970319747925,311296,0.3717421600761517,-0.968718352355063,0.08485196916226415,-0.0025915796492344883,0.3635161211248487
324.6553007,31.13%,0.0177256103,4469,616.9564306735992,319488,0.3463225953609653,-0.947178415581584,0.06205198707066302,-0.0029337406643761372,0.3404107707203366
328.09927408,31.95%,0.0159252474,4528,632.7912685871124,327680,0.33479897455752894,-0.9352621341124177,0.05482597623195033,-0.0029911328568751,0.32961549022002146
339.5263596,32.77%,0.0149858985,4588,648.4867646694183,335872,0.3213348800626926,-0.9232976889703423,0.054361005458667934,-0.0022334504847376984,0.3161221245652996
347.00072548,33.59%,0.0152550854,4647,664.5865087509155,344064,0.31600131952912214,-0.9065940632019192,0.037911256525330825,-0.0027986611757201203,0.31249005999416113
364.4356145600001,34.41%,0.0154745243,4704,680.4168252944946,352256,0.30030790544433217,-0.8967723485548049,0.042738794192518983,-0.003781919295590893,0.29641221795463935
370.8102029,35.23%,0.0146394136,4759,696.2820587158203,360448,0.30243425813794167,-0.8782319186255336,0.04400268271419918,-0.0020976539861732113,0.298243755265139
377.28527147999995,36.04%,0.014456807,4815,712.4545903205872,368640,0.28898381064075834,-0.857599320448935,0.04480036346212728,-0.003378494215107564,0.28484162371605637
395.32291384,36.86%,0.0133967661,4868,728.3329601287842,376832,0.2843764400009926,-0.8399632007349283,0.05309925763813226,-0.003228840284506225,0.27938939826563003
423.47747605999996,37.68%,0.0124245777,4921,744.4352774620056,385024,0.27913781055475456,-0.8395730171352624,0.0383966029223302,-0.002447175381649608,0.2755428678006865
428.17363406,38.5%,0.0131564744,4972,760.3008980751038,393216,0.27647534719461386,-0.8385536348447203,0.042452371140097964,-0.003892695571588394,0.2726193796377629
442.9840755,39.32%,0.0117326514,5023,776.3750309944153,401408,0.28316136325445646,-0.8254356082063168,0.0630510867369594,-0.0038382305823811322,0.2772400776389986
459.79117984,40.14%,0.0118445546,5071,792.5677711963654,409600,0.265076800666148,-0.8137103287037462,0.04432404375256738,-0.0035640174638437057,0.26100079803727566
534.19802154,40.96%,0.0125073417,5115,808.7706227302551,417792,0.2651529442575337,-0.8046818751841783,0.03934499818496988,-0.004028934455346496,0.2616213378845714
552.56716754,41.78%,0.0135358654,5158,824.9529025554657,425984,0.2638334792926293,-0.7966534291859716,0.05053074958996149,-0.0029051297842271,0.25907091731205584
597.8632977,42.6%,0.0124325842,5198,841.2687046527863,434176,0.26601306398956204,-0.7804427309893072,0.04761259917795542,-0.003600593867626007,0.2616118634585291
611.96436442,43.42%,0.0134821893,5236,857.6565551757812,442368,0.24654102063537148,-0.7601037859451025,0.03888678751718544,-0.0035523575774845965,0.24300757764140143
675.46601614,44.24%,0.012740099,5271,873.4541456699371,450560,0.24212135599603904,-0.7430262875277549,0.03817203778089606,-0.0029291585620989146,0.2385970680741593
710.42238358,45.06%,0.0125962878,5306,889.8403406143188,458752,0.23345402091783124,-0.7258921441622078,0.02760848132038518,-0.002419936877077268,0.23093516647350043
740.78152978,45.88%,0.0118535106,5339,905.6638066768646,466944,0.22832138402895213,-0.7063514406792819,0.026173716273115134,-0.0031756691377961615,0.22602157931542025
742.3906863,46.69%,0.01173912,5372,921.534008026123,475136,0.21942989191418488,-0.683008169895038,0.024120832526750745,-0.0030650957469592318,0.21732431823620574
737.3215165000001,47.51%,0.0114665554,5406,937.4739048480988,483328,0.20925678643331067,-0.6769369919318706,0.02106828420783131,-0.0020892188614724193,0.2073588798986748
746.1794050799998,48.33%,0.0108747812,5439,953.8718230724335,491520,0.212297646551398,-0.6731311962474138,0.057508639481602584,-0.0017039352680376398,0.20671717613004148
734.2721183399999,49.15%,0.0108737617,5473,969.9615161418915,499712,0.21306536715737207,-0.654434746177867,0.02889667413201096,-0.003016427124082147,0.2104773424565792
783.97424862,49.97%,0.0101028608,5504,985.7170433998108,507904,0.201850581573897,-0.6350988134276122,0.024225301480873894,-0.002739993089674176,0.199702050734777
778.7229701000001,50.79%,0.0098595717,5536,1001.6165940761566,516096,0.1988345142192728,-0.6215605651028454,0.022472405040571176,-0.0023664299709446105,0.19682391671231017
855.6367620999999,51.61%,0.009827703,5563,1017.6391890048981,524288,0.19790995402041683,-0.600644226372242,0.021755330419182428,-0.003278346256940144,0.1960622556041926
901.9188230799998,52.43%,0.0094665141,5593,1033.93612742424,532480,0.18740103549368994,-0.5766011578496546,0.013899049716656009,-0.0016311265433160897,0.18617424317635595
859.4687781200003,53.25%,0.0091352969,5623,1050.229017496109,540672,0.1816277637863947,-0.5585575019009411,0.015699489545386313,-0.0018010885290674298,0.1802379236847628
876.4000680200002,54.07%,0.0091859552,5651,1066.2328894138336,548864,0.18125912413223239,-0.5507721277419477,0.028056958688830493,-0.000994696514291088,0.17855289791477844
892.68416036,54.89%,0.0087632561,5680,1082.3847136497498,557056,0.17862805403031096,-0.5392316372599453,0.028146657561592292,-0.0014546190238754254,0.17595885017653928
868.9157175600001,55.71%,0.0091440063,5709,1098.4326667785645,565248,0.16955098043773326,-0.5270112121943384,0.016693452214167338,-0.0021619482359815463,0.1680978300399147
923.794096,56.52%,0.0089223389,5735,1114.2793221473694,573440,0.17396803675070832,-0.5126822866499424,0.027933061083967915,-0.0024524776722838425,0.1714199784095399
1017.76169532,57.34%,0.009101737,5761,1130.4717659950256,581632,0.1684827226517859,-0.49775801934301855,0.023100577534023614,-0.002233514672321207,0.16639601636561566
1048.86957766,58.16%,0.0096348825,5784,1146.629907131195,589824,0.1627223829374252,-0.47630565059371294,0.011432962941398728,-0.0021396889922655816,0.16179305554251186
1027.76479518,58.98%,0.00982676,5809,1162.7069301605225,598016,0.16331917859507938,-0.455231832456775,0.01980094975051543,-0.00248053387126689,0.16158713700715452
1037.75857846,59.8%,0.0093700771,5833,1178.4981498718262,606208,0.1556426107093319,-0.433495609392412,0.010508070017476712,-0.0016822893434998696,0.15476003264193422
1116.57356472,60.62%,0.0089779214,5853,1194.530621767044,614400,0.15229803746140025,-0.4206427985103801,0.028095487130849507,-0.0016532499518288636,0.14965381374349818
1254.7311346999998,61.44%,0.0084348061,5874,1210.3012626171112,622592,0.14973367412618882,-0.41885642684064806,0.02887433655332643,-0.0007046860110040657,0.14691670907195659
1189.89506022,62.26%,0.0093891692,5898,1226.570815563202,630784,0.15125879306966547,-0.4157502605114132,0.024535416500930295,-0.0014642736755281053,0.14895167878712529
1172.48571036,63.08%,0.0088302069,5918,1242.6073393821716,638976,0.1530952401746758,-0.4033151742769405,0.011592564361126278,-0.0017513224326153047,0.1521111159818247
1185.5813599,63.9%,0.0090092626,5942,1258.861571073532,647168,0.14503448121661083,-0.3884768008021638,0.0175027123921609,-0.0020872829805422626,0.14349293827544898
1148.2523467,64.72%,0.0085402473,5964,1274.8596110343933,655360,0.13816881462942945,-0.38094745150301607,0.018518754188244203,-0.0013579714569062957,0.13645273635629565
1119.71267846,65.54%,0.0091594407,5987,1290.8001899719238,663552,0.13964306302864019,-0.37056433223187923,0.017632476428480003,-0.0025009980064467745,0.13812991518643686
1173.32738428,66.36%,0.0082951733,6008,1306.7860820293427,671744,0.13496180392777862,-0.3710593267576769,0.008852911501162453,-0.0014232850126317306,0.13421884127892553
1299.73992998,67.17%,0.0081917033,6028,1322.7797389030457,679936,0.1378044671280511,-0.3688599141314626,0.024280780358731137,-0.001437942435788946,0.13552018333575688
1234.5419427000002,67.99%,0.0083219651,6049,1338.8973994255066,688128,0.1341344240503089,-0.3629874555626884,0.013383156389500073,-0.001067843141832893,0.13290289272554218
1175.26581496,68.81%,0.0078940437,6070,1354.8528380393982,696320,0.13244667521516174,-0.3504034077748656,0.009366102713374857,-0.0020926921196253406,0.1317193341557868
1199.86253754,69.63%,0.0079815712,6091,1370.8494639396667,704512,0.13134395355929526,-0.33935273527167736,0.007712090762106527,-0.0019332215799651043,0.13076606664108112
1291.58115136,70.45%,0.0073817428,6107,1386.9474680423737,712704,0.1306612216877115,-0.3287056721514091,0.007921243069267803,-0.0015108797547648814,0.1300201853562612
1385.25424616,71.27%,0.0077983179,6127,1402.777214050293,720896,0.1272300897812967,-0.3073775017866865,0.02153581825778019,-0.0011176439192223772,0.12518827234744095
1456.99092272,72.09%,0.0080411371,6145,1418.8143045902252,729088,0.1292184959942409,-0.3019429395208135,0.05235125423332647,0.0006927623760415542,0.1239140943333041
1470.7716367,72.91%,0.0072330834,6161,1434.9186449050903,737280,0.12589997097025032,-0.30083628243301064,0.01436207045271658,-0.0018651684051194256,0.1246502807654906
1553.0327305999997,73.73%,0.0069414852,6178,1450.561415195465,745472,0.11956176226106834,-0.28569348198361694,0.00593050148245311,-0.0009617406250585988,0.11906488617532887
1554.5415630200002,74.55%,0.0072505968,6195,1466.3658089637756,753664,0.11768362634957293,-0.26875376657117156,0.012450553469807345,-0.0009812076480423472,0.11653669176739641
1533.9563272599999,75.37%,0.007310725,6212,1484.0868113040924,761856,0.11530378785059074,-0.25512604089453816,0.004882906585862656,-0.0007769120539561092,0.11489318839740008
1568.6797705600004,76.19%,0.0070382465,6229,1499.449793100357,770048,0.11208738987399572,-0.24922659932635724,0.0059394303794761075,-0.0011557998272094686,0.11160902681876905
1766.0490687600002,77.0%,0.0068180952,6240,1516.655705690384,778240,0.11333752503306145,-0.24333705011522397,0.012409266131999174,-0.0014597481206279988,0.11224257323192433
1748.54333228,77.82%,0.0069753447,6256,1534.0594849586487,786432,0.1108087055725071,-0.24543721075169742,0.015840209861926267,-0.0009220892932824377,0.10931689351564274
1835.5680569799997,78.64%,0.0068134897,6270,1551.5165576934814,794624,0.11166989656938145,-0.24336740233702586,0.024762923010712257,-0.0013968559453301018,0.10933328986284323
1818.92063146,79.46%,0.0066877063,6285,1569.8706500530243,802816,0.11083401202701623,-0.23381829157005996,0.040001263069825654,-0.0006774121496219527,0.10690162693499587
1838.5952357400001,80.28%,0.0067083964,6297,1587.2591981887817,811008,0.10921510181629183,-0.2255153678590432,0.01292769119067998,-0.0006631370805950916,0.10798864640528336
1881.83505714,81.1%,0.0069198576,6312,1604.2125010490417,819200,0.11096992608766228,-0.21419718079268932,0.024593556293893926,-0.0013983982182439766,0.10865041028009728
1943.0821271599998,81.92%,0.0067280862,6322,1618.5497431755066,827392,0.10931639460035045,-0.2117915643262677,0.019598724780144038,-0.00014457682209568067,0.10737097980454564
1914.68668188,82.74%,0.0072405186,6340,1635.3072311878204,835584,0.1086648474259571,-0.21266408734954895,0.012699454725452596,-0.0016966206672826012,0.1075645640201401
1805.4292326799998,83.56%,0.0068270013,6356,1654.177826166153,843776,0.11330023978875133,-0.20853835203452037,0.035835431091618374,-0.0005395908048642017,0.1097706557600759
1520.1059177200002,84.38%,0.0073186691,6375,1670.031579732895,851968,0.11132653810639268,-0.21280133274849505,0.018122029275127717,-0.00048636223312573167,0.10956297140219248
1555.2655234200004,85.2%,0.0072787979,6392,1685.9152081012726,860160,0.11175145954982368,-0.20349229698767884,0.007134678883357992,-0.0007174551146777822,0.11110973717295565
1575.4708220600003,86.02%,0.00696245,6407,1701.2599482536316,868352,0.10692443873312214,-0.1845822619390674,0.0056457461772424725,-0.001344864704557901,0.10649435058585369
1601.76919318,86.84%,0.0067633639,6423,1717.1396317481995,876544,0.10489912725673153,-0.16679217385826633,0.00418238354782261,-0.0009247842457110898,0.10457336732652038
1703.8428156599998,87.65%,0.0066625747,6434,1735.6826407909393,884736,0.10495916686209786,-0.1499436987680383,0.027994273656258884,0.002232805663315863,0.10193645893014036
1748.26585924,88.47%,0.0069261849,6453,1754.283100605011,892928,0.10014903200853983,-0.13518644148716702,0.014787532121590629,-0.00014811168038834254,0.0986850899644196
1718.70009558,89.29%,0.0068435119,6468,1769.3683667182922,901120,0.09986269794107734,-0.12069440552731976,0.013721847643682849,-0.00032463431655804407,0.09852297660836484
