Progress,total timesteps,mean_int_reward,num_episodes,ep_rew_mean,total_time,entropy_loss,policy_gradient_loss,icm_loss,value_loss,total_loss
0.0%,8192,2.0666210346,613,10.917259940000001,3.245378255844116,,,,,
0.82%,16384,0.2761844495,1085,14.400591160000001,18.50144100189209,-1.4081318167969585,-0.008577458353053602,1.05556802675128,7.504960279166698,1.8052063088326444
1.64%,24576,0.1310545977,1427,29.59493854,32.70863914489746,-1.3838576400652527,-0.00809302910836485,0.8502727997954935,1.6075553953647614,1.0102190364211332
2.46%,32768,0.1013389238,1671,54.10406856,49.71361589431763,-1.356237209122628,-0.009544426938533555,0.7700468355324119,0.7699215785367415,0.8460845506922328
3.28%,40960,0.0752523035,1868,72.33657556,65.6919412612915,-1.3329606711864472,-0.005439989721099116,0.7234525718027726,0.9059611831558868,0.8135046911462513
4.1%,49152,0.0644524103,2036,79.95455987999999,80.17783832550049,-1.3156924708746374,-0.0047033801249806466,0.6938316689804196,0.6531188206980005,0.7586732130377216
4.92%,57344,0.0531956774,2169,111.0386043,95.72965884208679,-1.2974401378072797,-0.004599337637608727,0.669142469833605,0.5881961398059502,0.7275021500504392
5.73%,65536,0.0404295433,2290,127.68746900000001,110.33699703216553,-1.2864855466410519,-0.0032336206249606314,0.6479776295833289,0.5242121977149509,0.7000754872923279
6.55%,73728,0.028462261,2411,129.65428827999997,125.09492897987366,-1.2729134837165474,-0.0029745657568102635,0.6293841912411153,0.38647364248754457,0.6677340989141888
7.37%,81920,0.0242029919,2516,144.86279326000002,140.00344586372375,-1.256704685371369,-0.003459616350658695,0.6091043632244691,0.36653042637044564,0.6454114442264478
8.19%,90112,0.0225817031,2613,173.48187094000002,154.78029203414917,-1.2438235376030207,-0.004232762358910925,0.6014911530073732,0.2617979667673353,0.6272476734482157
9.01%,98304,0.0190658935,2699,206.370842,170.14247918128967,-1.2192287367768586,-0.0035957609764834045,0.5766204111510888,0.23774115982232616,0.6000349510356731
9.83%,106496,0.0173016498,2781,215.54034884,185.07462882995605,-1.2002183767966925,-0.002161160195355943,0.5485992599511519,0.16959689331997652,0.565342833263614
10.65%,114688,0.0157850432,2860,229.74017202000002,199.92214369773865,-1.1820791981182992,-0.0016297377340499647,0.5141878090333194,0.1386721188246156,0.527892047142376
11.47%,122880,0.0156943056,2935,229.32230706,214.45908546447754,-1.1686037906445563,-0.0012332983703447584,0.5038155236048624,0.1108819459186634,0.5147803883596943
12.29%,131072,0.0139815971,3009,236.95993636000003,229.20574402809143,-1.1544695583172142,-0.0015412810691379502,0.4966095466632396,0.09413919760409044,0.5058693383167349
13.11%,139264,0.0149969441,3079,249.04966194,243.73974347114563,-1.1357444144785405,-0.0017433395018174413,0.47117990783881397,0.10365131313737948,0.4813707052023702
13.93%,147456,0.014189507,3148,268.50703304,257.958375453949,-1.1140685772523284,-0.00039619106969855975,0.45692902950104325,0.10362803349707975,0.4672522137437813
14.75%,155648,0.0152479135,3214,265.9258226,272.384991645813,-1.094797729048878,-0.0018814321647737428,0.43381834148894993,0.11332064848393202,0.44496226312086584
15.56%,163840,0.0136595582,3277,300.00202881999996,287.0993013381958,-1.067219069506973,-0.002245666010872553,0.4300879136659205,0.19834908189077397,0.4496982552539106
16.38%,172032,0.0136327123,3331,354.49898154000005,302.5437297821045,-1.0450310165062546,-0.0018015551424638808,0.3988343009492382,0.12251752230076818,0.4109058976650687
17.2%,180224,0.014293084,3377,409.0133116,317.32324147224426,-1.0297517841681838,-0.0015324700004133026,0.3871543030487373,0.11682820083660772,0.39868387613235684
18.02%,188416,0.0159491965,3410,490.17849268000003,331.7143793106079,-1.0084566390141845,-0.002500911434430927,0.3697132507804781,0.12002826778625604,0.3814659864156606
18.84%,196608,0.0157681322,3445,557.14857336,346.5281012058258,-0.9997551443055273,-0.0004933839592588333,0.36613212772645054,0.12464788522629533,0.37854757785315424
19.66%,204800,0.0140670468,3476,608.02628222,361.02680587768555,-0.9896251877304166,-0.0015835221793967721,0.3638388998340815,0.10968411021895008,0.3746489586380369
20.48%,212992,0.0147654926,3500,708.5575720600001,375.5014684200287,-0.9669120584148914,-0.0017637690825706165,0.3474201167584397,0.09698578805036959,0.3569423186552196
21.3%,221184,0.0141511007,3522,772.23034372,390.8760266304016,-0.9423792798072099,-0.0016122467755016134,0.33187378181610255,0.0747955600032583,0.33919211313887826
22.12%,229376,0.0144486869,3550,769.4416015200001,405.7251901626587,-0.9267940764315427,-0.0011054052315504193,0.3203241181676276,0.04352193377999356,0.32456577102247197
22.94%,237568,0.0148486335,3577,730.73621788,420.7082803249359,-0.9118542822077871,-0.0007097866276546245,0.31097747751045973,0.09396006502138335,0.3203025053498326
23.76%,245760,0.0120772315,3605,752.30093914,435.15998911857605,-0.9015042394399643,-0.001821337818206321,0.3006407853215933,0.08766641965630698,0.30922529350540334
24.58%,253952,0.0123130304,3630,799.8214548599999,450.01884841918945,-0.8902249724138528,-0.0011922567751451378,0.29863762718159703,0.04337354889285052,0.3028557563933676
25.4%,262144,0.0114577476,3656,858.21603858,465.16388630867004,-0.8672270234674215,-0.0005268532046506693,0.2884440561989322,0.03891475910058943,0.2922828467885261
26.21%,270336,0.0097856461,3684,812.9275934799999,479.57732629776,-0.85562594095245,-6.769437316918505e-05,0.2780690068262629,0.03635610729979817,0.28169784811892584
27.03%,278528,0.009544746,3715,767.3377442799999,494.7302589416504,-0.8402462042402477,-0.00023369928921722835,0.2696417746716179,0.03160816875679302,0.2727792216183754
27.85%,286720,0.0091640491,3745,755.3552486000001,510.3943226337433,-0.8219840220175684,-0.00029735450275450247,0.25856009374838324,0.03597404287138488,0.2621277625852462
28.67%,294912,0.0091901182,3774,808.17034852,524.9112260341644,-0.8039149526972323,-0.0005033317610384699,0.2524924714816734,0.03295406250399537,0.2557375445559691
29.49%,303104,0.0085525442,3805,783.3891922600001,540.1593577861786,-0.7839592081028968,-0.0006630440525467322,0.2426780640729703,0.02834779275362962,0.2454465389430786
30.31%,311296,0.0083291113,3832,843.68641168,555.0114846229553,-0.765853867912665,-0.00035892511454263716,0.23980778813129291,0.032512889464851466,0.24302318456632382
31.13%,319488,0.0077776863,3858,930.21342856,570.608163356781,-0.7423475203104317,-0.0004122378663049944,0.23134270719019695,0.022612880597989715,0.23356277146336546
31.95%,327680,0.0079852821,3883,939.5780634600001,585.4689965248108,-0.7247616126202047,-0.0007881964727233006,0.21723900953074918,0.020624417900398838,0.21922263167351672
32.77%,335872,0.0078289707,3913,895.1110336799998,600.4963486194611,-0.7065627999603749,0.0001959167573354319,0.2152567508863285,0.022182224318021325,0.21749456499386416
33.59%,344064,0.0073628157,3941,910.7221534200002,615.2005410194397,-0.6910413354635239,0.0010880449458448953,0.20863669435493648,0.02356304254681163,0.21110180310420215
34.41%,352256,0.0075899364,3968,907.4572979400001,629.9316034317017,-0.6790763889905065,0.0006454353175779726,0.20759151689708233,0.019904435123316945,0.20964650394117182
35.23%,360448,0.007320909,3994,933.6763346799999,644.581107378006,-0.6606974917463958,0.0001774251064182417,0.20617153325583787,0.020077463625057135,0.20819702212898542
36.04%,368640,0.0074066009,4016,1024.6063281000002,659.1614348888397,-0.6457454912830144,0.0003009776395405473,0.1911266205832362,0.0193299207929158,0.19308971042648185
36.86%,376832,0.0073306484,4040,1046.77732428,674.1288402080536,-0.6308515156153589,-0.0001226961847219164,0.1944769669906236,0.016233315400677385,0.1960880289122192
37.68%,385024,0.0072604851,4066,1004.77514916,688.9329836368561,-0.6125052412971854,0.00014770455958430998,0.18627084639738314,0.016765246611976183,0.1879621415145392
38.5%,393216,0.006904754,4092,943.7014467600001,703.5136322975159,-0.6035513586364687,0.0011339300191614806,0.18245921971974893,0.014236029562198382,0.18399621567788493
39.32%,401408,0.007170082,4120,885.4555372600001,718.3303356170654,-0.5993541072588414,0.004955293848840476,0.1835310700116679,0.03238227461897623,0.18726482685844958
40.14%,409600,0.0066471567,4145,938.0213079399999,733.5736703872681,-0.5917538083158433,-0.0008261143400941792,0.18307034550234674,0.021874137760096345,0.18517514784434697
40.96%,417792,0.006499052,4169,1020.5220544800001,749.2728235721588,-0.5751680495217443,7.911087390366388e-05,0.17868138469639233,0.01253013590212504,0.1799423093739952
41.78%,425984,0.0062505114,4196,1014.97644484,763.9857330322266,-0.5585891754832119,-0.00018234517377923353,0.17830747906118632,0.012679971361467323,0.17955724167995513
42.6%,434176,0.0060027217,4223,956.52028254,778.8827030658722,-0.5546613343060016,0.0018312215529110282,0.17215176168247126,0.018111453984420222,0.1741460292362044
43.42%,442368,0.005895992,4247,976.47228484,794.1352550983429,-0.5467729279305786,0.0014437958599068288,0.17304016156122087,0.013495838468588772,0.17453412499407045
44.24%,450560,0.0061354189,4274,981.31711108,808.6794390678406,-0.536115512996912,0.0010285480222950207,0.17646292599965818,0.011495234668109333,0.1777153042686986
45.06%,458752,0.0059848654,4302,968.5667671600002,823.3606142997742,-0.5194222926627845,0.00011246407009038638,0.17684007749776356,0.01269009513380297,0.17812033341815287
45.88%,466944,0.0059404425,4327,990.4654951000001,837.9688768386841,-0.5001719911582768,0.0006642924366296839,0.17052686191746033,0.01129446228414963,0.17172273738953828
46.69%,475136,0.0059573217,4352,1029.14750718,853.4414019584656,-0.48737300410866735,0.0005209702398839326,0.16405906202853657,0.010907940231845714,0.16520195307570953
47.51%,483328,0.0059469321,4374,1080.11689658,868.2393958568573,-0.46724397856742145,0.0013761581830228917,0.1613899197196588,0.010347254222870106,0.1625622609602481
48.33%,491520,0.0060563096,4398,1132.2801731,882.9568703174591,-0.4521021093940362,0.0009584515079837719,0.15231663971208037,0.008546771196597547,0.15326716198253848
49.15%,499712,0.0058466234,4419,1139.99575034,898.7532622814178,-0.4430625137174502,0.0006471177774206645,0.14816747187287546,0.00983898700442296,0.14921608235105982
49.97%,507904,0.0057575718,4444,1123.0624747200002,915.7144372463226,-0.443986253044568,0.0011351500756337746,0.15407475304673426,0.00924656624729323,0.15511292467902696
50.79%,516096,0.0052090478,4465,1127.81939436,933.0371060371399,-0.43790617510676383,0.002148699899263406,0.15214473353698849,0.009800617531891476,0.15333966528010398
51.61%,524288,0.0055157964,4491,1123.99073602,949.9546053409576,-0.4379731531953439,0.0010382554624459486,0.1477559295773972,0.007868329120447016,0.14864658803568648
