num_episodes,ep_rew_mean,total timesteps,total_time,total_loss,entropy_loss,policy_gradient_loss,value_loss
637,8.676344899999998,8192,2.7177274227142334,,,,
1173,9.64252638,16384,12.96079397201538,2.006915092015461,-1.4076335193589329,-0.005345569631262863,2.0122606616467236
1629,15.672124199999999,24576,23.97008442878723,1.1464030353141612,-1.3715633334591986,-0.010369664544832041,1.1567726998589933
1986,23.366593639999998,32768,34.338857889175415,1.1966835720866413,-1.3452090281061828,-0.011170500686256392,1.2078540727728977
2213,50.17552956,40960,44.43861198425293,1.1518886560130113,-1.3232216206379235,-0.012277005517557834,1.164165661530569
2363,82.49560318,49152,54.19078326225281,2.009784988327973,-1.304041874781251,-0.008303463118992067,2.0180884514469652
2505,88.5133446,57344,64.07303261756897,2.4436605127422317,-1.2825672140344977,-0.0036765329645768218,2.4473370457068087
2647,100.85258342000002,65536,74.20739889144897,1.659435716526776,-1.2701763056218625,-0.002134410269365393,1.6615701267961414
2793,95.52429744,73728,84.51404881477356,1.0150885334537503,-1.2650546073913573,-0.0022805726322208267,1.017369106085971
2921,104.52938204,81920,94.75298881530762,0.6838766906220431,-1.2582312245853244,-0.0033082896102254607,0.6871849802322686
3040,123.74638191999999,90112,104.55646634101868,0.45837586775073547,-1.2542549896985293,-0.003769421294557345,0.4621452890452929
3145,144.55050627999998,98304,114.5483832359314,0.34979014811722,-1.2361742578446866,-0.00370224762557641,0.35349239574279634
3253,144.30906578,106496,124.88227558135986,0.2803645131785838,-1.2145504022017122,-0.0031506531497048637,0.2835151663282886
3348,151.78237816,114688,134.84837818145752,0.3153863734982712,-1.197456417698413,-0.003050110150567285,0.3184364836488385
3436,175.0589495,122880,145.00159692764282,0.22995851415103125,-1.179239194188267,-0.002359096315239461,0.2323176104662707
3525,178.78751622,131072,154.84837794303894,0.1898561384987517,-1.156070987135172,-0.001668689933259734,0.1915248284320114
3609,188.51838814,139264,165.34012365341187,0.18572321892796667,-1.1262256676331162,-0.0009030765220022031,0.1866262954499689
3697,179.90435484000002,147456,175.48754000663757,0.12458135410676996,-1.106948941014707,-0.0010110876129393372,0.12559244171970932
3780,193.78406718,155648,185.1432774066925,0.14614703899014975,-1.0848187752999365,-0.001604987714106651,0.1477520267042564
