ep_rew_mean,total timesteps,total_time,num_episodes,total_loss,policy_gradient_loss,entropy_loss,value_loss
9.69361526,8192,2.6933562755584717,444,,,,
14.4664167,16384,12.965556621551514,846,2.2525645892406003,-0.006356982487241597,-1.4123507044278085,2.258921571727842
27.679164720000003,24576,23.22144889831543,1153,1.2103856043461487,-0.009710244504757217,-1.3928578068502246,1.220095848850906
57.18069406000001,32768,34.12363362312317,1375,1.2574190650826877,-0.010231761029679532,-1.3725573271512985,1.2676508261123671
61.75511946,40960,44.36407780647278,1573,1.31983697360526,-0.007411993414581125,-1.3481676540337504,1.327248967019841
69.69943852,49152,54.63546180725098,1777,0.768802413913896,-0.0024615201991892172,-1.3329100868664683,0.7712639341130852
73.52827836,57344,64.86266207695007,1963,0.4606985264722979,-0.003319638684878658,-1.3203062267042696,0.46401816515717653
94.75975748,65536,74.82111620903015,2114,0.3429848617243373,-0.006440578493263921,-1.3131865916773677,0.34942544021760114
120.9006727,73728,85.9807300567627,2232,0.32412711681071016,-0.006664354232192991,-1.3064915443770588,0.33079147104290313
157.88951529999997,81920,98.11306858062744,2336,0.3670604498647121,-0.004697088676275175,-1.282541850488633,0.3717575385409873
236.04532602,90112,110.31910347938538,2414,0.39398038499008414,-0.006050578790507093,-1.2648783506825567,0.4000309637805913
252.85698274000003,98304,122.72656297683716,2486,0.3559839827468793,-0.004105089355102967,-1.236389029584825,0.3600890721019823
254.57550377999996,106496,134.46123838424683,2555,0.23935874215206893,-0.0029097558861056632,-1.2176701475866138,0.24226849803817457
240.6841308,114688,145.89712476730347,2627,0.17629821447567087,-0.0013237565092392828,-1.2177095152437687,0.17762197098491014
236.03956989999998,122880,158.5394742488861,2699,0.20692090025758278,-0.0007224107475029432,-1.2248083509504795,0.2076433110050857
231.32622772,131072,168.95845079421997,2770,0.15567394371008686,-0.0008463783628149116,-1.2278957337141037,0.15652032207290176
257.54957948,139264,179.0714249610901,2836,0.11544627165124643,-0.0007484414557145438,-1.2305698859505356,0.11619471310696099
283.72359795999995,147456,189.43359231948853,2893,0.09995669284398291,-0.0007818859885507691,-1.2195970991626381,0.10073857883253368
323.92510542,155648,199.5624008178711,2947,0.09297779331876392,-0.0013484856581866284,-1.2091402138583363,0.09432627897695056
347.90071544,163840,209.89331221580505,2995,0.06986095247260246,-0.0016010444942977198,-1.1901550107635557,0.07146199696690018
350.4906296,172032,220.16853737831116,3045,0.05315226047372201,-0.0007754452871849605,-1.1755227812565863,0.053927705760906976
340.33176328,180224,230.4894871711731,3098,0.05023650816167563,-0.0013191197202774762,-1.162396223191172,0.051555627881953114
346.68199038,188416,241.30366778373718,3152,0.047498344548909575,-0.0025212046649932107,-1.140303896833211,0.050019549213902795
346.9226166,196608,251.7553195953369,3208,0.03814263235846142,-0.0007620536122763517,-1.1359700883738697,0.038904685970737776
342.12409126,204800,261.4722373485565,3267,0.03352359795788299,-0.001854346356976643,-1.1402701967395843,0.03537794431485963
351.8701721399999,212992,271.4989628791809,3326,0.03704634980228507,-0.0024619029380396075,-1.123769397288561,0.03950825274032468
362.19109892,221184,281.46636724472046,3384,0.03363313679478734,-0.002046919236955088,-1.108872674498707,0.03568005603174242
354.3911489,229376,291.6384038925171,3443,0.03516836077058088,-0.0012395902750767997,-1.1055597863160074,0.03640795104565768
369.97715932,237568,301.604953289032,3500,0.04965823948609219,-0.0010185311840872028,-1.0996581073850393,0.050676770670179394
370.47256772000003,245760,311.38874077796936,3559,0.03762113225368312,-0.0009196008560836122,-1.0788007891736924,0.03854073310976673
375.8321512400001,253952,321.51956820487976,3615,0.0395658367153105,-0.00011951638846724094,-1.0563473084010184,0.03968535310377774
383.5474183,262144,331.8023519515991,3671,0.035815114190226725,5.708321539669679e-05,-1.044088691100478,0.03575803097483003
385.75372974000004,270336,341.80695247650146,3727,0.029335536141375722,-0.0002205652693322027,-1.0247317634522914,0.029556101410707924
391.12950212000004,278528,351.40383100509644,3783,0.020189491914954946,-0.0009571189972280063,-1.0090974064543843,0.02114661091218295
393.02184212,286720,361.6003441810608,3840,0.022058349216695167,-0.0005898410531699838,-0.9922275931574405,0.022648190269865153
392.8876885,294912,371.29730582237244,3895,0.020404110930480005,-0.0010756592983451419,-0.9725929467938841,0.021479770228825145
404.94343858,303104,381.14263892173767,3950,0.018632273480076615,-0.0002444107843560803,-0.9506097141653299,0.018876684264432696
404.93104668000007,311296,390.9382972717285,4003,0.013723044383272912,-0.001326333944876121,-0.9268741632811726,0.015049378328149033
415.33034344,319488,401.0753664970398,4058,0.015659028273576615,-0.0005584003842426433,-0.9003047899343073,0.016217428657819256
428.81300126,327680,410.51050424575806,4110,0.014510800209090286,-0.0012499708838921075,-0.8842859125230461,0.015760771092982396
437.92670356,335872,420.843163728714,4162,0.018353282011196025,-0.00023506986934796812,-0.8749450624454767,0.018588351880543995
445.66935273999997,344064,430.7503743171692,4213,0.019114544847410313,0.0002481709340586038,-0.8561645644251257,0.01886637391335171
452.52072459999994,352256,440.8177466392517,4262,0.018572070875649944,-0.0005004035876871877,-0.8414006987586617,0.01907247446333713
457.9642921599999,360448,450.82169914245605,4312,0.02114009191319179,0.0008832422225239133,-0.8303324157372117,0.020256849690667877
471.32898494,368640,460.95680713653564,4361,0.024147266084367996,0.0004800104091042621,-0.8224685612134636,0.023667255675263732
479.62950786,376832,470.9205529689789,4409,0.02340415348111027,-2.4647517103473577e-06,-0.8048083090223372,0.02340661823282062
489.46433076,385024,481.02639627456665,4457,0.02229138305504376,0.0011317365161899102,-0.7881986302789301,0.021159646538853848
492.3256909,393216,490.7648010253906,4503,0.017408648209928067,-0.00018063959580307936,-0.7839409697800874,0.017589287805731147
508.92798455999997,401408,500.4361102581024,4550,0.018923061905387673,0.000412531127038906,-0.7737148205284029,0.018510530778348765
514.26260698,409600,510.18133211135864,4596,0.021434396203359206,0.00013699472315347057,-0.7586510215885938,0.021297401480205737
533.1490306400001,417792,519.8273510932922,4640,0.02718457220610654,-0.000123489112383684,-0.7510699052829295,0.02730806131849022
539.8202365599999,425984,529.8878240585327,4685,0.020186961546444383,0.0004153010036885292,-0.7359931060113013,0.019771660542755854
552.2808657,434176,539.4681017398834,4729,0.05385179460209982,0.002570590851258734,-0.7178912159055472,0.05128120375084109
597.57655262,442368,549.4322826862335,4768,0.036015575470715676,0.00033601947097483136,-0.702755287848413,0.03567955599974084
632.4117832,450560,559.5097999572754,4804,0.033827410384830815,0.0007023486063845642,-0.6905864072032273,0.03312506177844625
717.6205193000001,458752,569.4347219467163,4839,0.04144051860004601,0.0020818670715181606,-0.6710757637396455,0.03935865152852784
773.3908925,466944,579.3631513118744,4872,0.03111802057365668,0.0006965877038131188,-0.6620320914778859,0.030421432869843557
809.6911728599999,475136,589.0304100513458,4903,0.02058515483232474,0.0003864378723941332,-0.6532040747813881,0.020198716959930606
892.2513432000001,483328,599.2165718078613,4930,0.017184503375776476,-0.0004024780549824197,-0.6468130001798272,0.017586981430758895
964.95496216,491520,609.1306822299957,4952,0.04213795341977184,0.0021226887574108343,-0.636575026018545,0.04001526466236101
989.8953372600001,499712,619.2076652050018,4979,0.015781043737829254,0.0007940163266402071,-0.6205806320998818,0.014987027411189046
986.8027144,507904,629.4532930850983,5005,0.028988277773760875,0.0006477775571062589,-0.6087661182973534,0.02834050021665462
1021.26671758,516096,639.2328894138336,5028,0.014079822127317057,3.669380205718973e-06,-0.5902501090895385,0.014076152747111336
1011.99611714,524288,649.2670378684998,5054,0.016169047360296618,0.000594645251209812,-0.5689995693508536,0.015574402109086805
1057.6399448,532480,659.4773623943329,5076,0.02864739773305473,0.0015010528264770024,-0.5556078489869833,0.027146344906577725
1087.96239218,540672,669.3512961864471,5102,0.012863732058463789,0.0003505675484810441,-0.5452974578365684,0.012513164509982744
1030.26462532,548864,679.2642724514008,5127,0.01505888812864547,0.0009002360029841501,-0.5316392182838172,0.014158652125661319
1011.79264772,557056,688.8064510822296,5152,0.013683844643898801,0.0018533334746708263,-0.5138116410933435,0.011830511169227976
1063.70439824,565248,698.9694237709045,5176,0.012273114082670507,0.00040559099590391256,-0.5029959299834446,0.011867523086766595
1091.4630881,573440,708.6653118133545,5199,0.012061243130880576,0.0009903723956418624,-0.49295695377513765,0.011070870735238714
1103.38950206,581632,718.72021484375,5223,0.009862873841655764,0.0011870630468258773,-0.489104488119483,0.008675810794829885
1102.4466465799999,589824,728.5989608764648,5247,0.01300835817515555,0.0013683077226765024,-0.4873444691998884,0.011640050452479045
