num_episodes,ep_rew_mean,total timesteps,total_time,total_loss,entropy_loss,policy_gradient_loss,value_loss
563,7.4554059399999995,8192,2.7483012676239014,,,,
1033,8.79710442,16384,13.195563793182373,1.772287528099211,-1.4003197025507688,-0.003991507111398535,1.7762790352106095
1440,13.601663020000004,24576,22.665650606155396,0.8283133467559395,-1.3722470575012267,-0.00676630370852814,0.8350796504644677
1747,29.192692140000005,32768,32.149824142456055,0.7592012970692508,-1.3536684171296656,-0.00943509247312018,0.768636389542371
1962,38.478049739999996,40960,41.82525587081909,1.2813270193734643,-1.3307693056762218,-0.007316998091948359,1.2886440174654126
2143,73.6816073,49152,51.7723274230957,1.0273468213578212,-1.3167652438394726,-0.006822696285928456,1.0341695176437498
2301,82.67941253999999,57344,61.585927963256836,1.1486567430937433,-1.3049739741720259,-0.0058478349080537,1.1545045780017973
2453,89.77552494000001,65536,71.00931859016418,0.8406584251065373,-1.3006736415438354,-0.003117126124109334,0.8437755512306466
2594,102.2888145,73728,80.30592679977417,0.579790658656928,-1.299092029314488,-0.0025901317927508197,0.5823807904496789
2733,105.52430308,81920,89.89825868606567,0.36415630986886094,-1.289353966433555,-0.0022899295799900365,0.36644623944885096
2864,121.30973985999998,90112,99.31416654586792,0.3316554406635099,-1.2810511885210871,-0.0023354369471214054,0.3339908776106313
2983,129.63061987999998,98304,109.01943469047546,0.27417421686500326,-1.2757981601171196,-0.002331085918331396,0.2765053027833346
3084,158.21549998000003,106496,119.20399022102356,0.25821020840219644,-1.261597103625536,-0.002814123271783346,0.26102433167397976
3184,162.64596211999998,114688,129.25536823272705,0.20652928951345154,-1.2463259070180357,-0.0027679212620970485,0.20929721077554858
3268,200.49428374000001,122880,138.8450677394867,0.24393954719123362,-1.229985118843615,-0.0033760159887846206,0.2473155631800182
3347,203.26314022,131072,148.78859281539917,0.1441608424811261,-1.2141722403466702,-0.002283324930992912,0.146444167412119
3426,218.56216609999998,139264,158.69167065620422,0.14046726718297017,-1.209875845350325,-0.0016691737859274788,0.14213644096889766
3503,218.79932520000003,147456,168.65083241462708,0.08494878690911668,-1.1948660936206579,-0.0008981597980533094,0.08584694670717
3577,224.52268918,155648,178.83731126785278,0.10437545306138092,-1.1949156139977277,-0.00045093513019636174,0.10482638819157727
3652,227.40560176,163840,189.51911091804504,0.0967503966315271,-1.191060097143054,-0.0008429346828925299,0.09759333131441963
3728,232.75938584,172032,199.78532600402832,0.0905880696109402,-1.1844770468771457,-0.00024636295437590363,0.09083443256531609
3802,231.15585264,180224,210.04951119422913,0.09532269855481915,-1.1804292287677527,0.00010400392221540712,0.09521869463260373
3876,234.05889252,188416,220.4441704750061,0.07716797561053616,-1.1680761589668691,-0.00024107101169712155,0.07740904662223329
3948,237.35395885999998,196608,230.91351175308228,0.07621774821676955,-1.1511591041460634,0.00034453148440808095,0.07587321673236147
4020,237.91991514000006,204800,241.6636426448822,0.061463748299056056,-1.1444273283705115,-0.00021571113828988136,0.06167945943734594
4093,238.19677811999998,212992,251.92643356323242,0.06123209823952948,-1.1444388838484882,-0.0005575272394844478,0.06178962547901392
4166,239.34946236,221184,262.12602972984314,0.06355496823228914,-1.1511398271657527,0.00016815558786783982,0.0633868126444213
4235,247.76188190000002,229376,272.41649770736694,0.06104284574267688,-1.1512128479778767,-0.000956211206166765,0.061999056948843646
4301,264.00771694,237568,282.53101801872253,0.0500050323473505,-1.1467700940556824,-0.0008892117330771018,0.0508942440804276
4365,268.53342566000003,245760,293.4985339641571,0.047349827124224586,-1.1416005346924067,-0.0012204980080529153,0.048570325132277506
4427,278.568675,253952,304.26445627212524,0.05533412442594463,-1.1319227987900375,-0.0008165378920874884,0.05615066231803212
4488,282.9159429,262144,314.71240854263306,0.04994716963544108,-1.1232073180377484,-0.0011962266943848418,0.05114339632982592
4547,291.07210471999997,270336,325.02819776535034,0.049658961217011535,-1.1102310311049224,-0.0010634248708978607,0.050722386087909396
4607,299.48587461999995,278528,335.3623847961426,0.04300625461575784,-1.1036538727581502,-0.0015975820852681677,0.04460383670102601
4665,308.37245578,286720,345.2797074317932,0.041797395040083896,-1.1015438467264176,-0.0010934979148085819,0.04289089295489248
4723,307.43857704,294912,355.6008095741272,0.0392595809329135,-1.0964876354672015,-0.00014522117958101608,0.03940480211249451
4780,310.76745466,303104,366.1883978843689,0.04485965568892978,-1.0905823229812086,-0.0013022995072732775,0.04616195519620305
4836,315.58039366,311296,376.58346366882324,0.04331033353491759,-1.0891794063150884,-0.0008761912051352533,0.04418652474005284
4892,324.68533049999996,319488,386.9851875305176,0.05193801913336641,-1.0799969813786447,-0.0012154840149480772,0.053153503148314483
4949,315.40514204,327680,397.09371280670166,0.045294927101361314,-1.0626071974635125,-0.0005690328742157029,0.04586395997557702
5004,337.0634519,335872,407.2888698577881,0.0609144865866446,-1.0479372520931065,0.00025521719546387427,0.060659269391180715
