ep_rew_mean,num_episodes,total timesteps,total_time,total_loss,policy_gradient_loss,entropy_loss,value_loss
1567.78510512,4871,827392,944.0858154296875,0.0048177319715899895,-0.0004972636110584182,-0.21413151803426445,0.005314995582648407
1761.77116338,4884,835584,952.9843554496765,0.005070211127649422,-0.0004853196386376978,-0.21773578383727,0.00555553076628712
1753.4804141,4900,843776,962.2362370491028,0.03924285330833797,-0.0002737332727288441,-0.2108446296188049,0.039516586581066805
1763.2018902999998,4916,851968,971.4645357131958,0.01183958296921748,0.00015757084599801453,-0.21444288068450987,0.011682012123219464
1535.8899527,4936,860160,980.1468276977539,0.028062494313798238,-0.0013389688679862567,-0.2066649625194259,0.029401463181784493
1445.75366134,4954,868352,989.1576535701752,0.025878833965746507,0.0004315240628991697,-0.1987475998001173,0.025447309902847336
1479.9342763400002,4971,876544,997.8247616291046,0.004197613905904014,-0.00014087475287333627,-0.20088984661269932,0.004338488658777351
1439.35994746,4992,884736,1006.8260538578033,0.011265263135906544,-0.0007018568016650796,-0.2012789623113349,0.011967119937571625
1315.7903828200003,5012,892928,1015.881251335144,0.016326393164770837,-0.00017062445785255166,-0.19507621976081282,0.01649701762262339
1226.11059268,5035,901120,1025.316059589386,0.01823051877211474,0.0010092887191865917,-0.19157934066606686,0.01722123005292815
1299.4218708800001,5055,909312,1034.7030718326569,0.028792630949306265,-0.0015038171005241005,-0.19212290628347545,0.03029644804983036
1304.75562678,5077,917504,1043.8806822299957,0.012084479440582288,7.720893208010057e-05,-0.177501440315973,0.012007270508502189
1446.7722406999999,5093,925696,1052.9839541912079,0.005333991776387676,-0.000291761570770349,-0.17201543115079404,0.005625753347158024
1443.1739777200003,5110,933888,1062.8459227085114,0.018578644887582558,-0.0004755091105215265,-0.17014224238228054,0.019054153998104083
1591.4528038,5128,942080,1072.397686958313,0.0018576444635394485,-0.0009115191242605456,-0.1600880682701245,0.0027691635877999943
1557.19735798,5145,950272,1081.9770584106445,0.025180538962908207,-0.0003834029555180715,-0.15257433839142323,0.02556394191842628
1635.6081340399996,5160,958464,1091.5153419971466,0.01095653704328797,0.00022037924505056948,-0.14487220837036147,0.0107361577982374
1696.1133013600002,5174,966656,1101.2471389770508,0.03300094876804725,0.0008898630656476704,-0.1354163024923764,0.03211108570239958
1743.61752338,5190,974848,1110.6618511676788,0.023828608133801676,-0.00010549842710796328,-0.1165742099750787,0.023934106560909642
1690.1362923599997,5208,983040,1119.9891538619995,0.008360410274823742,0.0004542995379748831,-0.1131566283351276,0.007906110736848859
1668.4855688799998,5223,991232,1129.457700252533,0.011864951370856764,0.000783633564836968,-0.11870455337921157,0.011081317806019796
1689.3176652200002,5239,999424,1139.2430627346039,0.012305178613174622,-0.0009902099498085128,-0.11009302227175795,0.013295388562983134
1647.87789258,5256,1007616,1149.1313693523407,0.0035950430096507204,-0.0006526263046991573,-0.09620174227748066,0.004247669314349878
