ep_rew_mean,total timesteps,total_time,num_episodes,total_loss,policy_gradient_loss,entropy_loss,value_loss
16.54154696,8192,2.7296829223632812,416,,,,
18.1934302,16384,12.88984751701355,763,1.5359520389134949,-0.0040937136490876895,-1.4029242399148643,1.5400457525625826
41.04458906,24576,22.750269174575806,970,0.5620459094128768,-0.008675665646119891,-1.38172088265419,0.5707215750589967
63.23548352000001,32768,32.79216122627258,1123,0.5759941683322589,-0.010024004924630028,-1.3557561819441617,0.586018173256889
77.84889238,40960,42.621997117996216,1268,0.6255283769437716,-0.007414022368970413,-1.328469579294324,0.6329423993127421
78.29969602000001,49152,52.456138610839844,1420,0.5654797874048497,-0.0027249452534918285,-1.307358880713582,0.5682047326583415
76.13072060000002,57344,62.14073634147644,1587,0.364280926888206,-0.0018122604369623953,-1.3004098086617888,0.3660931873251684
84.15594678,65536,72.0025725364685,1726,0.30607307296874076,-0.003364400871339399,-1.2925181238912047,0.3094374738400802
105.67367672000002,73728,81.58845043182373,1834,0.24353028787532952,-0.004046746224629314,-1.2755078135989606,0.24757703409995885
138.30751744,81920,91.95539474487305,1909,0.22823717040793134,-0.0034248054705923424,-1.2576477040536702,0.23166197587852366
186.89985983999998,90112,101.93075704574585,1963,0.198243542405866,-0.0030961434004400665,-1.2431609624065458,0.20133968580630607
212.05217448,98304,111.99781656265259,2004,0.15040883368951938,-0.0036615651302298754,-1.2255445157177747,0.15407039881974924
249.53065430000004,106496,121.9067051410675,2032,0.1508110080168469,-0.0036219130452602908,-1.2010026735253632,0.1544329210621072
374.0661875600001,114688,131.83046340942383,2046,0.1232265346611718,-0.0029243376177867735,-1.1780730702914297,0.12615087227895855
493.4660307799999,122880,141.8899986743927,2056,0.09202386924545365,-0.0012815523264048112,-1.1656867836602032,0.09330542157185846
611.46429912,131072,151.8191797733307,2065,0.07126978361590791,-0.0007712182640078021,-1.1583288163878023,0.07204100187991572
756.1656626199999,139264,161.5736382007599,2074,0.0664342035062702,-0.0015198069570204124,-1.1447699477896094,0.06795401046329061
873.05863872,147456,171.5942497253418,2082,0.06470237338516271,-0.0005535216275431614,-1.1320009235292674,0.06525589501270587
941.8642593,155648,181.55393052101135,2090,0.06347520212289941,-0.0008764765516755212,-1.1312546873465181,0.06435167867457495
988.10422636,163840,191.39400243759155,2098,0.05917447216938974,-0.0003111135070400297,-1.129613433033228,0.05948558567642977
1012.9071594000001,172032,201.6970329284668,2106,0.055565390113800704,-0.0005330454924356027,-1.1291944680735468,0.056098435606236306
1014.78851454,180224,211.803781747818,2115,0.05639479208460655,-0.000717717602824616,-1.1326365733519197,0.05711250968743116
1017.8892051000001,188416,221.6515576839447,2123,0.05618929621602513,-0.0006925328976016068,-1.1314847499132157,0.056881829113626735
1013.18249848,196608,232.05315566062927,2132,0.05791451261432272,-0.000795549253209481,-1.129435764066875,0.05871006186753221
1009.66745382,204800,242.14672565460205,2140,0.06010506527151677,-0.000450007125375012,-1.130449014995247,0.06055507239689177
1005.8974772,212992,252.33686208724976,2148,0.05787761703306675,-0.0005590645363343589,-1.1265356281772256,0.058436681569401114
1010.4345306600001,221184,262.49603605270386,2158,0.059037612637905204,-0.0007634286023293466,-1.1334799475967885,0.059801041240234554
1020.5922557600002,229376,272.7973611354828,2166,0.0728154662865013,-0.0005536503479202078,-1.1405975818634033,0.07336911663442151
