num_episodes,ep_rew_mean,total timesteps,total_time,total_loss,entropy_loss,policy_gradient_loss,value_loss
547,11.42926302,8192,2.69327712059021,,,,
1050,9.813185599999999,16384,12.688928365707397,1.1647271305515068,-1.410263283457607,-0.004933948004002712,1.1696610785555095
1387,32.345767720000005,24576,23.110386848449707,0.7350595439181745,-1.3861342604272067,-0.008784869385129932,0.7438444133033044
1563,75.07469671999998,32768,33.387393951416016,0.777306382310378,-1.364353362750262,-0.00906754827705537,0.7863739305874333
1676,131.36299912,40960,44.04556751251221,0.6764544944493559,-1.3582465610466898,-0.006650041161990461,0.6831045356113463
1772,186.70802016,49152,54.43350291252136,0.4396466912427492,-1.3501901702955366,-0.004486184361805763,0.444132875604555
1871,176.75391825999995,57344,64.5126588344574,0.30453717457688884,-1.3463367773219943,-0.0015215145018929288,0.30605868907878175
1963,198.45754854000003,65536,74.84875583648682,0.26550279325032633,-1.3356277286075056,-0.002085985672473637,0.2675887789228
2055,200.56785499999998,73728,85.12147521972656,0.13583794936435784,-1.3191612432710826,-0.0009498576515771155,0.13678780701593496
2146,199.83544216000007,81920,95.11490559577942,0.10379836223330345,-1.299622620176524,-0.0004154365505907243,0.10421379878389417
2236,209.70340214,90112,105.01945185661316,0.09157112930637132,-1.2872449952177702,-0.0009229911504599661,0.0924941204568313
2324,211.78470408,98304,114.62789392471313,0.08861005539317243,-1.2752559318207204,-0.000617221817202737,0.08922727721037518
2412,215.31303154,106496,124.66242384910583,0.07931513488684902,-1.2575074663385748,-0.001169915290199799,0.08048505017704884
2501,215.6732185,114688,134.4864673614502,0.07346263148794936,-1.2435048406012357,-0.000759521188571276,0.07422215267652063
2587,214.7368469,122880,144.85049438476562,0.08272756093110936,-1.231067674793303,-0.0007799867017617806,0.08350754763287113
2674,218.01789863999994,131072,154.92102694511414,0.06267922818447612,-1.2279644146561624,-0.0006842933152650596,0.06336352149974118
2760,217.09801958,139264,165.11534976959229,0.06559053886935975,-1.2319867979735135,-0.0012432135771134711,0.06683375244647323
2844,220.91063353999994,147456,175.04428696632385,0.05385217689175037,-1.223797859530896,-0.0013579376122565504,0.055210114504006924
2928,229.28271775999997,155648,184.96221232414246,0.0543515946522534,-1.2174166490323841,-0.0019389838981437914,0.05629057855039719
3008,235.97242196,163840,195.24642205238342,0.05115385712762381,-1.2078615077771246,-0.0011158997645774442,0.05226975689220126
3086,247.16191876000002,172032,205.30214738845825,0.05268585054521655,-1.196631505805999,-0.0025875489014341693,0.05527339944665073
3161,272.87821157999997,180224,215.19066071510315,0.0616027617394007,-1.1794051496312021,-0.0022786843830676323,0.06388144612246834
3230,290.57555424000003,188416,225.00237774848938,0.08276028038942379,-1.1694023672491312,-0.0029876846283754983,0.08574796501779929
3297,315.50941066,196608,235.22903060913086,0.09806218466407332,-1.1670222401618957,-0.002503833554450506,0.10056601821852382
3357,344.61476468,204800,245.1723964214325,0.11483822167935079,-1.1615651400759817,-0.0023617736995546557,0.11719999537890544
3420,349.48908212000003,212992,255.5895071029663,0.09695299784681202,-1.1619751915335654,-0.0010301852836061712,0.09798318313041818
3480,355.51560412,221184,265.8768026828766,0.06879965554319391,-1.155542529001832,-0.0016117387924848715,0.07041139433567878
3538,366.08400113999994,229376,275.5225307941437,0.06750866529615074,-1.1466424491256475,-0.0019859610453242067,0.06949462634147494
3596,365.9973168,237568,285.531813621521,0.05366629567233118,-1.1514732315205038,-0.0013637362573781947,0.055030031929709365
3653,385.04880358,245760,295.1794488430023,0.057627802490873035,-1.1528893496841193,-0.0008056458086742686,0.05843344829954731
3709,395.7060780599999,253952,304.9500050544739,0.05493950041806515,-1.1452895982190967,-0.0018239648864737065,0.05676346530453884
