num_episodes,ep_rew_mean,total timesteps,total_time,total_loss,entropy_loss,policy_gradient_loss,value_loss
436,12.704223720000002,8192,2.6944947242736816,,,,
804,19.502575039999996,16384,13.198790550231934,1.1691263293881948,-1.401847589481622,-0.004159573322436582,1.1732859027106315
1057,31.846171360000003,24576,23.686641454696655,0.6443298361603522,-1.3753586863167584,-0.010013079772295676,0.6543429159326479
1218,61.38239016000001,32768,33.68106555938721,0.8333848461581793,-1.3473653862252832,-0.010088173618686545,0.8434730197768658
1386,68.48181421999999,40960,43.42412734031677,1.107699594200227,-1.3112848402000963,-0.007240931810241656,1.1149405260104686
1588,57.15430565999999,49152,53.36344575881958,0.7242230089998738,-1.2853762295097113,-0.002321451631101825,0.7265444606309757
1771,63.54198529999999,57344,63.717119216918945,0.5306320650441161,-1.2712556062266231,-0.003182184306573253,0.5338142493506893
1898,95.79550757999999,65536,74.09784436225891,0.35233931869751745,-1.2564655948430299,-0.004637367278160831,0.3569766859756783
2010,115.06913358,73728,84.05594563484192,0.35374348363716457,-1.2506346007809044,-0.006007862057366158,0.35975134569453077
2078,192.23943821999998,81920,94.46997618675232,0.37137138634174055,-1.2338702322915196,-0.005528339101477328,0.3768997254432179
2132,266.54435536,90112,104.29713821411133,0.2782447222463088,-1.2106964788399637,-0.0036100076552248147,0.2818547299015336
2183,313.03847177999995,98304,114.07021832466125,0.1939761708369904,-1.192828160803765,-0.002267285070106707,0.19624345590709708
2241,301.98496853999995,106496,123.89620971679688,0.1463426605489424,-1.175472398288548,-0.001487600659640273,0.14783026120858267
2311,294.19299431999997,114688,133.84180736541748,0.13768547634656447,-1.154155584704131,-0.002033244034350868,0.13971872038091532
2379,280.36658090000003,122880,143.77717900276184,0.1463522724038963,-1.1307510746642948,-0.0018976695105042524,0.14824994191440055
2453,282.60453486,131072,153.85618495941162,0.13905105188395206,-1.1073371014557778,-0.001937665926298757,0.14098871781025082
2520,308.38690484,139264,163.6054437160492,0.13461684325186624,-1.0788955492898822,-0.0014370767673189111,0.13605392001918518
2586,323.24000187999997,147456,173.73407530784607,0.10071369844521565,-1.061965005658567,-0.0010013457067177423,0.1017150441519334
2652,324.8637754,155648,183.8233926296234,0.08736883921575442,-1.0548084224574268,-0.0006410035244573356,0.08800984274021176
2712,351.30943082,163840,193.99302768707275,0.10535835524872081,-1.0362249861471355,-0.0010079790058415857,0.10636633425456239
2771,350.61516341999993,172032,203.61803245544434,0.09717056556853346,-1.0002170112449675,-0.0015757448045653755,0.09874631037309882
2828,380.7501617,180224,213.59716987609863,0.11254480028011442,-0.9786231624428183,-6.205101370739384e-05,0.11260685129382182
2886,375.20635924000004,188416,223.63038420677185,0.1209323531662793,-0.9647193724755198,-0.0012273847890920731,0.12215973795537138
2940,410.003349,196608,233.6401731967926,0.1007043791763453,-0.9480665605980902,-0.0018367763314427678,0.10254115550778806
2993,430.0761329800001,204800,243.958327293396,0.07557579415541248,-0.9345522846560925,-0.0012502631970333104,0.07682605735244578
3044,439.91388884,212992,254.1416289806366,0.06864478421570575,-0.9208991390652954,-0.001768267016320449,0.0704130512320262
3093,488.18865622000004,221184,264.3768696784973,0.09219049503346968,-0.907585117360577,-0.00023566010302103103,0.0924261551364907
3141,495.99439962,229376,274.4453399181366,0.0574410094114894,-0.8895555502269417,-0.0008844669072248174,0.05832547631871421
3187,516.009181,237568,284.70754408836365,0.05033503714653399,-0.8688660891260952,-0.0006106713419730957,0.05094570848850708
3233,526.17830474,245760,294.5705177783966,0.0478566702002245,-0.8514105692505837,-0.00039102685169561366,0.04824769705192011
3279,538.9980606599999,253952,304.4417288303375,0.04404936246804286,-0.8358403724618256,0.00016806447395796952,0.04388129799408489
3324,537.9995499,262144,314.20104122161865,0.04065496276656466,-0.8093427503015846,-0.0011030625662550118,0.04175802533281967
3367,569.8046837799999,270336,324.4637107849121,0.037947951413231706,-0.7862867473624646,-0.0005939055958816,0.0385418570091133
3411,576.3296763000001,278528,334.476441860199,0.03392581148478829,-0.7671272134874016,0.0004998245491708935,0.0334259869356174
