total_time,num_episodes,total timesteps,ep_rew_mean,entropy_loss,policy_gradient_loss,value_loss,total_loss
0.5136158466339111,20,1024,-133.41059085,,,,
1.430004358291626,40,2048,-130.32996350000002,-1.4075668063014746,0.0008341713281763577,1.7289690440520644,1.7298032153802407
2.2577767372131348,60,3072,-125.26096362000003,-1.384205223992467,-0.0010822245553298547,0.6323801139369607,0.6312978893816308
3.0148427486419678,80,4096,-120.44669608,-1.353705769404769,-0.005042301448151267,0.4465130241587758,0.44147072271062454
3.7934741973876953,100,5120,-112.7032396,-1.3291638158261776,-7.49496595447098e-05,0.36778408708050847,0.3677091374209638
4.635413408279419,120,6144,-107.12136229999999,-1.3018757961690426,-0.004437267918685211,0.3242882080376148,0.31985094011892956
5.496108293533325,140,7168,-104.52688478,-1.271755263209343,-0.0009212089367841979,0.28789739892818034,0.2869761899913962
6.329763650894165,160,8192,-102.61343338000002,-1.2515882309526205,-0.004406809074798336,0.30685309204272926,0.3024462829679309
7.170735120773315,184,9216,-100.17486676,-1.2228869423270226,-0.0035227276159137087,0.33454658929258585,0.33102386167667214
7.9972991943359375,204,10240,-98.67149507999999,-1.1960678100585938,-0.0032692749258408644,0.31452774489298463,0.3112584699671438
8.865421772003174,224,11264,-95.21773876000002,-1.166097741574049,-0.002762510874658239,0.2605397249571979,0.2577772140825397
9.69872236251831,244,12288,-92.50525518000002,-1.127389807254076,-0.0013341627773937198,0.34205600479617715,0.3407218420187834
10.60296630859375,264,13312,-92.16322405999999,-1.0977150462567806,-0.0022906302764246853,0.23573979712091386,0.2334491668444892
11.440714597702026,284,14336,-91.76374884,-1.071453982964158,-6.407597345703907e-05,0.17846520349849015,0.17840112752503312
12.23923659324646,304,15360,-86.14302068000002,-1.048034928739071,-0.005169159356774442,0.19211191672366112,0.1869427573668867
13.078022956848145,324,16384,-83.71563806,-1.022801311686635,-0.00020284293281339104,0.22381524415686727,0.22361240122405387
13.948363780975342,348,17408,-78.73383404,-0.9975387211889029,-0.004521776982834125,0.15702692605555058,0.15250514907271645
14.799280166625977,368,18432,-76.0576604,-0.9664359400048852,-0.004536328024871817,0.16983259294647723,0.16529626492160543
15.616469383239746,388,19456,-72.07515504,-0.9321197159588337,5.823370492292351e-05,0.21732629247708246,0.21738452618200538
16.465397357940674,408,20480,-69.11102422,-0.9112845249474049,0.0041161042229354555,0.24824083864223212,0.2523569428651676
17.26856565475464,428,21504,-70.87293712,-0.9012139849364758,-0.0013730176638658636,0.16605032177176327,0.16467730410789738
18.081531286239624,448,22528,-69.02929569999999,-0.8804172016680241,-0.003940949598631033,0.11626629665261135,0.11232534705398031
18.880215406417847,468,23552,-65.97325892,-0.8481748132035136,-0.004037230403505595,0.11687415541382506,0.11283692501031947
19.748546600341797,488,24576,-63.40131952000001,-0.8248645151033998,0.0011014992690641097,0.12048689281800762,0.12158839208707173
20.57719397544861,512,25600,-60.158014640000005,-0.8117139041423798,-0.0003650101384808722,0.13492575462441891,0.13456074448593805
21.37938141822815,532,26624,-56.92107352,-0.7878211084753275,0.0011097088206508702,0.12944117450388148,0.13055088332453235
22.213790893554688,552,27648,-55.36242117999999,-0.7643297193571925,0.0009756917665963462,0.1208778532454744,0.12185354501207074
22.996196746826172,572,28672,-54.55198906,-0.7484459839761257,-0.0025175388702798574,0.08062950806925073,0.07811196919897087
23.845089435577393,592,29696,-53.90395382,-0.7334213806316257,0.0009027230977977636,0.07332736275566276,0.07423008585346053
24.643770933151245,612,30720,-52.53465502,-0.7177505409345031,0.004303969003653671,0.07293638293049298,0.07724035193414665
25.435856103897095,632,31744,-51.51336064000001,-0.7000558124855161,0.005398467350098654,0.06729628858738579,0.07269475593748444
26.245017528533936,652,32768,-49.82845820000001,-0.6790253641083837,9.834397602396768e-05,0.06613784277578816,0.06623618675181213
27.128273963928223,672,33792,-47.78760758000001,-0.651100548915565,0.0006514919882739374,0.06614025318413042,0.06679174517240435
27.98715853691101,696,34816,-45.5890416,-0.6208254033699632,0.0001272470230812325,0.06896055903052911,0.06908780605361034
28.80901575088501,716,35840,-43.72566212000001,-0.5881193475797772,0.0006627325737153932,0.06318389077205211,0.0638466233457675
29.678062438964844,736,36864,-43.501480980000004,-0.5693259229883552,-0.0010212007625062375,0.05105440337501932,0.05003320261251308
30.495463609695435,756,37888,-43.19412455999999,-0.5609279107302427,0.0036604228830397845,0.05569598011788912,0.05935640300092891
31.313520193099976,776,38912,-43.17947954,-0.5498762065544724,-0.0005032385492643989,0.047295168187702075,0.046791929638437674
32.157458543777466,796,39936,-43.260014600000005,-0.5296929990872741,-0.0002488254470035705,0.04633445339277387,0.0460856279457703
33.01042675971985,816,40960,-41.55266984000001,-0.5050537274219096,0.0006279324771311001,0.04860956943593919,0.049237501913070296
33.84367108345032,836,41984,-40.21210518,-0.4845279869623482,-0.00034195149130590444,0.04496085269784089,0.044618901206534986
34.75728917121887,860,43008,-40.0429928,-0.4682001732289791,2.7142547893653642e-05,0.048172807204537094,0.04819994975243075
35.65371084213257,880,44032,-39.51543655999999,-0.4534799135290086,0.0023983691197015386,0.04548601141141262,0.04788438053111416
36.47471523284912,900,45056,-37.237683260000004,-0.42769924830645323,-0.0005285029955392475,0.038887247326783836,0.03835874433124459
37.296710729599,920,46080,-35.9378918,-0.4077270468696952,0.0012811673071539402,0.04066101121134125,0.04194217851849519
38.14221000671387,940,47104,-35.812591420000004,-0.3940787254832685,0.003113375243247833,0.038222046568989754,0.041335421812237594
