ep_rew_mean,total timesteps,total_time,num_episodes,entropy_loss,policy_gradient_loss,value_loss,total_loss
-10.596955000000001,8192,2.121259927749634,8,,,,
-9.645268000000002,16384,12.267507314682007,16,-1.4103321498259902,-0.003125627174986994,0.8276095965877175,0.8244839694127304
-9.38176875,24576,20.965094089508057,24,-1.3933343620039522,-0.008273669774115273,0.27774476234335455,0.2694710925692393
-6.26108746875,32768,29.9218430519104,32,-1.381998894829303,-0.007089647134343738,0.1366774067922961,0.12958775965795236
-7.553100925000001,40960,39.02009558677673,40,-1.3739564165472984,-0.0060274839628218415,0.06984839315555291,0.06382090919273106
-5.967151874999999,49152,48.43874263763428,48,-1.361731846537441,-0.003866436804977921,0.07732231628615409,0.07345587948117617
-1.9945065200000005,57344,57.878085136413574,56,-1.3483685618266463,-0.005292251926850559,0.07780868525151163,0.07251643332466108
5.365300199999999,65536,67.07220482826233,64,-1.3281719167716801,-0.0057009920098040736,0.09320400355209131,0.08750301154228723
13.297921919999999,73728,77.08203721046448,72,-1.3049166546203197,-0.004886912450201102,0.08512542351381854,0.08023851106361743
22.444743480000003,81920,86.37177991867065,80,-1.2801810203120112,-0.005264745356464557,0.06649644828867167,0.06123170293220712
35.129737180000006,90112,96.12739086151123,88,-1.2587973077781498,-0.002963092352395978,0.06896419546683319,0.06600110311443722
49.13539819999999,98304,105.7696123123169,96,-1.2244227194227277,-0.002842004698122151,0.07730492017581128,0.07446291547768912
62.924373720000006,106496,115.99924349784851,104,-1.1907366136088968,-0.0032526281638217995,0.08959238173119957,0.08633975356737777
75.74609558,114688,125.76641988754272,112,-1.1712658673524856,-0.005324638093152133,0.07902538644557353,0.0737007483524214
90.64238692,122880,135.69620823860168,120,-1.1531513099558652,-0.0032364596408589025,0.08548930037359241,0.0822528407327335
104.9133124,131072,145.25738286972046,128,-1.1319482310675084,-0.0011051208563463396,0.1313319500623038,0.13022682920595746
118.81043684000001,139264,155.0620367527008,136,-1.1049419950693846,-0.0014034752105469444,0.19780492537829558,0.19640145016774863
131.71157456,147456,164.7490577697754,144,-1.0926714392378927,-0.002488102207289547,0.1720233688072767,0.16953526659998713
145.23237692,155648,174.5571539402008,152,-1.0749534709379076,-0.002946958645265248,0.20637460679863578,0.20342764815337055
159.14405138,163840,184.50437021255493,160,-1.0468894145451486,-0.0029755090274454703,0.23599134928663262,0.2330158402591871
178.01703201999996,172032,194.6052646636963,172,-1.019707911182195,-0.0009458279826711474,0.28111820047488434,0.2801723724922132
189.68022504,180224,204.55449295043945,180,-0.9900851466692984,-0.00035172618720344514,0.42218185688834636,0.421830130701143
202.30014645999995,188416,214.56827473640442,188,-0.9669485057238489,-0.0005874276509390367,0.335681530542206,0.33509410289126695
214.07667777999998,196608,224.52206015586853,196,-0.9388485224917531,-0.0012376797036733776,0.4048104166286066,0.4035727369249333
223.83162802000004,204800,234.43516182899475,204,-0.9078952577896416,-0.000335017852370158,0.4956263490370475,0.4952913311846773
230.61628545999997,212992,244.37918543815613,212,-0.8818664071615785,0.0008459871636414152,0.5393672430654988,0.5402132302291403
238.63404641999998,221184,254.5262885093689,220,-0.8687350039836019,0.00022392476663405967,0.5870900796289789,0.5873140043956129
244.7504489,229376,264.66563844680786,228,-0.8579853849951178,-4.5528329803442994e-05,0.6462111605040264,0.6461656321742228
247.92642088000005,237568,274.82976722717285,236,-0.843562618503347,0.0001752099004278244,0.6535342472430784,0.6537094571435063
250.68335966000004,245760,284.5464780330658,244,-0.836824455903843,0.0008144192244896698,0.6841914590797387,0.6850058783042284
252.99488972,253952,294.98965287208557,252,-0.8196648308075964,-0.0007808028496028858,0.6811560410904349,0.6803752382408319
