total_time,ep_rew_mean,num_episodes,total timesteps,value_loss,total_loss,policy_gradient_loss,entropy_loss
2.617570638656616,38.77067525,8,8192,,,,
14.284946203231812,55.464671249999995,16,16384,0.6997046464588493,0.6981390712812685,-0.0015655751775807774,-1.4148098951205612
26.766223669052124,69.6799695,24,24576,0.3603030459256843,0.35456090980605837,-0.00574213611962589,-1.4184838357381522
39.84995746612549,76.93508415625,32,32768,0.2826493870932609,0.27349757546633713,-0.00915181162692379,-1.4152475627139212
51.49967360496521,79.36058622499999,40,40960,0.07556218527897726,0.06966417453478854,-0.005898010744188722,-1.3846945270895958
62.12148427963257,78.99833347916666,48,49152,0.03596691922066384,0.029351939969626078,-0.00661497925103776,-1.3513293784111737
73.9295563697815,84.15383653999999,56,57344,0.020216379493649583,0.013686187608449132,-0.0065301918852004506,-1.3391474245116115
85.82601976394653,84.05788806000001,64,65536,0.017836159598300583,0.010275831203050792,-0.007560328395249791,-1.3202041327953338
96.38208866119385,78.87901388,72,73728,0.011367449210592896,0.004231578704359968,-0.007135870506232928,-1.2728001327253877
107.84157514572144,71.52539629999998,80,81920,0.009730408891482512,0.005660088245558594,-0.004070320645923917,-1.232157292123884
119.90800905227661,64.27732271999999,88,90112,0.00929319470064911,0.005854419023221929,-0.0034387756774271806,-1.1855797201395035
131.0580666065216,59.23133716,96,98304,0.008769751524823732,0.007082725085131136,-0.0016870264396925954,-1.1567303486168385
141.7698085308075,53.384710219999995,104,106496,0.009045877836183536,0.006837029619139269,-0.0022088482170442665,-1.1406428788788616
153.29530358314514,49.658467,112,114688,0.009850528851552553,0.007767577109368526,-0.0020829517421840273,-1.1153685154393316
165.44139194488525,47.46373646000001,120,122880,0.010125789663879914,0.009088132014875358,-0.0010376576490045552,-1.0885866900905967
176.6549904346466,46.13438176,128,131072,0.010892330140200102,0.010014391218380408,-0.0008779389218196938,-1.0641139740124346
187.29557824134827,45.6920443,136,139264,0.011336480986688002,0.011293554249061128,-4.2926737626873456e-05,-1.052617844566703
198.92931365966797,45.42346897999999,144,147456,0.019197957808137288,0.018159531743558006,-0.001038426064579283,-1.0416879504919052
211.7351894378662,45.467789380000006,152,155648,0.01610662849363962,0.014024133713262476,-0.002082494780377145,-1.037311138678342
222.75771021842957,45.53474608,160,163840,0.013600002391785892,0.011303208555503638,-0.002296793836282255,-1.0103072711266576
236.78126525878906,46.30551264,172,172032,0.013952835823351962,0.011158385878944322,-0.00279444994440764,-0.98588309539482
249.09667038917542,46.232721219999995,180,180224,0.019715068455138863,0.018700257969949664,-0.0010148104851891977,-0.9633826401084662
261.60018014907837,46.787606679999996,188,188416,0.015298730104086644,0.014953566720953665,-0.00034516338313297955,-0.9520916785579174
273.1699457168579,47.177520699999995,196,196608,0.014418906357923334,0.013686109443302003,-0.0007327969146213317,-0.9263521458022297
285.1130259037018,47.5298331,204,204800,0.014166304022705845,0.013108383891605097,-0.00105792013110075,-0.8904562564101071
297.8936696052551,47.821322179999996,212,212992,0.013777600122068634,0.0129233572188866,-0.0008542429031820314,-0.8786462149582803
310.65873527526855,48.24966318,220,221184,0.017020823410882714,0.015974798784850152,-0.0010460246260325563,-0.8560672854073346
322.6287941932678,49.27047517999999,228,229376,0.014764731261107045,0.014512463629505507,-0.0002522676316015392,-0.8180149518419058
333.9727690219879,49.51548546,236,237568,0.014957117213907623,0.014628353915833048,-0.0003287632980745736,-0.8044011408463121
346.31706404685974,49.675067340000005,244,245760,0.01494128783351698,0.013711863071765171,-0.0012294247617518103,-0.7789141640067101
358.8950774669647,49.54919638000001,252,253952,0.015266791315769978,0.014985990288558858,-0.00028080102721112215,-0.7667492067441344
371.40214562416077,49.528536020000004,260,262144,0.01507511775078001,0.014201851436943391,-0.0008732663138366198,-0.7440890779718756
385.3076927661896,49.43608983999999,268,270336,0.01533502851045796,0.013760353723022612,-0.001574674787435349,-0.7442186633590608
397.72785544395447,49.178879699999996,276,278528,0.01572258004833884,0.015152297833404682,-0.0005702822149341614,-0.7238702798262239
410.281702041626,48.92417844,284,286720,0.015690320259051305,0.01536083737202063,-0.00032948288703067285,-0.720913767395541
421.85532689094543,49.42010492,292,294912,0.014672557447909185,0.013598173209151018,-0.0010743842387581667,-0.7089080594945699
431.8099410533905,49.22883390000001,300,303104,0.015634517935620807,0.01554595993544824,-8.855800017256539e-05,-0.6901723808143287
442.9297351837158,49.32143106,308,311296,0.015396409982656678,0.014719560815159799,-0.0006768491674968779,-0.6615975126158447
454.30841088294983,49.32953302,316,319488,0.01654692820025048,0.016065454880309516,-0.00048147331994096066,-0.6457337451633066
465.32365894317627,49.34666668,324,327680,0.01653966895206622,0.01528897091325943,-0.0012506980388067913,-0.6284673824906349
475.8418536186218,49.515627519999995,332,335872,0.016205613100578376,0.016358726096040083,0.000153112995461706,-0.6051570669747889
487.5252034664154,49.54406634000001,344,344064,0.016475238845657714,0.016523889786148178,4.865094049046354e-05,-0.6054903425276279
498.26804971694946,49.29634336,352,352256,0.024231792647537987,0.02510654197459471,0.0008747493270567208,-0.6212324552703649
508.8226988315582,49.474194400000016,360,360448,0.01626833209037386,0.016348719615774138,8.038752540027502e-05,-0.6211884463671595
520.3684523105621,49.72609706,368,368640,0.015908279256103698,0.01549951238709597,-0.00040876686900772567,-0.6143337135203183
531.0896294116974,49.9001504,376,376832,0.016591989825269594,0.014126043176243597,-0.002465946649025997,-0.6132819729391485
541.5316455364227,49.73578106,384,385024,0.016041758000892515,0.015953964042330748,-8.779395856176728e-05,-0.6048752150963992
552.8616523742676,49.88940738,392,393216,0.01594464568032663,0.014418972134561104,-0.0015256735457655286,-0.5914514698088169
564.0303366184235,50.8941958,400,401408,0.015429407442081811,0.01429743175496442,-0.0011319756871173894,-0.5882179619278759
574.0965821743011,52.140081280000004,408,409600,0.015827340808232292,0.017026722644975047,0.0011993818367427508,-0.5859441876411438
585.3323304653168,53.09242230000001,416,417792,0.015553367269535556,0.016178468503966238,0.0006251012344306794,-0.5809786443132907
596.47332239151,53.93178938,424,425984,0.01590279121714957,0.01693838405617335,0.0010355928390237792,-0.5603755397256464
606.3387651443481,55.22125757999999,432,434176,0.015704828441789685,0.015331251018149809,-0.00037357742363987816,-0.540554012870416
617.7979464530945,56.10313618000001,440,442368,0.016318173785930413,0.01556724283401198,-0.0007509309519184334,-0.5454992591403425
629.8727335929871,57.309903240000004,448,450560,0.015602071150124176,0.015130223942029892,-0.0004718472080942836,-0.5336691999342292
640.1087968349457,57.648546339999996,456,458752,0.0162993208967805,0.015919776825218057,-0.00037954407156244195,-0.5033503610407933
650.5709326267242,58.48031664,464,466944,0.016373505039985047,0.016801985102249693,0.0004284800622646431,-0.4933429748984054
661.8858115673065,59.153462299999994,472,475136,0.015612003733576785,0.016042110096580898,0.0004301063630041139,-0.48174077647272495
671.9363815784454,59.20440766000001,480,483328,0.016546335042983175,0.016290297247038905,-0.0002560377959442693,-0.4790313926292583
682.8843901157379,59.795765259999996,488,491520,0.016536799386597068,0.016719153880402137,0.00018235449380506994,-0.4594901060918346
694.5403070449829,60.57712466,496,499712,0.01624610578010106,0.01537469251491902,-0.0008714132651820413,-0.44349705132190137
704.7246615886688,61.633083799999994,504,507904,0.01685418436773034,0.0169557438944076,0.00010155952667725835,-0.42469689934514465
715.1329329013824,62.82698474,516,516096,0.017053799850714313,0.014450305988403547,-0.0026034938623107655,-0.41035022493451834
726.8363544940948,65.16824372,524,524288,0.025713556786854497,0.02544152378072444,-0.0002720330061300604,-0.38739573343191297
736.8423364162445,67.77366459999999,532,532480,0.017142834054857302,0.01656010370047687,-0.000582730354380432,-0.37625787903089075
747.3607928752899,70.7090965,540,540672,0.017082769572698452,0.017309306122475367,0.000226536549776913,-0.36206469479948283
758.9143171310425,73.85305316,548,548864,0.01674500752910717,0.017040979833529934,0.0002959723044227645,-0.35434276240412144
769.6248230934143,76.9099001,556,557056,0.017295340671830674,0.01887284806415625,0.0015775073923255795,-0.3305529151111841
780.1098341941833,80.47867762,564,565248,0.01771457553622895,0.018664376187681228,0.0009498006514522771,-0.2981152911670506
791.733645439148,83.20504465999998,572,573440,0.01701763006303736,0.018474068255673173,0.0014564381926358146,-0.2976462512742728
803.000226020813,86.00401407999999,580,581632,0.017871626598525835,0.017367536315145402,-0.0005040902833804354,-0.2854509473778307
813.0692093372345,89.13969499999999,588,589824,0.0185895985193838,0.022974565984450235,0.004384967465066436,-0.2688048747368157
824.7881207466125,92.39019035999999,596,598016,0.019513394722071097,0.0203807630450246,0.0008673683229534979,-0.23128427118062972
836.0282075405121,95.33630914,604,606208,0.017860804461861335,0.020346593753062477,0.002485789291201142,-0.20247530471533537
845.9447824954987,98.08038688,612,614400,0.019596687404964543,0.024263716730791838,0.004667029325827297,-0.17212195126339794
856.9663157463074,100.8789795,620,622592,0.019879205677580104,0.022813419348850922,0.0029342136712708204,-0.16358452513813973
868.6416299343109,103.44486968000001,628,630784,0.02010070384644678,0.02306931617399866,0.0029686123275518813,-0.12977603650651873
878.3127460479736,104.92643034000001,636,638976,0.020252439810019496,0.023089711112846214,0.0028372713028267196,-0.11194836236536503
889.4715449810028,105.69324924,644,647168,0.01931605170586863,0.02141848909683986,0.0021024373909712276,-0.08824710189364851
900.4708631038666,105.98925598,652,655360,0.02019057629556755,0.022449056405343705,0.0022584801097761537,-0.0707233911845833
910.6845669746399,107.31632184,660,663552,0.024654781504295897,0.032920129567918885,0.008265348063622991,-0.07713263812474906
921.906058549881,108.81831718,668,671744,0.0845980005193269,0.08441629200836129,-0.00018170851096559887,-0.04387380592525005
932.8096368312836,109.91248204,676,679936,0.01958927693131045,0.02405435706197952,0.004465080130669068,-0.021790965227410197
942.6320478916168,111.79105498000001,688,688128,0.019828148654983124,0.022820081315518187,0.0029919326605350642,0.0006531128194183112
953.8187139034271,112.53689107999999,696,696320,0.03129542923047666,0.03735965715889223,0.006064227928415574,0.016022354643791915
965.3633995056152,113.46082464,704,704512,0.02252612964070977,0.024702338869982257,0.0021762092292724874,0.023433921160176396
975.1609683036804,112.82064428,712,712704,0.020835591241620932,0.025812128373975014,0.004976537132354078,0.05311370831914246
986.008378982544,113.2146733,720,720896,0.020605596842278827,0.02447372706184461,0.003868130219565781,0.06974394633434713
997.2889704704285,113.01352219999998,728,729088,0.02125228096247156,0.025078790260307966,0.0038265092978364045,0.07380028096958995
1007.8473818302155,112.52842228,736,737280,0.02300766654520885,0.03058926896327664,0.007581602418067787,0.07007107944227756
1018.179349899292,111.47170046000001,744,745472,0.0212140890075716,0.025943000069493526,0.004728911061921924,0.05595325790345669
