ep_rew_mean,total timesteps,total_time,num_episodes,entropy_loss,policy_gradient_loss,value_loss,total_loss
-24.26438075,8192,2.3619956970214844,8,,,,
-24.610048687499997,16384,13.301277875900269,16,-1.4270338895730674,-0.00201188832300268,0.7439492249861359,0.7419373366631333
-21.611610916666667,24576,27.003010749816895,24,-1.4296896322630346,-0.004778129262517153,0.7009985420736484,0.6962204128111312
-19.22500778125,32768,39.98314714431763,32,-1.4339980652555824,-0.002714814292115771,0.22831534071010537,0.22560052641798958
-18.504381175,40960,50.48976993560791,40,-1.4285218097269534,-0.005409702303358186,0.20320251539233142,0.19779281308897323
-16.281962354166666,49152,61.655542850494385,48,-1.4286031696014105,-0.0019308393164427923,0.10374871854728554,0.10181787923084273
-12.200354279999999,57344,74.4334487915039,56,-1.4222060810774564,-0.003305290423036146,0.10528309562796494,0.1019778052049288
-5.30881352,65536,86.76737546920776,64,-1.434482610784471,-0.004157504893855757,0.1606452586915111,0.15648775379765537
3.0784437199999997,73728,97.54013347625732,72,-1.4380487422458827,-0.003941635222298184,0.20215236596704927,0.19821073074475107
11.4947615,81920,108.47388887405396,80,-1.4359380072914063,-0.0037767401815362615,0.17690017949935283,0.17312343931781657
19.999220320000003,90112,121.03389358520508,88,-1.4259342805482447,-0.001149640993691569,0.2911980319506256,0.290048390956934
26.712553059999994,98304,134.08425903320312,96,-1.40980054019019,-0.0009212754605674222,0.3127082427614368,0.3117869673008694
30.98667958,106496,145.88319396972656,104,-1.4052843400277197,-0.0017234503024756453,0.27646071967901664,0.27473726937654097
35.17529764,114688,156.66348505020142,112,-1.3962026241235435,-0.0017460148406463157,0.15452537024393678,0.15277935540329046
36.37132466,122880,168.16617798805237,120,-1.3737973952665925,-0.0016888428419454117,0.12295688250742387,0.12126803966547846
36.8156155,131072,180.71430349349976,128,-1.3560829801484942,-0.0008257997637222588,0.10575051654304843,0.10492471677932617
39.355372360000004,139264,193.991516828537,136,-1.3310052148997784,-0.0025957133477641707,0.08084365383547265,0.07824794048770849
42.00127611999999,147456,205.03622674942017,144,-1.312891165073961,-0.0021100513410940965,0.06374886945523031,0.061638818114136205
46.285869059999996,155648,215.3890085220337,152,-1.2918347635306417,-0.0026940216078048516,0.050934689039058866,0.04824066743125401
51.76998574,163840,226.21787643432617,160,-1.2716896797530353,-0.002305794403827793,0.05048422840336571,0.04817843399953792
61.687713839999994,172032,239.1273169517517,172,-1.2488120663911104,-0.0021038785164342448,0.04234828730659501,0.040244408790160766
67.2711036,180224,252.06162190437317,180,-1.2242040260694922,-0.0013525975023315501,0.0642626115703024,0.06291001406797085
72.97182199999999,188416,262.54379987716675,188,-1.2033181715756656,-0.003329376722770874,0.04762823600140109,0.04429885927863022
80.50972433999999,196608,273.37151074409485,196,-1.186383476294577,-0.0014946492255891945,0.07082681651736493,0.06933216729177574
87.09427962000001,204800,285.861777305603,204,-1.1616392010822891,-0.001789696634457677,0.04541307078980026,0.04362337415534258
92.03593637999998,212992,299.485693693161,212,-1.1393366929143667,-0.0011227561053355141,0.06177529053984472,0.06065253443450921
98.04520657999997,221184,309.8510670661926,220,-1.1146960189566015,-0.0011038373894587561,0.08353468323330163,0.08243084584384286
103.82424719999999,229376,320.6101505756378,228,-1.0840348026715219,-0.0016571338308466747,0.04436264094420039,0.04270550711335372
109.41974968000001,237568,331.42122888565063,236,-1.059360674675554,-0.0009763569626077071,0.08839329487200302,0.08741693790939531
113.46769924,245760,345.5674674510956,244,-1.0536959760822355,-0.0004800074382634642,0.09508594213621109,0.09460593469794762
116.40491772,253952,358.16674041748047,252,-1.0379026640206575,8.990043284775483e-05,0.07844861750090786,0.07853851793375562
120.82299678,262144,368.7229633331299,260,-1.0242542310617864,0.0008748884206799239,0.18364870496079674,0.18452359338147667
123.60204208,270336,379.3104000091553,268,-1.0098006115294993,-4.596344391058472e-05,0.1338508021883172,0.13380483874440657
