ep_rew_mean,total timesteps,total_time,num_episodes,entropy_loss,policy_gradient_loss,value_loss,total_loss
6.311560875,8192,2.4395596981048584,8,,,,
12.3535196875,16384,13.960979461669922,16,-1.4170584915205837,-0.004642046545019828,0.6773618421051651,0.6727197955601454
15.258612291666665,24576,24.540328979492188,24,-1.40171273117885,-0.003990290605314609,0.15341190645995084,0.14942161585463623
15.78121115625,32768,35.3776319026947,32,-1.375148514006287,-0.004351453027644033,0.16082653633347946,0.15647508330583543
17.196698250000004,40960,48.688740253448486,40,-1.3431037317030132,-0.00314571707192814,0.1510750749206636,0.14792935784873545
18.036424520833336,49152,61.06079125404358,48,-1.3285074933432042,-0.00311219260989846,0.1297084851699765,0.12659629256007804
19.78542942,57344,72.14260983467102,56,-1.2963293413631618,-0.0032733539679722506,0.10317958406776598,0.09990623009979371
21.902220879999994,65536,82.88290357589722,64,-1.2660360012203455,-0.0021346121961257378,0.0811548739889986,0.07902026179287285
20.87033152,73728,93.64557123184204,72,-1.2445881149731577,-0.0013930537351805035,0.06359468611626654,0.062201632381086024
20.21228106,81920,106.0863938331604,80,-1.2360728784464299,-0.0010242522889860864,0.2291582454708987,0.22813399318191258
16.483356820000004,90112,121.33128309249878,88,-1.2429061676375568,-0.002989541946564783,0.15358155445719604,0.15059201251063126
14.39071812,98304,133.84926772117615,96,-1.2520860982127489,-0.003178913991971146,0.25562424671370537,0.25244533272173425
10.2881582,106496,144.20995330810547,104,-1.2490610336884855,-0.003522902662407383,0.34886667829705403,0.34534377563464663
4.7787936,114688,154.7605140209198,112,-1.2432443375699223,-0.0018112223291545542,0.7578009528457187,0.7559897305165642
3.2587512599999995,122880,167.2124321460724,120,-1.247477061394602,-0.0025732624083407785,0.33225793222663924,0.32968466981829847
3.1288241,131072,180.58663272857666,128,-1.2579636653885244,-0.0022009139691229573,0.2327120947680669,0.23051118079894395
5.796537460000001,139264,192.3009798526764,136,-1.2523080347105862,-0.0025089300153998025,0.1703918509403593,0.1678829209249595
8.734130819999999,147456,203.26089549064636,144,-1.2409225657582283,-0.0032124833545155254,0.07288456446403871,0.06967208110952319
18.608638919999997,155648,214.80573892593384,152,-1.2298220195807517,-0.0037141733561370295,0.10555414462141925,0.10183997126528221
30.211634780000004,163840,228.1565499305725,160,-1.2015440123155714,-0.002941663957304699,0.11024058197508566,0.10729891801778098
35.431490759999996,172032,239.68691778182983,172,-1.1819828676991164,-0.0016372382425436684,0.4382890166249126,0.43665177838236896
33.998004259999995,180224,250.89937543869019,180,-1.1710130770690739,-0.0008671191847011075,1.0381866531330162,1.037319533948315
33.6960461,188416,263.00573110580444,188,-1.158458008058369,-0.0008883089245748096,0.5775972115865443,0.5767089026619695
31.58742094,196608,273.85960483551025,196,-1.1553357782773674,-0.0001035617123405171,0.39215005125734026,0.39204648954499977
22.990646539999997,204800,285.31831336021423,204,-1.1680760545656086,-0.0012251095991321725,0.2976336403924506,0.2964085307933184
17.12351178,212992,299.16158533096313,212,-1.163374590408057,-0.0001376393526708348,0.318659059406491,0.3185214200538201
14.55186776,221184,310.76072788238525,220,-1.1466922452673316,-0.000395936912731296,0.22577554141826112,0.22537960450552985
13.886582460000001,229376,321.3717122077942,228,-1.144733532425016,0.00023495129922015994,0.27981598441765526,0.2800509357168754
13.397888499999999,237568,332.241836309433,236,-1.1507385069504381,-0.0007665362280500336,0.24347531957828322,0.24270878335023321
11.92466854,245760,343.9464454650879,244,-1.1656224139034748,-0.00020455608568591783,0.24695252851306576,0.24674797242737984
13.35169318,253952,357.4750940799713,252,-1.1640708793886005,-0.0008815996604506663,0.23297849597292952,0.23209689631247885
18.15530916,262144,368.981812953949,260,-1.1551604907028377,-0.00020241488187325426,0.2739397952602303,0.27373738037835704
23.81387024,270336,379.5795753002167,268,-1.1526970712468028,-0.0009341264359740423,0.25742494122387144,0.25649081478789737
29.276025060000002,278528,392.1370267868042,276,-1.1423923245631158,-0.0010159027742427666,0.3608329391405277,0.359817036366285
39.26725202,286720,403.75587940216064,284,-1.1497168575413526,-0.0005982960256507517,0.2796630049910164,0.2790647089653656
47.20623730000001,294912,416.61502051353455,292,-1.155429177172482,-0.0011737483142918513,0.2951478085160488,0.293974060201757
60.97793270000001,303104,427.40678310394287,300,-1.1537297703325748,-0.001531880932409919,0.37299716918059855,0.3714652882481887
71.8893606,311296,438.4991228580475,308,-1.134731565322727,-0.0016745497575337159,0.28272341856063576,0.2810488688031021
84.24802798,319488,450.4395213127136,316,-1.1053121383301914,-0.000836255847944195,0.34776783729321326,0.34693158144526903
96.95875514,327680,463.4034595489502,324,-1.1121971534565092,-0.0010976540903547371,0.3326014708407456,0.33150381675039087
106.83281762,335872,474.8807623386383,332,-1.105794317368418,-0.0012109459712617932,0.3326134602815728,0.331402514310311
124.92753434000002,344064,485.6831696033478,344,-1.0885314557701349,-0.0006008113438657288,0.37049719558126526,0.36989638423739957
129.90979896000002,352256,497.05483651161194,352,-1.094118333607912,-0.0007860005332264577,0.5481389693202801,0.5473529687870535
134.21043414,360448,511.01864743232727,360,-1.0803328665904701,-0.0018526625224572428,0.41916164050780935,0.41730897798535216
137.05365522,368640,522.1441066265106,368,-1.0675860717892647,-0.00047711147270144624,0.4320023515421781,0.4315252400694766
139.15613056,376832,533.0904955863953,376,-1.0550479780882598,-0.00019151407207919645,0.41573002602963244,0.41553851195755326
140.52493166,385024,545.1220076084137,384,-1.0427709160372616,3.2759956098098576e-05,0.39881483794015365,0.39884759789625174
