n_koeff,novelty,total_time,reward,iteration
0.0,nan,5.622734308242798,5.0,1
0.0,0.5258425476146608,5.764174938201904,5.0,2
0.0,0.5715945315806576,5.915833950042725,5.0,3
0.0,0.1560887810186757,6.055127382278442,5.0,4
0.0,0.5742544387778865,6.158185720443726,5.0,5
0.05,0.620121447967136,6.2387354373931885,5.0,6
0.05,0.4262925905022089,6.323367357254028,5.0,7
0.05,0.3964834814237035,6.423611640930176,5.0,8
0.05,0.42872090485955794,6.5395119190216064,5.0,9
0.05,0.3842047716102962,6.671020746231079,5.0,10
0.0,0.6750525688672346,7.0251781940460205,95.45454545454545,11
0.0,0.7170991325699051,7.828340291976929,170.83333333333334,12
0.0,0.7015210749682195,8.712887525558472,234.6153846153846,13
0.0,0.3022262769837256,9.64195203781128,289.2857142857143,14
0.0,0.3226510223339095,10.469355821609497,336.6666666666667,15
0.0,0.23890430071491073,11.491061687469482,378.125,16
0.0,0.2978725361738831,12.39013957977295,414.70588235294116,17
0.0,0.5963303355595038,13.217158794403076,447.22222222222223,18
0.0,0.4290273365410907,14.05296802520752,476.3157894736842,19
0.0,0.2628898208930761,14.90228533744812,502.5,20
0.0,0.23363344156225974,15.607458114624023,526.1904761904761,21
0.0,0.575981439761447,16.595280170440674,547.7272727272727,22
0.0,0.2237154843672071,17.585108995437622,567.3913043478261,23
0.0,0.606246308801176,18.53376579284668,585.4166666666666,24
0.0,0.2359340450570326,19.411600351333618,602.0,25
0.0,0.3643917368164816,20.399067640304565,617.3076923076923,26
0.0,0.5997184675343208,21.54856014251709,631.4814814814815,27
0.0,0.6109577394925643,22.68746304512024,644.6428571428571,28
0.0,0.5840503169471485,23.679003953933716,656.8965517241379,29
0.0,0.27964861656777984,25.04723024368286,668.3333333333334,30
0.0,0.6118532462406089,26.17713975906372,679.0322580645161,31
0.0,0.26521106809519035,27.155261993408203,689.0625,32
0.0,0.21274565519759348,28.021158456802368,698.4848484848485,33
0.0,0.23713389941641816,28.829283952713013,707.3529411764706,34
0.0,0.1664119134156773,29.69469118118286,715.7142857142857,35
0.0,0.1827223924925533,30.609747171401978,723.6111111111111,36
0.0,0.2794121349169894,31.427483320236206,731.081081081081,37
0.0,0.6063003349295236,32.35468864440918,738.1578947368421,38
0.0,0.27503005183080365,33.37365102767944,744.8717948717949,39
0.0,0.30428699251406444,34.272120237350464,751.25,40
0.0,0.28944506731475517,35.08630299568176,757.3170731707318,41
0.0,0.21853786520983107,36.0178439617157,763.0952380952381,42
0.0,0.2668090877116953,37.1290078163147,768.6046511627907,43
0.0,0.5944179901868751,38.25006461143494,773.8636363636364,44
0.0,0.2640622067935086,39.27835822105408,778.8888888888889,45
0.0,0.6169569852070254,40.33606266975403,783.695652173913,46
0.0,0.5927219067053087,41.355881214141846,788.2978723404256,47
0.0,0.25524409729166375,42.41513657569885,792.7083333333334,48
0.0,0.24726992037007284,43.34009623527527,796.9387755102041,49
0.0,0.2942946829872414,44.17821025848389,801.0,50
0.0,0.25630536585434216,45.05573844909668,820.9,51
0.0,0.5794673520942271,45.99307060241699,840.8,52
0.0,0.17054808061390403,46.85874915122986,860.7,53
0.0,0.2936383309138022,47.74519896507263,880.6,54
0.0,0.29255530591086265,48.52933430671692,900.5,55
0.0,0.6029849379597358,49.366920471191406,920.4,56
0.0,0.5758975887822522,50.291507720947266,940.3,57
0.0,0.6151637595598506,51.19834637641907,960.2,58
0.0,0.17897751945908466,52.20802164077759,980.1,59
0.0,0.20987855146507683,53.42414450645447,1000.0,60
,,53.42414450645447,1000.0,60
