novelty,total_time,reward,iteration,n_koeff
nan,3.984435796737671,32.0,1,0.0
0.495641678087633,4.131544589996338,33.0,2,0.0
0.4811493347020914,4.269542455673218,35.333333333333336,3,0.0
0.5652551262370151,4.401029109954834,37.25,4,0.0
0.718065950199156,4.554639577865601,40.6,5,0.0
0.7877897523756647,4.717381477355957,41.333333333333336,6,0.0
0.8483011467813966,4.871002674102783,43.714285714285715,7,0.0
0.8704507018135705,5.055862188339233,44.75,8,0.0
0.8988113710105559,5.218599081039429,45.55555555555556,9,0.0
0.9064049901080651,5.403465747833252,47.0,10,0.0
0.9131476970091309,5.572528600692749,47.18181818181818,11,0.05
0.9169342325496568,5.735256910324097,47.583333333333336,12,0.05
0.9285242603349475,5.940235614776611,49.30769230769231,13,0.05
0.9260112782753935,6.14194130897522,49.285714285714285,14,0.05
0.9284658816852618,6.391672372817993,49.46666666666667,15,0.05
0.9042595335235057,6.643460512161255,49.25,16,0.1
0.9114846374091786,6.831826686859131,49.64705882352941,17,0.1
0.8974272215686985,7.016691446304321,50.111111111111114,18,0.1
0.9009763962641275,7.201556205749512,50.473684210526315,19,0.1
0.8908851279374816,7.386429071426392,51.2,20,0.1
0.8896145634753747,7.571323871612549,51.42857142857143,21,0.15000000000000002
0.8943685171409758,7.756183385848999,52.18181818181818,22,0.15000000000000002
0.8932029423763054,7.950165748596191,52.52173913043478,23,0.15000000000000002
0.8790215381148321,8.135029315948486,52.875,24,0.15000000000000002
0.893329639659298,8.31990122795105,53.48,25,0.15000000000000002
0.8889585931513773,8.504763126373291,54.11538461538461,26,0.2
0.878263581918884,8.705248594284058,54.148148148148145,27,0.2
0.8843807248124544,8.921354055404663,54.32142857142857,28,0.2
0.8735748603506683,9.106216192245483,54.51724137931034,29,0.2
0.8550557556927163,9.322325944900513,55.2,30,0.2
0.8228041264352488,9.607472896575928,56.16129032258065,31,0.15000000000000002
0.798953645054856,9.839170932769775,56.59375,32,0.15000000000000002
0.7483502242870349,10.077411890029907,57.24242424242424,33,0.15000000000000002
0.7528083946243997,10.309149980545044,59.88235294117647,34,0.15000000000000002
0.7512814418431091,10.57863450050354,60.285714285714285,35,0.15000000000000002
0.7464202473265846,10.863837957382202,64.27777777777777,36,0.10000000000000002
0.7486242881964454,11.126827001571655,66.43243243243244,37,0.10000000000000002
0.6669866478172675,11.411941766738892,68.73684210526316,38,0.10000000000000002
0.670553949934261,11.712682247161865,69.35897435897436,39,0.10000000000000002
0.6837642364518174,12.013341665267944,69.8,40,0.10000000000000002
0.6876045807022844,12.298445224761963,74.36585365853658,41,0.05000000000000002
0.6644796357865502,12.583558320999146,77.80952380952381,42,0.05000000000000002
0.6871032085809003,12.830913305282593,79.27906976744185,43,0.05000000000000002
0.6859024770261393,13.131783485412598,84.5,44,0.05000000000000002
0.6495370362173915,13.51292371749878,102.84444444444445,45,0.05000000000000002
0.6114755676066896,13.923967361450195,109.17391304347827,46,1.3877787807814457e-17
0.6066900196114517,14.439355373382568,128.12765957446808,47,1.3877787807814457e-17
0.553113637312943,15.062921524047852,146.29166666666666,48,1.3877787807814457e-17
0.5311530255190967,15.834073781967163,163.71428571428572,49,1.3877787807814457e-17
0.4705691203599901,16.71870183944702,180.44,50,1.3877787807814457e-17
0.3671754253849161,17.647666215896606,199.8,51,0.0
0.36343445426742615,18.69520878791809,219.12,52,0.0
0.3083736435341766,19.682026624679565,238.32,53,0.0
0.30748083176288943,20.718966007232666,257.46,54,0.0
0.2544147899128306,21.837658882141113,276.38,55,0.0
0.22994474357652117,23.36650252342224,295.48,56,0.0
0.23862521449056467,24.792917728424072,314.32,57,0.0
0.17557922454625036,26.165387392044067,333.28,58,0.0
0.1928601659437727,27.534995079040527,352.24,59,0.0
0.1904757242716275,28.74456477165222,371.04,60,0.0
0.19593659335217495,29.75061058998108,390.06,61,0.0
0.13236553343437452,30.80158019065857,409.02,62,0.0
0.18635774733415225,31.84836459159851,427.62,63,0.0
0.18088869010860567,32.868797302246094,446.64,64,0.0
0.16632247612984574,33.88811731338501,465.6,65,0.0
0.1509339414089201,34.91127109527588,484.68,66,0.0
0.15417477633597926,35.90992593765259,503.56,67,0.0
0.167124250968719,36.94815254211426,522.4,68,0.0
0.15406951634825822,38.25712537765503,541.26,69,0.0
0.11046151894921072,39.719987630844116,559.96,70,0.0
0.1344927552102863,41.12315344810486,578.84,71,0.05
0.09841700583203411,42.53614020347595,597.48,72,0.05
0.16719503757040566,43.86241316795349,616.28,73,0.05
0.10859387895656701,44.92980480194092,635.06,74,0.05
0.09963163250984719,45.99724316596985,653.7,75,0.05
0.15729114955104964,47.02533745765686,672.3,76,0.0
0.13150395107858276,48.03187108039856,691.2,77,0.0
0.13872656620994542,49.05998659133911,710.02,78,0.0
0.10143317884791836,50.12060618400574,728.82,79,0.0
0.11890253090061846,51.19416379928589,747.32,80,0.0
0.1410969650312271,52.236945390701294,765.62,81,0.0
0.1339798269090458,53.364768743515015,784.22,82,0.0
0.14026223068546345,54.74710702896118,802.66,83,0.0
0.1263934062469249,56.180248498916626,819.72,84,0.0
0.1415733346074011,57.62467908859253,838.24,85,0.0
0.1486644756084039,59.04415702819824,854.16,86,0.05
0.1043230415797815,60.3139750957489,871.28,87,0.05
0.1291538714048692,61.47305417060852,888.2,88,0.05
0.1007852692115739,62.510371923446655,906.34,89,0.05
0.10496740158033062,63.5607647895813,924.6,90,0.05
0.15488488337901019,64.64705109596252,939.46,91,0.1
0.14131137816190806,65.68514251708984,955.08,92,0.1
0.13336274831208422,66.70524263381958,972.26,93,0.1
0.11804574075474257,67.80523896217346,986.08,94,0.1
0.15411378736760956,68.89165139198303,987.88,95,0.1
0.1499793903045634,70.12076687812805,1000.0,96,0.15000000000000002
,70.12278342247009,1000.0,96,
