novelty,total_time,reward,iteration,n_koeff
nan,5.373292684555054,5.0,1,0.0
0.30033563758862286,5.473606109619141,4.5,2,0.0
0.5351414431608503,5.552730083465576,4.333333333333333,3,0.0
0.3310071752686537,5.6242687702178955,4.25,4,0.0
0.582925658244266,5.689769744873047,4.4,5,0.0
0.4724802143182022,5.774392604827881,4.5,6,0.05
0.42207248099057076,5.827764987945557,4.428571428571429,7,0.05
0.3249619848826423,5.905880451202393,4.5,8,0.05
0.26525569650827674,5.974924564361572,4.444444444444445,9,0.05
0.3311828974539217,6.043927907943726,4.4,10,0.05
0.2942247668522,6.122035026550293,4.454545454545454,11,0.1
0.2826997074857477,6.191069602966309,4.416666666666667,12,0.1
0.236086892415692,6.260034799575806,4.461538461538462,13,0.1
0.23592142916765513,6.344655513763428,4.571428571428571,14,0.1
0.21316316593710144,6.4071409702301025,4.6,15,0.1
0.19128125236127724,6.507400274276733,4.625,16,0.15000000000000002
0.12595923402129117,6.5764429569244385,4.647058823529412,17,0.15000000000000002
0.21437089430573503,6.645449876785278,4.722222222222222,18,0.15000000000000002
0.19020562084378162,6.707905054092407,4.7368421052631575,19,0.15000000000000002
0.13260927936245345,6.776976585388184,4.75,20,0.15000000000000002
0.09213148359425548,6.861577272415161,4.857142857142857,21,0.2
0.09486665361765681,6.930573463439941,5.318181818181818,22,0.2
0.07926502589683071,7.024309158325195,6.608695652173913,23,0.2
0.08361113719521002,7.124593496322632,8.041666666666666,24,0.2
0.10491871821549378,7.224902629852295,9.16,25,0.2
0.0648716253949767,7.3251776695251465,10.23076923076923,26,0.15000000000000002
0.09394818491584293,7.409878730773926,11.444444444444445,27,0.15000000000000002
0.04700516658729115,7.510133504867554,12.5,28,0.15000000000000002
0.04226836153109753,7.648176193237305,14.241379310344827,29,0.15000000000000002
0.06712404867684048,7.748385906219482,15.633333333333333,30,0.15000000000000002
0.07742163214074627,7.864250898361206,16.903225806451612,31,0.10000000000000002
0.07016860404284152,7.98013162612915,17.8125,32,0.10000000000000002
0.07953771648892333,8.096004247665405,19.303030303030305,33,0.10000000000000002
0.05803451174210993,8.211877346038818,20.323529411764707,34,0.10000000000000002
0.0672626350435164,8.327746152877808,21.17142857142857,35,0.10000000000000002
0.05162433060758782,8.434527397155762,22.166666666666668,36,0.15000000000000002
0.047428294458975236,8.550440788269043,23.18918918918919,37,0.15000000000000002
0.07259895640844491,8.666281938552856,24.473684210526315,38,0.15000000000000002
0.05336806271506048,8.782219409942627,25.333333333333332,39,0.15000000000000002
0.07342253564298537,8.882427215576172,26.1,40,0.15000000000000002
0.08757340614045064,9.01394248008728,27.24390243902439,41,0.2
0.07048236726755344,9.129911661148071,28.38095238095238,42,0.2
0.06693957935873923,9.23676609992981,29.790697674418606,43,0.2
0.07284480646201999,9.368299007415771,30.818181818181817,44,0.2
0.07167042361889928,9.499759912490845,32.08888888888889,45,0.2
0.056614521183895206,9.63776159286499,33.15217391304348,46,0.25
0.06706668093725586,9.78487229347229,34.02127659574468,47,0.25
0.05458819621155153,9.916356325149536,34.916666666666664,48,0.25
0.06212540891581628,10.038732767105103,35.63265306122449,49,0.25
0.06884658381507607,10.201464176177979,36.58,50,0.25
0.07543077036432101,10.355093479156494,38.3,51,0.2
0.05830889882118937,10.502201557159424,40.46,52,0.2
0.06401156641853561,10.655827760696411,42.16,53,0.2
0.05806252302371663,10.840684175491333,46.48,54,0.2
0.06617648443000762,10.987792491912842,48.7,55,0.2
0.06184303055029697,11.172692775726318,50.86,56,0.15000000000000002
0.0848965846469612,11.373193264007568,55.82,57,0.15000000000000002
0.07327070561167931,11.589267253875732,60.96,58,0.15000000000000002
0.07453843554911432,11.82099723815918,63.2,59,0.15000000000000002
0.058014137048756964,12.021491050720215,66.76,60,0.15000000000000002
0.04792950548215177,12.221979856491089,69.4,61,0.10000000000000002
0.05675183186526596,12.456648349761963,74.16,62,0.10000000000000002
0.0649991003523532,12.738624572753906,77.78,63,0.10000000000000002
0.029238628091130037,12.970193862915039,83.38,64,0.10000000000000002
0.052545384683332384,13.282057285308838,89.2,65,0.10000000000000002
0.08081366195117605,13.57201623916626,92.06,66,0.05000000000000002
0.06004011308193014,13.864376783370972,94.8,67,0.05000000000000002
0.05397840622780083,14.257115125656128,102.54,68,0.05000000000000002
0.02882785138419168,14.667369842529297,109.38,69,0.05000000000000002
0.054042973394916746,15.125214338302612,113.22,70,0.05000000000000002
0.0734809140133666,15.874735593795776,133.08,71,1.3877787807814457e-17
0.04796767679474787,16.82245659828186,152.78,72,1.3877787807814457e-17
0.06554154361115112,17.608272790908813,162.96,73,1.3877787807814457e-17
0.07490156437524959,18.51546549797058,182.14,74,1.3877787807814457e-17
0.06385921671876596,19.529958963394165,201.42,75,1.3877787807814457e-17
0.06138831494995192,20.609065532684326,220.68,76,0.0
0.0837950149418279,21.519295692443848,226.3,77,0.0
0.04725129762523153,22.363352298736572,245.48,78,0.0
0.08190455676883125,23.220526456832886,264.22,79,0.0
0.05855063928422791,24.150893211364746,283.1,80,0.0
0.0762760886137811,24.898515939712524,302.0,81,0.0
0.0439613579687516,25.76587986946106,321.08,82,0.0
0.05265488082058203,26.570631742477417,339.74,83,0.0
0.03453976624242319,27.37157893180847,358.66,84,0.0
0.07051714508118535,28.263652324676514,377.66,85,0.0
0.07843525378183872,29.11895179748535,396.52,86,0.0
0.056641063052930464,30.06787919998169,415.32,87,0.0
0.07805851710088724,30.994934797286987,433.88,88,0.0
0.041102019963229305,32.07034516334534,452.72,89,0.0
