n_koeff,novelty,total_time,reward,iteration
0.0,nan,4.109542369842529,24.0,1
0.0,0.9071339151751665,4.209783315658569,26.5,2
0.0,0.8298457993378296,4.303516149520874,31.666666666666668,3
0.0,0.4903480213326613,4.410262584686279,37.25,4
0.0,0.865590737278871,4.526136636734009,41.2,5
0.0,0.5943403204300706,4.6419997215271,42.833333333333336,6
0.0,0.5105350374807976,4.757867097854614,47.285714285714285,7
0.0,0.5495330455837031,4.889357328414917,61.125,8
0.0,0.6307733369686981,5.027356386184692,70.0,9
0.0,0.7703916182941021,5.190081357955933,77.6,10
0.0,0.8032161914547012,5.343709230422974,82.36363636363636,11
0.0,0.6778985678401381,5.512942790985107,84.58333333333333,12
0.0,0.6772615356920739,5.713422536849976,92.84615384615384,13
0.0,0.6135647839026295,5.929562568664551,104.85714285714286,14
0.0,0.6600964333500507,6.176910638809204,111.33333333333333,15
0.0,0.39392566351570135,6.446393966674805,116.25,16
0.0,0.5197852096687835,6.746821165084839,121.58823529411765,17
0.0,0.5973464657582297,7.280614852905273,170.38888888888889,18
0.0,0.5881618477570097,7.825066804885864,214.05263157894737,19
0.0,0.5564814934896182,8.34821891784668,253.35,20
0.0,0.5529589272043409,8.914989948272705,288.9047619047619,21
0.0,0.21051168363150488,9.510132551193237,321.22727272727275,22
0.0,0.5735265640209546,10.296385765075684,350.7391304347826,23
0.0,0.5331452781868564,10.949584484100342,377.7916666666667,24
0.0,0.24857879160086455,11.698501348495483,402.68,25
0.0,0.1996287103476125,12.535164594650269,425.65384615384613,26
0.0,0.2310084351330702,13.34269094467163,446.9259259259259,27
0.0,0.5597619048894393,14.056241035461426,466.67857142857144,28
0.0,0.5666508312529809,14.87659764289856,485.0689655172414,29
0.0,0.5460004791560257,15.581738471984863,502.23333333333335,30
0.0,0.5516431518230841,16.3297278881073,518.2903225806451,31
0.0,0.5011694464548635,17.005075693130493,533.34375,32
0.0,0.20166958969518928,17.78630781173706,547.4848484848485,33
0.0,0.5133415894156017,18.5860915184021,560.7941176470588,34
0.0,0.5746865880022167,19.421931982040405,573.3428571428572,35
0.0,0.5524638322064467,20.139753103256226,585.1944444444445,36
0.0,0.5338720296377385,20.81657648086548,596.4054054054054,37
0.0,0.5631773979087081,21.504843950271606,607.0263157894736,38
0.0,0.5055995079267105,22.310404539108276,617.1025641025641,39
0.0,0.4952833650899363,23.167704343795776,626.675,40
0.0,0.5556820009119375,24.095444202423096,635.780487804878,41
0.0,0.21405741025988018,24.992411375045776,644.452380952381,42
0.0,0.18030327004425395,25.879772901535034,652.7209302325581,43
0.0,0.5008168536749484,26.686179876327515,660.6136363636364,44
0.0,0.5546670490736626,27.63366150856018,668.1555555555556,45
0.0,0.5457705089873152,28.621604681015015,675.3695652173913,46
0.0,0.4917323945279073,29.597479104995728,682.2765957446809,47
0.0,0.21976519116589105,30.46478509902954,688.8958333333334,48
0.0,0.4896563380548966,31.23514199256897,695.2448979591836,49
0.0,0.21710267964720953,31.899379014968872,701.34,50
0.0,0.2373560514611519,32.703391790390015,720.86,51
0.0,0.23990124905202126,33.44073438644409,740.28,52
0.0,0.5261947187044679,34.288344621658325,759.44,53
0.0,0.523041044835734,35.10412335395813,778.36,54
0.0,0.570899958223249,35.83771634101868,797.22,55
0.0,0.2572027394878783,36.70214605331421,816.2,56
0.0,0.1837416921030091,37.738871812820435,834.72,57
0.0,0.2144713920910244,38.96602010726929,851.56,58
0.0,0.18988640528379858,40.16434836387634,868.74,59
0.0,0.2170144268610833,41.31901979446411,885.82,60
0.0,0.5168047582819603,42.36403965950012,903.22,61
0.0,0.4818013622102718,43.576032400131226,921.04,62
0.0,0.5398227546489894,44.714348793029785,937.2,63
0.0,0.5140435812612695,45.73299598693848,951.98,64
0.0,0.17386311528121337,46.69004940986633,967.94,65
0.0,0.5289957682213462,47.634570598602295,984.14,66
0.0,0.5323331572353162,48.53147482872009,1000.0,67
,,48.53147482872009,1000.0,67
