total_time,iteration,n_koeff,reward,novelty
3.6788601875305176,1,0.95,82.52555237374044,nan
3.8104212284088135,2,0.8999999999999999,87.32795417640507,0.17670910188311567
3.9575366973876953,3,0.8499999999999999,73.3182013206859,0.19639786340069545
4.095541715621948,4,0.7999999999999998,68.60437601877251,0.17838648004498375
4.242612600326538,5,0.7499999999999998,67.60642314106073,0.1761050449790261
4.380606174468994,6,0.6999999999999997,70.06174521093234,0.17913439751455557
4.527751445770264,7,0.6499999999999997,85.05105808809205,0.15392437576408965
4.681395530700684,8,0.5999999999999996,87.09685411555617,0.14156812477975017
4.84417200088501,9,0.5499999999999996,86.61806597777456,0.12222230740675333
5.013407468795776,10,0.4999999999999996,83.37982762015048,0.12700281347374373
5.18264102935791,11,0.4499999999999996,86.65795723690948,0.10456743932626245
5.329793930053711,12,0.39999999999999963,88.62321883430927,0.10277156112329294
5.483384370803833,13,0.34999999999999964,90.9626837669206,0.11822114764679509
5.646126747131348,14,0.29999999999999966,98.36490009974662,0.08381525480350142
5.7997987270355225,15,0.24999999999999967,97.93651597888478,0.09305565643277502
5.962518930435181,16,0.19999999999999968,98.74163416430562,0.07006970190689295
6.116257905960083,17,0.1499999999999997,101.03305582069403,0.070978548922676
6.27897310256958,18,0.09999999999999969,100.48732260489928,0.07088198407589569
6.43259596824646,19,0.049999999999999684,99.55816913500516,0.07581594519210035
6.6019251346588135,20,0.0,100.54648340840626,0.07214669193012226
6.786914825439453,21,0.0,103.67960229163526,0.055009233543725645
6.949655532836914,22,0.0,103.57641876847788,0.06475194639424074
7.118932247161865,23,0.0,107.08729569936061,0.06145849937340594
7.30393123626709,24,0.0,107.61744510366266,0.06187785483455265
7.504388332366943,25,0.0,107.7209998282298,0.0651999451420482
7.68932843208313,26,0.0,106.76760132783222,0.06638728496072177
7.852059602737427,27,0.0,108.27276739078967,0.07595051367583963
8.021342039108276,28,0.0,110.02054390743989,0.06061534139425065
8.184076309204102,29,0.0,109.71459199822594,0.06072512240768432
8.353392601013184,30,0.0,110.04087383828565,0.0681646665893697
8.522631406784058,31,0.0,110.65591133422,0.057396075047241216
8.669775247573853,32,0.0,109.78065150650815,0.05095784029953476
8.823402404785156,33,0.0,111.75789953240498,0.06452945508902634
8.992647886276245,34,0.0,111.99814273840092,0.04867132817213269
9.171068906784058,35,0.0,113.25981112546319,0.0582326829202515
9.340284824371338,36,0.0,112.66680195210286,0.05579199285743006
9.493942260742188,37,0.0,113.61694027708008,0.05646889546783652
9.672298669815063,38,0.0,113.2890784833963,0.046542446502187584
9.825974464416504,39,0.0,114.63295284451597,0.04750278618431241
10.010812520980835,40,0.0,113.59734688775488,0.043983042186264365
10.17354130744934,41,0.0,114.8635559746002,0.051338561601430605
10.327199697494507,42,0.0,116.52196181989964,0.04861237853950508
10.496434926986694,43,0.0,116.38603725592246,0.04423490700162355
10.65920639038086,44,0.0,116.88471162133739,0.03675987337264369
10.844115972518921,45,0.0,116.95432609739679,0.03233034124598394
10.9976966381073,46,0.0,116.60867070746392,0.054310791429442166
11.160445213317871,47,0.0,118.03967936821783,0.051918008634073816
11.345415592193604,48,0.0,118.44799677049006,0.03014083551733304
11.499001264572144,49,0.0,118.47709588933951,0.03107620113666027
11.661736488342285,50,0.0,119.24221569821228,0.036067059180605335
11.830984830856323,51,0.0,120.694421913919,0.032849278571593615
12.015854835510254,52,0.0,120.69167626562272,0.03085919343383524
12.17861557006836,53,0.0,121.43849572093201,0.03324016143706011
12.347892761230469,54,0.0,122.92820745431469,0.028454258047709756
12.517144680023193,55,0.0,123.30507521149569,0.03332162162781876
12.702002763748169,56,0.0,124.603987915947,0.032163421115607355
12.880397319793701,57,0.0,122.57306377260007,0.02308398574379605
13.065279483795166,58,0.0,123.31458854814282,0.02602060168602067
13.23448657989502,59,0.0,124.05434917573456,0.028315797605342263
13.397263765335083,60,0.0,125.36353207630236,0.02604673905818768
13.550884246826172,61,0.0,125.90281898180665,0.0263533935507046
13.735810995101929,62,0.0,126.6298823162,0.02885277285596481
13.898542165756226,63,0.0,126.07911284022867,0.02431545488953528
14.105604887008667,64,0.0,125.31993368833541,0.022379311258903193
14.283997535705566,65,0.0,126.6234666703597,0.022728661094907655
14.484484195709229,66,0.0,126.7914435872513,0.027848877233996094
14.65377402305603,67,0.0,126.05580900020817,0.023066569733586707
14.823031425476074,68,0.0,126.81989630676266,0.02599122945467498
15.001439571380615,69,0.0,127.92062620759025,0.02216353214284072
15.17069411277771,70,0.0,130.14930265658668,0.019312045886238978
15.340008974075317,71,0.0,129.2158391419044,0.023314827057612807
15.509309530258179,72,0.0,130.31498629184267,0.022187651310553464
15.687699794769287,73,0.0,129.7414858325236,0.023874747205419666
15.85695743560791,74,0.0,129.73469686144733,0.01788926731328089
16.026206254959106,75,0.0,130.26990161156104,0.025241775007064923
16.211037635803223,76,0.0,131.5495654364166,0.021916455091682087
16.373770713806152,77,0.0,131.54095104923582,0.018066295957500818
16.527393579483032,78,0.0,131.15166960846918,0.017554158352442343
16.705742120742798,79,0.0,132.0813279385881,0.023868016665380604
16.874983549118042,80,0.0,132.4468947695184,0.024301018421309002
17.044229984283447,81,0.0,133.54992153272187,0.020204149403133597
17.229113340377808,82,0.0,134.1016768556084,0.025274054983901843
17.413970470428467,83,0.0,132.79845628384226,0.01616540131943532
17.592329263687134,84,0.0,133.35470966142685,0.024783910491638323
17.76158118247986,85,0.0,133.55646083277784,0.018994393900732456
17.946555614471436,86,0.0,134.48630896889748,0.021484627020838854
