reward,n_koeff,novelty,iteration,total_time
82.51438080078042,0.95,nan,1,4.008471965789795
73.195366010763,0.8999999999999999,0.15907047263542118,2,4.193047761917114
76.2580733960843,0.8499999999999999,0.20162425014102908,3,4.3939573764801025
82.53897359226491,0.5,0.18342938918423904,4,4.547574758529663
87.94322032524285,0.5,0.20291371987153375,5,4.710307359695435
87.05095968161045,0.5,0.20439001315657998,6,4.8639280796051025
85.09364018453854,0.45,0.18608555945245797,7,5.01103401184082
85.90162825604246,0.4,0.1471946894658795,8,5.164653778076172
89.68440385300025,0.35000000000000003,0.18217955370479344,9,5.343001127243042
94.44680439187842,0.30000000000000004,0.1340496032456159,10,5.596855640411377
95.89222231601128,0.25000000000000006,0.13754860536715507,11,5.781716346740723
97.06955163828236,0.20000000000000007,0.12906693218153475,12,5.9509501457214355
95.19557896185022,0.15000000000000008,0.09138971967871026,13,6.1293044090271
95.56798733924971,0.20000000000000007,0.08999592925680243,14,6.298541784286499
93.46861801261643,0.15000000000000008,0.08997510035352634,15,6.483399868011475
93.37758913881811,0.10000000000000007,0.08608426216273768,16,6.652632713317871
95.43622661697104,0.05000000000000007,0.07835162305359825,17,6.830991744995117
96.27261425867715,0.10000000000000007,0.07640957889158155,18,7.015854120254517
96.05183938589053,0.15000000000000008,0.08354996234579344,19,7.185095548629761
95.37128655544376,0.10000000000000007,0.08535570654375232,20,7.3543312549591064
94.74300936825232,0.05000000000000007,0.06092522750446869,21,7.532689332962036
94.6095732559483,0.10000000000000007,0.07736715019314994,22,7.717555522918701
94.09068965865603,0.05000000000000007,0.06572315770231676,23,7.886797189712524
93.98291502354512,0.10000000000000007,0.07129048342350522,24,8.071664333343506
95.39842424615635,0.15000000000000008,0.06999634965954665,25,8.272149801254272
95.26540394954388,0.10000000000000007,0.04673028421444327,26,8.457002639770508
96.16446865126215,0.05000000000000007,0.04730718289593702,27,8.63535451889038
100.64449060765882,0.10000000000000007,0.05246210200994269,28,8.804595708847046
99.98474709715789,0.15000000000000008,0.040226222267519124,29,8.98945689201355
103.42418645116643,0.10000000000000007,0.046971231266968345,30,9.174316644668579
106.33918547244178,0.15000000000000008,0.04158570191111784,31,9.35917329788208
107.32038478293886,0.20000000000000007,0.047550693886806286,32,9.537525415420532
107.11877154143616,0.15000000000000008,0.035843036152014035,33,9.722386360168457
107.75057529770451,0.10000000000000007,0.04337019015619371,34,9.907248735427856
107.55835063315888,0.05000000000000007,0.04192562969575629,35,10.09211254119873
108.65428615777142,6.938893903907228e-17,0.03353788980031666,36,10.276989698410034
109.44443400789373,0.0,0.044216467036827065,37,10.477458000183105
109.68206545542031,0.05,0.03494176103802299,38,10.66230821609497
110.41694552261609,0.1,0.04169185833267411,39,10.840659856796265
113.19298036510278,0.05,0.03694896055769703,40,11.056760787963867
114.2479922980508,0.0,0.031180784962224303,41,11.296662092208862
113.71575320922494,0.05,0.039783623442671875,42,11.488342046737671
112.77669518700851,0.0,0.043110894400341354,43,11.659991264343262
114.1901188215978,0.05,0.04419600667480605,44,11.878533363342285
113.07723105136326,0.1,0.03634961001019395,45,12.101208209991455
112.61474139540894,0.05,0.042268318161775655,46,12.322892427444458
112.35568954825638,0.1,0.046670891232915394,47,12.542624950408936
112.49668280574684,0.05,0.04234827190656215,48,12.72416615486145
112.83304610978938,0.1,0.04381200003781645,49,12.896910429000854
113.88985606595192,0.05,0.038648860197941615,50,13.066160917282104
114.25863517274806,0.1,0.03279324179062312,51,13.228891849517822
114.82145725669287,0.05,0.04848589374705707,52,13.398138046264648
116.12079638026131,0.0,0.028863575922211865,53,13.567387104034424
116.4885245898124,0.05,0.04202370156650214,54,13.767876625061035
116.85916390394661,0.0,0.04546002199106489,55,13.952746629714966
117.96676202728,0.0,0.041873513277576026,56,14.131094455718994
119.2619604053713,0.0,0.04860830354562938,57,14.31596064567566
118.71100690106569,0.05,0.042896780405302606,58,14.500818252563477
