total_time,novelty,n_koeff,reward,iteration
3.639869451522827,nan,0.0,35.858593591222224,1
3.7244956493377686,0.3715319086979955,0.0,35.7564683965431,2
3.793531656265259,0.29431166097607697,0.0,41.90523305530511,3
3.8781538009643555,0.9614453178953517,0.0,44.92021015613764,4
3.956265449523926,0.8093067735511961,0.0,46.812391509560044,5
4.040920972824097,0.5887595820573726,0.05,48.08650100487497,6
4.125546216964722,0.5469895749178604,0.05,49.01648485422608,7
4.210163354873657,0.5602595585145633,0.05,49.63601934364254,8
4.279161691665649,0.9273926071230074,0.05,51.15329847269445,9
4.372932195663452,0.7745926116298003,0.05,52.41426976595807,10
4.457620143890381,0.9199605658693754,0.0,53.45294671422682,11
4.5265891551971436,0.8262865676315914,0.0,54.329382032693296,12
4.611249208450317,0.7614388128417158,0.0,55.75759114441478,13
4.727118730545044,0.8501106455224661,0.0,56.984605888334734,14
4.8117454051971436,0.9450752890113321,0.0,57.44830911112967,15
4.896374225616455,0.6880466425698312,0.05,57.854486160814844,16
4.981014728546143,0.6892701026753376,0.05,58.75448161398088,17
5.059125661849976,0.8006303766951999,0.05,60.07398372418897,18
5.143784284591675,0.5993335623415037,0.05,60.274763892688185,19
5.22838020324707,0.6275236806892983,0.05,61.37723807892452,20
5.3130409717559814,0.7744976662912095,0.1,62.366572632209596,21
5.3976967334747314,0.7407303478313902,0.1,63.2590684072535,22
5.482332706451416,0.5709411120362275,0.1,64.49115274834753,23
5.56044340133667,0.7431615932097736,0.1,64.84128141526683,24
5.660712480545044,0.5889989277017162,0.1,64.79803765615648,25
5.760961532592773,0.46599715230906924,0.15000000000000002,66.54543630812138,26
5.845597267150879,0.49015899083773007,0.15000000000000002,66.78789917704938,27
5.945907831192017,0.7977971401298232,0.15000000000000002,66.67472768626298,28
6.046199083328247,0.6250825439996882,0.15000000000000002,67.20230658949757,29
6.177647352218628,0.606170851517055,0.15000000000000002,68.93387076969046,30
6.262343645095825,0.5278572143161188,0.2,68.76092785443558,31
6.36262059211731,0.5933096884554083,0.2,68.6022314476245,32
6.447280645370483,0.36414249098112783,0.2,69.02453045125189,33
6.5319297313690186,0.3826323205874202,0.2,69.69190639415564,34
6.616584062576294,0.383119333129901,0.2,70.85422442427738,35
6.716835975646973,0.5086977480080042,0.25,71.43886794415434,36
6.801459550857544,0.5427923120557121,0.25,73.70559535645245,37
6.901714324951172,0.5121141212369581,0.25,73.69283665329908,38
6.986215114593506,0.5505675266862521,0.25,76.30405792227327,39
7.07995080947876,0.4004785999637602,0.25,75.7632901618389,40
7.1646153926849365,0.5626939646063054,0.3,75.46934556198251,41
7.264856576919556,0.40158825866465986,0.3,77.34317381750472,42
7.349485397338867,0.3481319462858107,0.3,77.88732531807229,43
7.4497644901275635,0.5648552936337636,0.3,79.01170613846891,44
7.549978017807007,0.34906020103573393,0.3,79.69092001691405,45
7.687974691390991,0.5411418631344884,0.35,79.73612165426343,46
7.803842782974243,0.47502754915047013,0.35,80.1928042094673,47
7.935331106185913,0.33239359889461506,0.35,79.84190673728564,48
8.08247709274292,0.4956552812984734,0.35,80.64699426880732,49
8.204862594604492,0.325371364097023,0.35,81.04754476859394,50
8.305110692977905,0.3335437059518389,0.39999999999999997,84.75580662524693,51
8.405355215072632,0.28522430769834406,0.39999999999999997,85.32072548727514,52
8.49487042427063,0.4474962171573868,0.39999999999999997,85.51454201299373,53
8.57298469543457,0.26866810549363124,0.39999999999999997,86.45135260968594,54
8.668225765228271,0.24421270796391115,0.39999999999999997,89.40878665916665,55
8.768492937088013,0.39262073993995344,0.44999999999999996,90.6928899721627,56
8.863142490386963,0.22134529407790776,0.44999999999999996,92.16860380941878,57
8.963886260986328,0.2577870206004156,0.44999999999999996,92.73341687910845,58
9.05450987815857,0.2390976517458278,0.44999999999999996,93.49293364089513,59
9.16532301902771,0.26053246601011093,0.44999999999999996,94.42169137908077,60
9.273898839950562,0.40651427190434186,0.49999999999999994,97.19558593216429,61
9.415411710739136,0.25300054367631397,0.49999999999999994,97.75538713620182,62
9.515695571899414,0.2298117012330084,0.49999999999999994,98.12302864407899,63
9.60028600692749,0.23904909799502444,0.49999999999999994,100.68992901671804,64
9.700539112091064,0.24903374387188526,0.49999999999999994,101.7952892664511,65
9.785165309906006,0.3671860050300012,0.5499999999999999,102.89819976015018,66
9.885475635528564,0.24001586357855872,0.5499999999999999,103.44488115094906,67
9.963587522506714,0.19581640007166073,0.5499999999999999,105.81899210569709,68
10.063921451568604,0.22336060418935277,0.5499999999999999,108.36967210533032,69
10.148516654968262,0.21231390317778892,0.5499999999999999,108.92540630086602,70
10.248796939849854,0.22423298661240665,0.6,109.11193018704104,71
10.333395957946777,0.45005978245570966,0.6,109.48872258962723,72
10.418028116226196,0.3929850275183451,0.6,109.67438093363737,73
10.518272161483765,0.24061324522910782,0.6,110.79759164168372,74
10.618517398834229,0.2496188033425464,0.6,111.36247828997959,75
10.734383344650269,0.2243193184232095,0.65,111.1801162607221,76
10.865864276885986,0.320175432728521,0.65,112.29693450202583,77
11.003860473632812,0.22010934663020615,0.65,114.14509796721029,78
11.119727373123169,0.19797428932554556,0.65,113.97537161396603,79
11.204359769821167,0.2356833113886324,0.65,113.42493635465843,80
11.288975477218628,0.35657337884242957,0.7000000000000001,114.54894048306292,81
11.382746458053589,0.23155514883326145,0.7000000000000001,114.92874841442139,82
11.467432737350464,0.23107240085433411,0.7000000000000001,116.57828187576966,83
11.567691564559937,0.24796829566937317,0.7000000000000001,116.75689984887396,84
