ep_rew_mean,total_time,num_episodes,total timesteps,entropy_loss,policy_gradient_loss,value_loss,total_loss
11.06,0.7672326564788818,94,1024,,,,
13.04,1.949371576309204,171,2048,-1.4028282389044762,-0.014954333611077467,2.9181324373930693,2.903178103781992
17.28,2.9207706451416016,233,3072,-1.3733821120113134,-0.007811131998273096,1.5324482284486294,1.5246370964503564
17.84,3.8935225009918213,290,4096,-1.3509734775871038,-0.005185677658420003,1.1614125901833177,1.1562269125248976
17.9,4.7696380615234375,346,5120,-1.3247463833540678,-0.001382951434731427,1.013596779666841,1.0122138282321096
20.3,5.50789999961853,397,6144,-1.2846382707357407,-0.00741393756906518,0.8829044410958886,0.8754905035268234
22.16,6.245464324951172,441,7168,-1.2558792531490326,-0.006587607003115007,0.9637545077130198,0.9571669007099048
23.48,7.05472469329834,485,8192,-1.2508434671908617,5.278442517292177e-06,0.9746995950117707,0.974704873454288
24.52,7.9795637130737305,528,9216,-1.2341350447386503,-0.0026242251374193498,0.9077523248270154,0.905128099689596
26.06,9.079776763916016,567,10240,-1.203383844345808,0.0007920867757959317,0.840249081607908,0.841041168383704
23.8,10.01537561416626,610,11264,-1.1766492556780577,0.0007673627362796758,0.8925590859726071,0.8933264487088868
25.06,10.873473167419434,650,12288,-1.1488314904272556,0.003845583123041796,0.8336265874095261,0.837472170532568
25.5,11.658341407775879,691,13312,-1.125167727470398,-0.0027285066516614326,0.7139808651991189,0.7112523585474575
26.68,12.468447208404541,730,14336,-1.0939464010298252,-0.0010425413688122049,0.6434542965143919,0.6424117551455797
26.82,13.531549453735352,768,15360,-1.0694251786917448,0.0022742713050458666,0.7513740649446845,0.7536483362497304
25.9,14.431922435760498,808,16384,-1.0573496744036674,0.004017970055097761,0.49758463609032333,0.5016026061454211
27.38,15.356307983398438,844,17408,-1.038722351193428,0.002830293514109674,0.5020319558680058,0.5048622493821154
25.3,16.115230560302734,886,18432,-1.0176813323050737,-0.0030125929464035026,0.5965607571415603,0.5935481641951568
25.64,16.872878551483154,926,19456,-1.0014655012637377,-0.0007654610343893764,0.6257151402533054,0.6249496792189161
23.92,17.632946252822876,970,20480,-0.9808679996058345,0.0008687797593694809,0.48817733535543084,0.48904611511480034
22.86,18.33928632736206,1015,21504,-0.967566835694015,0.0066803191777166405,0.47509681014344096,0.48177712932115757
24.56,19.063363790512085,1058,22528,-0.9451738893985748,-0.002468671283335311,0.37375791487284005,0.37128924358950477
25.62,19.766475915908813,1096,23552,-0.9231948992237449,-0.002034236953532534,0.4237806932069361,0.42174645625340357
