ep_rew_mean,mean_int_reward,num_episodes,total_time,total timesteps,total_loss,entropy_loss,value_loss,intrinsic_loss,policy_gradient_loss
14.349615040000002,0.020442992,502,3.0916295051574707,8192,,,,,
14.318543219999999,0.21372421,907,19.79114007949829,16384,3.390562203128984,-1.4207772745750844,0.6859515425283462,5.414887854002882,-0.0028332664008034044
36.661992700000006,0.016987879,1159,36.63743782043457,24576,14.20601084514583,-1.413670954760164,0.3262351466109976,27.786268592625856,-0.013358597778095732
47.44840477999999,0.0002609753,1375,53.428818225860596,32768,0.44474646128006123,-1.404430662933737,0.3663611436379142,0.17830405958229675,-0.010766712149001347
58.171833240000005,1.8021955e-08,1576,69.70330548286438,40960,0.2706742393985388,-1.3903151717968285,0.27663859851891176,0.007095316478989843,-0.009512017359867866
61.75526176,8.171169e-12,1765,86.65578198432922,49152,0.23518568122478972,-1.357546978071332,0.24161715636146255,0.001679606310813142,-0.007271278292079441
69.86634322,8.7670956e-12,1948,103.13153100013733,57344,0.18013884161398358,-1.3420628454536199,0.18447331538191064,0.0006225501126550625,-0.004645748824254582
71.33985418,9.103668e-12,2117,119.89254760742188,65536,0.17717227224932677,-1.3290300967171789,0.1818154625099851,0.0003049979281115611,-0.004795689224714097
81.87882002,9.315649e-12,2285,136.36196660995483,73728,0.173013755460124,-1.310895677190274,0.17797176256135572,0.0002138010719278327,-0.005064907637195636
84.59778705999999,8.408276e-12,2441,153.229248046875,81920,0.16139336491700806,-1.2888923423364758,0.16484735410485882,0.00013316224597019753,-0.0035205703108358542
93.58128473999999,7.862787e-12,2587,169.6810908317566,90112,0.16418469668474386,-1.2716402077116071,0.1693360249628313,0.00011513209148859005,-0.005208894323831697
95.31033012,7.702873e-12,2727,186.61316895484924,98304,0.14931573338251836,-1.254930820222944,0.15485864671936725,7.547539294137096e-05,-0.00558065103331957
105.13892968,7.066867e-12,2857,203.52915167808533,106496,0.14966445088443214,-1.2426050558686257,0.15521662388346158,6.308645705956905e-05,-0.00558371622755922
106.96031338,6.740242e-12,2986,220.83815336227417,114688,0.11297020792069401,-1.238268612511456,0.11793252831848804,4.518991773494463e-05,-0.004984915356661492
117.8760408,6.531555e-12,3103,237.53240394592285,122880,0.12391972186448677,-1.2211231536231935,0.12894652493705508,2.9541255869247608e-05,-0.005041573700502938
