mean_int_reward,total_time,total timesteps,ep_rew_mean,num_episodes,intrinsic_loss,value_loss,entropy_loss,policy_gradient_loss,total_loss
0.019773897,3.1790146827697754,8192,11.46908718,628,,,,,
0.18055841,21.890764713287354,16384,11.13894156,1201,4.244374571496155,2.2842699753120543,-1.3972836492583156,-0.0036882756493165888,4.402768985410814
0.013834924,40.190351247787476,24576,15.218396219999999,1680,12.901127755641937,0.9941640757955611,-1.3771540540270508,-0.015220522148005127,7.429507431468525
0.0002930754,58.34529733657837,32768,30.39583832,2017,0.24453447035048156,0.7486387707758695,-1.349089208152145,-0.016031726618828932,0.8548742793322812
1.7268682e-08,76.6489372253418,40960,51.8693587,2267,0.020035310272942298,1.1207284572534264,-1.3236022984609008,-0.013884223885120239,1.116861888504777
1.255249e-15,95.26040005683899,49152,78.29201352,2439,0.0054641341860588,1.1538270775228738,-1.3039449132047594,-0.009407616362968744,1.1471515282529345
1.3327989e-15,113.4935576915741,57344,75.11191934,2611,0.0022306089210360367,1.1813371442724019,-1.2900409839116036,-0.0060270155468278895,1.1764254331860922
1.2282164e-15,131.93323826789856,65536,84.85527222000002,2780,0.00044108492309078426,0.8961706841830164,-1.2724776384420693,-0.006018169814455822,0.8903730568301059
1.0703242e-15,150.410804271698,73728,86.99129441999999,2940,0.00014790955593184661,0.5872323019662872,-1.2639880729839206,-0.0032527898839639106,0.5840534668602892
1.1899863e-15,168.38333988189697,81920,91.59137117999998,3093,0.00010220955616375704,0.36851721431012263,-1.2541544475592672,-0.004970498397038515,0.363597820691166
1.4628992e-15,186.87608790397644,90112,111.20507594000003,3223,0.0001087812384184872,0.2953255791333504,-1.2494118785485626,-0.0035265810230700892,0.2918533887294895
1.6023168e-15,204.86518931388855,98304,121.86230402,3340,8.238560544953089e-05,0.27072965911938807,-1.250493516214192,-0.0043607504273624805,0.2664101014947503
1.2762418e-15,223.39210104942322,106496,144.47328058,3442,7.521315918666006e-05,0.27140885702392553,-1.2393923006951808,-0.004562185349834101,0.26688427825368477
1.6823059e-15,241.45284461975098,114688,158.45213592000002,3536,4.844164660156025e-05,0.21698376225831453,-1.2344129499979317,-0.00403584454918584,0.21297213853242952
1.5037139e-15,259.0490288734436,122880,169.06638977999998,3620,7.35553201309358e-05,0.2784132032247726,-1.2237264427356422,-0.0029475294299120824,0.27550245145492597
1.2614296e-15,276.83905243873596,131072,207.07714104,3692,4.059512777558894e-05,0.2061873053869931,-1.2119612991809845,-0.0035127243124687692,0.20269487863841212
1.264199e-15,294.9913625717163,139264,204.2538429,3767,2.571143290346356e-05,0.125124357167806,-1.2023137329146265,-0.0021221978457636945,0.12301501503849406
1.1512834e-15,312.85172057151794,147456,220.25709772,3839,3.162574174133681e-05,0.12801167778670788,-1.1906394738703967,-0.0024090533641928143,0.12561843729338573
1.1862989e-15,331.1381480693817,155648,223.17048872000004,3909,1.4896218800153349e-05,0.095329978168229,-1.1869724933989345,-0.001981487509159866,0.09335593876846919
1.6269312e-15,349.2025616168976,163840,221.03106573999997,3978,1.724338867319375e-05,0.09253471040901787,-1.1751377172768116,-0.0027408636152500276,0.08980246848810443
1.7682493e-15,367.5801417827606,172032,220.52857066,4048,2.266691928252129e-05,0.12309719216864323,-1.168747486267239,-0.000709870962467959,0.12239865466581654
1.9451606e-15,385.78251457214355,180224,228.609798,4116,2.8626190547598184e-05,0.11557982767899375,-1.1687882696278393,-0.0025784830208165146,0.11301565775345104
1.8682671e-15,404.63268518447876,188416,245.87856760000003,4179,2.596976285360597e-05,0.104554550172179,-1.1592675519175828,-0.0012545381476387475,0.10331299690596707
1.3276941e-15,422.37155318260193,196608,246.69691542,4242,1.917790136953812e-05,0.08689827254711417,-1.1447250970639289,-0.0023415356810344073,0.08456632581676453
1.1435546e-15,439.9494616985321,204800,251.84036488,4305,1.3300905456326007e-05,0.07125724548386643,-1.1340712080709636,-0.0007561203851851009,0.0705077755514095
8.5251944e-16,460.83947491645813,212992,255.85439954,4368,1.5801212862243118e-05,0.07614065235629823,-1.1338067062199115,-0.0005478236300889353,0.07560072933264042
6.7764595e-16,479.8274872303009,221184,256.4581426,4431,1.0394643174382879e-05,0.059513784987211694,-1.1384404808282853,-0.0009331971365250163,0.05858578517227388
6.155734e-16,497.8284766674042,229376,261.43789360000005,4493,1.4240062944814724e-05,0.0572306593765461,-1.126839108299464,0.000180809668234154,0.057418589076252656
3.8995184e-16,516.6723189353943,237568,268.66248776,4554,7.646328414789849e-06,0.054212794417071566,-1.1237636022269726,-0.0021875823170538493,0.05202903526422511
3.9912394e-16,534.9286847114563,245760,270.5040794,4615,7.0811888566169046e-06,0.06600291651138832,-1.1301055500283836,-0.002378734081954472,0.06362772302386215
3.7070055e-16,553.0077404975891,253952,271.00915778,4677,9.651789592446391e-06,0.06994417465593869,-1.1336419418454171,-0.003225675573307856,0.06672332497742706
3.7941766e-16,571.3093631267548,262144,274.00078268,4740,1.890436296800857e-05,0.05979713960914523,-1.1335185695439578,-0.0012374877366948655,0.058569104053934375
3.4241672e-16,589.4542484283447,270336,271.33788056000003,4801,1.493796103897438e-05,0.06653468156127929,-1.1323091059923172,-0.0011396506091978643,0.0654024999326009
3.6397413e-16,607.1545360088348,278528,269.76879966,4864,1.0995827023840831e-05,0.06552649431578175,-1.1333372252993286,-0.0022006164363151896,0.06333137579297847
3.1484996e-16,624.958087682724,286720,279.06509986,4924,7.2587541370516815e-06,0.06101461803682469,-1.126483051571995,-0.0012014930647135272,0.05981675434917968
2.1816318e-16,643.0897042751312,294912,276.0399522,4986,8.843228477006804e-06,0.04992337856383529,-1.109168477449566,-0.001788069560564764,0.04813973061750902
