mean_int_reward,ep_rew_mean,total_time,total timesteps,num_episodes,total_loss,entropy_loss,policy_gradient_loss,value_loss,intrinsic_loss
0.022251382,8.40932246,3.0554111003875732,8192,509,,,,,
0.18881045,9.75877222,21.899932861328125,16384,960,4.456105240641468,-1.415321006719023,-0.00400782277241529,2.297394760325551,4.325436606176663
0.006805455,12.20181038,40.92005205154419,24576,1392,6.18931771492752,-1.4030811673030257,-0.005803869555902988,1.0047684101620689,10.380706348642708
0.00016080422,17.30885848,59.77944874763489,32768,1731,0.6075194797703132,-1.389026211295277,-0.00950718802279361,0.5564350803382695,0.12118317490967456
2.6572796e-08,36.1173686,78.06134700775146,40960,1951,0.9633853845287514,-1.3746737660840154,-0.008744514207487227,0.935041585448198,0.07417662657608162
9.606919e-16,62.96298655999999,97.11639022827148,49152,2102,0.7971886441715946,-1.3514634498395026,-0.010585115182718768,0.7837725870311261,0.04800234464637469
9.044997e-16,108.28121101999999,116.52101159095764,57344,2196,0.7344265848293394,-1.33284394973889,-0.008647322174442279,0.7285725473426282,0.029002719322306802
8.6936487e-16,110.04241153999999,135.1137409210205,65536,2306,0.4677251462064461,-1.320342203695327,-0.00809149717031948,0.46968016773462296,0.012272951284285228
7.5972704e-16,145.27504029999997,154.6410892009735,73728,2408,0.4834688104337598,-1.3134705535136164,-0.00453136498558745,0.4847500656265765,0.006500219585541344
7.721347e-16,131.97334966,173.029887676239,81920,2525,0.3413741539382228,-1.2964986586943268,-0.005500280220489795,0.3459142447216436,0.0019203788741378957
8.1095517e-16,121.64446926000001,191.0113730430603,90112,2647,0.28826619147476035,-1.2744369076564908,-0.0047824419401235165,0.2928096248884685,0.0004780170528306371
9.077286e-16,113.65015604,208.61511039733887,98304,2778,0.2484860410376494,-1.2616624998860062,-0.004742897805559668,0.2531162307452178,0.00022541619598257512
1.0192502e-15,116.86102664,226.47683262825012,106496,2905,0.1890804610495152,-1.254602958075702,-0.004176606121143342,0.19320295177894878,0.00010823078341957171
9.652273e-16,146.78882792000002,245.56953597068787,114688,3017,0.14001258256954596,-1.2414749265648424,-0.004210762833210591,0.14418155493331142,8.358093889029305e-05
9.579407e-16,165.5341488,263.70639157295227,122880,3115,0.15750562939187057,-1.2306982207112014,-0.0038539297699501144,0.16132246417400892,7.418997562353979e-05
9.496258e-16,231.59710461999998,281.6256184577942,131072,3195,0.2859224491004992,-1.211785402148962,-0.002627554026625319,0.28851823799195697,6.353027033512149e-05
1.0402945e-15,244.83819984000002,300.4376313686371,139264,3268,0.3385032043366202,-1.1971982437185944,-0.0021468371592434045,0.3406142328167334,7.161735826031191e-05
1.097965e-15,268.17914864,318.7475233078003,147456,3337,0.2506554410921672,-1.1801641184836626,-0.0024656060813271806,0.2530984282144345,4.5237918119767076e-05
1.3031929e-15,306.56845008,337.672580242157,155648,3398,0.18106843977791026,-1.1601991274394094,-0.0019173092786093297,0.18296474907256197,4.1999967915273825e-05
1.5312358e-15,322.03941824000003,356.82610058784485,163840,3459,0.11823068545902875,-1.143454218003899,-0.002067958542806051,0.12028244352841284,3.240094684393568e-05
1.3615999e-15,341.78126048000007,375.43385124206543,172032,3515,0.0774490550119682,-1.1441458208486437,-0.0008245462257165939,0.07826116521318909,2.4872048991397834e-05
1.4331974e-15,347.44046703999993,394.15383768081665,180224,3571,0.09936636105153059,-1.1253405165858568,-0.0011504913652448131,0.10050195270669064,2.9799420169496215e-05
1.5357691e-15,335.86625793999997,412.83515071868896,188416,3630,0.0724758095060023,-1.107232204079628,-0.0008695582793725988,0.07333503368354286,2.066820366408706e-05
1.7491828e-15,342.16891641999996,431.3623435497284,196608,3685,0.073956240383903,-1.0763300102204085,-0.0019080499902917,0.07585571505260305,1.715064318332793e-05
1.6478848e-15,347.96255746,450.54713797569275,204800,3742,0.06816561338364181,-1.0503322828561068,-0.0006859615114000711,0.06884450861543882,1.4132559206103679e-05
1.7457958e-15,377.95736705999997,469.1928629875183,212992,3793,0.07459992030556803,-1.0365043447352946,-0.0012016472631148222,0.07579470021373709,1.3734709891544128e-05
1.7573219e-15,384.62831428000004,488.3007757663727,221184,3845,0.05931763415916622,-1.0199604760855436,-0.00040949130612552765,0.05972049431220512,1.3262306173267291e-05
1.9032547e-15,393.57161304,507.18506717681885,229376,3896,0.04829157117526711,-1.0029694599565118,-0.0005009201559936276,0.048786588206712625,1.180624909622452e-05
1.7382971e-15,403.79502177999996,525.7307896614075,237568,3945,0.04021219481733146,-0.9948402497451753,-0.0002913901446521914,0.040498725881479916,9.718161007477022e-06
1.3355034e-15,420.46547344,545.1628692150116,245760,3990,0.05800528815302769,-0.9818879557307809,-0.0010595004378344364,0.05906009505633847,9.387069047317453e-06
6.1632065e-16,427.30923028000007,563.523485660553,253952,4037,0.04100991094453111,-0.9693602169398219,-0.0026551156013400984,0.043660816613555656,8.419864631115103e-06
4.766135e-16,462.66033262,581.790599822998,262144,4081,0.05771082728621385,-0.9577850138768553,-0.0013753529457150135,0.0590820411722234,8.278119410931595e-06
