ep_rew_mean,mean_int_reward,num_episodes,total_time,total timesteps,total_loss,entropy_loss,value_loss,intrinsic_loss,policy_gradient_loss
12.006693299999997,0.020374026,523,3.0406546592712402,8192,,,,,
18.99568716,0.23870578,963,19.839434385299683,16384,3.802666321257081,-1.4127093381248415,1.2152270720805973,5.18406028751051,-0.004590894578772079
24.43027306,0.01928902,1288,36.815256118774414,24576,16.49181393256332,-1.3871769565157592,0.6730941126123071,31.67194500863552,-0.017252684366747956
47.175890100000004,0.00060449983,1540,53.24587821960449,32768,0.8363830187618646,-1.3681411881931127,0.7037954728119076,0.29852926814637615,-0.016677088123230953
71.63224552,1.1975738e-08,1735,69.31392765045166,40960,0.632265845251186,-1.3538482317700982,0.634900176501833,0.021377028397182585,-0.013322845449238199
82.58546046,7.758983e-12,1910,86.1266860961914,49152,0.5633673624046904,-1.3298594717867673,0.5685415863757953,0.004816021837268636,-0.007582234889739093
97.50863022,8.245643e-12,2074,102.46804761886597,57344,0.45622664493935006,-1.306201427988708,0.4624811896821484,0.0008382698416198764,-0.006673679663608358
118.95812112,9.07096e-12,2206,119.00309634208679,65536,0.4495004077968998,-1.2931092006154359,0.455947853717953,0.00037945924725590885,-0.006637175544681073
123.12613422,9.083875e-12,2336,135.23734784126282,73728,0.4322654060470157,-1.280031949840486,0.43883398809703067,0.0002513023048180685,-0.006694233202424007
148.83707442,8.650016e-12,2449,151.9370448589325,81920,0.4077204415183851,-1.27350148037076,0.41407489327248187,0.0001606791855948586,-0.006434791346894221
163.27436898000002,8.24067e-12,2555,168.75017499923706,90112,0.32182694425219965,-1.25665787095204,0.3279136319644749,9.493909337408014e-05,-0.0061341572589622955
181.48504977999997,6.826581e-12,2652,185.69444012641907,98304,0.2618641755607315,-1.2385564646683633,0.2663805810268968,5.495588139154961e-05,-0.004543883406861132
190.48063892,6.552729e-12,2746,203.1963574886322,106496,0.15953294047834848,-1.2202458046376705,0.16338442077831133,3.39003352721079e-05,-0.0038684304675988836
192.91396342,5.6626552e-12,2841,220.36092042922974,114688,0.11848816563133664,-1.2102965177968144,0.1224316334031755,2.0873066387849802e-05,-0.00395390430503279
203.36843822,5.5951055e-12,2931,237.54832792282104,122880,0.12065371680108253,-1.1915736206807197,0.12375473599458928,1.3614789151539241e-05,-0.003107826588082507
202.4154023,5.3350007e-12,3022,253.95523309707642,131072,0.09543385384810858,-1.1671145365573465,0.09800521575380117,1.243023225958595e-05,-0.0025775770218223705
206.81225951999997,5.29196e-12,3114,270.8740487098694,139264,0.09367968504144117,-1.1452285041101278,0.09524072821732261,8.015572867581255e-06,-0.0015650509623152402
209.40011140000001,4.635146e-12,3202,289.75443506240845,147456,0.08281915317573603,-1.1284844293259084,0.08402638193465464,6.580498133823554e-06,-0.001210519007985515
205.29604738,2.8368174e-12,3292,307.0508942604065,155648,0.06363069265215344,-1.114910205360502,0.06475317323111085,6.490854189067363e-06,-0.00112572600605195
205.09434456,1.6633455e-12,3382,323.51386880874634,163840,0.07699003785845142,-1.1009821225889027,0.07863421998081321,4.978024687485316e-06,-0.0016466711347055281
209.24774892000002,1.2463723e-12,3473,339.5274426937103,172032,0.07248624849722567,-1.090583396423608,0.07391648975944917,5.926796883581887e-06,-0.0014332046606652994
208.51706126000002,5.803619e-15,3562,356.2036302089691,180224,0.056617701290581836,-1.0666080405935645,0.05780112181264485,3.3771858450215577e-06,-0.0011851091149855252
210.15176265999997,6.5720365e-16,3651,372.7610774040222,188416,0.05546686556976046,-1.0545418097637593,0.05709731731703869,3.5441897657362274e-06,-0.0016322238421611005
214.3203049,5.4092445e-16,3739,389.51745772361755,196608,0.04782115005427713,-1.036287423223257,0.049491425059568425,2.8701213916848546e-06,-0.0016717100659871468
211.66727497999997,1.0096279e-15,3828,405.81498074531555,204800,0.03945020506113504,-1.0105105638504028,0.040589976328737974,3.3057953166659713e-06,-0.0011414241652612743
213.62784064,5.1623503e-16,3916,422.1648139953613,212992,0.04500677575732027,-0.9951147915329784,0.04600188691765652,2.681771902723895e-06,-0.0009964520462876151
210.42600846000002,6.8090067e-16,4005,438.57105803489685,221184,0.03311927634879151,-0.9916489232797175,0.03341757097819027,2.51867492159219e-06,-0.00029955396685955453
210.28189338000004,4.3756721e-16,4094,454.5845606327057,229376,0.040421025982224655,-0.9784171525388956,0.04150373571069395,3.055649327177168e-06,-0.0010842375531328768
211.21320526,1.0259034e-15,4182,471.2067816257477,237568,0.03988139864745838,-0.9629063347354532,0.04053081500460394,2.413912893384218e-06,-0.0006506233135922539
212.75590473999998,9.755317e-16,4270,487.8271505832672,245760,0.03184284205902579,-0.953712428547442,0.03255047726024714,2.708821684749285e-06,-0.0007089896120637219
214.03888386,2.3393989e-16,4358,506.36531376838684,253952,0.02802050804245847,-0.9541878922376782,0.028606447753281826,2.4267046352832724e-06,-0.000587153063141
215.0170953,1.3705364e-16,4446,523.1389148235321,262144,0.02186798885162005,-0.9436757924966515,0.021695013497173933,2.7452086901358365e-06,0.00017160275010105028
216.23351722000004,8.853804e-17,4534,539.5565626621246,270336,0.018049592013778044,-0.9291975168976933,0.019168347787399398,2.5552566160824685e-06,-0.0011200334019293933
212.57932289999997,9.100727e-16,4622,556.3298773765564,278528,0.018465939346402265,-0.9144099174998701,0.01885077736153562,2.1477820016602146e-06,-0.00038591190613418544
216.41916074,7.9994787e-16,4709,573.0504133701324,286720,0.03721209637774854,-0.9116603613831102,0.03784811812320186,2.2763589595464762e-06,-0.0006371599249330886
216.79084059999994,6.8669093e-17,4796,589.3188223838806,294912,0.016605901785143137,-0.9105434881988913,0.01803386590527225,2.283672049707697e-06,-0.0014291059561539674
216.04891128000003,1.0470953e-16,4884,605.577832698822,303104,0.01623231769052958,-0.8964794984087348,0.016630747980491377,1.8381897062935693e-06,-0.0003993493848149456
216.37137851999995,6.561632e-17,4972,622.1689863204956,311296,0.017002168724084565,-0.8911273943260312,0.016611358986597224,2.2699355809729926e-06,0.0003896747696968535
216.47248331999998,1.0708148e-16,5057,638.9875521659851,319488,0.0184200122229883,-0.8942464944440871,0.01897603298883723,2.493696398958578e-06,-0.0005572676140484127
213.52789700000002,8.1017676e-17,5146,655.2100877761841,327680,0.014549643445741884,-0.8947584485635162,0.016708731491758045,2.465165149528881e-06,-0.002160320628590927
216.66573948,7.2061884e-17,5233,671.7170016765594,335872,0.02862150133055359,-0.89381780968979,0.0293193637621016,1.71163524075868e-06,-0.0006987182491683929
216.69522157999995,7.5801217e-17,5320,688.4277958869934,344064,0.014114455893593789,-0.8841763281729073,0.014283609081837767,2.8263235238856765e-06,-0.00017056635000591984
214.01849218000007,8.257392e-17,5407,704.8036255836487,352256,0.014372571277780077,-0.8733098450116813,0.014518965560762353,1.7890192758052148e-06,-0.00014728879262017837
216.93351964,8.3912166e-17,5494,721.1831088066101,360448,0.01959620162745444,-0.860722679970786,0.020190911197869355,2.2806272174602516e-06,-0.0005958498840236453
216.98024055999997,7.993672e-17,5582,737.7144820690155,368640,0.022354206727369635,-0.842193616507575,0.022528662159129454,1.4770061059987683e-06,-0.00017519393481281497
216.56152564,1.03671585e-16,5670,754.1055979728699,376832,0.01515584246561521,-0.8310222894884646,0.015132299214644717,2.1108498296729118e-06,2.2487826055656112e-05
