ep_rew_mean,mean_int_reward,num_episodes,total_time,total timesteps,total_loss,entropy_loss,value_loss,intrinsic_loss,policy_gradient_loss
8.56508458,0.023332462,440,2.9450600147247314,8192,,,,,
9.3925809,0.2652767,875,19.675079584121704,16384,3.749499517466016,-1.4143711875192821,1.2714912212453782,4.965314855868928,-0.0046491317138261535
13.516827799999996,0.01247933,1240,36.745136976242065,24576,11.257176246331897,-1.3907714917324483,0.8435912571148947,20.84940525665879,-0.011117639112394809
26.63851048,0.00037346774,1529,53.41552233695984,32768,1.1647236729568153,-1.365285620559007,1.0871184768388047,0.17588025330915116,-0.010334930536564932
42.92191006,2.6102597e-08,1728,70.00560235977173,40960,0.7750830997727656,-1.3481332915835083,0.7697286894312129,0.029404087155126036,-0.009347633236010362
63.990232,1.5459733e-15,1918,87.04061484336853,49152,0.6293890001411615,-1.3357298056595028,0.6373864331981167,0.003399540211830754,-0.009697203162870533
62.03825448,1.3150409e-15,2107,103.36612915992737,57344,0.5897934740162338,-1.31416300162673,0.5958453911822289,0.0009379175246294835,-0.006520875928309749
63.91012732,1.2101771e-15,2291,119.99046444892883,65536,0.431628768286236,-1.2882971351966261,0.4390316301491112,0.00034850380889110965,-0.007577113767320662
77.09888374,1.2741707e-15,2441,136.8883032798767,73728,0.2770951658624564,-1.2712945926003159,0.2825241567858029,0.000172489202643078,-0.0055152355246680385
86.58350446,1.1741875e-15,2550,154.175030708313,81920,0.23271168970768913,-1.2577969185076654,0.23933250525151378,0.00013383756416374126,-0.006687734325906575
117.76605904000002,1.135022e-15,2640,170.92654657363892,90112,0.2238410784514863,-1.245322004891932,0.228923268528888,8.584108008733438e-05,-0.005125110617445365
137.9557705,9.653402e-16,2712,187.87913537025452,98304,0.21432784787836212,-1.2264309297315776,0.21971089006401598,5.756653520947452e-05,-0.0054118254532585916
173.22067872,8.887099e-16,2774,204.45530652999878,106496,0.17745505916818677,-1.2029146030545235,0.18381404635147192,4.4376579440807974e-05,-0.006381175473005531
236.09062176000003,6.462249e-16,2808,220.74679112434387,114688,0.16552458789714825,-1.1856572976335884,0.17128277411393356,1.9442817676917912e-05,-0.005767907625623754
326.81273324,5.7536915e-16,2824,237.12896037101746,122880,0.11183117624801223,-1.1626952819526195,0.1177269806721597,1.3413900389558364e-05,-0.005902511374342258
435.92569391999996,6.1375753e-16,2838,253.6772289276123,131072,0.060649530048496755,-1.1336827402934433,0.06594536457778304,8.045099736131434e-06,-0.005299857079154341
570.78002592,5.7731023e-16,2847,269.9545547962189,139264,0.07827705522532649,-1.1242779122665525,0.08044782313700125,8.56974070231331e-06,-0.0021750527820259117
669.18022732,6.0256584e-16,2856,286.2684955596924,147456,0.05908972300221632,-1.1134162308648228,0.060874155294186494,5.498581289886673e-06,-0.0017871815826151212
782.4376410400001,7.440962e-16,2865,302.25756216049194,155648,0.06362297615675791,-1.0972528723068535,0.06570436789024825,4.971101633088893e-06,-0.00208387728430688
830.19728756,7.7437965e-16,2876,319.0800304412842,163840,0.067489680254356,-1.092426051106304,0.06947293566718145,7.650813771453712e-06,-0.0019870808197111774
841.0683273799998,1.1377919e-15,2890,335.2025239467621,172032,0.06842584749141314,-1.0945460543967784,0.07073842752997735,5.918991249265204e-06,-0.0023155395341888222
834.6609187800001,9.347386e-16,2898,351.99109268188477,180224,0.07550752169786787,-1.091727269999683,0.08004067905167175,1.643242582503035e-05,-0.004541373566716388
852.85697488,8.611443e-16,2906,368.4193320274353,188416,0.05332767316787983,-1.0995485274121166,0.055151266111079164,2.2956543005436814e-06,-0.0018247407703496134
852.7959485999999,9.96697e-16,2914,384.8892991542816,196608,0.05698170659718575,-1.1048308999277652,0.05927349771400259,3.401223512722318e-06,-0.0022934917285732013
870.1426815399999,1.0286111e-15,2926,401.47805070877075,204800,0.05167794622978974,-1.1061035588383674,0.053678244025650204,3.3649281789616125e-06,-0.0020019802599499517
847.7549037799998,1.3612861e-15,2939,418.1902747154236,212992,0.06294556262094912,-1.102950517460704,0.06608129401865881,5.238027633613918e-06,-0.003138350411526497
867.7471926599999,1.0150185e-15,2948,434.6824014186859,221184,0.057468200351510304,-1.0972776393406094,0.06200475939076568,8.306816552039465e-06,-0.004540712447531399
