mean_int_reward,total_time,total timesteps,ep_rew_mean,num_episodes,intrinsic_loss,value_loss,entropy_loss,policy_gradient_loss,total_loss
0.015911529,3.0566627979278564,8192,12.66689654,426,,,,,
0.18485889,21.706900596618652,16384,14.828315179999997,813,2.771307270822581,0.8473954474786296,-1.4185659791342915,-0.0038512202839071515,2.2291978626060134
0.020030081,40.15963864326477,24576,30.766869440000004,1083,12.338525053858756,0.38539141974179075,-1.3990355653688311,-0.01139297755062878,6.543260969120541
0.0002742487,59.30820345878601,32768,39.04215696,1299,0.4001783146348316,0.5339166890713386,-1.3857946355827153,-0.008846442577579269,0.725159403811175
1.3369977e-10,77.5006513595581,40960,79.82163226,1438,0.13227775166596983,0.5690563912387006,-1.3651667618192733,-0.010171100717176884,0.6250241663545086
1.1912927e-11,95.72450375556946,49152,122.62712578,1538,0.08557918420265195,0.558241692208685,-1.3447720367461442,-0.008634344570517493,0.5923969397394935
1.2326524e-11,113.76965928077698,57344,129.39415404,1651,0.0462295288038149,0.5501110072713346,-1.3323171565309166,-0.005593605952503308,0.5676321657207387
8.389337e-12,131.8553750514984,65536,116.83509894000001,1777,0.015509869211564364,0.4395963887218386,-1.3207427073270082,-0.005401086570939199,0.44195023675668155
7.641477e-12,150.05677390098572,73728,153.12620888,1875,0.0017718479492486948,0.27161365093197676,-1.3104794480837882,-0.004751454141173941,0.26774812076542714
7.402722e-12,168.89165139198303,81920,158.92788864000002,1970,0.0015219921763673482,0.3174300786049571,-1.3012916428036987,-0.004998756139828887,0.31319231855331187
7.7818784e-12,187.20069813728333,90112,234.6263049,2044,0.000655445230904661,0.27515259103965944,-1.276770283188671,-0.006185038935308573,0.26929527471980325
8.496781e-12,205.12881922721863,98304,300.28133488000003,2104,0.00031065893412005605,0.27146932827308773,-1.248303397744894,-0.006529691694708642,0.26509496604543914
1.0377414e-11,223.4899606704712,106496,367.56785404000004,2156,0.00019812975478430416,0.28605700171901843,-1.2234730339609086,-0.00561971537807197,0.28053635121833864
7.905603e-12,241.70865297317505,114688,450.62414798,2197,0.0001233036767956719,0.2729611014103284,-1.2057268448174,-0.005010284640660033,0.26801246860806616
6.8875574e-12,259.5104179382324,122880,508.00602030000005,2237,8.482695167941757e-05,0.14685262426792178,-1.1872816960327328,-0.0021668568820105995,0.14472818086175088
6.02322e-12,278.123605966568,131072,539.07365654,2276,4.958227640159407e-05,0.10253067796147661,-1.1609210720285774,-0.003423694870585538,0.09913177422909188
5.0162903e-12,296.4681737422943,139264,523.88864318,2316,4.1050352687221904e-05,0.0842422925226856,-1.1381555518135429,-0.0021877409847052224,0.08207507671432399
4.72708e-12,314.71749210357666,147456,541.9600898,2355,3.098311802602893e-05,0.0652001605492842,-1.1306676380336285,-0.0012534246238317171,0.06396222748446549
3.6624835e-12,333.189861536026,155648,498.83290812,2397,2.8389527285810347e-05,0.053749901341507214,-1.1297315889969468,-0.0009575230631024672,0.05280657304204765
2.619367e-12,351.50035858154297,163840,541.02541612,2436,2.779412850912877e-05,0.055929163266409884,-1.1208410249091685,-0.0006684364538287362,0.055274623876835724
2.0067632e-12,370.0105755329132,172032,541.3178491799999,2476,1.8021225682574028e-05,0.040130758377199524,-1.096699245367199,-0.0011658136124902904,0.03897395537755052
1.3394639e-12,388.29350900650024,180224,547.5393600399999,2517,1.2789574508431656e-05,0.03563458107637416,-1.0775515113025904,-0.001584989436691339,0.03405598642693704
