mean_int_reward,num_episodes,total timesteps,ep_rew_mean,total_time,entropy_loss,intrinsic_loss,value_loss,policy_gradient_loss,total_loss
3.010661e-15,4001,352256,891.3101445799999,717.1281659603119,-0.9271154026966542,3.6596834178181933e-05,0.06373466836212174,-0.0002030260491950332,0.06354994073001578
3.3085867e-15,4009,360448,890.9049520799999,733.5171587467194,-0.9118872243911028,2.082663173408328e-06,0.049738017137542556,-0.0022069993717072243,0.04753205909742204
4.2132655e-15,4018,368640,933.48729486,750.1183013916016,-0.895791922789067,1.3406888930356242e-05,0.04611591879379375,-0.0024043463363845026,0.04371827590187442
3.2750855e-15,4026,376832,940.2108823599999,767.4320850372314,-0.8867936279624701,4.3541574162864194e-07,0.057080618732379663,-0.0014352566572244088,0.05564557978302607
3.895657e-15,4036,385024,932.32064424,784.1646785736084,-0.8741900806780905,1.8632957683195618e-05,0.052398595424801894,-0.0010468321594956438,0.05136107974414785
3.9706893e-15,4046,393216,935.3600428999999,801.0714409351349,-0.8732401452492923,3.220352614186073e-07,0.06465875801281981,-0.0018811507144552314,0.06277776831599528
3.6992927e-15,4055,401408,915.1041828999998,818.2759034633636,-0.8722560256253928,6.404360371986551e-06,0.0660117544719924,-0.0019049323134038188,0.06411002433877458
4.159921e-15,4064,409600,922.8575347,835.5795166492462,-0.861660520453006,9.846185668904717e-06,0.05596227285532222,-0.0008104087933373697,0.05515678715481931
2.6441641e-15,4072,417792,931.0131832399999,852.3523032665253,-0.8602646460290998,3.6929261609419674e-06,0.053087171648257936,-0.0030599420259317315,0.050029076085406674
3.4271118e-15,4082,425984,903.8632319,869.0948550701141,-0.8607101015280932,6.630941223217945e-07,0.05545816679855307,-0.002812054106112492,0.05264644423950173
3.0604683e-15,4091,434176,938.3993751400001,885.9603016376495,-0.8519142905250192,6.768229838888251e-06,0.06929042774877417,-0.0032159945840534595,0.06607781727964016
2.2238973e-15,4100,442368,950.8350077999999,902.5719983577728,-0.8473755498882383,1.0725616234030788e-05,0.06221994292982345,-0.0007941034539124148,0.06143120228402804
2.6968055e-15,4108,450560,966.1663038599999,920.1705732345581,-0.8601966890972108,8.750769387583235e-08,0.05664625187200727,-0.0009118117621082725,0.05573448386374593
2.8719321e-15,4116,458752,975.4295674400001,939.4801149368286,-0.8522495581302791,1.7470089549026512e-07,0.05538565571073377,-0.0006273119899316288,0.05475843107124989
2.8914173e-15,4124,466944,974.81152482,957.7154626846313,-0.8390830838121474,3.202003632366002e-07,0.05813452979396061,-0.0009013268463812143,0.05723336304776102
3.0224274e-15,4132,475136,1001.7619741799999,976.1836795806885,-0.8374647638294845,4.583418946171869e-07,0.05797316296889221,-0.0011812849388904453,0.05679210720094907
3.2718524e-15,4140,483328,1001.3474004199999,994.3738212585449,-0.8233175716828555,3.523532546068076e-07,0.05819056735085724,-0.0014796719963167853,0.05671107153116776
3.861156e-15,4148,491520,1020.3262736799999,1013.1259083747864,-0.8170384019147605,3.6492341241867177e-07,0.058767429784484196,-0.0007629901872218726,0.05800462205896852
3.1077707e-15,4157,499712,1006.55077132,1031.4436597824097,-0.8206424490083009,4.054239517173319e-07,0.05935280071307716,-0.002408113398015074,0.05694489002703794
3.2568743e-15,4165,507904,1006.0819967,1051.4706857204437,-0.8171472112648189,9.709903123228391e-06,0.06484567120533029,-0.0013500044957630544,0.06350052166112885
2.9694044e-15,4173,516096,1005.92461714,1071.1468312740326,-0.8045979637186974,7.975837223311855e-08,0.058584119357783494,-0.001099671502274741,0.05748448773469487
3.3209926e-15,4181,524288,1005.6083317,1089.6337313652039,-0.7845839046407491,5.376203421059156e-08,0.05698014417966988,-0.0007131135897643743,0.05626705747092261
3.187867e-15,4189,532480,1005.46267502,1108.2769088745117,-0.7676475271116943,1.3674101904878612e-07,0.05715295886284366,-0.0020681116257670984,0.055084915607586084
3.2064076e-15,4198,540672,1005.33233952,1126.8817241191864,-0.7563148247543723,2.973006074089013e-07,0.05868786276460014,-0.0012451905380737676,0.05744282087683008
2.8218483e-15,4206,548864,1018.49031754,1145.4358494281769,-0.7500807262957097,3.7743617350566306e-07,0.06561981103623112,-0.0005008541358596752,0.06511914561845819
4.434132e-15,4214,557056,991.9922877600002,1163.5832014083862,-0.7482507668435574,8.885274444883628e-08,0.0573286633718908,-0.0009013927122491662,0.05642731508601386
4.4054717e-15,4226,565248,929.7529642599999,1182.1599309444427,-0.7476511360146105,1.856354202449395e-05,0.05802450120827416,0.000317500468673082,0.05835128344795949
4.219355e-15,4237,573440,884.13497514,1200.6616849899292,-0.7521994356065989,4.288407566732655e-06,0.09420592881224366,-0.0008268909938006684,0.09338118202222635
4.1028764e-15,4248,581632,827.7854409799999,1218.7978188991547,-0.7620991758536547,1.9252324396795695e-05,0.06727092313458342,0.003853990362784312,0.07113453965956615
3.462132e-15,4257,589824,825.0315027,1237.5621700286865,-0.7567220930941403,1.78669915208568e-06,0.07112251377984649,-0.0006273149644106104,0.07049609216501192
2.8365236e-15,4266,598016,861.5329618199999,1255.9939813613892,-0.7579756006598473,4.7193785436966395e-07,0.06212030197293643,-0.0016062686902170928,0.060514269251646526
4.0099573e-15,4276,606208,869.3738116199999,1274.1548795700073,-0.7517303350381553,8.839409300423484e-08,0.0660062574155745,-0.0018233853283153487,0.06418291628430565
2.1587842e-15,4284,614400,886.8717601,1292.0948464870453,-0.7461136392783374,1.1052946913753248e-05,0.07865410140830136,0.005458826279273491,0.08411845416103172
2.2970206e-15,4292,622592,934.3939292400001,1310.9166140556335,-0.7419259903021157,4.877401083777655e-08,0.06197220045078211,-0.0020068881007761297,0.05996533673701141
2.1244937e-15,4301,630784,954.86067392,1329.3047935962677,-0.7362668942194432,3.08914336923094e-08,0.06294031781251305,-0.002386680469066894,0.060553652789163005
1.5572794e-15,4310,638976,952.1440961399999,1347.7617938518524,-0.7380996621213853,1.069717595357858e-05,0.06984538410424648,0.003366956132653048,0.07321768882487631
1.1740304e-15,4318,647168,952.2895706199998,1366.6736047267914,-0.7481211985927075,2.019338712987151e-06,0.06744405050230853,0.005783729590714968,0.07322878976237998
1.4171573e-15,4329,655360,933.8800417999998,1384.9907200336456,-0.7605449763592332,1.727408750068493e-08,0.06263116711686507,-0.0005419342977772771,0.06208924145613154
1.296574e-15,4341,663552,862.2387420800001,1403.4159622192383,-0.7673638780135661,4.289775702856491e-06,0.07135023226946942,0.002954495755642778,0.07430687291296363
1.5089186e-15,4357,671744,725.62651802,1421.5063548088074,-0.7864245595410466,5.546198717620854e-07,0.0849417494358022,-0.0013111852398985165,0.08363084150583955
1.5951413e-15,4372,679936,654.4940328600001,1439.737271785736,-0.8076853839214891,1.3725781928847213e-06,0.0759143866102022,0.017724356291368742,0.0936394291906674
1.7101618e-15,4386,688128,588.4345290800001,1458.420958995819,-0.8153791646007449,7.501586797228899e-07,0.08181502785646444,0.0026996082773907523,0.08451501121319505
1.513705e-15,4408,696320,522.0766129399999,1476.9961552619934,-0.8297850607894361,5.238091184911475e-07,0.0679994307232846,0.004821345738420481,0.07282103836626433
1.6532626e-15,4424,704512,492.89235346000004,1496.2506020069122,-0.8418428709730505,5.487498919265477e-07,0.1071485545962787,0.0009824007316474397,0.1081312297028721
2.1287153e-15,4436,712704,530.50270342,1514.992767572403,-0.8541760972235352,3.1920700445942087e-07,0.07624615380300384,-0.0006005718784399549,0.07564574152806611
2.047062e-15,4450,720896,574.91129724,1533.9187607765198,-0.8580536315217614,2.8812319978616106e-07,0.07539376945005642,-0.0011816942768829687,0.07421221923477335
1.7960093e-15,4459,729088,665.52342,1553.2162065505981,-0.8582485659979284,3.3270340374508265e-07,0.07418789767762064,0.00024209735625214962,0.07443016138557465
1.5523458e-15,4468,737280,733.88415882,1571.4637887477875,-0.8479639153461903,4.639647418862303e-08,0.07122738398211367,-0.0010049496045806917,0.07022245757577009
1.8809576e-15,4476,745472,814.5024124800001,1589.983080148697,-0.8373334024567157,5.140877177105957e-07,0.0750357812803486,-0.002092529152409027,0.07294350917179844
2.1193751e-15,4484,753664,864.3826231800001,1608.611733198166,-0.8397683087270706,1.2292565550742207e-07,0.06904054791129965,-0.0017360343159494355,0.06730457505817797
2.4783737e-15,4492,761856,913.0290236800001,1627.2515096664429,-0.8560236653778702,5.581644199649516e-08,0.07096353143733722,-0.0019456821022905053,0.06901787724326772
2.336421e-15,4502,770048,952.5261688,1646.0295748710632,-0.8640648144762964,1.5076077619843863e-07,0.06792731599734907,-0.0012105201797003604,0.0667168711980368
2.8760523e-15,4514,778240,915.6524935399998,1665.29918050766,-0.8651285349391401,2.1911103373281616e-07,0.08204866853548083,0.004064247484910256,0.08611302557590794
1.0856712e-15,4531,786432,791.11690864,1683.8953549861908,-0.8700568726751954,2.387018389865547e-07,0.07441610765490622,0.0008712721885840932,0.07528749919440982
1.7627229e-15,4544,794624,697.2792214000001,1702.5024778842926,-0.8664633024483919,2.3171074482603026e-07,0.07314725732103397,0.0010558809476622164,0.07420325412406861
2.0596383e-15,4555,802816,666.26236978,1722.2923085689545,-0.8538575196638704,9.077148613728659e-08,0.07395497193447227,-0.0014452895094460851,0.07250972781076925
1.597851e-15,4566,811008,684.85465014,1741.0166890621185,-0.8466327762696892,7.140939327389406e-08,0.05963904977379571,-0.00018673957744642743,0.05945234590104591
1.8040673e-15,4577,819200,735.2545659199999,1759.984194278717,-0.8327060590963811,7.322762516463744e-08,0.06302799976710957,-0.0008228010100714619,0.062205235370850695
1.1981885e-15,4587,827392,748.5648023800001,1779.3630180358887,-0.8171128568705172,1.370335396730024e-07,0.07987040697316843,0.0005508440319114269,0.0804213195218497
8.416289e-16,4599,835584,787.34535368,1797.9654545783997,-0.8109264277853072,2.3325959804081088e-07,0.0622957671520453,0.001105316108477095,0.06340119989032142
1.2498214e-15,4610,843776,804.29289152,1816.5624504089355,-0.8096601060125976,8.905448769663815e-08,0.06914436570477847,0.0007476184809586138,0.06989202871298092
9.039973e-16,4621,851968,812.40010796,1835.6587080955505,-0.8090825332794338,2.9110332746152406e-08,0.06360295285030589,-0.00015645386121047742,0.06344651354426177
1.1574623e-15,4632,860160,820.0758864000001,1854.9556119441986,-0.818891761591658,8.871856292252955e-08,0.07650821741135587,0.00032689710357906317,0.0768351588742164
8.601395e-16,4641,868352,830.00599048,1873.619945526123,-0.8219256898853928,1.5742079191929935e-08,0.07828368846385274,0.0001588124848057016,0.07844250881969803
7.260017e-16,4650,876544,880.58321946,1892.2881875038147,-0.8201013531535863,5.98536593804204e-08,0.07591793103620148,0.0009362915749780727,0.07685425253800923
7.907086e-16,4659,884736,895.3832038400001,1911.7773928642273,-0.8134846384171397,6.9232939016493704e-09,0.08951759142983065,-0.0016409544955583537,0.08787664039591923
4.8911113e-16,4667,892928,901.6762826599999,1930.411141872406,-0.7990894236601889,1.8959047932004535e-07,0.09158500975590869,0.0010377521147986745,0.09262285666594702
6.608222e-16,4676,901120,934.37476632,1948.8580663204193,-0.7895581941120327,1.3635652085100883e-08,0.07339403547957772,-0.0017024673213102595,0.0716915749760935
3.8605983e-16,4686,909312,942.0041768799998,1967.502804517746,-0.795332916919142,8.29230563534778e-08,0.08200740845441032,0.0069336932422300115,0.0889411431581685
3.714426e-16,4697,917504,913.35646968,1986.6548199653625,-0.7993772320915014,2.00021798319773e-08,0.08452724112266878,-0.000839058720570721,0.08368819240318798
4.4321825e-16,4707,925696,895.80219248,2005.4753444194794,-0.7931910138111562,9.676749315895052e-08,0.07863002441026765,-0.0006170738750734693,0.07801299891894077
4.83935e-16,4721,933888,806.92853496,2025.3734502792358,-0.7936370126903057,3.144896506082108e-09,0.06802833120091237,-0.00223061807763887,0.06579771469572175
