mean_int_reward,ep_rew_mean,total_time,total timesteps,num_episodes,total_loss,entropy_loss,policy_gradient_loss,value_loss,intrinsic_loss
0.012560997,11.3188049,2.8857409954071045,8192,488,,,,,
0.16942677,19.895426859999997,19.798828125,16384,909,2.633555138689667,-1.4127827838994562,-0.0049357252405339645,1.695159648405388,1.8866624310496263
0.013748515,35.594475,36.542340993881226,24576,1196,12.231648294910315,-1.3951472003944219,-0.010911442266319873,0.8001425558002666,22.884834362752734
0.00016594009,46.4062059,53.54677391052246,32768,1434,0.9982657284780181,-1.366455748770386,-0.010213746839271867,0.9358048808760941,0.1453491888823919
1.16707795e-07,84.71160390000001,70.89688062667847,40960,1607,0.7444555596074058,-1.3428548417054116,-0.006619760040319528,0.7479029675247147,0.006344704246021138
6.873454e-14,99.61902778,88.36001968383789,49152,1753,0.58252726212285,-1.3156753932125866,-0.003711316801987931,0.5856610460206866,0.0011550658083024246
4.322531e-15,106.02908544000002,105.40485620498657,57344,1885,0.39147284243765545,-1.2930082244798542,-0.0032567715596607235,0.3945039359037764,0.00045135618707945466
3.7181896e-15,129.35964808,123.58428525924683,65536,1999,0.2843359495331906,-1.2791715063154698,-0.0032844242326309806,0.2875061649479903,0.0002284176356624812
3.5223073e-15,152.536993,142.67166686058044,73728,2092,0.19378198845464265,-1.2700059070251881,-0.003000375575602917,0.19671765483217313,0.00012941839614484253
3.792146e-15,180.45023,161.82697415351868,81920,2164,0.17489214672137443,-1.2552085949108005,-0.0032879418160615113,0.1781335638370365,9.304940079886137e-05
3.497218e-15,199.47733662000002,180.48747158050537,90112,2219,0.13784158688419793,-1.247641900740564,-0.000927681625090746,0.13873729187325806,6.395327206121237e-05
3.294994e-15,233.22246778000002,199.88944625854492,98304,2267,0.12032315029627463,-1.243297248147428,-0.0013565322347678546,0.12165698850149056,4.5388059103856906e-05
3.4201767e-15,219.99921215999996,218.81873965263367,106496,2316,0.09143256094560423,-1.2383285648189486,-0.0008071601862213154,0.09222054051715531,3.836122934046671e-05
2.943181e-15,235.97721414,237.6047043800354,114688,2360,0.1157341303229571,-1.2492774482816458,-0.00439671658022655,0.12011747744436434,2.6738917638624572e-05
3.5846286e-15,251.32496712000003,256.40125131607056,122880,2410,0.07367823652466488,-1.2518155853264035,-0.002081623630540541,0.07574767776677618,2.436477685847649e-05
2.7478621e-15,254.96483354000003,275.34230375289917,131072,2460,0.04153589948499129,-1.2520862719975412,-0.0021590667617482086,0.04368540163195576,1.9129229567482753e-05
2.8915744e-15,258.65193122,294.6975209712982,139264,2508,0.03976979033152607,-1.259982269909233,-0.0012056924749591139,0.04096763064389961,1.570432517112863e-05
2.2824652e-15,272.40677952,312.87233543395996,147456,2554,0.0440783403430974,-1.2517888787202538,-0.0007432569346571878,0.04481402130832066,1.5151938867852265e-05
2.0361296e-15,274.61126946,330.9167811870575,155648,2601,0.03183468303589075,-1.2474435352720321,-0.0016850505569533055,0.03351404338063731,1.1380424413509616e-05
1.7582899e-15,258.0521187,349.6152894496918,163840,2652,0.03268495997475221,-1.2389638159424066,-0.0010763945555496372,0.03375559577589229,1.1517508819114397e-05
1.5707855e-15,257.73608856000004,368.5773694515228,172032,2705,0.04180723954075559,-1.2189574900083244,-0.0021492903249940984,0.04395046286026627,1.2134010966846632e-05
1.3822354e-15,263.5510105,386.95339369773865,180224,2754,0.044452202305255185,-1.1989917897619307,0.0011259339274511903,0.04332146341771477,9.60992017846607e-06
1.2585394e-15,272.20549546,405.150182723999,188416,2801,0.02908576589730505,-1.1856691356748343,-0.0011187946704562998,0.03020007983150208,8.961472518542734e-06
1.0284663e-15,269.94510888,423.25739336013794,196608,2851,0.03484790694249361,-1.1790800272487103,-0.0002247280284118389,0.03506914886388586,6.972214039180358e-06
1.1379534e-15,280.57858752,442.0605969429016,204800,2896,0.03643471343263366,-1.1721635479480028,-0.0002411475785863218,0.036671990551758425,7.7409189231048e-06
1.041797e-15,275.1823067,461.1141746044159,212992,2941,0.02984607017547867,-1.1672794283367693,-0.0005936164822558904,0.030436562657223477,6.248001022157723e-06
7.8395943e-16,284.84529502000004,480.04223680496216,221184,2986,0.04943056683734137,-1.1499378795735538,-0.002375267198215034,0.051801362421429076,8.943228254665313e-06
6.041507e-16,288.80921249999994,498.681125164032,229376,3030,0.030405324157837345,-1.1318811473436654,-0.0014497179723800887,0.03185288032068456,4.323619065749185e-06
3.7088936e-16,284.60862862,517.2032537460327,237568,3077,0.024616847904167027,-1.1192072027362883,-0.0016000389465080402,0.026214939115288872,3.895470772397047e-06
3.3044698e-16,319.72390468,536.3745481967926,245760,3112,0.029386152481000533,-1.1201202773489058,-0.0019211559854715801,0.0313045079578842,5.601017175838052e-06
1.35790384e-14,295.28226404000003,554.9006760120392,253952,3155,0.020247420704984004,-1.1099462438374759,-0.0020079390268473453,0.0222533129214753,4.093620712097845e-06
1.8416611e-16,308.05768095999997,573.8060853481293,262144,3195,0.04166847235020858,-1.104772230051458,-0.0011776642856058618,0.04284244489690536,7.38347781816806e-06
1.7553632e-16,310.84881273999997,593.2567913532257,270336,3232,0.01998452865947154,-1.0889156483113767,-0.0010700135098980735,0.021052958916379795,3.1665059796459616e-06
1.8850446e-16,308.87934337999997,611.5436475276947,278528,3274,0.02110923014860299,-1.0760339709930122,-0.0009391070256748611,0.02204658576310976,3.5028223361877053e-06
1.8023134e-16,312.64188462,630.3700616359711,286720,3313,0.02603913724640597,-1.0633062404580413,-0.0005090134584507747,0.026546225984543526,3.849440626435552e-06
1.6482618e-16,317.200844,648.5908398628235,294912,3351,0.03109284996407784,-1.0495495493523777,-0.0002875244579145995,0.031378608793329474,3.5312573259282944e-06
1.6920309e-16,328.4643626,666.7568845748901,303104,3387,0.022711062272676406,-1.0448816573247313,-0.0014523942866792722,0.024161548373831464,3.816371048426248e-06
1.2258269e-16,352.30855928000005,685.677820444107,311296,3419,0.020240458071684793,-1.0573161467909813,-0.002431437417804389,0.022670461180496204,2.868617985951616e-06
