total timesteps,ep_rew_mean,total_time,num_episodes,mean_int_reward,policy_gradient_loss,value_loss,intrinsic_loss,entropy_loss,total_loss
221184,231.86637042,494.1838598251343,4027,1.2698034e-15,-0.0016185469589141146,0.06652860475987836,1.1420553451024773e-05,-1.0337452777661382,0.06491576807768976
229376,240.1760427,512.904239654541,4106,1.1577431e-15,-0.0008621530672315809,0.06492323579204821,6.876386495502373e-06,-1.0226932275108993,0.06406452091806439
237568,239.79946757999997,531.710972070694,4186,1.0760226e-15,-0.0005053551037825086,0.06353945949485933,1.524005838238196e-05,-1.014300690125674,0.06304172442026801
245760,248.03681532000002,549.8102788925171,4263,9.663477e-16,-0.0015279916214688992,0.06684996701187629,1.0107753396138009e-05,-1.013792066089809,0.06532702926710546
253952,252.6812703,568.5595638751984,4341,9.828227e-16,-0.0014939533278118095,0.06594354068438406,1.148442965330787e-05,-1.0078614258207381,0.0644553295713989
262144,255.23186814000002,587.1239335536957,4416,7.574444e-16,-3.158690556491657e-05,0.04777510593830812,1.0637964479354167e-05,-1.003765350393951,0.04774883801498288
270336,257.04263499999996,605.5917110443115,4491,7.1902033e-16,-0.0013763301085977825,0.053447993987356314,6.997394273877689e-06,-0.9948051174171268,0.052075162575895464
278528,283.69888462,624.3298361301422,4562,7.183063e-16,-0.0021145062937447446,0.07067213335940323,8.12376495851197e-06,-0.9865934851113707,0.06856168894813774
286720,290.7486379,642.9829924106598,4632,6.2676626e-16,-0.0016714880678136042,0.055638246309172246,1.8179512364291385e-05,-0.9846175719052553,0.05397584799754078
294912,306.98642522,661.3997139930725,4699,5.402412e-16,-0.0023529776167881718,0.06371738502311927,1.371113458272788e-05,-0.9676946532446891,0.06137126297362248
303104,320.44614626,680.1678216457367,4765,4.2832767e-16,-0.0018059732164536358,0.05970451736138784,1.3205068566080058e-05,-0.9461271569132805,0.05790514667921724
311296,316.62046325999995,699.2872126102448,4831,4.080577e-16,4.540604639256948e-05,0.05444487348286202,8.886092971138737e-06,-0.9342154246289283,0.05449472257574015
319488,327.87045766000006,717.838212966919,4895,4.2059238e-16,-0.0012593956405066327,0.06612364017528308,8.129321799810186e-06,-0.9254196092486382,0.06486830919567635
327680,327.34069986000003,736.2138252258301,4961,5.28954e-16,-0.0004049158157931897,0.047179423996203694,8.832561771932036e-06,-0.9117475950624794,0.046778924461296466
335872,334.43467086000004,754.8982355594635,5024,2.7814164e-16,4.460871352554288e-05,0.05288713004738384,7.929703590559e-06,-0.889527287054807,0.05293570361270465
344064,337.72026486000004,773.4856567382812,5089,1.6197557e-16,-0.00121950753920926,0.04820892124098464,5.504727895111472e-06,-0.8679964298382401,0.04699216606572293
352256,347.82720746,791.9534795284271,5152,1.139951e-16,-0.00013639097725139893,0.05764043370836589,5.4955285733182535e-06,-0.8597213593777269,0.05750679049540115
360448,343.30887624,810.3751554489136,5215,1.4658265e-16,-0.0006940377969911384,0.04758743907259486,6.684508304743986e-06,-0.8586920266505331,0.0468967435297561
368640,345.34036161999995,829.1325521469116,5278,9.862664e-17,-0.0010869172237189862,0.04426599836842797,4.276495445276751e-06,-0.8621666234452278,0.04318121939243162
376832,343.9367786800001,847.8480613231659,5342,1.1667728e-16,-0.0006909812249335415,0.047140090450193385,5.0666556904666035e-06,-0.8590985568705947,0.04645164255310508
385024,353.28905663999996,866.8579835891724,5403,9.733978e-17,-0.0011277924412567606,0.049017708642440996,4.039291153512536e-06,-0.8474784296471626,0.04789193584676099
393216,348.02420992,885.3773167133331,5466,8.8077424e-17,-0.0016231132811683434,0.036708909350090836,4.647683064673558e-06,-0.8305711025837809,0.03508811991045483
401408,351.5706815599999,903.8551852703094,5527,8.7989213e-17,9.632324725085658e-05,0.0457905724975717,4.28000231642578e-06,-0.8223569907248021,0.045889035745980765
409600,354.55188932,922.2451827526093,5590,5.611007e-17,-0.0013196734318675289,0.03713598832055141,4.925111537223969e-06,-0.805262369196862,0.035818777444452485
417792,360.34993246,940.6692173480988,5650,4.1281166e-17,0.00016391231810541983,0.035210533709050654,2.9753000335031034e-06,-0.7866973465308547,0.03537593367717282
425984,363.47906386,959.2605574131012,5710,5.360119e-17,0.0008595757955858943,0.029644779661248323,3.6682740279792014e-06,-0.7612990467809141,0.030506189593848203
434176,371.2724854600001,977.6231644153595,5770,5.829333e-17,0.00021875882587380586,0.027717167251557838,4.09175433560005e-06,-0.7509220760315657,0.027937971954599444
442368,369.53683686000005,996.1156578063965,5830,9.571238e-17,0.0001501138581213915,0.027097579689962004,2.799734587743963e-06,-0.745359236234799,0.02724909341537727
450560,374.31097889999995,1014.1913614273071,5890,4.088588e-17,0.001168973470301666,0.025564142700386584,3.5880975479907208e-06,-0.7334732017945498,0.026734910219462248
458752,367.70924298,1032.7934048175812,5951,1.5589827e-16,0.0008241012405036453,0.025675808482947104,2.9450033790512364e-06,-0.7122277862392365,0.02650138222514028
466944,372.88961900000004,1051.5344531536102,6011,4.7091683e-17,0.0013572876315970123,0.030509583190905687,2.6739476039816522e-06,-0.7013095190748573,0.03186820779630469
475136,372.6823449000001,1070.1902179718018,6070,4.0145176e-17,-0.00013620909394293474,0.02505338665691852,2.3642273357715737e-06,-0.6953508153557777,0.02491835967664347
483328,382.29462126000004,1088.4655051231384,6130,6.454228e-17,0.0011876477712655094,0.02161140350290225,2.849658228543106e-06,-0.6764341889880597,0.02280047610328203
491520,382.85358606,1107.0667843818665,6188,6.319382e-17,0.0008795844389561973,0.021398953450670888,3.3750924615993937e-06,-0.661092181270942,0.022280225435857885
499712,387.02339129999996,1125.5587062835693,6247,4.0992034e-17,0.0010716380772694055,0.018699227158640495,2.4040038440364954e-06,-0.6524749420583248,0.019772067237831918
507904,390.01309502,1144.0003843307495,6305,4.9361573e-17,0.00013430075355533015,0.01680590227169887,2.872759335414976e-06,-0.624483747780323,0.01694163940492191
516096,388.27840536,1162.5544040203094,6364,4.118462e-17,0.0008678504624377063,0.01881836708485025,2.2858333013298094e-06,-0.609114589355886,0.01968736046393862
524288,388.78890474,1181.3182003498077,6423,4.575286e-17,0.00177665231388366,0.021691115158682807,2.3659668895614773e-06,-0.6115855460520834,0.02346895045601125
532480,396.32786624,1199.533052444458,6480,3.4750844e-17,-0.000263344248442601,0.019438998357827586,2.3180158508218085e-06,-0.6128277016803623,0.019176813117310395
540672,401.18653388000007,1218.140115737915,6536,2.6952754e-17,-0.0008427453877166609,0.01746748676559946,2.4740083003571557e-06,-0.5942260407377035,0.01662597838203298
548864,401.0066684000001,1237.1010274887085,6595,2.8209235e-17,0.0005852157921433001,0.01615909828419717,2.8314413327290566e-06,-0.5685145484283567,0.016745729797006836
557056,401.94437418000007,1255.8792593479156,6651,1.6682893e-17,2.2910953713621127e-05,0.03378549847257091,2.294227663379722e-06,-0.5557087164372205,0.03380955654011621
565248,408.1090250600001,1274.7876827716827,6708,2.7870306e-17,0.000866462692247638,0.029446281670607276,2.3620777853672337e-06,-0.5542123944032937,0.0303139254017476
573440,413.72623839999994,1293.6558666229248,6764,3.3730738e-17,-6.662216227498766e-05,0.02040589530606667,1.8637481403294132e-06,-0.5407806642819196,0.020340205017861844
581632,428.11799724,1311.8250646591187,6820,1.3979817e-17,0.0022906342280501766,0.03411311873660452,2.626003590033843e-06,-0.5273854045663029,0.03640506596644971
589824,423.16772682000004,1330.6042532920837,6875,4.7492605e-17,0.00011695354179953703,0.022247951759436547,1.9108015400060017e-06,-0.5222384662367403,0.022365860702006087
598016,446.29318553999997,1349.1187970638275,6929,6.7606676e-17,-0.00025039061121258236,0.04146847602587513,1.7799313006161554e-06,-0.5106469624210149,0.04121897538031286
606208,450.1239273800001,1367.8691115379333,6982,3.5707997e-17,0.0007344261157138958,0.04249055624350149,2.2523603899982093e-06,-0.4991382856387645,0.043226108539410384
614400,472.18099970000003,1386.4460663795471,7035,2.3193254e-17,0.0011396360164672267,0.06191391909378581,2.004427145307908e-06,-0.49601500476710497,0.0630545573238257
622592,478.36025958,1405.3100237846375,7086,3.8395166e-17,0.001739598211433388,0.05690461908598081,2.175733239484501e-06,-0.49340511129703374,0.05864530516403395
630784,458.63060074000003,1423.3160288333893,7139,4.3321146e-17,0.0009347689966048556,0.06433603128134564,2.0791251815088787e-06,-0.4846493121935055,0.06527183984054126
638976,494.6268273799999,1442.5266230106354,7190,3.4419875e-17,0.0009078889154164741,0.050390977747156285,1.3532072261179807e-06,-0.4690020215930417,0.05129954326618582
647168,510.73438783999995,1461.342162847519,7239,5.784292e-17,1.7819035478097104e-05,0.022395827694344915,1.8974750591205236e-06,-0.44792111138813195,0.022414595467352576
655360,485.44220968,1479.4953048229218,7290,4.183446e-17,0.0007886800206679176,0.02680559907021234,2.3691753780363813e-06,-0.4483939103782177,0.027595463678569278
663552,486.49053100000003,1498.2450454235077,7341,3.7421128e-17,0.0006613878187993209,0.023898264603667486,9.939239679956912e-07,-0.4511892291950062,0.0245601493844508
671744,504.71982432000004,1517.0124921798706,7392,8.9839345e-17,0.0016422586439461672,0.04944012569831102,1.8937629873261308e-06,-0.4278316615847871,0.05108333122375085
679936,510.96401114,1535.7443761825562,7441,6.4355095e-17,0.0004949049618550111,0.03367564126510843,1.3596144636252028e-06,-0.4064351918641478,0.03417122603419524
688128,519.4758186600001,1554.29039144516,7491,1.5454434e-16,0.0007387445039706551,0.03011811330125056,2.1256366475652654e-06,-0.3861113894032314,0.030857920623544997
696320,538.86187866,1572.9969415664673,7537,1.4196786e-16,-0.0002931915958581008,0.023498298237973357,9.70354628493375e-07,-0.3666323173092678,0.023205591819429505
704512,550.8658703,1591.8391785621643,7585,2.4534008e-16,0.0003572856941927123,0.021333808375129593,1.9461725247471584e-06,-0.355298075848259,0.021692067155584676
712704,562.19231734,1610.8354189395905,7631,1.4562929e-16,0.0008754938169639109,0.02794057600240194,1.2936270243124603e-06,-0.3419389022979885,0.028816716632878003
720896,576.19440632,1629.6213784217834,7677,9.175479e-17,0.0017104026669628656,0.016957004181676893,1.3899922663929144e-06,-0.331544847600162,0.01866810184477296
729088,590.8653507,1647.7988624572754,7722,1.0987408e-16,0.0028726583222550067,0.03953152956037229,1.1390456343685074e-06,-0.32980061273556205,0.042404757405444485
737280,622.19760848,1666.2392210960388,7765,2.1048212e-16,0.003673976095076448,0.03306029715095064,1.416708092932817e-06,-0.31698700033593924,0.03673498160007356
745472,599.87944548,1684.9976494312286,7810,5.231054e-16,0.0004018054962858385,0.01455009951532702,1.7733032497746492e-06,-0.3068343005841598,0.014952791663237746
753664,605.09548296,1703.2446715831757,7855,3.2256875e-16,0.00047002084005960746,0.043767606104120206,1.192116463066828e-06,-0.299017410678789,0.04423822300241135
761856,601.7492613,1721.6264960765839,7899,2.4535212e-16,0.00019394728053959224,0.024586309473670555,1.3999080647697505e-06,-0.2911548299016431,0.02478095670824253
770048,611.29948876,1739.6158273220062,7942,2.2986296e-16,0.0025400927575520206,0.02639099983862252,1.5408328710497798e-06,-0.2907915683696046,0.02893186301261007
778240,623.1947209799999,1758.1691493988037,7985,2.9542265e-16,0.0031003067392104573,0.04157616354450511,1.1267425896965833e-06,-0.2834529993822798,0.04467703365501041
786432,635.67388196,1776.6760840415955,8029,3.9358932e-16,0.0007006410368035795,0.01972012863989221,1.0118556279081759e-06,-0.2686928836163133,0.020421275604509743
794624,630.42195742,1795.6517143249512,8071,5.3294106e-16,0.0010158546610059007,0.013119353481124562,1.1655381959740918e-06,-0.2610862235771492,0.014135790911228453
802816,643.75520804,1814.6652085781097,8112,2.4290393e-16,0.0030166087648776803,0.02095261201620815,1.1293071456752734e-06,-0.2689693450462073,0.02396978543465867
811008,630.35254772,1832.9409384727478,8155,4.811364e-16,0.0007477073575957568,0.009803555331018288,1.1161758855848801e-06,-0.26198029227089137,0.010551820776556836
819200,628.53887004,1851.8163328170776,8197,7.527987e-16,0.0013949886847377747,0.011608225524196315,9.904309203556672e-07,-0.25900561702437697,0.013003709424394267
827392,621.09949798,1870.8302536010742,8239,3.9065784e-16,0.0009062809700161286,0.016916422804115427,9.506700622163855e-07,-0.25355074228718877,0.017823179109162667
835584,628.56567624,1889.404102563858,8281,3.481233e-16,0.001639745559768013,0.014168558705387113,1.0951753041055224e-06,-0.2526546254521236,0.015808851852807178
843776,629.8544907800001,1908.0076696872711,8323,3.5748083e-16,0.0017067828720076419,0.01214738550788752,6.944044511958403e-07,-0.25100988810881975,0.01385451558212076
851968,627.43605252,1926.9196014404297,8364,2.372777e-16,0.0009179687108219302,0.011617596384076024,8.035737293854428e-07,-0.2469196496414952,0.012535966881762645
860160,624.7515869,1945.10782122612,8407,2.401801e-16,0.0012967930129511127,0.010384171011810394,6.390856109983468e-07,-0.23664742155233398,0.011681283567567008
868352,634.9302612800001,1963.672481060028,8448,4.0027325e-16,0.0008375343292182227,0.0134988020912715,7.409122526613743e-07,-0.23119075056165456,0.014336706876616053
876544,639.5758043999999,1982.4453737735748,8491,1.8737556e-16,0.0022075595228414264,0.010977705946243078,5.801003831018559e-07,-0.2347243195050396,0.013185555519276054
884736,641.4954308,2001.1831467151642,8532,2.1423152e-16,0.0007622653451342685,0.00937776105388366,5.812336683952424e-07,-0.22942715296521782,0.010140317015852126
892928,645.78795506,2019.1902816295624,8574,3.138138e-16,0.0019097222397243894,0.00863593200365358,6.271235180016488e-07,-0.23061837166314944,0.010545967805136969
901120,641.0598525,2037.7221570014954,8615,2.525858e-16,0.0023118897051930265,0.007212174744336153,5.349962597434033e-07,-0.2278356036171317,0.00952433194765905
909312,637.02841364,2055.8326721191406,8659,1.8260623e-16,0.002035289929351102,0.009268944019277114,4.6485052640765635e-07,-0.21875831838697196,0.01130446637389142
917504,638.72390464,2074.8056452274323,8699,2.3239005e-16,0.0026743324459583364,0.00957505658006994,5.371156276329226e-07,-0.21141273378161712,0.012249657583842093
925696,633.88390648,2093.3094685077667,8743,2.62107e-16,0.002251518315622322,0.011209239978597907,5.231629360002987e-07,-0.20453388832975178,0.01346101987568823
933888,632.0385219000001,2111.960730075836,8784,2.1252943e-16,0.0018365068087177895,0.0076632071973790515,4.853425586148763e-07,-0.19507268677698447,0.009499956677376149
942080,634.0137787799999,2130.609259366989,8827,2.4271655e-16,0.0026250733159833483,0.008501171544730823,3.8413035998718923e-07,-0.19334372552111745,0.011126436925894165
950272,633.45781328,2149.3443109989166,8868,1.3732433e-16,0.0011243488082638652,0.007911580297081855,5.069165393542519e-07,-0.1965205153217539,0.009036182563615398
958464,633.162708,2168.052642583847,8911,1.7951741e-16,0.0022364860785746557,0.010439975038707416,4.598729436228188e-07,-0.1925692622666247,0.012676691053753884
966656,626.4679406399999,2186.325293779373,8954,1.4493706e-16,0.001406572620328335,0.008490928587207236,4.994344056236111e-07,-0.17648026169044898,0.009897750924738383
974848,632.6583049799999,2204.9684677124023,8996,2.0727631e-16,0.0028164236248298252,0.02421730768278394,3.844235730715573e-07,-0.1607117863255553,0.0270339235194003
983040,632.36243442,2223.4855370521545,9039,1.6554593e-16,0.0023243136856101352,0.006548526425376622,2.724045139360087e-07,-0.15913077995646746,0.008872976313243724
991232,640.43029468,2242.143884897232,9080,8.855892e-17,0.0022442334192162208,0.009353868898733709,3.976687055928796e-07,-0.16986984269460664,0.011598301152302726
999424,635.96165728,2260.939221382141,9122,1.3735895e-16,0.0005900307730936933,0.007332024441916473,3.217245141934333e-07,-0.1788225872325711,0.007922216077267263
1007616,631.44784668,2279.4518461227417,9164,1.1332044e-16,0.002023320826035464,0.008289426465194084,4.406858712127648e-07,-0.17556266735773535,0.010312967634165154
